,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,Target,Hypothesis
0,-2.627892356678969,-1.2837888669620001,-1.6593741355622442,-1.2262599938150744,-2.7836690761905576,-2.926165902312344,-1.3832523954201998,-3.0627229640457596,-3.049334555320686,-2.1129306210253747,-3.021200566963864,-2.4352134649473736,-1.8628791206377628,-2.3416619548763133,-3.1120873850271935,-2.811428022501959,-2.306681032054459,-3.074853443795979,-2.6048654359696632,-1.3127382001649701,-126.73020045421062,Bad
1,-4.278923566789688,9.16211133038,5.406258644377559,9.737400061849257,-5.836690761905576,-7.261659023123437,8.167476045798004,-8.627229640457594,-8.493345553206858,0.8706937897462552,-8.21200566963864,-2.352134649473734,3.3712087936223725,-1.4166195487631335,-9.120873850271934,-6.114280225019588,-1.066810320544585,-8.74853443795979,-4.048654359696629,8.8726179983503,-287.4483076053919,Global
2,-4.343778484778051,-4.646129068943128,-1.855619917312234,6.519808059059283,0.13401326384256507,-4.610492379081714,-3.19623425161613,9.489437029801454,-6.313908417592769,-5.154556547489621,3.8091862740005507,-2.3212944717161417,-0.7711509420789326,3.504499740891072,-8.28538792294947,-5.31966705428359,0.4491775644748959,-8.61766648931004,-8.195266034232297,-8.320642840333292,-188.64319852892862,Global
3,-3.543988946004026,8.21806799722227,6.639800259828064,5.001605393809836,-0.6149237050577501,7.346487408491296,-4.414241906280349,-8.367278054223162,-7.015770461394773,-0.10464910482836842,-3.9257613792559853,-3.964662538283264,-9.852261551059918,1.5892673355450668,4.366361279678282,-1.8547303611831971,-6.740715994225443,-5.793866427129801,5.202460521576192,-2.844237013536559,-240.8671963407264,Global
4,-2.2589772710724993,5.0784711643320595,7.348730931055485,4.992496265142046,-2.051283547788831,-1.5984027593741157,1.0715161932919255,-0.690340453683195,7.231382731726967,6.474673061129749,-8.519110229597056,-3.5868203273932098,-1.5922796611507994,3.226842216697241,2.630264484796916,0.3033819639542692,-2.9290583806483594,-9.15533077522147,-9.261559063885038,5.605129888742162,-160.297851231001,Global
5,-1.4893761126997889,-2.9940073899999744,-2.1345776681573643,-2.7871250160430736,-1.8124591724277932,-1.3115164953963114,-3.1063128920223355,-1.9086246401932168,-1.9165752286921383,-2.3705821609888553,-1.945710592172431,-2.4202554530081097,-1.2260040043707172,-2.2402568957174376,-1.5502016117215107,-1.3405861122367038,-1.717589694729474,-1.8498443140895577,-1.7922540197835202,-2.941449666299735,-103.3238962894841,Bad
6,-1.7980595529121621,-2.3769583857150725,-1.9864448837060826,-1.4951424829809896,-1.8854407758972171,-1.380637849922201,-2.064795862786184,-1.8412747664185958,-2.864150297207237,-2.083482462042448,-1.833825917376813,-1.989588184949804,-2.1063040714497583,-1.3140457457045445,-2.2836381418720952,-3.0620141427759675,-1.6979564797472322,-2.3554858616706627,-2.8933837173938315,-1.5080262427856137,-111.33990084197319,Bad
7,-1.281720133380659,-2.811620880886446,-1.5061218052433794,-2.124393643386086,-2.7864535836350868,-2.6902779293133827,-1.7723188350518193,-2.7254361058700995,-2.873398230177865,-2.83456401636537,-1.5445350561009334,-1.318447591876722,-1.573623349877524,-2.9045965567113767,-1.733164751701371,-2.9421844732454927,-3.1427568863622195,-2.5576611595565426,-2.922445376310166,-1.2140537097444914,-122.11961053363906,Bad
8,-1.5716321609221164,-2.8631517623100473,-2.1569445011869424,-2.4744835901380853,-1.7397504688902388,-1.1938598138575094,-2.9123143185112053,-1.796245117029138,-2.112464971127622,-2.2483397361029462,-1.9142444640714662,-2.361546047643982,-1.4624807100322348,-1.8940078125467084,-1.7345925616297864,-1.7379184672040264,-1.5845514324411962,-1.9188164931056375,-2.04744458000732,-2.643862729848618,-106.61624470025357,Global
9,-1.455481644375227,-3.001256651631998,-2.0274858907632307,-2.903536167464158,-1.9903504992429277,-1.5811198775154975,-3.0880289687877447,-2.1156464325400512,-1.8953983330394975,-2.501981732520186,-1.9774957822876127,-2.379458983827579,-1.094346288308556,-2.5770312655906507,-1.4740022185401862,-1.2079687487982707,-1.9777179994362168,-1.9165782778221072,-1.7014588959610684,-2.98543544545917,-107.5301473776538,Global
10,-1.466620220399001,-3.0628357294733006,-2.211125648485913,-2.8476231763968927,-1.7198968907470442,-1.1748332974039255,-3.1909479557278937,-1.8060225184332386,-1.8465323575507837,-2.33030000628301,-1.9258334180049799,-2.4580794897919698,-1.2201270834185873,-2.1486783163729286,-1.52468538753123,-1.2854325379898706,-1.5904119540616968,-1.7631234505870639,-1.7695061160764685,-3.0127532144203903,-98.39379804755146,Global
11,-4.655818127760478,0.6005799286242102,-2.2334534793342797,1.5617308833227046,-4.015656854154552,1.9396120941206423,-7.488458870307742,0.23000007723413773,0.6742652307842967,-2.3800146482324314,-4.7548972742605216,-6.749972234415587,-2.588911849316653,-0.07926584760746813,6.067061676886162,5.534396302227339,-6.714390966162154,-2.45049995767336,3.5285205203736254,1.1677561210314202,-167.5751055543625,Global
12,-1.5048712931949773,0.2655389886116932,-2.411015632106297,-4.7222220623426665,-6.754825433513274,2.5341825985089272,5.10422230700742,-6.176146299767426,2.0688734139293814,-7.3733710306023585,2.8829391364472947,-4.031096765969389,-2.8304819789863167,3.4202107850754757,-0.7212680455004232,-1.0101610064946733,-3.931150142736297,6.263284378148338,-3.925676389647654,2.9689649893972376,-157.02192749188163,Global
13,-1.7677812557469395,0.3944675900116028,-8.491767950638117,-0.6623022372977339,-6.894485718907857,-3.5473866011748045,0.38802750822434895,-4.1574623482355495,-4.264056162940428,-8.507339872763522,-1.5266272066327051,-3.447645847300043,-8.552264265320837,-5.255934704202156,4.185945028591437,-5.080796111627077,-2.8566271247979325,-2.1292183398407083,-5.678741168266597,-5.8033027295847965,-152.5083215796532,Global
14,-8.118820911703192,-0.2962546626960556,-2.675986164735857,-3.773311856492663,-1.5320222398404848,0.21188079162456575,-5.259848592749961,-7.60034880565841,-0.7403258005743059,-3.319416134325042,7.699083191550898,2.856451228524472,-2.5561407285442472,4.360258690492696,-3.3059507354115,-5.945024541103492,-3.066292894259874,-2.573134532324386,-5.888490210248043,-5.618130046460141,-162.91198331807868,Global
15,-2.3772569237563834,-6.112471774154756,-1.236432722429539,1.4700693839965862,-3.653084272775131,3.411733819952417,-4.803848832277787,-2.036011252404812,-5.1731624648550545,-9.650933677772294,1.9769917792971796,1.1183044908222222,-3.5874449907147055,-3.2915575128649817,-7.005397848919741,-1.3617459858069942,-1.559422358693066,-2.81276207161296,9.101938249127745,-2.914235165382035,-231.10308122852524,Global
16,-1.7995002222074092,-2.871976585075494,-2.2005757919089275,-1.4535881078796482,-2.193305933799625,-1.6272628848031352,-2.975045124113146,-3.180158055542921,-2.856400161093315,-2.1199518032445033,-2.5889930742514147,-2.8968069809457218,-1.443408247933291,-1.583870979401879,-2.5962454395978405,-1.2390765623600033,-2.6066204659175924,-1.346694301181911,-2.2390720871026115,-2.3750371424673595,-116.98649966758182,Bad
17,-2.364035536440254,-1.8708250397594182,-2.074998126941763,-2.931508539694854,-1.5408620338883916,-1.2899019310950195,-1.378477535882423,-3.013005138077078,-1.6672739398909984,-1.5394978863733464,-3.0801498864872277,-3.0061447983642147,-2.135493592810806,-2.418555539640363,-2.838241689083066,-1.4414817158154074,-1.2645254531447407,-1.4609973053962988,-1.9052973261318005,-2.5712472184846833,-103.50985647085143,Bad
18,-1.4566031048643353,-3.2232988679604886,-2.4539785436551775,-3.157197185932779,-1.4502608782533406,-0.8222419524798659,-3.2728538043205697,-1.7171381151371585,-1.5493907167080732,-2.143376777848711,-2.0182338669395095,-2.6488849636964096,-1.2358294477787561,-2.0100397331987563,-1.5702289890036483,-1.0138216573658925,-1.2318258858547861,-1.3760366649639053,-1.6796322539860806,-3.2249306383211955,-86.90156457444976,Global
19,-1.4904075808061372,-3.2249217950827935,-2.5231332582853376,-3.274921176443847,-1.3637174784073938,-0.7286260797033355,-3.2060090137580284,-1.7600212335034988,-1.440374634751561,-2.0514755629290837,-2.1031500212517167,-2.7308894911731008,-1.278628165497774,-1.9992835994456493,-1.643668505986824,-0.9286711434525197,-1.1152471232444925,-1.2328921935663757,-1.6574733392253538,-3.269355835759104,-85.29960916866942,Global
