x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Value,Timestamp
-8.911384466665492,-9.000042171850303,-9.081553744872929,-8.911805463557215,-9.089703030114244,-7.635205516265026,-8.809949888986448,-8.792240496074664,-8.939497576162733,-9.019571850823707,-9.010432631342953,-9.003326371982618,-8.988026627742144,-9.033776429251382,10006886.076471541,70378
-8.682524889519602,-8.772272608780012,-9.193409639804239,-8.921468491850879,-9.006849369206718,-8.867825949557632,-8.966410632322644,-8.810747044081765,-9.052554113120497,-8.015365403497109,-8.887056186651805,-9.005213274704289,-8.833413400528544,-8.897545448482262,9916857.759508874,82542
8.030337233457495,9.104700720250673,-5.126746146833834,3.766218955383076,-9.782023161394457,8.486693779981604,-4.60174848441001,-9.70435845956029,-1.409454136119173,5.944197382953323,7.2432692878282126,-2.0972532833585085,-2.0513522775052877,4.0608784292832905,3929099.0107875257,95086
-8.911384466665492,-9.000042171850303,-9.100639341395299,-8.911805463557215,-9.089703030114244,-8.982595611817642,-8.809949888986448,-8.792240496074664,-8.939497576162733,-9.019571850823707,-9.010432631342953,-7.723446231064491,-8.988026627742144,-9.033776429251382,10026089.730744924,102261
6.9790919043106925,-9.284882109886423,-6.464950306266344,-2.571343241008222,-7.600928441072906,9.797648511696451,-5.455842518142251,2.0654632796956935,-9.303484780626025,-1.1581906371911899,3.9674554262812105,5.623949580681302,-8.06235967569645,6.32643473058123,4049455.8094121367,121918
2.6891973462850327,-9.086929794423268,2.9069917850547977,6.1524568441808825,-9.526413540322686,-8.784846888904859,-9.592838424446494,-8.396384611247338,8.262354426775993,1.7721048915941537,5.7839327994756555,8.823620418304138,9.962329461684966,7.994490281086289,5823595.059639631,137402
1.2833391539064536,4.642705318478983,4.742937784253584,-6.661402734316081,6.244180455904129,-8.546174666774819,4.486561751868747,1.558678840982708,6.570732284291559,-6.667695109558507,-2.5381886836793575,0.16328048406598583,-0.3379697795661425,-9.227218706285992,1473944.38521731,154015
10.0,-4.5236927991727205,7.370878301019083,-9.668390043829707,0.6161978174912068,-7.611512111299561,2.5409633210101354,1.6823396279067442,9.351021538976756,-7.718248938161825,-6.368462090931649,3.4519772025876794,9.227266738100052,5.484612895642712,4815239.014310407,172545
5.907681809873681,-8.371195315401208,-6.780830586122475,-7.696947630793479,-4.239820083317607,5.758771529139624,-3.662109381868217,8.855860867797464,-5.147779681803738,-1.195744158088921,-2.3291588279533038,0.8640381363195022,-2.15671796718142,9.203566187405272,2403714.3366463026,172648
-8.845554652226491,-8.7875591324892,-9.093832780413987,-9.205958155754042,-8.960420961886927,-8.813651044190705,-9.089002114526204,-8.712349485006975,-8.965820899975562,-7.813266240842835,-7.947028074158281,-9.015156249863391,-8.898845868972629,-8.984347840861787,9692960.879035607,188193
-8.682524889519602,-8.772272608780012,-9.193409639804239,-8.921468491850879,-9.006849369206718,-8.867825949557632,-8.966410632322644,-8.810747044081765,-9.052554113120497,-7.716839153213414,-8.887056186651805,-9.005213274704289,-8.833413400528544,-8.897545448482262,9845002.130628755,204315
-8.879382626677899,-9.076119807129247,-8.430797824160836,-9.256504421592517,-8.999857601078542,-8.961464382596759,-9.106937739890354,-8.931387779647531,-8.996630703141156,-8.843063808498755,-9.012215682155555,-9.146479834195612,-9.157067924351749,-8.967093388345118,10487686.929128418,219440
-9.04118891194228,-9.145825038852752,-7.602694268328772,-9.167226375194454,-8.890609206383827,-8.9654210729453,-8.430184776674256,-9.04837994103543,-9.16940930960007,-8.92786259800438,-9.17096626931798,-8.987010952684756,-8.886034705901734,-9.069802567799846,10106307.08199527,236914
-3.833192250380126,-6.419397464654921,-5.527064002201222,9.595710065574913,4.461213646719134,-2.6905671677652343,-9.60506729679548,3.568883268800459,3.3884226602622682,-3.114009852120433,-9.971996460861403,0.48329634735710947,0.37896211059248586,2.485230261655744,2989564.2835438703,255092
-1.9360755829832215,6.067057658322085,-2.926214404283413,6.004800168227799,-4.446872834932757,1.2362003620263113,-8.505713849885966,-4.005994301368468,6.161850248119162,-8.604967849626561,-8.922461522318788,1.2697489232903791,9.484783956831812,2.09632656465881,3258062.574310626,270167
10.0,2.143692730068725,-9.256094679348434,0.7885480029420933,5.433586633498443,5.229076371876912,-8.871069199012332,4.8551994963497425,6.746088899356021,-7.105922923632077,-7.1162187063543,-0.7237034678542908,-3.9926020590584796,-4.708370892680236,3381166.893117138,289156
4.417906364996282,-1.7754055055757174,5.561179109556564,-9.172914367668708,-9.86560648175849,-7.704795577076171,-0.9868004724142825,9.655434649430756,-2.3102739208414667,-0.5235578183964122,-5.6943550519809625,-5.646039118626982,-3.5349949805505565,2.2098718143279967,3766675.2602738733,302806
6.274269350493242,-2.5777005863805025,-9.790938127134819,-5.203063998227007,4.219506665600232,0.8703326181351283,4.037657860106323,-1.5129509846449043,6.662820223431861,-8.125132406858192,-4.53746630706251,-6.108323414089126,8.515313149402239,7.23442254530838,2694383.9601524197,319201
-8.545968906763887,1.3895631311179173,3.843672417348996,-9.513305319807067,1.9767766194602547,-1.1000753168298711,3.1697194320438875,-6.282523527733277,-6.506507443315643,-2.7471892916242187,9.947621082099282,1.9113648339913993,-3.0683601358605657,4.902027402534623,2749828.8126921174,336035
6.693335118648932,4.652748376856287,5.426209177894732,-3.175232335419082,4.4233691679714955,-9.316734524928622,-3.30787082663461,-9.376029289954827,-4.802082937126649,-2.0194883907762957,9.152130158286415,1.3915324218105205,4.52072578315191,1.6719692787839424,2873612.4383481746,356114
0.8232026834826272,5.793924676863853,5.876244196268301,-4.039781164570581,8.42251570540381,4.996221043252833,2.597563259002257,4.3287312543184004,6.895407957183771,8.925318698359838,-0.28098412609874934,-7.277218322259515,-0.7697802523168367,4.263013360151488,1817770.866455316,376251
1.4185161762392546,-2.042311469145803,8.013301090945944,-0.8126150644611787,6.277653331054061,9.144816219906733,8.649821757777257,4.984792906049918,1.9749546316300286,9.771085744713432,7.056650952325722,-7.378286970626148,7.614364706301895,-8.011785126461723,3390165.8219762077,394566
7.2831485529357565,2.422346372004254,9.841014193281485,-3.2647548108606834,5.92891761473531,-0.7884657803469999,4.771363266018604,-4.413000976041374,7.183532569178432,-9.434160990991014,-6.14587965690159,-7.494025740989121,2.267075476935199,7.32323144916629,3256351.7372529614,413605
-2.5094817600915214,-4.000506966216032,5.512574375064451,4.0119994710329685,7.3370737565803665,8.484789913603386,-3.18305048053812,1.017570205482187,6.613731651505155,-1.4552353293416047,-2.3479453402213117,-6.402514908183589,-6.912242012141566,7.269076380385421,1495443.2400711584,430483
2.484340334686051,-9.965471315267473,8.845172892301289,0.4734331963502143,7.000130491423366,6.0385534139659995,-2.259604296580039,9.40974670371849,7.136937949627615,1.1109125318740176,-0.6254505150051148,1.4911504292404132,-8.69365840565258,5.685395835952711,3202461.698803452,445955
-9.857265022262544,-3.6571675224671507,-4.771164131350341,5.599711628212937,8.910478578328387,0.7649540557559575,-9.439812017308965,-4.030042952742635,7.2702371844769615,-9.789581676430693,3.4912607133236797,-7.3624361846454445,-0.37649191978898955,-4.923525954290863,4217736.523820438,464198
-6.749276978263343,4.951421533420817,4.881660899536698,-7.196952299961244,9.724315117013841,-9.593263404989225,5.584554078919378,-0.7183844903782557,6.414290613387191,-3.4773971330336595,2.3264693314412064,-0.7965251725902043,3.670024722535043,-9.601572131711103,2681152.115834024,480925
-7.2910071417084445,-6.3537837109722615,9.687039780530647,9.816872137503292,7.164499606477371,-8.951791953001928,-0.6418540161761754,4.041210968032658,-2.023440267811056,-1.9600244070459514,2.5167264375791447,2.5702556585858893,-9.439481653921197,-3.85020130425461,3896555.45006477,495519
-9.517804347310172,9.50791802745367,0.6853908621113263,1.803864651074555,-4.392351250356757,7.830640569599154,-4.704874274238772,-5.349624539829204,6.64900407440804,-3.1109734968186773,0.4038873639686198,3.796104869441045,-1.4318053918889913,0.010891169166331593,2300925.709214552,512515
0.5411953202435384,-4.196338901918468,-7.9824595410178905,3.9862934330946267,-3.678138349332042,6.2088754342628505,-4.549282148381991,-8.20948764185447,-7.1323331329079185,-3.4491967261269085,-8.6155728765218,-4.834080221730851,-7.079347044610196,9.94035830917808,2509620.1576788854,528820
-3.980880687761333,8.591701509676493,-9.847598480787658,-3.9249192726533098,6.711260524245034,2.408151993559393,-4.960108919669492,-7.233523441533424,-7.803189779528502,-8.558131380750698,-0.22318297811819754,-2.3637478832168926,-0.41772143059308675,-7.405231092086631,3419589.5312409364,546419
-3.346969116965025,-3.1885738651973003,-9.85565099314705,-9.615904093596988,3.0135532581492637,-9.099491171147266,-0.25752579149994226,9.214025985241282,6.644752398526791,2.3702081901467515,1.0979815605205658,-7.561624099746782,1.556129631588675,-3.880636931084556,3842379.6251708483,565985
-9.241107878555686,-8.534532885238281,-8.685495921546753,-8.953338962154735,-8.369442794768823,-8.894547942527984,-9.151428767211495,-8.32231315523104,-8.736502895522586,-8.81282117011815,-9.248252087723067,-9.260983194053313,-8.896735110298865,-9.0475440088438,9955320.767953148,582692
-4.672749101234789,9.853680927120728,-1.3176015783727344,8.064271832862218,7.298937036095857,-2.6268466217937902,1.6809182258460034,-2.7462433588128468,-9.801647534779109,-0.0066141638636221245,0.22215308069982953,-4.046160118239812,-6.120855556564022,7.287621621633324,2735466.179151074,599538
0.3042083523572874,-8.549800124062912,-7.861068523193348,-7.9779470547213975,10.0,0.1414354457928102,1.4386821463719652,-8.207634048915672,7.172273635841009,5.858385500855242,1.9007775645424712,-0.1463447118745318,1.8344268480622983,3.359127954806425,3122944.21357612,617010
3.235029266139673,-1.1568075783056209,6.5057261592988205,1.5538286088524362,-5.647541104761417,4.888899777808586,0.0722863340749118,-0.1640925714059147,6.705810731084988,-4.548269208916787,-1.5588906802930111,-8.075596098247058,-5.987301728290194,-7.649678744806721,1325274.5195195647,633289
-9.08311334257634,-9.020719133466796,-9.02989118225419,-8.912902812296199,-8.812046630855786,-8.9012330928313,-8.91979758982053,-9.068347003387867,-9.389187695201723,-8.7119389417124,-9.172376308548658,-8.125124179840332,-8.899298184947783,-9.04683588128964,10257634.765231654,647440
-8.504029565914966,0.8217676982214819,-2.2774622764131056,8.12712107491058,5.808411756581295,-7.812564841265909,-9.334484253865119,-4.655752715239114,0.927768114866323,-6.004906033748692,-1.099750717846538,1.2040182090429852,-6.322045036956537,9.862926562273913,2669186.9217767776,647696
-9.047918174885655,-9.005809184335206,-8.99200899983922,-9.317004986161102,-8.161845090826336,-8.725274223701179,-8.965042004194158,-8.892990143879764,-8.943952490653748,-9.075770791309424,-9.041952201845397,-8.049260354485078,-8.886606488523604,-8.877360573423442,9967309.98724535,665333
9.888895676445827,-6.667204810701482,1.5543665537859006,-8.909355748579616,4.990145817612003,2.1329621971579353,-7.8351504608018825,-1.113731905757625,6.44430928267991,0.9245563635018961,-1.497310442371532,-8.13555180254508,7.374472353815001,-0.40530327388980325,3124627.621295502,687845
-8.389957213151456,-9.10880923234158,-9.104468982920318,-8.942363990455148,-7.672139614301125,-9.038060135620643,-9.139569311310238,-8.76693538500836,-9.152177183048064,-8.847273009622095,-9.040629491214354,-9.115905277811795,-8.742644348131991,-9.081388810901863,9990312.885622572,706090
0.25486084856821023,5.738281763894786,5.52403252700638,-6.349773180128505,-3.856991516301372,-2.442664237648028,-3.1033168224285266,-9.135799429073494,-7.284477601199155,-6.494503909449831,-1.9560967369340894,1.0044264379558498,-6.953471612418339,1.0894769123629722,2086772.4673669399,725555
-1.303050822068954,6.466109520251251,6.5541568100675605,8.335667210785331,-2.135210373501806,-9.138176184047689,5.554000008599335,-6.409284207796907,-1.4063911504635733,-7.57800668136597,1.5376333389633583,-9.344113884431463,9.7720745248265,2.688615291956518,3503369.9074640586,725716
1.7849137551054124,7.985600039850116,7.4133028747023815,1.5403145844525472,9.711851799988136,3.27096207937608,1.3107620629109533,1.5492689420656234,-8.875933249711034,8.572023565854877,-2.200426103961285,-9.40779767309401,-3.470275725894819,5.387274992660455,3398026.3395334003,747381
5.038726456068215,-5.490038362276533,4.117619140467973,9.64799703754844,0.5774004702595867,3.934462443016958,0.880996093158334,0.9026230222339358,6.856767453235829,-1.290511001051943,-1.2277588658127225,-8.618468445537264,-6.469534095745576,-8.449633722984897,2200264.8380366387,763522
2.4713728756132642,4.64486592756761,-0.46185695245272385,5.323474369046512,5.733262243456998,-0.545704488624116,-2.8880398495531603,-0.2804053972669358,-7.42767562025179,10.0,-9.268386206265415,-4.512495684807638,-6.554752260808667,-9.330869120508078,2790085.9252177756,784302
7.00296304405212,5.733746555492411,7.9861026901134125,-5.775704211334539,-1.645740202310387,9.168130678260983,-1.5308314245693406,-2.2156089260060075,7.150684196924356,-5.596800732130344,-0.6973770427958961,-5.95648481551496,-7.6369574324182885,-3.8842995011244366,2596887.503379107,802625
3.3609749791576338,-9.073946413837913,6.918407452352042,-7.214390547889569,3.314501355429808,3.284276072495631,0.6392256359113127,-6.724169637677397,6.8077477616234,-6.6550953789345835,-2.601582627390653,-4.889638825627667,-0.3610201250041829,1.425762647609723,1893834.9767752078,821761
6.865486948326829,-9.82499881404937,9.35198667720163,-2.297851572253574,-3.7950274266100177,8.001249441425383,-9.070552265664967,0.13530475296902544,6.652911936938533,-2.172438991031493,-5.029570083212791,-6.481206474342866,-8.740642747604495,-8.730208538976893,4424693.872139979,838308
6.694217892316306,-0.7841445719840205,9.905658356841748,4.80413451356795,5.708856724553616,7.260612842168147,4.675605686710769,-8.86403918361889,-1.2331033505293885,-6.540153677426192,-3.989609612987377,-8.147531642237329,-4.855282765499201,-4.264146875915806,3012336.580497202,859592
-4.863036056183194,-6.587802321001772,1.350972598769264,1.6757290170174102,-3.209656810921878,-9.953537118591113,-9.850893853470378,1.2815071879740625,-8.252098713150126,-4.981640302216811,-2.3397218961348996,5.11347033122675,-6.832153908693103,8.18619087275022,3291384.5725924075,875848
-0.1932719091823003,-0.33032028456199924,8.603421604885867,-0.36402460150162774,-1.8617609745768995,-7.201911840991412,-1.8107374419579276,1.9690141327065582,6.850307595950145,-6.263381191826395,-7.985307273524041,1.8363869143568543,-4.788085623642018,-4.791098302752283,1834674.3203241352,891670
-9.120563684692598,-8.658388238970288,-9.010059960131153,-8.803349441832243,-9.223802791823234,-8.968726737672101,-9.096279073288747,-8.984693033232643,-8.842975232069286,-8.687451047208507,-9.109090351684225,-9.318649049486421,-7.602777797626021,-8.846229593210849,10099786.1830631,910275
6.062873078923779,-3.6692270918565484,7.014365186037601,-9.093301848413683,-5.267714290561199,6.875870057529202,-0.26435974416798125,-7.827036848116189,7.168294434877957,-6.608098828068769,-7.34310076562069,-8.984374832490893,-7.55161483789524,-0.1841789534700773,3948878.232786051,926983
0.34383510580848586,0.9657708526334616,-8.499013632620157,-7.0772556175135595,9.132911248012917,-1.8781187240033503,9.820506988694678,2.0115395638013585,3.745798232547253,0.21551412720945073,-5.6033755174863416,4.118823486033074,-6.208646939492008,-9.79930117154623,2813361.5799358836,944189
-8.48271020696803,4.915319237295378,9.986232934028099,0.35532226263355327,-1.324884951034921,5.168535047270186,2.5547908371855073,-8.378955437646969,-7.835527914255161,-1.5814447132580476,-2.7050611556571553,4.587996051482271,4.535905587599551,-4.222094144313506,2637238.4029318346,961292
-8.894368170242192,-9.304125844371809,-8.9374616612844,-9.067739340189295,-9.572001559206461,-8.970378714061546,-9.087202634040144,-9.166686829544341,-7.934458754737493,-8.878000066139855,-9.098132242246992,-9.071690616105498,-8.618803653642944,-8.696405346867,10477871.342893615,982062
6.578881455389009,-3.2515564759880142,2.650673957499688,7.19639319018734,-8.008190705720995,7.134941393333925,2.2479798071863932,-3.4531347603709897,-1.7408677688142244,-1.7347535884274965,-1.256695471138844,-1.6590928887552465,-2.509738011084954,-5.038637595274792,1188944.1954485355,982237
6.446491983511169,1.061427271372672,3.9553798159675324,9.430892305327205,-7.631025735464906,-1.0415287925755656,-4.725293243248423,-6.665533964283039,-9.130462947565984,7.598733135107963,-7.8546974929720665,7.107912271884061,-1.2655474371139928,-5.352572195688384,3402835.432485089,999041
-1.4316844777967859,6.3658059092281185,4.583925500924359,-5.400242372592378,-8.10609723092687,9.070048359639241,0.12095676865339478,1.8247023224118752,0.04045761451200214,-0.9196444747530457,-6.8629881520452045,1.1122155863186922,-5.9910613677583155,5.263687795227812,1653580.6883844922,1014553
-8.766946377914243,-8.81826075078799,-8.704755699213708,-8.533669440819656,-8.10746861718252,-9.114988520668033,-9.01497186796629,-8.937569116663306,-8.91533097498214,-9.05341260068964,-8.665886204479715,-8.827445123376611,-9.028007208751253,-9.183014664490004,9747384.616957456,1027197
2.1759854598647124,-3.120876625980351,6.438276512940966,-3.6001156151222187,-7.992583737539528,5.889927537798002,1.6511404547315305,-6.092541111983874,2.557061527406926,-6.5877430734373865,-9.526839438453367,-1.0846520314597505,-0.03059329676096567,-4.128291305461139,1969971.6270253798,1046006
-3.16128954249864,-8.920720214070894,6.862982825482039,6.695720205123198,9.461043274537356,8.715266173854893,-0.9471363383968949,-4.927616654268889,6.898540017715543,7.440778236153587,-1.8067553217756593,-9.954069219420079,-4.407391598738476,-0.2805300833963926,3746712.2174042505,1065773
-8.555409566911571,-8.979234118384303,-9.169219605705909,-8.8880238493624,-8.052031311953458,-8.559356414400138,-9.083271582509504,-8.941067760960296,-8.878537711028283,-8.660317735357477,-9.028808779398855,-9.068066346951268,-8.672903820645708,-9.002242307065059,9774531.50202236,1081679
-8.927409286605451,-8.59848470542005,-8.971370213763775,-9.208328740836887,-8.084548329321967,-8.675129972975867,-9.026285789385803,-8.708540758065858,-8.834465407374918,-8.559645780181055,-9.164977193273016,-9.340147973541015,-9.147634748497563,-9.03376080742158,10013473.82590904,1096013
6.244996587279704,-1.6193894243834492,2.0461481803384007,1.159838608431734,-9.979212986920654,-6.342910143218993,-0.2349282240681312,-2.1516444305632714,2.187942179268809,-2.1049893861495983,-1.768625171008031,-0.8414789211877114,-7.4078611709789,-7.8474680518723146,1876176.0584980557,1116662
6.6497139713982705,0.781188699821433,6.041779915000017,-4.427373338752739,-9.087986105098233,5.967846061015717,-1.7625688170591474,0.4663439018226896,-7.88354419647572,-1.7811315278569566,-0.655673523390842,-5.058377336013747,-5.909968067955176,8.751967312926439,1756878.4954933124,1133187
2.7705571912024656,-2.4099054185778463,3.8850228750260563,-1.7861924456760665,5.692666867798678,-6.527779018207939,2.3531896194523867,-9.37276879092008,5.2243883239023425,-1.7742756461614881,-7.9668482766991975,4.7379068770367905,0.32614313398766903,-6.6705535508044065,1553909.3338737648,1150296
7.558953613695948,-0.6692794279633656,4.7504440492648925,1.4327766309204932,5.802625568602682,3.587427605245141,2.2196110137439895,-3.5788696131339695,3.999306334793877,-7.773601174990167,-1.7392909171632187,-7.9408206616257555,-0.02610228218426336,1.187513822880689,1352298.7626674448,1171662
7.062826176327754,8.612819979298486,-7.004998860472126,6.232187982955331,2.7489501733992547,2.9628988188610847,0.1586550219877143,-8.035554844223359,6.805684568731426,-4.589644423092006,-0.19703292313806386,0.7029810638973455,-1.3753337022900407,-9.12252727804035,1810146.4690167233,1187934
4.6131077125722815,4.2174625597112225,4.55416712989701,-3.3803421820071264,1.5905855996875076,2.9012572290432495,-7.622769375838061,-2.44051298560617,6.530667268637558,-4.198567471821724,7.570384509229161,-1.8605344646430737,8.456074164517172,-7.228686977242697,1709274.3784517841,1188336
0.1842571151087249,0.12399413460551578,6.648668390903552,3.0069833982354233,-7.677784177232503,-7.740334071399212,2.131766287614072,-3.3057790263882723,-8.444647122047318,-7.919789464803985,-1.0041067826585781,2.350369972824666,0.58717880656312,-7.155993681798122,2066889.0646975976,1211953
-8.135684888544406,-0.5482037774119881,-1.8968368620748084,5.315036408020324,3.183227671501598,3.175961256089847,1.6114158977719573,-9.829194152384346,3.415599506237534,-8.107805639634106,-0.6161419036925899,-2.0013753903150944,1.8387041939095994,-9.9086172008075,1903447.8145252902,1212209
-6.729005859014706,-8.46183300664133,3.886751502960113,6.455814708760968,7.483031628116372,8.413340230484746,-3.0922699557422426,-5.57300246313174,5.312927350429657,-1.5151196632036967,-0.56631582105536,-7.07176404149879,-6.044217469305464,-2.273695536258902,2293170.2558150627,1229323
3.6601583696708513,-8.133115127411287,9.133858812723425,-3.669237606006071,-4.738094567527613,-3.7110910834090083,2.2072924334420456,-9.367652847134359,-8.46545156406438,-2.9177655293804907,-7.931219518874208,6.639485728753677,2.359175611606471,-9.979828017084268,3289677.959918189,1244139
-9.446790492045583,6.115270609571812,6.058283805695353,-3.95591432498692,4.962488383086075,6.302425429310144,-3.321598127323904,4.189483470986614,5.549406984352764,-9.327168622940674,4.378519324355562,-4.469084809332519,1.7592068605085327,-8.593899918840167,2150576.330232956,1258826
6.981491338250407,-8.509674069211416,7.210602060149174,1.4696797445929235,-9.396797348274092,1.1704385468951344,2.4734072322365535,-1.9262422921555533,-1.5477093043315708,-6.84045996445157,-9.787288420322355,-5.6383179363582805,-5.559498812577455,-4.3894760367684205,3412137.259718859,1273633
-5.832392005243055,5.3594037883265315,5.1778546979549045,4.979989575152118,5.473477018678473,-6.358400544722706,-1.9175221643633957,-6.352684133158879,6.865614840246973,-9.264940677453291,-8.549202058285307,-0.15265979266876073,-7.560024669429345,8.562835010172961,2643878.6666852674,1294020
-4.052878735067135,-8.987121743778346,3.646130796457294,-4.514298990883167,-8.20279530856757,-4.232332209587031,1.0548703824670511,2.370760616813552,6.888666948679248,8.104666287774336,-6.377398282036666,6.058505832910068,0.47218981308120433,-0.5550266206587278,2238728.398887937,1315036
6.0289784612621276,-4.328317778053835,2.56362011824384,-8.87645007616369,8.243590019444063,-2.2743715467326133,3.4031657039674634,4.710445958858326,5.091357070696223,-3.030214857408806,-9.455423279568766,-1.8773894011868162,4.829813072629372,8.465933578209409,2215145.42024514,1330807
-9.752033777948371,0.8279927675447869,-9.350663720904306,-2.381230708708002,6.8468837621227365,-0.03196532166685806,-1.3503798264416886,3.6418773157360125,-0.29249149457633195,-0.25569193538234636,-3.3200626154522963,-4.392706364642201,5.926963091164259,-7.939106104138865,2173264.412472113,1331137
-2.279447399872227,5.401029394654987,5.135043388599058,-8.339063917059592,-2.268193120690171,0.4766293035325102,-9.13972887019637,3.781637170462602,0.3545369510827747,4.20943897830597,-9.172033502267565,-7.744993270994582,2.9254488324552206,6.004641318645682,2605033.4303904003,1351211
3.3207654347022793,8.741699715081005,0.7113169968816013,-4.514289559212004,2.6298336611707036,3.8411041392686265,5.674261177289548,9.541225490881292,4.190767956531211,7.135216060895022,2.7989474014440034,-6.081019394453177,4.362591170552562,0.27494328085340847,1825991.213806388,1351485
-2.343655718176862,-9.056002861016871,4.7165588088291415,4.115731910411231,6.754552446521412,4.746737701946163,-2.5887244966038168,5.9489254687614075,4.6877217705870144,8.195398022222463,-8.559433169718174,-0.4000366757709717,2.5828714821587084,-6.990366132725536,2141040.2762829084,1365490
2.71308567021703,-2.8731792978709443,-9.078550586514663,8.170320547691048,-7.987234330909589,6.074761258458924,-3.781181902322924,-4.428580129815031,-7.988334941263744,-2.124989107904095,-8.136402223874626,1.2708240493584722,-4.309312229648308,-4.904527018445192,2691922.88696073,1382057
-8.81721044183739,-9.027776520112077,-8.911327419167435,-8.323278207566622,-9.116283536835658,-8.460656502756418,-9.188410152057198,-8.898842723948285,-8.453013711717093,-9.12758681114844,-8.86809500693045,-9.01818975436965,-8.786422817443931,-8.998203215279167,9908455.439940503,1395211
-3.8229779005167694,-2.3844818290174787,1.6496407102944595,6.606478030165089,9.915166764367793,4.093006461877506,0.11956933419417837,7.402839952393112,0.18789221239459053,-8.776719172676898,7.2334051634859335,-9.499552322721428,1.2807633162208614,-8.727996309470344,3044620.3600603254,1396218
-2.6356036955987996,-9.416465326873412,-8.840663197999788,-8.627501547135807,-9.129547965462134,-8.87163544941286,-1.1456278062236827,-8.859430395043221,-9.241046770638194,-9.251684506951781,-0.9269249980979222,-5.210928259475701,-7.563713060111897,-9.087816375517109,6906252.230352007,1415892
-2.377841853235198,-9.41865682088335,5.9555093350753125,2.0563604465423975,2.4198029550904394,-7.458084626330046,3.4959187281480446,-7.840979499921503,5.398437925827784,-0.4601175624815994,-7.87768048033581,-1.1639057936353296,-6.840784990281964,-3.9207974336704066,2222040.220549053,1436210
