,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.0,1.25,0.0,0.0,1.0,3.7,0.0,0.0,0.0,0.25,12.563450389693227,Perfect Hindsight
1,0.75,0.25,1.0,0.0,0.75,1.6,0.0,0.0,0.25,0.5,0.019575151731705376,Global
2,1.0,0.0,0.0,1.0,0.0,2.8,0.75,0.5,0.0,0.0,0.017001918957363703,Global
3,0.5,0.5,1.0,0.25,0.0,4.0,0.25,1.0,0.0,0.0,0.00085835024268666,Global
4,0.5,0.5,0.0,1.25,0.25,2.6,0.0,0.75,0.0,0.25,0.35194321432866144,Global
5,0.0,1.25,0.0,0.0,1.0,3.5,0.0,0.0,0.0,0.25,12.291209858612834,Perfect Hindsight
6,0.0,1.0,0.0,0.0,0.5,4.7,0.0,0.0,0.0,0.5,12.429746973474339,Perfect Hindsight
7,0.0,0.0,0.0,0.5,0.0,4.6,0.75,1.0,0.0,0.25,0.03101492979124477,Global
8,1.25,0.0,0.0,0.0,0.5,1.0,2.5,0.0,0.0,0.0,0.00240181655282049,Global
9,0.0,0.0,0.0,0.5,0.5,2.6,0.5,0.0,0.0,1.0,3.240352190016621,Global
10,0.0,0.25,0.5,0.25,0.0,2.6,0.0,0.75,0.25,0.5,0.006808015018591235,Global
11,0.0,0.0,0.0,0.0,0.25,3.2,0.0,0.0,0.0,1.75,4.2398031511336995,Global
12,0.0,1.25,0.0,0.75,0.5,4.9,0.0,0.0,0.0,0.5,17.09571736281074,Perfect Hindsight
13,0.0,1.25,0.0,0.75,0.5,4.5,0.0,0.0,0.0,0.25,16.76464717641223,Perfect Hindsight
14,0.0,1.5,0.0,0.75,0.5,4.1,0.0,0.0,0.0,0.75,17.242503021823055,Perfect Hindsight
15,0.0,1.25,0.0,0.75,0.5,3.7,0.0,0.0,0.0,1.25,16.810587377872316,Perfect Hindsight
16,0.0,1.75,0.0,0.75,0.5,4.9,0.0,0.0,0.0,0.5,17.795835182844588,Perfect Hindsight
17,0.0,2.25,0.0,0.75,0.5,4.9,0.0,0.0,0.0,0.5,14.800084110950573,Perfect Hindsight
18,0.0,1.5,0.0,0.75,0.75,4.9,0.0,0.0,0.0,0.5,21.80579132995988,Perfect Hindsight
19,0.0,1.5,0.0,0.75,0.75,4.9,0.0,0.0,0.0,0.25,21.428403500370987,Perfect Hindsight
