x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,Value,Timestamp
-2.1990213250383643,-1.8040461611445382,-2.1155935579881984,-2.2084083777846253,-2.1103627894483568,-2.078778796085622,-2.2676364932635185,-2.215044480731824,-2.190990746045579,-2.344979295887967,-2.142714609514618,-2.2286110448541976,-2.2044857414405086,-2.448901971497265,-2.2527632340971495,-2.1499893491329702,-2.213903111567858,-2.205234676696614,-2.2973826776144772,-2.1510849752659578,133.58917107696988,465261
-1.9695552371075198,-2.157065422261093,-1.9012029643409658,-2.924362247298431,-2.1230544224165886,-2.121715545211911,-1.9892572850028998,-2.1852343949813666,-2.3065830809967283,-1.966251352836414,-1.7609684706792865,-2.0860934582692163,-2.1091130752250598,-2.0734101357520007,-2.341564333741991,-2.0162466638979906,-2.291722269471542,-2.2277829502920588,-2.1335097234895164,-2.09417773982298,125.98166329839862,506393
-2.23023340533182,-2.0245782667477643,-2.1373013014124833,-2.3515900371689535,-1.9446317833960842,-1.8984337058697995,-2.533273258060449,-2.116942312792637,-2.184791879877155,-2.2238562376961335,-2.1458794779932173,-2.061883201408512,-2.1687745310942677,-2.090623238738969,-2.2384250919627107,-2.2153306532532575,-2.227282780892491,-2.197284979195123,-2.2641809630957486,-1.8190203122670123,130.89648585027192,548488
-2.1527670284127556,-2.0548864672907876,-2.1138503479492874,-2.332394677273103,-2.1073819039751793,-1.9282857059302891,-2.168935418595496,-1.882496281087894,-2.087365726350644,-2.1774505552729995,-2.176092344229456,-2.0942396046274627,-2.0499682801534274,-2.3982048064629082,-2.24939240052845,-2.0296191496720066,-2.312776410901602,-1.9962072694497799,-2.2631375308876205,-2.1499525283134275,127.86401268234252,595088
-2.059138224228887,-1.9971123395131443,-2.0031224507415826,-2.320750208546248,-2.119525664012669,-2.136763114146612,-2.2666484652987346,-2.161778107910038,-1.891227670113791,-2.1360111309268532,-2.4214033756409883,-2.151314186307806,-1.8683699463937735,-2.4502440660841307,-2.0545163066971863,-2.028558966428131,-2.2440101747247763,-2.18931312155396,-2.2537578751606944,-2.1356052888939114,128.53094124719507,636155
-2.1986496839286804,-2.147872803994545,-2.1642617361294576,-2.3342143824610107,-2.1106690746703096,-2.1990453687470572,-2.152361270343262,-2.167479517544856,-2.2345297394327517,-2.236991934230778,-1.9979543095014058,-1.962793964344423,-2.3050654495149123,-2.318633940778194,-2.2467911987085563,-1.8935431039317148,-2.358998404723361,-1.9494762856179213,-2.0111251651076114,-2.227537986291928,129.99461655385684,679357
-0.5643835616504749,-7.3145796107569785,1.7477104790183162,-6.070422842963217,-6.172244940201037,1.6068893749257178,-9.621632632448415,1.250902738505653,-7.739411500901143,4.185887987954162,8.691224633114828,-7.929945979878664,6.403092436246315,-6.395306360550072,-0.5411300780678392,-9.08871307979908,0.01952376871439654,-4.825604119202941,-7.361487915310955,-5.998729900333029,316.74242831506655,682086
-1.149228262160694,-1.987047307510863,-2.038746764945129,-2.3031859634978513,-2.0711698682290898,-2.214673356390591,-1.9723068506945953,-2.1970230276893794,-2.3142921738864333,-2.097894996809494,-1.6959349724980601,-1.89073065995834,-2.084181235056584,-2.006280821850807,-2.1309852280443913,-2.026153447449081,-2.161578306714569,-2.118445284575463,-2.1807530827339585,-2.163757007928572,118.27250623515734,725639
4.179658577963483,3.9307488586534483,-4.6818343939114415,-1.4849790524237285,5.149200502752384,2.578025441431853,3.0806140804856863,-1.9104751746271162,-8.315650793180374,7.494541970789129,-3.64913207748927,4.261338071170563,-7.941639397265197,7.016361791670533,-7.496490476279368,1.6182564188681798,4.826510981026114,2.1366398896682206,-7.466589780731322,-8.244922119609317,115.32559884693518,725743
-2.0733293451059183,-2.078326888938955,-2.1883304522302076,-2.083510686430852,-2.0814418483809245,-2.2155685774628475,-2.033743119863294,-1.4204518813499463,-2.198297935319764,-2.0783138361637996,-2.321016041459803,-2.0513136911202694,-1.9050166643736226,-1.639184480374265,-2.360180957708467,-2.0486643517967833,-2.2789411806849857,-2.1874591288632224,-2.240540740845779,-2.1291519132382044,121.82507951988272,765918
-2.257583548592014,-2.154283156274898,-2.0678776584041785,-3.0170754864799454,-2.1836222580925964,-2.09679013667637,-2.2955000385473063,-2.2012606869585567,-2.0261372336635586,-2.0901959763249742,-2.1641900881819804,-2.003525485255992,-2.2777152845974493,-2.139683915566561,-2.1729610365768686,-2.0519514968336985,-2.1275264835836545,-1.9029238434995523,-1.980403370052505,-2.0985960226319675,128.16754110307406,812121
5.919749877213619,9.69433339156338,-3.80393107492014,6.4127751537730795,8.602306122326244,-0.10324386761335624,1.1641707645757027,-5.695536678536633,5.022359292948675,-9.070943021809036,8.411355131990433,3.820922657433208,4.02897629962326,-1.3998028180831366,8.717768002334466,1.0094293489435096,-0.8891001377423056,-0.2795694245552607,-6.465937801022486,7.912205518937906,250.1716703148206,812284
-2.1925099229467646,-2.01555539034144,-2.0621342694352505,-2.058059117641145,-2.111203501168726,-2.098751770907806,-2.1390007055126947,-2.173936763983918,-2.339300838185588,-2.2141713836578,-1.9737191956980311,-1.897524234881283,-1.2845284836037791,-2.143654720880698,-2.0550421665164778,-2.222625866396558,-2.157484351558062,-2.146329515990856,-2.1292471751464035,-2.1389216553917647,121.88709825615523,857370
-2.187005814734988,-1.9764818653725675,-2.1507774392440324,-2.081538891465337,-2.1394441352297395,-2.1319339973163713,-1.93218677240219,-2.0142947710895065,-2.1810885198904124,-2.2701563150397064,-1.998511949639182,-2.076142204925165,-2.0006730749584722,-2.1249752879249026,-2.2538394854082764,-2.5471008447695453,-2.103698825778574,-2.1121364303081442,-2.2297322105487885,-2.175538429545252,127.35166042642858,906202
-2.1366814024892777,-2.1879884713911473,-2.103706494411121,-2.106489320019551,-2.1269855665065096,-2.2758172822603013,-2.4220718475219765,-2.0639671835694138,-2.242294731282829,-2.352536895622303,-1.459860641325852,-1.9106707041423139,-2.0692694743043454,-2.1302171001017287,-2.422471445054649,-2.0308854210369196,-2.2866823554523545,-2.1993723002699204,-2.2264368627912425,-2.043651754978026,128.3016962867969,951876
-1.2499662479164257,8.135691063831164,8.05611438508388,4.473887320181586,4.736617113743197,4.317432109478933,-4.272059795603455,-7.669872474420318,0.9257086168845383,6.831549162348246,-7.489175991735042,8.534773527434691,3.458404880216195,0.2680651907014493,-6.8626684510883695,4.402029539956427,6.467889187278452,2.6615753875147785,-1.0811286488096599,-8.312222461586005,152.4174216573885,952470
-8.530387226991122,1.7905451754586004,3.1074632631270234,2.8839874037853015,-8.529416425226346,-5.430435703902136,5.6641201475214515,8.531646401342933,8.648070402041295,-8.864761442994874,7.6003929126621905,6.101884331294567,-1.9774914479851944,7.363078502534226,-5.2188840207121485,-2.114370660297574,-1.6987162015041903,-1.393209493758473,-3.078667600429381,-4.625040848381788,173.54681774452754,952656
-2.1451866626978786,-2.169678358281664,-2.073530788879513,-2.273350351947146,-2.1254689335273724,-2.1726839018595587,-2.135504424350149,-2.003548579955389,-2.2004910807956284,-2.376165658198084,-2.1606582976855044,-1.858907162927954,-2.11987521727325,-2.1408874272198384,-2.143473767348246,-2.6731271217319783,-2.20892258183423,-2.287371837378653,-2.1866627011803312,-1.8319700216949624,131.52404571992588,991062
-2.1769339473727056,-1.9590259983595821,-2.051137259005965,-2.1379347918633176,-2.051203820339176,-1.9575034221400358,-1.6776789605765432,-2.1465885647390817,-2.1931421143487198,-2.3278331632511606,-1.207161784261232,-1.8520264485738456,-2.0276058839634574,-1.876256414806198,-2.1962500278945445,-1.8904636148799667,-2.221730461973506,-1.8613547821407903,-2.301647302214306,-2.2359894348375153,114.39795347060077,1033094
-2.1925099229467646,-2.01555539034144,-2.0621342694352505,-2.058059117641145,-2.111203501168726,-2.098751770907806,-2.1390007055126947,-2.173936763983918,-2.2783070885908794,-2.2141713836578,-1.9737191956980311,-1.897524234881283,-1.9218983090428399,-1.9456869247260524,-2.0267856122411487,-2.222625866396558,-2.157484351558062,-2.146329515990856,-2.1292471751464035,-2.1389216553917647,123.83913978136437,1074405
-1.8474193560260217,-2.1830467002371536,-2.0859082242500127,-2.0713087674506534,-2.0375854633656463,-2.20881967763059,-2.029647218726304,-1.980537356822067,-2.285074467594944,-2.0994693376210707,-2.1418114455859074,-2.0337258705122583,-2.004196589022616,-1.9487968854062585,-1.8135844398562782,-2.0088839926647806,-2.2408930708217794,-2.20200946576666,-2.206568416694596,-2.2742129924170236,122.14843588219061,1114138
-2.2229471095435365,-1.9699639069213166,-2.0911176157313047,-2.2925865470643423,-2.1817847974066464,-2.30074520732577,-1.7876540293564323,-2.2420002023034833,-2.331768997719877,-2.2242721978700626,-2.2446144100083316,-1.7918524751399385,-2.13610185426586,-1.9607824461606818,-2.1367789886520616,-1.907429800327325,-2.2339999114294753,-2.172298843097703,-2.249036656522888,-2.1442542031620175,127.10520338190939,1155398
-1.8719272798621258,-2.119617858355839,-2.0697633574047414,-2.2984004151457764,-2.0958066560713706,-2.133682734477693,-1.8508081310880868,-2.0337396424972933,-2.3253318432767123,-2.0203490422754626,-2.1669536192300543,-2.0062155080689497,-2.1009238677798656,-2.039025640234561,-2.095542979232955,-3.135001417718798,-2.1598278363877625,-1.9175559123318902,-1.6525494625442896,-2.1374294802273583,121.0006684710734,1198952
-1.6376994779930456,-3.0211662263812666,-1.9745350574635054,-2.2917515209289,-2.1117894351475996,-2.046056081584391,-2.0450243313795777,-1.8815433943053765,-2.3514425974442075,-2.214564726157059,-2.1976099851256867,-1.9843580068201163,-2.076828017598112,-2.0172327741815854,-2.2706233807898606,-1.9215934616770998,-2.222140263298604,-2.197143912421975,-2.2354440918121234,-2.0998377767761713,125.35135684592571,1243274
-2.132373495940854,-2.045540698590492,-2.2296854293614974,-3.1369500948823887,-2.21039888586067,-2.093939446200008,-1.7231700953876832,-2.0828712118710193,-2.1699015765469594,-2.15888940897257,-1.9992574147405306,-1.7046614612110824,-1.937683512184364,-2.1380580821686905,-1.992136373716603,-2.1404261390256933,-2.3052041431339347,-2.1033783947304165,-2.343793716574365,-2.0200109938006783,123.67587162877108,1287163
-1.8843691615139773,-1.9597015202103765,-2.0233376085974406,-2.244089049344073,-2.021586847844846,-1.8493710503858907,-1.587869660831167,-2.119351283630423,-2.209671276793462,-1.9323305060199285,-1.0749579728150955,-2.12187102235164,-2.1177117215075665,-2.0112471421610048,-2.253196510764867,-1.716050781584288,-2.2275151404687756,-1.8507742254054946,-2.2726986287915363,-2.0853057030111692,111.30868115623451,1330245
-2.0378427606825977,-2.314627578714907,-2.031719409556069,-2.066819031934369,-1.943228583137203,-2.088773886193417,-2.1453888499034526,-2.0704419645388796,-2.237757097914113,-2.158640974605942,-1.9598129691998345,-1.9944077570419005,-1.9154367884218928,-2.1182662912674655,-2.070198985814253,-2.125711943611651,-2.2554234042156143,-2.11014922026455,-2.1053886971865485,-1.6065761136377097,123.37633719747735,1371054
-2.072105321255413,-1.7128513440078361,-1.8434423176032855,-3.2784998121558937,-2.0987102605608943,-1.9600308701983273,-2.078124594060127,-2.023687492585277,-2.382226798551158,-2.1186135467715292,-2.217776402569701,-2.1765190418330063,-1.9614234676726285,-1.7869861800746403,-2.287438924104867,-1.8700961534720228,-2.1989101679548684,-2.083949045197036,-2.2370312324614963,-2.174532531005255,120.68200938377596,1414457
-2.239203604789113,-2.134016719292246,-1.968554405792351,-2.3322679688079413,-2.1651126367841855,-2.2326572566689897,-1.6549456300962735,-2.1125882346601443,-2.3043560729229036,-2.203320856726836,-0.8502076354899142,-2.0723273546539556,-2.1673728242112604,-2.02055851409942,-2.140099931568238,-1.95610448356428,-2.1319322001835737,-1.852225543586803,-2.3097350776209424,-1.7226601518736704,118.93744592313584,1457494
-2.1259793659581927,-1.9917722621356535,-2.1515384867767793,-2.1935520812405347,-1.756471317087188,-2.0862705507455956,-1.6515664234787768,-2.2267841122937497,-2.289586767957588,-2.0918466300118674,-0.6370288838755194,-2.0618342340737175,-2.2423477463687282,-2.307209776785248,-2.149097303857005,-2.1023826329315556,-2.2645039456186042,-2.222056431025897,-2.0436896604266526,-2.1867451775524493,118.93794555246474,1501087
-1.9183064358146922,-3.4066471300063936,-1.9366316703091293,-1.99628743974213,-1.8819227307359996,-2.1471286266617984,-1.9091697502810445,-2.108743813711323,-2.4813951323255155,-1.9868735645693754,-2.0814451395416462,-2.042708803674325,-2.29508727040349,-2.382584767858857,-2.25373988925206,-1.853794323320983,-2.2088838801250485,-2.341283849712952,-2.3498077075891723,-2.2361141955719575,125.24248423025342,1543023
5.998793603274573,-3.707312129409315,0.08274288248414763,-2.3547028839373896,-9.971246769532952,3.3372859302819045,-5.352887194354171,2.4042696190147677,6.500729282051971,4.791128324334522,-7.499825669758381,-6.638874046378948,5.8373787313015875,3.1924421909084195,2.0004369233674595,-8.860653646280202,-8.765494175849918,-6.65631093138438,-6.680155862949839,3.293912471565596,326.9951491279411,1543288
-2.15836243702815,-1.7960931101374324,-2.0901744068456285,-2.3249923285617244,-2.1455351159200733,-1.8925753150736677,-2.1714826292761304,-2.0801584549551095,-2.374745940531855,-2.1507309355823674,-2.049589295064002,-2.124787339450781,-2.124929854561392,-2.3343479217831327,-2.1196916213022963,-3.2255010750297557,-2.2319045602287355,-1.8300004137078378,-2.2837151814169077,-2.2002815469256394,127.34140668914803,1586183
8.154667606659633,-6.658540003990737,-6.66147535036893,8.633483015960117,1.229665304306284,-9.84997061202899,-5.175851377712986,7.443626907276158,9.437323072572024,7.225136848448578,7.739942004979309,5.819483823705944,-5.374771130061641,-7.6895524354728195,3.5003417346906485,-5.682431418978836,9.099022591187037,-9.085286021933726,2.4856518548235123,-2.577311601605709,385.08187940957947,1586602
-0.9032795891206598,-2.0403168818065325,-2.150638453250206,-2.0596513842167097,-1.735618429290497,-2.2803068419020454,-1.6666410568650996,-2.126229310736397,-2.101293969790234,-2.153546543457457,-2.2654629109424236,-2.0797512331043397,-1.9623793855879352,-2.033334744057658,-2.2860941557177314,-1.8719483583276673,-2.1679426824950685,-2.3258151945248073,-2.331976145425061,-2.1204354270424943,117.98397920073627,1622831
-1.9574736244353668,-1.723658103913472,-2.158074633221995,-2.2227593256068445,-2.0540103458497163,-2.1146833986437352,-2.198292401767015,-2.051108851937898,-2.304930653235227,-2.1576314746506307,-2.2313778659088435,-1.9895513385418104,-2.031107501167904,-2.00763138508694,-1.5868111608817836,-1.601929017526221,-2.329948471627066,-2.206231368086299,-2.059939911269082,-2.0797367148523813,119.12594139580847,1661126
-1.9202089191112623,-2.122536156209099,-2.1713503262843656,-2.322478211051647,-1.9753292990501308,-2.0349989005874933,-1.6803714433233772,-2.160776278213051,-2.3126107703968204,-2.1649347187310672,-1.9610666339797376,-2.210675651952232,-2.2048588545572283,-1.8287679636553502,-1.4742253278829784,-1.8804696804671721,-2.237306290224925,-2.0713602206821573,-2.3196896822006323,-2.1152731780072536,119.40327747241881,1700280
-1.9804970782059588,-2.137967329764222,-1.8050990444099924,-2.4684607595852537,-1.9202495552519245,-2.1208945776205486,-2.144988112086346,-2.202005240560908,-1.9590582588716146,-2.144216746566574,-2.231360573078305,-2.1265298929839265,-2.0624049604005448,-2.041299506049082,-2.1431188354664403,-2.0029139495611235,-2.2460515386502338,-2.6334921869590957,-2.223126706643296,-2.0653718682213045,127.09142581678259,1744867
-2.1895818287509514,-2.0672756241719745,-1.9507691968565357,-2.1151894374237337,-2.0308263005628753,-1.9017638603372022,-1.541821339505784,-2.0079291571005298,-2.1785940269664117,-2.5602264715179457,-2.2418283978545808,-2.1345206234193403,-2.1435514921309213,-2.004681413000016,-2.261366393174029,-2.123472893522841,-2.1818719224679497,-2.1792285472704487,-2.4075115280856862,-1.3912030717434796,124.5289381850242,1784145
-2.168333251490461,-1.6783026762198008,-1.8805432749842823,-2.203550559944895,-2.1111651743566107,-1.711769594712213,-2.0488837733811414,-2.188465830893219,-2.378993185881505,-2.071987606078425,-1.2886612058856173,-2.2384778475808718,-2.173765405863434,-2.3088613884776272,-2.0144663032510914,-3.4754803678444643,-2.1766463555657256,-2.096827043257512,-2.204926564082591,-2.167257387549304,118.42959661715571,1826067
-2.234863205159278,-2.018540220329678,-1.9560091938323616,-2.350924524636624,-2.0227425069139198,-1.8980799613765527,-1.7646076622358855,-1.8915070647457866,-1.9767557823118997,-2.183862277566362,-2.183175837911006,-2.161668306398159,-2.1442212177796405,-1.91321125562503,-1.3317966629346714,-1.9853424422105181,-2.1619004210354564,-2.0629952812603074,-2.3144303465244978,-2.11793534286773,116.6843840485062,1872534
-2.1649033182329736,-1.9467277630324027,-1.8296180726222673,-2.0942634928877757,-2.0236845852357614,-2.1363063994120925,-1.9371278462962387,-2.2393764100928015,-2.385513480603314,-2.1366413248483953,-1.90668490344423,-2.083126578050262,-2.0348179031157354,-2.3077319967343755,-2.090750551693059,-1.9943417622704782,-2.1978262026558726,-2.720812205998312,-2.029528227674925,-2.0091427246845863,124.78740790678754,1920843
-0.7691464661824217,7.329017180357152,6.135334742359927,-4.309902748356382,1.273427983290766,-1.8533785495805386,7.710867677426133,-6.273395985175226,-3.951454127685613,5.31966692645474,-7.022532338910192,4.037263092022414,2.304214092820228,9.078535771624047,-8.523085577113356,-4.417946354555388,-9.515516872530045,-6.388636872815248,9.401954071906385,2.7121956150530213,299.3441273845139,1962336
3.3102239720972655,-5.631242387190608,-0.15900220511434782,-5.611944722373553,8.739353837103646,-9.890419440882901,-6.4525553132007545,-7.0453349784817405,-5.999044956711179,-3.7776307856167755,-0.5858563164690445,-9.85221660878793,-9.207486554012323,8.06875407208208,1.219755086092004,-7.02580975662862,-5.136281749514768,5.157048986674358,-8.597037028998631,8.762105079255658,432.7843902840853,1962620
-2.0940606853200436,-2.1024033277148932,-2.1115000482343014,-2.0574010050707288,-2.091314855732822,-2.1163126882058165,-1.8541953587398545,-2.0977487388167235,-2.10590105625689,-2.028977712585462,-1.9788534728227205,-2.1934405772883263,-1.238008834060059,-2.3364237468437246,-2.0695106502250162,-2.1231686341368596,-2.259831407303139,-1.9749932868439477,-2.1330709740787785,-2.166782365693411,119.58375117736226,2013796
-2.151377005045747,-1.8572715804969544,-1.949618518108645,-2.2833927768566316,-2.2135872612964764,-1.979301296942662,-1.6218223397813585,-2.1939168045431483,-2.179493872875158,-2.15293966250334,-2.1112034566854536,-2.0168310610095808,-2.0869350552413914,-1.9805298063561547,-2.268010887218408,-2.122456022609202,-2.1459777283111823,-2.007496156683307,-2.2686290441464223,-1.2727242344642207,121.79966807753067,2055688
-0.8205884514324691,-2.0403168818065325,-2.150638453250206,-2.0596513842167097,-1.735618429290497,-2.2803068419020454,-1.6666410568650996,-2.126229310736397,-2.101293969790234,-2.153546543457457,-2.2654629109424236,-2.0797512331043397,-1.9623793855879352,-2.033334744057658,-2.2860941557177314,-1.8719483583276673,-2.1679426824950685,-2.3258151945248073,-2.331976145425061,-2.1204354270424943,117.8000182314309,2099192
-2.106835904325205,-2.2394169617295456,-1.8707368895601597,-2.4182419398157586,-2.056353696244858,-2.198028055495035,-1.9546338975847668,-2.0064115736466728,-2.4948704755411173,-2.030141685564292,-2.1258585971998976,-2.2105742042854746,-2.131792289189793,-2.0280053900216415,-1.241822711390153,-2.2136239113642286,-2.1373131784500012,-2.0375391008176247,-2.36855906915529,-2.0077517688862656,123.53955379710976,2140614
1.7393842750864543,-8.656949533859047,-8.41971064646829,2.950707885034131,-6.2283071275726725,0.5062065246364096,6.895751796603552,3.9044218815418823,9.570008431276829,6.862305861510617,2.8526602064513327,9.108876276735177,7.293834483733665,8.270567122282312,-0.7702358713593362,-9.74605252238178,-5.932329430338044,0.4849581521241024,-4.488201584678409,4.367046460740376,280.470750390547,2140764
-2.1418736100488527,-2.0128000448551724,-2.1618719526491184,-3.3254680057196246,-1.912555073857435,-1.8738806479074146,-1.9106149899491842,-2.172334618694305,-2.263830582366916,-1.769260284803464,-2.285663327028514,-2.2216168264037335,-1.8828616087514973,-2.383635035187478,-2.2755687100753077,-2.2005187833218702,-2.226621337366266,-2.0661264275378954,-2.0952164521566004,-2.140498683954119,124.38643916515512,2189332
-0.7579703159692013,-2.0403168818065325,-2.150638453250206,-2.0596513842167097,-1.735618429290497,-2.2803068419020454,-1.6666410568650996,-2.126229310736397,-2.101293969790234,-2.153546543457457,-2.265462910942423,-2.0797512331043397,-1.9623793855879352,-2.033334744057658,-2.2860941557177314,-1.8719483583276673,-2.1679426824950685,-2.3258151945248073,-2.331976145425061,-2.1204354270424943,117.67689662757081,2231116
-1.8712537197811603,-1.9806793881091653,-2.162562680913357,-2.234200450643229,-1.8311622331540782,-2.119218045168926,-2.1183267627782554,-2.146437719638568,-2.1660108678963796,-2.175024731535421,-2.03684897778518,-2.067442046028197,-2.170563048213073,-1.2053892682554537,-2.0449371066885473,-1.7884907325921073,-2.0496819007823044,-2.1900070354879864,-2.1816678376531726,-1.8761001524641585,117.20274913023535,2276434
-2.2322652285779565,-1.8798193014644742,-2.069066987104282,-2.230424435823455,-1.9181848637891044,-2.128651771517709,-2.106834233436615,-2.175901792756622,-2.1280098671479184,-1.9407418471600977,-1.875577663952905,-1.9364615486892376,-2.187931871208547,-1.9735588407878975,-1.2193733928769355,-1.811657666058636,-2.2202148993456285,-1.7525005038994272,-2.1509675693991346,-2.0863681578532134,113.52968827137417,2318053
