,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.75,0.25,0.75,0.0,0.25,1.6,0.5,0.25,0.0,0.25,0.021673363928826885
1,0.5,0.25,0.0,0.25,0.0,3.2,0.5,0.25,0.5,0.25,0.2165421766503821
2,0.5,0.0,0.25,0.0,0.0,1.6,0.0,3.0,0.0,0.0,5.427784198642131e-08
3,0.0,0.0,0.5,1.0,0.0,4.800000000000001,0.0,0.0,0.25,0.75,0.15064409680914972
4,0.0,1.5,0.25,1.25,0.0,3.0,0.0,0.0,0.25,0.0,0.9362566427078505
5,0.0,0.25,0.0,0.5,1.0,3.2,0.5,0.75,0.5,0.0,0.11685482618058894
6,0.0,0.25,1.25,0.75,1.25,4.0,0.0,0.25,0.0,0.25,0.004681782311541032
7,0.5,0.0,0.25,0.0,0.25,4.6,0.25,0.0,0.5,0.75,0.10714405474349004
8,0.5,0.0,1.0,0.0,0.0,1.0,0.5,1.5,0.5,0.0,0.0005448296923565587
9,0.0,0.25,1.5,0.0,0.0,2.6,0.25,1.0,0.0,0.5,1.1337187660587353e-05
10,0.25,0.5,0.5,0.0,0.25,4.800000000000001,1.25,0.25,0.5,0.25,0.020785366757715175
11,0.25,1.0,0.75,0.5,0.25,4.0,0.5,0.0,0.25,0.0,0.08922842824622625
12,0.25,0.5,0.0,0.5,0.0,4.2,1.5,0.25,1.0,0.0,0.05774034976077358
13,0.0,0.0,0.25,0.25,0.0,1.6,0.5,1.25,0.0,0.5,0.004218878540073065
14,0.25,1.0,1.25,0.0,1.0,3.6,0.0,0.25,0.0,0.0,0.009384409555470739
15,0.0,0.25,0.5,0.5,0.5,4.4,0.25,0.0,0.25,1.5,0.15125445838317256
16,0.75,0.75,0.25,0.0,0.25,3.8000000000000003,0.0,0.5,0.75,0.0,0.016790939768289357
17,1.0,0.25,0.0,0.25,0.0,2.0,0.25,0.25,2.0,0.0,0.011169957953882837
18,0.5,0.5,0.0,0.75,0.0,3.4000000000000004,0.0,0.25,1.25,0.0,0.11328361390148318
19,1.0,0.25,0.0,1.0,0.0,1.2,0.0,0.0,0.75,1.0,0.16438336778341636
20,0.0,0.0,0.25,0.5,0.25,1.6,1.0,0.0,0.5,1.0,0.13199917666737007
21,0.75,1.5,0.0,0.5,0.0,1.6,0.25,0.0,1.0,0.0,0.2692202296677329
22,0.5,0.0,0.0,2.25,0.0,2.6,0.0,0.25,0.0,0.25,0.07597405597630702
23,0.25,0.25,0.25,0.0,0.25,2.8,0.0,0.0,0.25,0.0,0.3561599783480077
24,0.25,0.0,0.25,0.0,0.25,4.2,0.5,1.25,0.25,0.75,0.005788912163021183
25,0.0,0.75,0.0,1.25,0.25,3.0,0.25,0.5,0.0,0.5,0.1212727134560036
26,0.75,0.25,0.0,0.5,0.5,4.800000000000001,0.25,0.75,0.5,0.25,0.037180117888466785
27,0.5,0.0,0.5,0.0,0.5,1.8,0.75,0.5,0.5,0.5,0.022307175099018656
28,0.25,0.5,0.5,0.0,0.25,1.0,0.0,0.0,1.5,0.75,0.010940838977679071
29,0.0,0.0,0.25,1.0,1.5,2.6,0.5,0.0,0.0,0.25,0.3746990698119711
30,0.0,1.0,0.5,0.0,0.0,1.0,0.25,0.5,1.75,0.0,0.0004936248821850441
31,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.5,0.5,0.0,0.0006763733459443379
32,0.5,0.5,0.75,1.0,0.5,2.6,0.0,0.0,0.0,0.0,0.06930801401755575
33,0.25,1.25,0.25,0.0,0.75,4.4,0.25,0.0,0.0,0.75,1.3445500292842931
34,0.75,0.75,1.0,0.25,0.0,4.2,0.0,0.0,0.5,0.0,0.025185302074639277
35,1.0,0.0,0.0,0.0,0.0,3.0,1.25,0.5,0.25,0.5,0.006716351734498086
36,0.25,1.0,0.0,0.5,0.0,1.6,0.0,0.0,0.5,1.75,0.8910088204709481
37,1.25,0.25,0.25,0.5,0.75,4.800000000000001,0.25,0.0,0.0,0.25,0.010647074682678372
38,1.25,0.0,0.5,0.25,0.5,3.2,0.0,0.25,0.0,0.5,0.009250669771424757
39,0.75,0.75,0.5,0.0,0.0,4.800000000000001,0.5,0.0,0.5,0.0,0.06263281520476273
40,0.0,0.0,0.5,0.5,0.75,2.2,0.75,0.75,0.0,0.25,0.0039592103427224575
41,0.5,0.5,0.0,1.0,0.0,1.8,0.75,0.5,0.5,0.25,0.06531385522262054
42,0.75,0.25,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.25,0.11027156996352913
43,0.25,0.25,0.0,0.25,0.0,3.2,0.25,1.5,1.0,0.25,0.0005182233088816734
44,0.0,0.75,0.5,0.0,0.25,1.0,0.5,1.0,0.5,0.0,0.0038167441154553475
45,0.0,0.0,0.25,0.5,1.0,2.6,0.5,0.5,0.0,1.0,0.03152199811766348
46,0.25,0.25,0.0,0.0,0.75,2.4000000000000004,0.25,0.5,0.25,0.5,0.2099198875754208
47,0.0,0.5,0.5,0.5,0.0,4.0,0.5,0.5,0.5,1.0,0.011870164926670175
48,0.0,0.25,0.0,1.25,0.0,3.8000000000000003,0.25,1.25,0.0,0.75,0.016551050122610916
49,0.75,0.0,0.5,0.25,1.0,3.2,0.75,0.0,0.0,0.0,0.041455855354011265
50,0.25,1.5,0.25,0.0,0.5,3.6,0.25,0.25,0.25,0.25,0.3455351491695874
51,0.5,0.0,0.0,1.25,0.0,4.2,0.0,0.25,0.0,0.0,0.12686697176669898
