,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.0,0.5,0.25,0.5,0.0,2.8,1.0,0.75,0.25,0.0,0.06849339088188033
1,0.25,0.25,0.75,0.0,0.0,2.8,0.25,1.75,0.5,0.0,0.000719406936694604
2,0.25,0.0,0.25,0.25,0.0,3.8000000000000003,1.5,0.0,1.5,0.0,0.016899142139834306
3,0.25,0.25,0.5,0.0,0.0,4.2,0.75,0.0,1.25,0.75,0.01592481254936663
4,0.0,0.75,0.25,0.0,0.5,1.4,1.0,0.0,0.0,1.0,0.4491751090994536
5,0.25,0.25,0.0,0.75,0.0,1.2,0.25,0.5,0.75,0.75,0.07621289522248102
6,0.0,0.5,0.75,0.0,0.0,2.0,0.25,1.75,0.0,0.5,0.0006314837108413637
7,1.5,0.5,0.0,1.0,0.5,3.0,0.0,0.25,0.25,0.0,0.10365745809788429
8,0.75,0.5,0.5,0.0,0.5,3.2,0.5,1.0,0.25,0.0,0.0059543073948687235
9,0.75,0.25,0.5,0.0,0.75,4.4,0.25,1.0,0.25,0.0,0.0033289945367427722
10,1.5,0.25,0.75,0.25,0.0,3.6,0.5,0.0,0.5,0.0,0.002577360857142089
11,0.75,0.5,0.25,0.75,1.0,3.2,0.25,0.0,0.0,0.5,0.06593549701461508
12,0.5,1.25,0.25,0.75,0.25,3.4000000000000004,0.75,0.0,0.0,0.0,0.33485570030278566
13,0.5,0.25,0.25,0.0,0.0,2.0,1.25,0.75,0.5,0.5,0.010952726313289512
14,0.0,0.0,0.5,0.75,0.0,1.0,0.0,0.5,0.5,1.25,0.003743362048035016
15,0.5,0.5,0.25,1.0,0.75,1.6,0.0,0.0,0.25,0.5,0.14296751006928415
16,1.5,0.0,0.5,0.0,0.5,1.8,0.25,0.0,0.25,0.25,0.06430157269711032
17,0.0,0.25,0.75,0.0,0.0,3.4000000000000004,0.0,0.0,1.75,0.5,0.0027125877780732974
