,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.0,0.25,0.0,0.0,0.75,2.6,0.25,0.0,0.0,0.0,4.380473472912515,Dye-sceptic
1,1.25,0.25,1.0,0.0,0.0,3.2,0.25,0.75,0.5,0.0,0.0009106758162904339,Dye-advocate
2,3.25,0.0,0.0,0.0,0.25,2.6,0.0,0.5,0.0,0.0,0.0002713602573596306,AR87-advocate
3,0.75,0.25,0.5,0.0,0.75,2.6,0.0,1.25,0.0,0.0,0.002482480954439077,Surfactant-sceptic
4,0.0,4.0,0.0,0.0,0.0,2.6,0.0,0.25,0.0,0.0,1.1516655318883866,Scavenger-Obsessive
5,0.0,0.0,0.0,0.25,0.75,2.4000000000000004,0.0,0.0,0.0,2.75,1.29799770932503,pH-Obsessive
6,0.0,0.0,0.0,0.0,0.25,2.6,0.0,0.25,0.0,3.5,0.7250690910073132,H-bonding Obsessive
7,0.25,0.0,0.0,0.5,0.25,3.0,0.0,0.25,0.0,2.75,0.5031017055874059,Halophile
8,0.75,0.25,0.5,0.0,0.75,2.6,0.25,1.25,0.0,0.0,0.002201358950660965,Halophobe
9,0.75,0.25,0.5,0.0,0.75,2.6,0.25,1.25,0.0,0.0,0.002201358950660965,Global
10,0.0,0.0,0.0,0.0,0.5,2.6,1.25,0.0,0.0,0.0,1.1363945812705483,Dye-sceptic
11,0.0,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.31700141996327386,Dye-sceptic
12,0.25,0.25,0.0,0.0,0.0,1.4,1.25,0.0,0.0,1.0,0.5082486583571395,Global
13,0.0,0.25,0.0,0.5,1.0,3.2,0.0,0.0,0.0,2.25,2.821047463796025,Global
14,0.0,0.25,0.0,0.0,0.5,2.4000000000000004,0.25,0.0,0.0,0.0,4.057922234708151,Global
15,0.0,0.25,0.5,0.0,0.5,4.800000000000001,1.0,0.0,0.0,0.0,0.14517359100592386,Global
16,0.0,0.25,0.0,0.0,0.5,2.0,0.0,0.25,0.0,0.0,0.8050271167693526,Global
17,0.0,0.25,0.0,0.0,2.75,1.2,0.0,0.0,0.0,1.5,0.27942542085897726,Halophile
18,0.0,0.5,0.0,1.75,0.75,1.0,0.0,0.0,0.0,1.25,2.8015269782036727,Halophile
19,0.0,0.25,0.0,0.0,0.5,4.6,0.0,0.0,0.0,0.0,4.042954535469303,Global
20,0.5,0.25,0.0,0.0,0.5,4.4,0.5,0.0,0.0,0.0,0.7574783265277415,Global
21,0.0,0.25,0.0,0.0,0.5,3.4000000000000004,1.5,0.0,0.0,0.0,1.2238038429946387,Global
22,0.0,0.25,0.0,0.0,0.5,4.0,0.0,0.0,0.0,0.0,4.403912150358055,Global
23,0.0,0.25,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,2.437634379058241,Global
24,0.0,0.25,0.0,0.5,0.5,3.4000000000000004,0.0,0.0,0.0,0.0,5.73327401448402,Global
