,No Hypothesis
0,27.94404347958353
1,25.214869968904484
2,25.214869968904484
3,25.01325960699822
4,25.01325960699822
5,25.01325960699822
6,25.01325960699822
7,25.01325960699822
8,24.781534234208788
9,24.781534234208788
10,15.40980735991325
11,14.461159106939562
12,12.388706665098994
13,12.388706665098994
14,12.388706665098994
15,12.388706665098994
16,12.388706665098994
17,12.388706665098994
18,12.388706665098994
19,12.152069544365196
20,12.152069544365196
21,12.152069544365196
22,12.152069544365196
23,12.152069544365196
24,9.03166960025466
25,9.03166960025466
26,8.307888526612302
27,8.307888526612302
28,8.307888526612302
29,8.307888526612302
30,8.307888526612302
31,8.307888526612302
32,8.307888526612302
33,8.307888526612302
34,8.307888526612302
35,8.307888526612302
36,8.307888526612302
37,8.307888526612302
38,8.307888526612302
39,8.307888526612302
40,8.307888526612302
41,8.307888526612302
42,8.307888526612302
43,8.307888526612302
44,8.307888526612302
45,8.307888526612302
46,8.307888526612302
47,8.307888526612302
48,8.307888526612302
49,8.307888526612302
50,8.307888526612302
51,8.307888526612302
52,8.307888526612302
53,8.307888526612302
54,8.307888526612302
55,8.307888526612302
56,8.307888526612302
57,8.307888526612302
58,8.307888526612302
59,8.307888526612302
60,8.307888526612302
61,8.307888526612302
62,8.307888526612302
63,8.307888526612302
64,8.307888526612302
65,8.307888526612302
66,8.307888526612302
67,8.307888526612302
68,8.307888526612302
69,8.307888526612302
70,8.307888526612302
71,8.307888526612302
72,8.307888526612302
73,8.307888526612302
74,8.307888526612302
75,8.307888526612302
76,8.307888526612302
77,8.307888526612302
78,8.307888526612302
79,8.307888526612302
80,8.307888526612302
81,8.307888526612302
82,8.307888526612302
83,8.307888526612302
84,8.307888526612302
85,8.307888526612302
86,8.307888526612302
87,8.307888526612302
88,8.307888526612302
89,6.97577588156479
90,6.97577588156479
91,6.97577588156479
92,6.97577588156479
93,6.97577588156479
94,6.97577588156479
95,6.97577588156479
96,6.97577588156479
97,6.97577588156479
98,6.97577588156479
99,6.97577588156479
100,6.97577588156479
101,6.97577588156479
102,5.7016033555396675
103,5.7016033555396675
104,5.7016033555396675
105,5.7016033555396675
106,5.7016033555396675
107,5.7016033555396675
108,5.7016033555396675
109,5.7016033555396675
110,5.7016033555396675
111,5.7016033555396675
112,5.7016033555396675
113,5.098624521702455
114,5.098624521702455
115,5.098624521702455
116,5.098624521702455
117,5.098624521702455
118,5.098624521702455
119,5.098624521702455
120,5.098624521702455
121,5.098624521702455
122,5.098624521702455
123,5.098624521702455
124,5.098624521702455
125,5.098624521702455
126,5.098624521702455
127,5.098624521702455
128,5.098624521702455
129,5.098624521702455
130,3.4641668981378047
131,3.250277314566709
132,3.250277314566709
133,3.250277314566709
134,3.250277314566709
135,3.250277314566709
136,3.250277314566709
137,3.250277314566709
138,3.250277314566709
139,3.250277314566709
140,3.250277314566709
141,3.250277314566709
142,3.250277314566709
143,3.250277314566709
144,0.6565167334274555
145,0.5879234086271161
146,0.5879234086271161
147,0.5879234086271161
148,0.5879234086271161
149,0.5879234086271161
150,0.5879234086271161
151,0.5879234086271161
152,0.5879234086271161
153,0.5879234086271161
154,0.5879234086271161
155,0.5879234086271161
156,0.5879234086271161
157,0.5879234086271161
158,0.5879234086271161
159,0.5879234086271161
160,0.5879234086271161
161,0.5879234086271161
162,0.5879234086271161
163,0.5879234086271161
164,0.5879234086271161
165,0.5879234086271161
166,0.5879234086271161
167,0.5879234086271161
168,0.5879234086271161
169,0.5879234086271161
170,0.5879234086271161
171,0.5879234086271161
172,0.5879234086271161
173,0.5879234086271161
174,0.5879234086271161
175,0.5879234086271161
176,0.5879234086271161
177,0.5879234086271161
178,0.5879234086271161
179,0.5879234086271161
180,0.5879234086271161
181,0.5879234086271161
182,0.5879234086271161
183,0.5879234086271161
184,0.5879234086271161
185,0.5879234086271161
186,0.5879234086271161
187,0.5879234086271161
188,0.5879234086271161
189,0.5879234086271161
190,0.5879234086271161
191,0.5879234086271161
192,0.5879234086271161
193,0.5879234086271161
194,0.5879234086271161
195,0.5879234086271161
196,0.5879234086271161
197,0.5879234086271161
198,0.5879234086271161
199,0.5879234086271161
200,0.5879234086271161
201,0.5879234086271161
202,0.5879234086271161
203,0.5879234086271161
204,0.5879234086271161
205,0.5879234086271161
206,0.5879234086271161
207,0.5879234086271161
208,0.5879234086271161
209,0.5879234086271161
210,0.5879234086271161
211,0.5879234086271161
212,0.5879234086271161
213,0.5879234086271161
214,0.5879234086271161
215,0.5879234086271161
216,0.5879234086271161
217,0.5879234086271161
218,0.5879234086271161
219,0.5879234086271161
220,0.5879234086271161
221,0.5879234086271161
222,0.5879234086271161
223,0.5879234086271161
224,0.5879234086271161
225,0.5879234086271161
226,0.5879234086271161
227,0.5879234086271161
228,0.5879234086271161
229,0.5879234086271161
230,0.5879234086271161
231,0.5879234086271161
232,0.5879234086271161
233,0.5879234086271161
234,0.5879234086271161
235,0.5879234086271161
236,0.5879234086271161
237,0.5879234086271161
238,0.5879234086271161
239,0.5879234086271161
240,0.5879234086271161
241,0.5879234086271161
242,0.5879234086271161
243,0.5879234086271161
244,0.5879234086271161
245,0.5879234086271161
246,0.5879234086271161
247,0.5879234086271161
248,0.5879234086271161
249,0.5879234086271161
250,0.5879234086271161
251,0.5879234086271161
252,0.5879234086271161
253,0.5879234086271161
254,0.5879234086271161
255,0.5879234086271161
256,0.5879234086271161
257,0.5879234086271161
258,0.5879234086271161
259,0.5879234086271161
260,0.5879234086271161
261,0.5879234086271161
262,0.5879234086271161
263,0.5879234086271161
264,0.5879234086271161
265,0.5879234086271161
266,0.5879234086271161
267,0.5879234086271161
268,0.5879234086271161
269,0.5879234086271161
270,0.5879234086271161
271,0.5879234086271161
272,0.5879234086271161
273,0.5879234086271161
274,0.5879234086271161
275,0.5879234086271161
276,0.5879234086271161
277,0.5879234086271161
278,0.5879234086271161
279,0.5879234086271161
280,0.5879234086271161
281,0.5879234086271161
282,0.5879234086271161
283,0.5879234086271161
284,0.5879234086271161
285,0.5879234086271161
286,0.5879234086271161
287,0.5879234086271161
288,0.5879234086271161
289,0.5879234086271161
290,0.5879234086271161
291,0.5879234086271161
292,0.5879234086271161
293,0.5879234086271161
294,0.5879234086271161
295,0.5879234086271161
296,0.5879234086271161
297,0.5879234086271161
298,0.5879234086271161
299,0.5879234086271161
300,0.5879234086271161
301,0.5879234086271161
302,0.5879234086271161
303,0.5879234086271161
304,0.5879234086271161
