,No Hypothesis
0,2869314.535009468
1,2869314.535009468
2,2021707.4182634384
3,2021707.4182634384
4,2021707.4182634384
5,1874207.47638536
6,1323859.6730130548
7,1323859.6730130548
8,1323859.6730130548
9,1323859.6730130548
10,1323859.6730130548
11,1220032.8750007174
12,1220032.8750007174
13,1220032.8750007174
14,1220032.8750007174
15,1220032.8750007174
16,1220032.8750007174
17,1220032.8750007174
18,1220032.8750007174
19,1220032.8750007174
20,1220032.8750007174
21,1220032.8750007174
22,1220032.8750007174
23,1220032.8750007174
24,1220032.8750007174
25,1220032.8750007174
26,1220032.8750007174
27,1220032.8750007174
28,1220032.8750007174
29,1220032.8750007174
30,1220032.8750007174
31,1220032.8750007174
32,1220032.8750007174
33,1220032.8750007174
34,1220032.8750007174
35,925957.1960617112
36,925957.1960617112
37,925957.1960617112
38,925957.1960617112
39,925957.1960617112
40,925957.1960617112
41,925957.1960617112
42,925957.1960617112
43,925957.1960617112
44,925957.1960617112
45,925957.1960617112
46,925957.1960617112
47,925957.1960617112
48,925957.1960617112
49,925957.1960617112
50,925957.1960617112
51,925957.1960617112
52,925957.1960617112
53,283050.43122950866
54,283050.43122950866
55,283050.43122950866
56,283050.43122950866
57,283050.43122950866
58,283050.43122950866
59,283050.43122950866
60,283050.43122950866
61,283050.43122950866
62,283050.43122950866
63,283050.43122950866
64,283050.43122950866
65,283050.43122950866
66,283050.43122950866
67,283050.43122950866
68,283050.43122950866
69,283050.43122950866
70,283050.43122950866
71,283050.43122950866
72,283050.43122950866
73,283050.43122950866
74,283050.43122950866
75,283050.43122950866
76,283050.43122950866
77,283050.43122950866
78,283050.43122950866
79,283050.43122950866
80,283050.43122950866
81,283050.43122950866
82,283050.43122950866
83,283050.43122950866
84,283050.43122950866
85,283050.43122950866
86,283050.43122950866
87,283050.43122950866
88,283050.43122950866
89,283050.43122950866
90,283050.43122950866
91,283050.43122950866
92,283050.43122950866
93,283050.43122950866
94,283050.43122950866
95,283050.43122950866
96,283050.43122950866
97,283050.43122950866
98,283050.43122950866
99,283050.43122950866
100,283050.43122950866
101,283050.43122950866
102,283050.43122950866
103,283050.43122950866
104,283050.43122950866
