x0,x1,Value
0.6679158505156053,0.17807214036644226,0.47782127054467033
-0.5109485208271857,-0.2551188753501821,0.32615403149543076
-4.046829732160992,-5.073199414088006,42.1141831762051
-4.935877612448544,-3.68544117420156,37.94536445357091
2.668071991752403,-0.6014210022275632,7.480315375094042
-0.2343406262003329,3.4335752901808076,11.844354802428182
2.2923506640161397,-2.7206697519418688,12.656915465946668
-1.5560802881160112,-0.22838006376301223,2.4735433165876057
4.602277801718258,-3.53148705796036,33.65236180473016
-3.935285882609966,-4.070318943391284,32.05397127879923
-1.8715671825519862,3.7701209536206077,17.71657572373474
0.04697892269912529,-0.11288344258575478,0.014949690787981786
0.07432426230968758,-0.2440001229541906,0.06506015596953937
0.014042582791688574,-0.08505986681436184,0.007432375073938403
0.03241440955177666,-0.059912310482360454,0.004640178893925068
0.03450843568599282,-0.11706613040178127,0.01489531102074116
0.009369771763076074,-0.054192434458428806,0.0030246125754232397
0.03129550688596883,-0.07336587623557378,0.006361960547063252
0.009115400955813868,-0.1569435853420984,0.024714379514617777
0.009970007092064748,-0.10853418862784281,0.011879071142519985
0.015048718086028146,0.00991405056740291,0.0003247523146857726
-0.004494890834749299,0.01445106322650247,0.0002290372719926852
0.02787356780094541,-0.08396980785282437,0.007827864412794146
0.03956466372765988,-0.0800394980402146,0.00797168386241232
0.011305680066541868,-0.08349887295282343,0.007099880186158751
-0.026256223301899695,0.006877334028246196,0.0007366869854152936
0.030559988264641902,-0.02427523463435932,0.0015231998992882492
0.04151410713654968,-0.1865590201149132,0.03652768907758152
0.012971512146464192,-0.04992289023644503,0.0026605550969260065
-0.042246988120609785,0.02317040388901148,0.0023216756216428627
-0.012568810962157784,0.030562015789044494,0.0010920118180922627
-0.056488917731435606,-0.06722962859817727,0.0077108207879177555
0.010433787904035263,-0.11707300403768883,0.0138149522044351
0.02552234610489279,0.00791141989948585,0.0007139807155239168
0.05147576398380238,0.019080056865263373,0.0030138028476978103
0.08862014098357918,-0.16047510315032554,0.033605788119057074
0.044082296352172534,0.007083649980060613,0.001993426948720777
0.07366218680104453,0.04742293865156455,0.007675052874662034
0.06577969046186638,-0.05017797079690922,0.006844796430554429
-0.010973018520232358,0.017763662502417787,0.0004359548409451661
0.044718386322884385,-0.0499453201621094,0.004494269081418345
0.04346277524209796,-0.012346225898305363,0.0020414421256771094
0.04650764693931819,-0.07226534083285685,0.007385240709521241
-0.00887165342857088,-0.07182754679600123,0.00523790271328842
0.044984726578164214,-0.005935792124702743,0.002058859253459877
-0.06359508174372053,-0.06070396230528985,0.007729305461552547
-0.10623013672107362,0.0033260789770821475,0.011295904749139782
-0.021571565196659037,-0.0701761193831345,0.005390020156709657
-0.0015028932729563849,-0.05278632194914934,0.002788654473109143
-0.062268028456649915,-0.024202240639993988,0.00446305581987434
-0.04246163655268731,0.009192865179613818,0.0018874993489430673
