,No Hypothesis
0,28.108971858379093
1,25.13269881914622
2,16.558992322282275
3,12.994100820552196
4,12.994100820552196
5,12.994100820552196
6,2.830106202212996
7,0.8903003523278812
8,0.8903003523278812
9,0.3470644914364342
10,0.3470644914364342
11,0.3470644914364342
12,0.0472417119538576
13,0.0472417119538576
14,0.0472417119538576
15,0.0472417119538576
16,0.0150814339449264
17,0.0150814339449264
18,0.0141970309481581
19,0.0004587662389386
20,0.0001494871616079
21,4.135724558576959e-05
22,1.4331403596475703e-06
23,1.4331403596475703e-06
24,1.4331403596475703e-06
25,1.4331403596475703e-06
26,1.4331403596475703e-06
27,1.4331403596475703e-06
28,1.4331403596475703e-06
29,1.4331403596475703e-06
30,1.4331403596475703e-06
31,1.4331403596475703e-06
32,1.4331403596475703e-06
33,1.4331403596475703e-06
34,1.4331403596475703e-06
35,1.4331403596475703e-06
36,1.4331403596475703e-06
37,1.4331403596475703e-06
38,1.4331403596475703e-06
39,1.4331403596475703e-06
40,1.4331403596475703e-06
41,1.4331403596475703e-06
42,1.4331403596475703e-06
43,1.4331403596475703e-06
44,1.4331403596475703e-06
45,1.4331403596475703e-06
46,1.4331403596475703e-06
47,1.4331403596475703e-06
48,1.4331403596475703e-06
49,1.4331403596475703e-06
50,1.4331403596475703e-06
51,1.4331403596475703e-06
52,1.4331403596475703e-06
53,1.4331403596475703e-06
54,1.4331403596475703e-06
55,1.4331403596475703e-06
56,1.4331403596475703e-06
57,1.4331403596475703e-06
58,1.4331403596475703e-06
59,1.4331403596475703e-06
60,1.4331403596475703e-06
61,1.4331403596475703e-06
62,1.4331403596475703e-06
63,1.4331403596475703e-06
64,1.4331403596475703e-06
65,1.4331403596475703e-06
66,1.4331403596475703e-06
67,1.4331403596475703e-06
68,1.4331403596475703e-06
69,1.4331403596475703e-06
70,1.4331403596475703e-06
71,1.4331403596475703e-06
72,1.4331403596475703e-06
73,1.4331403596475703e-06
74,1.4331403596475703e-06
75,1.4331403596475703e-06
76,1.4331403596475703e-06
77,1.4331403596475703e-06
78,1.4331403596475703e-06
79,1.4331403596475703e-06
80,1.4331403596475703e-06
81,1.4331403596475703e-06
82,1.4331403596475703e-06
83,1.4331403596475703e-06
84,1.4331403596475703e-06
85,1.4331403596475703e-06
86,1.4331403596475703e-06
87,1.4331403596475703e-06
88,1.4331403596475703e-06
89,1.4331403596475703e-06
90,1.4331403596475703e-06
91,1.4331403596475703e-06
92,1.4331403596475703e-06
93,1.4331403596475703e-06
94,1.4331403596475703e-06
95,1.4331403596475703e-06
96,1.4331403596475703e-06
97,1.4331403596475703e-06
98,1.4331403596475703e-06
99,1.4331403596475703e-06
100,1.4331403596475703e-06
101,1.4331403596475703e-06
102,1.4331403596475703e-06
103,1.4331403596475703e-06
104,1.4331403596475703e-06
