Unnamed: 0,x0,x1,Target,Hypothesis
0,-2.6409584261050103,-2.8881992836174173,-15.316356510303216,Weak
1,-2.1026303724839965,0.3132083773982117,-4.519153970964611,Global
2,-3.1588271416576528,-4.424700332121176,-29.556161939946307,Global
3,2.938731110399112,1.6008552629847603,-11.198878112253604,Global
4,1.4082139754868308,0.7741736320310677,-2.5824114132886,Global
5,-1.0240000000000002,-1.024,-2.0971520000000003,Weak
6,-1.8700443070449968,-1.273222523098626,-5.1181613036370335,Weak
7,-1.244254494317231,-1.024,-2.596745246628628,Weak
8,-0.7451733519489034,-0.5215282975681255,-0.8272750896190716,Global
9,-0.1780879837358507,-0.221087979793225,-0.0805952247601501,Global
10,0.3249021025470706,0.1801885927932131,-0.1380293052123055,Global
11,0.3787924074877746,-0.2978995210523905,-0.2322278126136279,Global
12,0.1091747036508909,-0.0673918251993589,-0.0164607740209608,Global
13,-0.2013641908177258,0.1765612301344337,-0.0717214053302619,Global
14,0.0514976008123498,0.5234606911862945,-0.2766630981066613,Global
15,0.0076219026511224,0.1224984768063051,-0.015063970219888,Global
16,-0.0969530764119097,-0.0198395716134959,-0.0097935076275406,Global
17,0.0129012006588183,-0.1610656590473653,-0.0261085875028012,Global
18,0.0099867120955153,-0.0034126449574567,-0.0001113805640843,Global
19,-0.0370374838765352,0.0360274678250889,-0.0026697536497924,Global
20,-0.0070225673366445,-0.0380167823748856,-0.0014945921941371,Global
21,0.0360285599586485,0.024859470106924,-0.0019160503866909,Global
22,0.0341049620046901,-0.0152317677735979,-0.0013951551828501,Global
23,-0.0193280233724919,0.049447369774147,-0.0028186148650688,Global
24,-1.024,-1.2845746812463188,-2.698708111699081,Weak
25,-1.024,-1.0839046838071495,-2.223425363579077,Weak
26,-0.003281035087447,-0.0186641429185247,-0.0003591154221281,Global
27,0.0067386039767763,0.0697115499101497,-0.0049051089744311,Global
28,-0.00330138442948,-0.0223299101511822,-0.000509524026511,Global
29,-0.0163924287292566,-0.0369715908686458,-0.0016356102510022,Global
30,0.0468210804786233,0.0250072049359912,-0.0028175738758963,Global
31,-1.0406186157658028,-1.1329430890959111,-2.3664471466085213,Weak
32,-1.0548834849430022,-1.1636719101454274,-2.466911481267001,Weak
33,-0.026844518119045,0.009134573909461,-0.0008040685935511,Global
34,5.12,-5.12,-52.4288,Global
35,0.0086182956945929,-0.0306672554147345,-0.001014755575352,Global
36,0.0196461643293925,0.0134192971342754,-0.0005660493084354,Global
37,-0.025997002789843,-0.0150377197192413,-0.0009019771684095,Global
38,-1.0518193522231354,-1.1647453110407475,-2.462955589302505,Weak
39,-1.0579412837401536,-1.207360349832182,-2.576958774188653,Weak
40,0.022762301649414,-0.0162261503118915,-0.000781410330323,Global
41,0.0045749937747451,0.0221043357428957,-0.0005095322266736,Global
42,0.0696458149602347,0.0010243023289027,-0.0048515887367362,Global
43,0.0003437908898352,0.0101874272423598,-0.0001039018659943,Global
44,0.0455632863556001,-0.0537572969497069,-0.0049658600388613,Global
45,0.0170459733510903,0.0142722894514898,-0.0004942634536731,Global
46,0.0641229705855706,-0.0266977544579202,-0.0048245254498133,Global
47,-0.0066524683759529,0.02729941016147,-0.0007895131306572,Global
48,0.073657891351505,0.0602432328171717,-0.009054732058614,Global
49,-1.0240000002483378,-1.024,-2.097152000508596,Weak
50,-1.1049061824456814,-1.1160326775669571,-2.466346609403961,Weak
51,0.0078937259993571,-0.0030478406104967,-7.160024253991989e-05,Global
52,-0.0304645653646344,-0.0072713134193202,-0.000980961741698,Global
53,-0.0138316841519925,-0.0040078792493378,-0.0002073785825577,Global
54,-0.030009111737584,0.0247959970068643,-0.0015153882548432,Global
