,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.0,0.5,0.0,0.0,1.25,1.2,0.5,0.5,0.0,1.0,0.05234687502698203,Global
1,0.0,1.25,1.0,0.25,0.5,3.8000000000000003,0.25,0.5,0.0,0.0,0.008247867432815458,Global
2,0.5,1.0,0.25,0.0,0.25,3.4000000000000004,0.25,0.0,0.0,1.5,0.22987738553616788,Global
3,0.0,0.0,0.0,0.75,0.0,3.4000000000000004,0.75,1.5,0.25,0.25,0.000916948455894569,Global
4,0.75,0.25,0.0,0.0,1.75,1.6,0.25,0.0,0.0,0.5,0.14769361268918962,Global
5,0.0,0.0,0.0,1.75,0.5,3.4000000000000004,0.0,0.25,0.0,1.0,1.0589887894667331,Global
6,0.0,0.0,0.0,2.5,0.25,3.6,0.0,0.0,0.0,0.75,2.322433207398589,Global
7,0.0,0.0,0.0,4.5,0.0,4.800000000000001,0.0,0.0,0.0,0.0,1.031072716331831,Global
8,0.25,0.0,0.25,3.0,0.0,1.2,0.0,0.25,0.0,0.25,0.027424660223163776,Global
9,0.0,0.25,0.0,2.75,0.75,4.800000000000001,0.0,0.0,0.0,0.5,4.137267017308284,Global
10,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,1.5,0.8072064598638172,Global
11,0.0,0.0,0.5,0.0,1.0,3.2,0.5,0.0,2.0,0.0,0.0009663176103243876,Global
12,0.0,0.0,1.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.01559548457329099,Global
13,0.0,0.0,4.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.5,1.480757592877236e-15,Global
14,0.0,0.0,1.5,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0003241075859521348,Global
15,0.0,0.25,0.0,0.0,0.75,4.800000000000001,0.25,0.0,0.0,0.0,4.9289117735272185,Global
16,0.0,0.0,0.0,0.0,0.5,4.800000000000001,0.0,0.0,0.5,0.0,1.0964930598825262,Global
17,0.0,0.0,0.5,0.0,0.5,4.800000000000001,0.0,0.0,0.0,0.0,0.47168978539183504,Global
18,0.25,0.0,0.0,0.0,0.5,4.800000000000001,0.0,0.0,0.0,0.25,1.6630032167621849,Global
19,0.25,0.0,0.0,0.0,0.5,4.6,1.0,0.0,0.0,0.0,2.0063179146819983,Global
20,0.25,0.0,0.0,0.0,0.5,3.6,3.75,0.0,0.0,0.0,0.17643504326135098,Global
21,0.25,0.25,0.0,0.0,0.5,4.4,1.25,0.5,0.0,0.25,0.09790425380186289,Global
22,0.0,0.0,0.0,0.0,0.75,2.6,1.5,0.0,0.0,0.25,0.5256661110351,Global
23,0.0,0.0,0.0,0.25,0.0,4.2,0.0,0.0,0.0,0.0,1.9968244047656998,Global
24,0.0,0.0,0.0,0.0,0.75,4.2,0.5,0.0,0.0,0.5,4.502013651307603,Global
25,0.0,3.0,0.0,0.0,0.75,4.6,0.75,0.0,0.0,0.0,4.110548296489978,Global
26,0.0,0.0,0.0,0.0,0.75,4.6,0.25,0.0,0.0,0.0,3.0817884572324896,Global
27,0.0,0.25,0.0,0.75,0.75,4.4,0.25,0.0,0.0,0.75,9.860947534924998,Global
28,0.5,0.25,0.0,0.0,0.25,4.2,0.25,0.0,0.0,0.75,0.6058769707934355,Global
29,0.0,0.25,0.0,0.0,2.75,4.0,0.25,0.0,0.25,0.0,0.5815255982621457,Global
30,0.0,0.25,0.0,0.0,0.75,4.2,0.75,0.0,0.25,0.75,4.544708977638458,Global
31,0.0,0.25,0.0,0.0,0.75,4.2,0.0,3.5,0.0,0.0,1.8455906633469126e-11,Global
32,0.0,0.25,0.0,0.0,0.75,4.2,0.0,0.0,1.5,0.75,0.07329528014494553,Global
33,0.0,0.25,0.0,0.75,0.75,4.2,0.25,0.0,0.0,1.0,9.527843901150291,Global
34,0.0,0.0,0.0,0.75,0.75,4.6,0.25,0.0,0.0,0.0,4.529866396207816,Global
35,1.25,0.25,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.75,0.025376515977142015,Global
36,0.0,0.25,0.0,1.0,0.75,4.2,0.25,0.0,0.0,0.75,10.88110681739323,Global
37,0.0,0.25,0.0,1.25,0.75,2.8,0.25,0.0,0.0,0.5,7.8933564765933575,Global
38,0.0,0.25,0.0,1.25,0.75,4.2,0.25,0.0,0.0,0.5,11.746869504635312,Global
39,0.0,0.25,0.0,1.25,0.75,4.4,0.25,0.0,0.0,0.0,10.124551225042346,Global
40,0.0,2.75,0.0,0.0,0.5,3.4000000000000004,0.5,0.0,0.0,0.25,7.618639844677583,Global
41,0.0,2.5,0.0,0.0,0.5,3.4000000000000004,0.75,0.0,0.0,0.25,5.705268587546699,Global
42,0.0,0.25,0.0,1.25,0.75,4.0,0.0,0.0,0.0,0.5,11.017331145605727,Global
43,0.0,2.5,0.0,0.5,0.75,3.2,0.25,0.0,0.0,0.25,13.381652814825692,Global
44,0.0,2.0,0.0,1.0,0.75,3.6,0.0,0.0,0.0,0.25,17.57404862537318,Global
45,0.0,1.75,0.0,1.0,0.75,3.6,0.0,0.0,0.0,0.25,18.515926659774752,Global
46,0.0,1.5,0.0,1.0,0.75,3.6,0.0,0.0,0.0,0.25,19.12755671703494,Global
47,0.0,1.25,0.0,1.0,0.75,3.8000000000000003,0.0,0.0,0.0,0.25,22.010762421378455,Global
48,0.0,1.25,0.0,1.0,0.75,3.8000000000000003,0.0,0.0,0.0,0.0,19.550079254907917,Global
49,0.0,1.25,0.0,1.0,0.75,3.8000000000000003,0.0,0.0,0.0,0.5,23.636432781576776,Global
50,0.0,0.0,0.0,1.75,0.75,3.2,0.25,0.0,0.75,0.0,1.0915716395494277,Global
51,0.0,1.25,0.0,0.75,0.75,3.8000000000000003,0.0,0.0,0.0,0.5,22.25418876049347,Global
52,0.0,0.5,0.0,1.5,0.25,4.2,0.5,0.0,0.25,0.25,7.674306189054774,Global
53,0.25,1.5,0.0,0.25,0.0,2.4000000000000004,0.5,0.0,0.25,0.25,1.928366190719935,Global
54,0.0,1.0,0.25,0.5,0.75,4.800000000000001,0.5,0.0,0.5,0.75,0.9507871162156752,Global
55,0.0,1.25,0.0,0.0,0.0,3.4000000000000004,0.5,0.0,0.25,2.0,2.802268055212723,Global
56,0.25,0.75,0.0,2.5,0.25,3.2,0.0,0.0,0.0,0.0,2.8840727961768624,Global
57,0.0,1.0,0.0,0.75,0.5,4.0,0.25,0.0,0.25,1.0,10.981535263197364,Global
58,0.0,1.0,0.0,1.25,0.25,4.2,0.0,0.0,0.25,0.25,8.995854942608599,Global
59,0.0,0.75,0.0,0.25,0.25,3.0,1.0,0.0,0.5,0.25,2.408145467383787,Global
60,0.25,1.25,0.0,0.5,1.25,3.8000000000000003,0.25,0.0,0.0,0.0,5.74016037540216,Global
61,0.0,0.25,0.0,1.75,0.75,3.6,0.25,0.0,0.0,0.25,10.298450955826805,Global
62,0.0,1.25,0.0,0.5,0.25,3.2,0.0,0.0,0.25,0.0,6.769906564206643,Global
63,0.0,1.0,0.0,0.25,0.5,4.800000000000001,0.75,0.0,0.0,0.25,14.171223939863628,Global
64,0.0,1.25,0.0,0.75,0.5,4.0,0.0,0.0,0.0,0.5,17.703431751705054,Global
65,0.0,1.25,0.0,0.75,0.75,4.0,0.0,0.0,0.0,0.5,22.66340560233039,Global
66,0.0,1.5,0.0,0.0,0.5,3.8000000000000003,0.75,0.0,0.25,0.25,7.4426958193064525,Global
67,0.0,2.0,0.0,0.25,0.75,1.8,0.5,0.0,0.0,0.0,8.757240515943128,Global
68,0.0,0.75,0.0,1.75,0.5,3.4000000000000004,0.5,0.0,0.25,0.0,7.354383424336656,Global
69,0.0,0.0,0.0,1.75,0.5,3.8000000000000003,0.0,0.0,0.25,1.0,3.5742136478242728,Global
70,0.0,0.0,0.0,1.5,0.75,3.2,0.0,0.0,0.25,0.25,3.6284430340165743,Global
71,0.0,0.5,0.25,0.0,0.5,4.4,0.25,0.0,0.0,0.5,1.622919497844518,Global
72,0.0,0.5,0.0,0.0,0.0,3.2,0.25,0.0,0.0,2.75,6.594784730555905,Global
73,0.25,1.75,0.0,0.0,0.0,2.6,0.75,0.0,0.0,0.5,2.124472392475567,Global
74,0.0,1.75,0.0,0.25,0.5,3.8000000000000003,0.0,0.0,0.0,0.75,15.229264134672725,Global
75,0.25,0.25,0.0,0.75,0.75,4.800000000000001,0.0,0.0,0.0,0.75,4.054072250646954,Global
76,0.25,1.5,0.0,0.0,0.5,4.0,1.5,0.0,0.0,0.0,1.2727593554673584,Global
77,0.25,0.5,0.0,0.5,0.5,2.8,0.5,0.0,0.0,0.75,3.667842214757469,Global
78,0.0,0.25,0.0,0.25,1.5,3.6,1.0,0.0,0.25,0.5,0.994397546326574,Global
79,0.0,0.75,0.0,0.25,1.0,1.4,0.5,0.0,0.0,0.5,3.0928582569709153,Global
80,0.0,0.5,0.0,2.25,0.25,3.8000000000000003,0.0,0.0,0.25,0.25,5.0825744461674365,Global
81,0.0,1.25,0.0,0.25,1.0,3.6,0.0,0.25,0.0,0.0,2.8217677390633957,Global
82,0.25,0.75,0.0,0.25,1.5,3.6,0.0,0.0,0.25,0.75,2.33676549922071,Global
