,No Hypothesis
0,69.40256958111488
1,14.819690870568309
2,13.021605534077858
3,5.256285331947328
4,5.256285331947328
5,5.256285331947328
6,5.256285331947328
7,5.256285331947328
8,4.473081635110759
9,4.473081635110759
10,4.473081635110759
11,4.473081635110759
12,4.473081635110759
13,2.7390318834005383
14,2.7390318834005383
15,2.7390318834005383
16,2.7390318834005383
17,2.7390318834005383
18,2.7390318834005383
19,2.7390318834005383
20,2.7390318834005383
21,2.7390318834005383
22,2.7390318834005383
23,2.7390318834005383
24,2.7390318834005383
25,2.7390318834005383
26,2.7390318834005383
27,2.7390318834005383
28,2.7390318834005383
29,1.5348921859710678
30,1.5348921859710678
31,1.5348921859710678
32,1.5348921859710678
33,1.5348921859710678
34,0.8347394160334929
35,0.8347394160334929
36,0.8347394160334929
37,0.8165746049082281
38,0.8165746049082281
39,0.8165746049082281
40,0.8165746049082281
41,0.8165746049082281
42,0.8165746049082281
43,0.8165746049082281
44,0.8165746049082281
45,0.8165746049082281
46,0.8165746049082281
47,0.8165746049082281
48,0.8165746049082281
49,0.8165746049082281
50,0.8165746049082281
51,0.8165746049082281
52,0.8165746049082281
53,0.8165746049082281
54,0.8165746049082281
55,0.8165746049082281
56,0.8165746049082281
57,0.8165662295324069
58,0.8165662295324069
59,0.8030003205232208
60,0.8030003205232208
61,0.7962602485410581
62,0.7962602485410581
63,0.7962602485410581
64,0.7962602485410581
65,0.7962602485410581
66,0.7962602485410581
67,0.7962602485410581
68,0.7962602485410581
69,0.7962602485410581
70,0.7962602485410581
71,0.7962602485410581
72,0.7962602485410581
73,0.7962602485410581
74,0.7962602485410581
75,0.7962602485410581
76,0.7962602485410581
77,0.7962602485410581
78,0.7962602485410581
79,0.7962602485410581
80,0.7962602485410581
81,0.7962602485410581
82,0.7962602485410581
83,0.7962602485410581
84,0.7958608355243644
85,0.7958608355243644
86,0.7958608355243644
87,0.7958608355243644
88,0.7958608355243644
89,0.7958608355243644
90,0.7958608355243644
91,0.7958608355243644
92,0.7958608355243644
93,0.7958608355243644
94,0.7958608355243644
95,0.7958007283216166
96,0.7958007283216166
97,0.7958007283216166
98,0.7958007283216166
99,0.7958007283216166
100,0.7958007283216166
101,0.7958007283216166
102,0.7958007283216166
103,0.7958007283216166
104,0.7958007283216166
