,Poor,Weak,Good,Poor_Good
0,139.85922967305567,9.601151513021598,1.8345690254522982,139.85922967305567
1,104.89071465321939,9.601151513021598,1.8345690254522982,1.8345690254522982
2,62.87546803585381,9.601151513021598,1.8345690254522982,1.8345690254522982
3,22.772245797252857,9.601151513021598,1.8345690254522982,1.8345690254522982
4,22.772245797252857,9.601151513021598,1.8345690254522982,1.8345690254522982
5,22.772245797252857,9.601151513021598,1.8345690254522982,1.8345690254522982
6,22.772245797252857,9.601151513021598,1.8345690254522982,1.8345690254522982
7,22.772245797252857,9.601151513021598,1.8345690254522982,1.8345690254522982
8,11.358776393381243,2.3424792992884065,1.8345690254522982,1.8345690254522982
9,5.277047727754046,2.3424792992884065,1.8345690254522982,1.8345690254522982
10,5.277047727754046,2.3424792992884065,1.8345690254522982,1.8345690254522982
11,5.277047727754046,2.3424792992884065,1.8345690254522982,1.8345690254522982
12,5.277047727754046,2.3424792992884065,1.2453273229838833,1.2453273229838833
13,2.5182948077410527,2.3424792992884065,0.8647323915788592,0.8647323915788592
14,2.5182948077410527,2.3424792992884065,0.8647323915788592,0.8647323915788592
15,1.3546014722746833,2.3424792992884065,0.8600905436985329,0.8600905436985329
16,1.3546014722746833,1.3855388991283153,0.8600905436985329,0.8600905436985329
17,1.3546014722746833,1.3855388991283153,0.8600905436985329,0.8600905436985329
18,1.3546014722746833,1.3855388991283153,0.8600905436985329,0.8600905436985329
19,1.3546014722746833,1.3855388991283153,0.8600905436985329,0.8600905436985329
20,1.3546014722746833,1.3855388991283153,0.8600905436985329,0.8600905436985329
21,1.3546014722746833,1.3855388991283153,0.8600905436985329,0.8600905436985329
22,1.3546014722746833,1.3855388991283153,0.8600905436985329,0.8600905436985329
23,1.3546014722746833,1.3855388991283153,0.8600905436985329,0.8600905436985329
24,1.3546014722746833,1.3855388991283153,0.8433140482352899,0.8600905436985329
25,1.3546014722746833,1.3855388991283153,0.8433140482352899,0.8600905436985329
26,1.3546014722746833,0.9275414621617644,0.8045648037908341,0.8600905436985329
27,1.3546014722746833,0.9275414621617644,0.8045648037908341,0.8600905436985329
28,1.3546014722746833,0.9275414621617644,0.8045648037908341,0.8600905436985329
29,1.3546014722746833,0.8954256920229726,0.8045648037908341,0.7958998917416262
30,1.3546014722746833,0.8954256920229726,0.8045648037908341,0.7958998917416262
31,1.3546014722746833,0.8215140422772993,0.7965322336917279,0.7958998917416262
32,1.3546014722746833,0.7975169409681038,0.7962151000963237,0.7958998917416262
33,1.3546014722746833,0.7965219658056534,0.7959977164139326,0.7958998917416262
34,1.3546014722746833,0.7959202352050078,0.7958591688694823,0.7958998917416262
35,1.3546014722746833,0.7959202352050078,0.7958591688694823,0.7958998917416262
36,1.3546014722746833,0.7959202352050078,0.7958591688694823,0.7958998917416262
37,1.3546014722746833,0.7959202352050078,0.7958591688694823,0.7958998917416262
38,1.3546014722746833,0.7959202352050078,0.7958591688694823,0.7958998917416262
39,1.2071796415043459,0.7959202352050078,0.7958591688694823,0.7958998917416262
40,0.9471472235052946,0.7959202352050078,0.7958591688694823,0.7958998917416262
41,0.9471472235052946,0.7959202352050078,0.7958591688694823,0.7958998917416262
42,0.9471472235052946,0.7959202352050078,0.7958591688694823,0.7958998917416262
43,0.9471472235052946,0.7959202352050078,0.7958591688694823,0.7958998917416262
44,0.8419104264168357,0.7959202352050078,0.7958591688694823,0.7958998917416262
45,0.8419104264168357,0.7959202352050078,0.7958591688694823,0.7958998917416262
46,0.8419104264168357,0.7959202352050078,0.7958591688694823,0.7958998917416262
47,0.8419104264168357,0.7959202352050078,0.7958591688694823,0.7958998917416262
