,x0,x1,x2,x3,x4,Target,Hypothesis
0,-32.01891976230527,-30.86657138718017,-31.30401211637719,-31.570683031605927,-32.45596271911513,-21.78432049404123,Poor
1,-8.222138771219253,29.538012784880266,15.203954970552246,6.465682420336989,-22.54316237996448,-21.616798180099387,Global
2,-22.544743115246625,-28.961432392944882,23.99771988950615,6.62667340960293,13.636244458441638,-21.469680023904516,Global
3,-31.41897458183029,30.79601207128846,21.786960907496443,-18.852144042588492,-20.851918949115454,-21.40886081886607,Global
4,-20.74840204224536,-12.829180365403737,1.6224375034503424,-4.460051258270301,-13.682007067981125,-20.41566351584944,Global
5,-30.768,-32.768,-32.768,-32.768,-30.768,-21.565466433022745,Poor
6,-30.768,-32.768,-32.768,-30.768,-32.768,-21.565466433022745,Poor
7,-30.768,-32.768,-30.768,-30.768,-30.768,-21.559643682121578,Poor
8,-32.66930177664203,-32.62373384735641,-32.48836672952256,-31.582633934219242,-30.8515418655559,-22.07499445798001,Poor
9,-30.768,-30.768,-32.768,-30.768,-30.768,-21.559643682121578,Poor
10,-16.187394026594944,-31.09421564830086,-30.91485115234012,-32.768,-32.14077165083158,-20.903546570625604,Global
11,-18.995979174454597,-17.899115699003445,-7.320922510514305,-12.156529330311994,-18.948608348672444,-20.08491448785496,Global
12,-16.532039392392612,-19.584762759505274,-6.684243197350624,-0.5274483698804138,-23.79446604517597,-21.336610753015837,Global
13,-21.841932842688284,-13.26479498133428,-2.7358971637392306,-18.856034728782664,-11.315923419088758,-20.624427452458942,Global
14,-27.823134824631175,-22.252602421009026,0.9676745029275635,-14.102628645024128,-20.888078037274653,-20.504476678416836,Global
15,-24.460894131783117,-24.126114971728093,-9.836834433737588,-9.753563052836347,-8.510697390239155,-21.185455196072724,Global
16,-19.89740614342244,-8.657217591774021,-2.288384146302336,-16.33371244271879,-26.49853190934836,-21.308859251671503,Global
17,-11.999345663982544,-23.073278105889674,1.7214173148651077,-15.214319501794435,-15.871704675583777,-20.07819639822633,Global
18,-14.286937174196288,-26.723228421589884,-8.445066478323417,-22.80133219473676,-21.022410347855164,-21.339870788919708,Global
19,-7.007927367644475,-14.051201214291538,-2.91844118721186,-10.84055314353187,-10.277222743477537,-17.997835513364173,Global
20,-3.2889347334064514,-13.22896696319594,0.6740311332241141,-10.464635081356247,-7.252365036173931,-18.21929895571941,Global
21,-2.012857050341365,-11.934799540548347,-6.736361554851075,-11.248155859555558,-8.443610527006303,-18.099012272631537,Global
22,-5.000989358881103,-15.970265781311525,-5.446154364964777,-6.855009959879175,-5.295834466120873,-17.94345381984072,Global
23,-7.095575335684956,-8.757243159894667,-4.872655071552871,-7.375797562435939,-5.276044051343716,-16.463589613524995,Global
24,-5.783973849109313,-6.956255606960952,-4.4676632495326665,-3.912482191426608,-7.117596909795674,-15.0097655415344,Global
25,-3.6491493257177487,-6.002983217605556,-3.946034389410422,-1.5435397103203015,-6.318106509106546,-13.802328741332738,Global
26,-3.104359361806983,-4.128271150597776,-4.537583486155606,-0.3728519159718027,-4.338894568755915,-12.19326856714451,Global
27,-3.7587917150389076,-2.338349246604359,-5.78925292544281,-0.2079948742120398,-2.8948827888319086,-11.623848789036408,Global
28,-3.3299570963083402,-1.3491359597698354,-4.3300025161409135,1.4066114624192072,-2.579657528246844,-10.860824228872024,Global
29,-2.9415829560908184,-1.4787246167987267,-4.761493984194172,3.828888152539558,-2.1349951935164575,-11.013100412009024,Global
30,-1.2878417137809943,0.3599035518735967,-4.045468346768122,2.066621423220969,-2.661773298426924,-9.315666572772905,Global
31,1.143074375736828,1.826486321426166,-4.698005832497514,1.8111203996852483,-3.340350598163793,-10.322702096773211,Global
32,-0.24084597172510885,0.28069038844042155,-3.612365918621926,1.9402223307100586,-1.384610591018667,-8.289918146014223,Global
33,0.18699436983645676,0.49572136308792353,-2.694380144892305,1.7782425093842358,0.332061299179406,-7.039202662535807,Global
34,0.047066163145099864,1.668764715851586,-1.2931637189126655,1.9756381894067268,1.646101825734242,-6.743352989324096,Global
35,0.5115588333728617,0.7878848898533307,-2.0464676932386916,1.0993073981591022,2.4322763125764486,-7.064142038322721,Global
36,0.7244386356649575,0.5108146510700519,-0.754284727507044,2.230026532727481,1.017355872503488,-6.030385704567916,Global
37,1.5517295661599102,-0.06512527007775426,-0.2681028913293876,3.3124783662880333,1.3653868189259466,-7.837554495275359,Global
38,0.3930600206878401,0.4879673368407035,0.02536225649726909,0.5290751893062079,0.330492742249045,-3.6032875117218137,Global
39,0.47901210726836746,0.6580388080359241,1.0277587458267425,-0.766211949278879,-0.1360995912575117,-4.225888097769371,Global
40,-0.32907140860292283,0.05500484823277182,0.3271079591538295,0.13541537568316733,0.34393012569444,-2.7356527943826134,Global
41,-1.1257852456500734,-0.4921023153417248,0.8654819613401278,0.2022942590131072,0.7972664017067097,-4.3489611592972395,Global
42,-0.5799611329204288,0.0062728565105954134,-0.26539397546894705,-0.4307269470192057,-0.17496649571206982,-3.1632457445616216,Global
43,-0.49286605695922897,0.1816564797494027,0.36662664210644896,0.22541396983847878,-0.1617029191740767,-3.036744192191215,Global
44,-0.05102598898539593,-0.3737890189625022,0.1896773480946251,-0.1054027334930546,0.23820047753078838,-2.2419134331159296,Global
45,0.23558724130601172,-0.929753135289577,0.23791723936964404,-0.07024761891387821,-0.010683524241878968,-2.6022672624921808,Global
46,0.1204203727995412,-0.4944838167087477,0.18311095581339407,-0.41650489165790266,0.40674712714464395,-3.358898702096323,Global
47,-0.22279178032570504,-0.6832229110638932,-0.11367376140801391,0.4715968495749063,-0.0575977784584918,-3.1153939852475223,Global
48,0.08533917507886217,-0.40376628357211763,0.5966295785344803,-0.05218532869165773,-0.32652073867387243,-3.1530449998754055,Global
49,0.0693446895397364,-0.3138863244383553,-0.020117380634680628,0.016120316222144413,0.008295651455847885,-1.272794557650958,Global
50,0.4730265491382804,-0.2486098188726625,-0.37282363082755376,-0.05922074229033315,-0.26198817010631675,-3.0910191757683276,Global
51,0.008355257485547213,-0.1126709138292216,-0.09651820842078769,0.0673956123718711,-0.028161112068668795,-0.5644311530953172,Global
52,-0.09493342814094542,0.1557153046730929,-0.3102634703727085,0.14567393066808462,-0.02658799938579379,-1.7165176683082994,Global
53,-2.0000784257954507,-2.7977407280436033,-7.1489579392377784,1.6450962318102498,-9.690930426042105,-15.05587780903505,Global
54,-2.036651766033689,-1.7425817768150296,1.4521474000115973,-6.755091216529589,8.677019294400168,-14.595071028597268,Global
55,3.9078753212449584,7.42113764775894,-13.231610170334672,6.7095215135014,-4.870842639338807,-17.51345806138796,Global
56,0.3917687950280284,0.6341061788735871,-1.4332988853278819,1.595637860545187,1.3466886009799144,-6.452527162739983,Global
57,-6.554978312020193,-2.41101296592657,8.642412739279095,2.8687726444486685,0.655461042190403,-14.932877923418747,Global
58,-3.357999468111551,-3.4419410379769992,-7.576240450687017,10.39995172996327,-1.4657985931973379,-16.476233958813694,Global
59,6.155303471689308,3.9544939104396875,-8.449965957157815,0.4348638422356501,-6.37174752136977,-15.582378866697237,Global
60,-2.4357491058342724,12.744342856324089,0.016629605765920985,0.04411091180897131,-6.724123523115907,-16.123479413174287,Global
61,0.06181494945203243,0.07844388061900749,0.034633351074245866,-0.01747158589015215,-0.1581467695286397,-0.6832662737168218,Global
62,-30.820031849507615,-30.93486385861853,-30.840452400751186,-32.62128974685178,-31.270461715384457,-21.451342799517953,Poor
63,-30.837814593589826,-32.724526268527676,-30.985521658970228,-32.372862465991815,-32.60395326481588,-21.71035189385447,Poor
64,-30.80076630294812,-30.773997648830917,-30.837286649697543,-31.808094977069665,-32.73379370237926,-21.399234566659498,Poor
65,-31.0877236649748,-30.771993730937048,-32.30235734370121,-32.47837998194025,-32.50924360337633,-21.91637343802424,Poor
66,-31.168586349822213,-30.94285877481755,-30.895632038505312,-30.81026971422629,-31.461938779200164,-21.296471931181618,Poor
67,-0.11105683307781078,-7.288345691965535,3.5225914346683496,-1.9164306803723967,-0.8675650759750724,-12.013284879370449,Global
68,0.7454368083450007,0.9417572125315838,-1.262698082404307,2.2570218868904472,1.6276527039634539,-6.790492429260009,Global
69,-0.0013488074120356318,-0.05111469364451776,-0.03305533704586562,0.14135508744007808,-0.14308052539503,-0.7833027445802938,Global
70,-4.5253157758311495,-8.154177056297609,1.6983715460982225,-1.6216069594650264,3.7430348508095364,-14.031856977345795,Global
71,-3.520357279837402,-0.27048964326534275,3.9114510769490707,-6.363274180325089,-2.431056235158451,-12.767380953420735,Global
72,-0.3918464432033133,1.3294281880973315,-2.60852180451694,-4.8087732361216275,1.0958323675803712,-9.91469046064425,Global
73,-7.488894820378416,1.707012192275542,-1.4482451818059765,-12.70167895120186,-1.8949140277292962,-16.79701489991423,Global
74,0.00485454724557246,0.012167274346028203,-0.0595153425121796,-0.06854691054989755,-0.005881652696502046,-0.25171067527361446,Global
75,6.233374843415696,-0.967654714124496,-6.4088084230156745,2.5542109037461103,7.160360551808381,-14.774530607055247,Global
76,3.9364299712387876,0.20247537124915738,0.5735285251172755,6.592540892649083,-8.562644591802215,-14.829140224277515,Global
77,-6.675880903769475,1.9591146654749707,-3.601451486905514,1.1449830617990457,4.027965795139217,-12.38241641577453,Global
78,-4.0259630075373,5.379886969042282,6.161050472063437,3.0295931616594416,3.647647084018587,-13.476710789366537,Global
79,8.228601874638962,-0.9059221994914637,-1.428691628640962,4.749057705935947,-1.7151431599967992,-13.426401183915624,Global
80,-4.345352162837479,1.1947743549148697,2.3710896652402766,7.963498197060225,-0.2865471794264991,-13.167244678923966,Global
81,0.05582273818986665,0.07680132027720837,-0.05670710630401604,-0.13312567972367473,0.06685524083477713,-0.6627734662385873,Global
82,8.136100059402487,-9.402386892532924,5.852498803427736,-7.601038233968538,6.861023211882369,-17.34312833155925,Global
83,3.074504159512607,-6.835646077588745,1.635227327670016,1.6106235554047714,8.79250449314791,-14.695267644115107,Global
84,2.5712413681380326,0.13996694456896108,13.711524431836345,-1.737649110695056,-7.193840771172436,-16.89374577468006,Global
85,-30.77720829520871,-30.966999071382894,-31.127291271114096,-31.05363831606087,-31.235029456068574,-20.89789905616489,Poor
86,-30.768,-30.768,-31.94250605039024,-30.768,-32.768,-21.36125241369371,Poor
87,-30.768,-31.489236588649543,-31.483724285077386,-31.564980962595186,-30.768,-22.094868233882103,Poor
88,-32.768,-30.768,-30.768,-32.768,-30.768,-21.56269066192166,Poor
89,-32.768,-32.768,-30.768,-32.768,-32.768,-21.56799848382188,Poor
90,5.533535940793037,-4.781178164881794,-0.6178527092776491,2.590947104344565,-2.731150623521579,-12.545587543896193,Global
91,-1.2337956195261874,-1.9164752054216727,-7.326569086315313,-0.49191931506648245,4.198666266977057,-12.617546287250955,Global
92,-1.3103457217635004,8.652415696995511,-5.668902502435987,4.425671611620793,-1.8081381766624176,-14.874741708002745,Global
93,-0.1143071771288047,-0.07860798354390901,-0.06330005321157335,-0.15390980322208622,-0.12292933563839085,-1.0037720785628221,Global
94,-0.349076622389795,3.562383987415096,-2.559358861794447,10.021524998890648,-3.0409503494517693,-14.56937146876832,Global
95,-3.9503328944317104,1.215087627436958,-6.48866675768987,1.346122395878396,-0.14139948414024417,-11.725266605571136,Global
96,-0.03391195276721622,0.03708033316018555,0.0029991399296289134,0.021043003964863204,0.01939207501334499,-0.13893310561194783,Global
97,-0.38267462928070584,1.1445234208470239,-2.262170361058259,-4.193791906669993,0.9563099496190334,-8.691036409805958,Global
98,-9.564122015629525,-0.3180805056371838,-8.212581609740564,6.1544731216685165,3.447521014282806,-16.482670416724666,Global
99,0.011973335667094135,0.01954079112571139,0.00035311334658344126,0.02135525902817405,0.01406488763201795,-0.07394442307509452,Global
100,5.474721633002353,-4.725574683694759,-6.320376028298291,-8.631924564854103,3.19477407806081,-15.949594720062647,Global
101,-0.8691203800601528,2.952798039324179,-1.50419306090836,0.22257740399482628,11.27714677203221,-14.613702375965739,Global
102,5.368893992772257,-8.00579467979951,-2.5143483750691225,1.6919659153823616,-4.623008929221868,-14.610637567898442,Global
103,0.07437630194057206,0.009145687882432262,0.04126065667514099,0.05550639941128291,0.030183136441561804,-0.30656880575490364,Global
104,1.0947540384908478,1.763019709990047,1.5991861532243874,7.0782366474345935,7.894944419949979,-13.76435585025459,Global
