,No Hypothesis
0,2790076.333668168
1,1692392.4555753665
2,1692392.4555753665
3,1692392.4555753665
4,1692392.4555753665
5,1692392.4555753665
6,1692392.4555753665
7,1692392.4555753665
8,1692392.4555753665
9,1692392.4555753665
10,1692392.4555753665
11,1692392.4555753665
12,1692392.4555753665
13,1692392.4555753665
14,1337222.7331695824
15,1337222.7331695824
16,1337222.7331695824
17,1337222.7331695824
18,1337222.7331695824
19,1337222.7331695824
20,1337222.7331695824
21,1337222.7331695824
22,1337222.7331695824
23,1337222.7331695824
24,1337222.7331695824
25,1337222.7331695824
26,1337222.7331695824
27,1337222.7331695824
28,1190688.1979215653
29,1190688.1979215653
30,1190688.1979215653
31,1190688.1979215653
32,1190688.1979215653
33,1190688.1979215653
34,1190688.1979215653
35,1190688.1979215653
36,1190688.1979215653
37,1190688.1979215653
38,1190688.1979215653
39,1190688.1979215653
40,1190688.1979215653
41,1190688.1979215653
42,1190688.1979215653
43,1190688.1979215653
44,1190688.1979215653
45,1190688.1979215653
46,1190688.1979215653
47,1190688.1979215653
48,1190688.1979215653
49,1190688.1979215653
50,1190688.1979215653
51,1190688.1979215653
52,1190688.1979215653
53,1190688.1979215653
54,1190688.1979215653
55,1190688.1979215653
56,1190688.1979215653
57,1190688.1979215653
58,728905.5701036241
59,728905.5701036241
60,728905.5701036241
61,728905.5701036241
62,728905.5701036241
63,728905.5701036241
64,728905.5701036241
65,728905.5701036241
66,728905.5701036241
67,728905.5701036241
68,728905.5701036241
69,728905.5701036241
70,728905.5701036241
71,728905.5701036241
72,728905.5701036241
73,728905.5701036241
74,728905.5701036241
75,728905.5701036241
76,728905.5701036241
77,728905.5701036241
78,728905.5701036241
79,728905.5701036241
80,728905.5701036241
81,728905.5701036241
82,728905.5701036241
83,728905.5701036241
84,728905.5701036241
85,728905.5701036241
86,728905.5701036241
87,728905.5701036241
88,728905.5701036241
89,728905.5701036241
90,728905.5701036241
91,728905.5701036241
92,728905.5701036241
93,728905.5701036241
94,728905.5701036241
95,728905.5701036241
96,728905.5701036241
97,728905.5701036241
98,728905.5701036241
99,728905.5701036241
100,728905.5701036241
101,728905.5701036241
102,728905.5701036241
103,728905.5701036241
104,728905.5701036241
