,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.0,0.25,0.0,0.0,0.5,3.0,0.0,0.0,1.25,1.25,0.17416326637407056
1,0.0,0.5,0.25,0.75,0.5,1.6,0.5,0.0,0.75,0.5,0.2712732395867959
2,0.0,0.0,0.25,0.5,1.75,4.4,0.75,0.0,0.25,0.0,0.17626596294586808
3,0.0,1.0,0.25,0.25,0.5,4.0,0.0,0.5,0.25,0.0,0.06726851547732013
4,0.5,0.75,0.0,0.0,0.75,1.4,1.25,0.0,0.5,0.25,0.24547434880985403
5,0.0,0.25,0.0,0.0,0.75,3.6,0.25,0.0,0.25,1.0,4.3411870633454
6,0.0,1.25,0.0,0.25,0.0,3.2,0.5,0.0,0.75,0.0,1.3808658701381784
7,0.5,0.0,0.0,0.75,0.0,3.8000000000000003,1.5,0.25,0.5,0.25,0.06677685679076473
8,1.25,0.25,0.25,0.75,0.0,3.4000000000000004,0.25,0.5,0.25,0.0,0.01261826561581117
9,0.0,0.75,0.5,0.0,0.25,3.4000000000000004,0.0,1.25,0.0,0.0,0.0013531369120596574
10,0.0,1.5,0.75,0.25,0.25,4.800000000000001,0.75,0.0,0.0,0.25,0.024421622635912493
11,0.25,0.25,2.25,0.0,0.0,1.4,0.0,0.5,0.0,0.25,0.00017061159806229742
12,0.0,0.0,0.25,0.25,0.75,2.0,0.0,0.75,0.0,0.25,0.022155388323263272
13,0.0,1.0,0.5,0.75,1.0,3.8000000000000003,0.0,0.25,0.5,0.0,0.05542213514447491
14,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.5,0.5,1.25,0.0003693050127933279
15,0.75,0.0,0.0,1.0,0.0,4.2,0.5,0.75,0.0,0.0,0.05650197356941166
16,0.0,0.0,0.25,1.25,0.0,3.2,0.25,0.0,0.75,0.5,0.20980088785585363
17,0.25,0.75,0.5,0.75,0.0,2.4000000000000004,0.25,0.25,1.0,0.0,0.018511861344490878
18,0.25,0.5,0.0,0.0,1.25,4.6,0.5,0.5,0.0,0.75,0.08262292989054565
19,0.0,0.0,0.5,1.5,0.5,4.6,0.0,0.5,0.0,0.25,0.010496946688403171
20,1.75,0.25,0.25,0.0,0.0,4.6,0.0,1.25,0.0,0.25,0.0007944871327072726
21,0.0,0.25,0.0,0.0,1.5,1.0,1.25,0.5,0.0,0.0,0.014824851890979752
22,0.5,0.75,0.0,0.75,0.75,4.6,0.0,0.0,0.25,0.25,0.8445152264805723
23,0.0,1.0,0.5,0.25,0.25,4.2,0.0,0.0,0.75,0.75,0.06503039992023933
24,0.0,0.5,1.0,0.5,0.0,4.6,0.25,0.25,0.25,0.25,0.049549230673349216
25,0.5,0.0,0.25,0.0,0.0,3.2,0.25,0.25,0.0,0.0,0.08355009625359067
26,1.5,0.25,0.25,1.0,0.0,2.6,0.25,0.5,0.0,0.5,0.010404723175566923
27,0.75,0.5,0.0,0.25,0.0,4.0,0.75,0.25,1.25,0.0,0.07635205027609421
28,1.0,0.0,1.25,0.0,0.25,3.8000000000000003,0.5,0.25,0.0,0.25,0.005784190044920359
29,0.25,0.0,1.0,0.0,0.25,1.6,0.25,0.75,0.75,0.0,0.0016660898639517248
30,0.75,0.25,0.5,0.5,0.5,2.2,0.0,0.25,0.75,0.5,0.04559114814898185
31,0.5,0.25,0.0,0.0,0.0,4.4,1.0,1.0,0.75,0.25,0.017101660613022433
32,0.25,0.0,0.25,1.0,0.0,3.6,0.0,0.25,0.0,1.5,0.15023697162133304
33,0.0,0.75,0.25,0.75,0.75,3.0,0.0,0.0,0.0,0.5,2.1532696704431826
34,0.25,2.5,0.0,0.25,0.25,1.0,0.0,0.0,0.25,0.0,1.723907544473108
35,1.25,0.0,0.25,0.25,0.75,4.800000000000001,0.25,0.0,0.0,0.75,0.0076331951378278175
36,0.5,1.5,0.0,0.0,0.25,1.4,1.0,0.25,0.0,0.0,0.28643643239611294
37,0.0,0.0,0.5,0.75,1.25,1.6,0.0,0.0,0.5,0.5,0.02099224372679883
38,0.25,0.5,0.0,0.0,0.75,3.0,0.5,0.75,1.0,0.0,0.10372682480108296
39,0.0,1.0,0.25,0.5,0.25,3.0,0.5,0.0,0.0,0.5,1.5213799778539805
40,0.0,0.0,0.5,0.0,0.75,2.6,1.0,0.25,0.5,0.25,0.021699724109827664
41,1.25,0.25,0.75,0.25,0.25,3.4000000000000004,0.0,0.0,0.0,0.5,0.02431892274449794
42,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,1.0,0.25,1.0,1.0,0.10912310340422623
43,0.0,1.5,0.0,0.0,0.0,1.4,1.25,0.0,0.25,0.25,2.053222956348213
44,0.0,0.0,0.5,1.75,1.0,1.6,0.5,0.0,0.0,0.0,0.045489883897612625
45,1.0,0.5,0.75,0.25,0.0,1.6,0.5,0.0,0.25,0.0,0.01704325646834214
46,0.5,0.25,0.0,0.0,0.75,2.2,1.0,0.0,0.5,0.0,0.3233969900066416
47,0.0,0.0,1.5,0.25,0.25,3.0,1.0,0.75,0.0,0.25,2.4343468470011712e-05
48,0.0,1.25,0.5,0.25,0.0,2.2,0.0,0.25,0.75,0.5,0.02472045395417101
49,1.0,0.5,0.25,1.75,0.25,1.8,0.0,0.0,0.0,0.25,0.014639412395749419
50,0.5,0.0,0.0,0.25,0.25,1.8,0.75,0.25,0.25,0.5,0.14717788633586287
51,0.25,0.5,0.25,0.5,0.5,4.800000000000001,0.0,0.0,0.25,1.5,0.6875331690267319
52,0.0,0.0,0.0,1.75,0.5,2.4000000000000004,0.0,1.25,0.25,0.0,0.01169123763582394
53,0.0,0.75,1.5,0.75,0.0,2.4000000000000004,0.25,0.25,0.5,0.0,0.0025736431714438778
54,0.0,0.5,0.75,0.5,0.0,1.8,1.0,0.0,1.0,0.0,0.01975455160753421
55,0.5,0.75,0.5,0.0,0.0,1.4,0.5,0.25,0.0,1.0,0.036937367457690426
56,0.0,1.25,0.0,0.25,0.0,1.0,0.0,0.25,0.25,0.25,0.6072246782009696
57,1.25,1.25,0.0,0.25,0.0,2.4000000000000004,0.0,0.5,0.0,0.5,0.4460340142926437
58,0.75,0.0,0.25,0.25,0.25,4.0,1.5,0.0,0.0,0.75,0.028811303346050893
59,0.0,0.5,0.25,0.0,0.0,1.4,0.5,1.5,0.0,1.0,0.0005980248516473012
60,0.25,0.5,0.0,0.25,1.0,4.2,0.75,0.25,0.5,0.25,0.5638524641860716
61,0.5,0.0,0.0,1.0,0.0,2.6,1.0,1.0,0.0,0.0,0.016444975208191874
62,0.75,0.0,1.5,0.0,0.0,3.2,0.25,0.0,0.0,1.0,0.0017941629184673876
63,0.0,0.5,0.75,0.0,1.25,2.2,0.0,0.0,0.25,0.0,0.018576614313239682
64,0.25,0.0,0.25,0.5,0.25,2.0,0.0,0.0,1.25,0.25,0.05058618025668222
65,0.0,0.25,0.0,0.25,1.75,1.6,0.75,0.0,0.75,0.0,0.15695633168060275
66,0.5,0.0,0.0,1.5,0.75,1.0,0.0,0.0,0.25,0.5,0.18390535594616347
67,0.0,1.25,0.5,0.75,0.75,4.4,0.0,0.75,0.25,0.0,0.008624534953496897
68,1.75,0.0,0.5,0.25,0.25,3.6,0.0,0.0,0.0,1.0,0.011275574094572248
69,0.25,0.25,0.0,0.0,0.5,2.0,0.5,0.25,0.0,0.25,0.4228380877665941
70,1.0,0.0,0.0,0.25,0.0,3.6,0.0,0.5,0.75,0.5,0.007974060802060173
71,1.25,0.5,0.0,0.0,0.5,1.4,0.0,0.5,0.25,0.5,0.09829560686300627
72,0.25,1.75,0.0,0.25,0.0,4.6,0.5,0.25,0.25,0.25,0.7633193516806112
73,0.75,0.25,1.25,0.25,0.25,1.0,0.5,0.0,0.25,0.0,0.008527487135548621
74,0.0,0.25,0.75,0.25,0.5,4.2,1.75,0.0,0.25,0.25,0.002364803565784582
75,0.5,1.0,0.0,0.25,0.75,3.0,0.75,0.0,0.0,0.25,1.0343817127083088
76,0.0,0.25,0.0,0.5,1.0,3.0,0.5,0.25,0.5,0.0,0.5929957592529809
77,0.75,0.0,0.5,0.25,0.0,1.8,1.0,0.0,0.25,1.0,0.013213717216694948
78,1.0,0.25,0.25,1.0,0.0,4.0,1.0,0.5,0.0,0.0,0.0072682041603077865
79,1.0,0.0,0.0,0.0,0.5,4.4,0.25,0.5,0.5,0.75,0.010543937000284321
80,0.75,0.25,0.75,0.5,0.0,1.8,0.25,1.0,0.0,0.25,0.003982665320444951
81,0.25,0.0,0.5,0.0,0.0,3.6,0.75,0.0,0.5,0.0,0.06520515775870467
