,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.0,1.0,0.0,1.25,0.5,2.6,0.0,1.25,0.0,0.0,0.012333901125373992
1,0.0,0.0,0.5,0.0,0.75,4.800000000000001,1.0,1.25,0.5,0.0,0.00022059275358231247
2,0.25,0.25,0.0,1.75,0.5,2.6,0.0,0.25,0.25,0.0,0.5545872563368293
3,0.5,0.0,1.0,0.5,0.0,3.4000000000000004,0.0,0.25,1.25,0.25,0.002275710657641554
4,0.75,0.25,0.5,0.5,0.0,3.4000000000000004,0.25,0.25,0.25,1.0,0.03604211008637069
5,0.75,0.0,0.75,0.25,0.25,2.6,0.5,0.75,0.25,0.25,0.008358756842280216
6,0.25,1.0,0.25,0.75,0.0,1.8,0.0,1.0,0.0,0.5,0.03614930309119829
7,0.25,0.25,1.0,0.5,0.0,4.0,0.25,0.0,1.25,0.5,0.00241954863715109
8,0.25,1.25,0.0,0.0,0.0,4.6,0.25,0.25,0.0,0.5,0.9583527879086755
9,0.5,0.0,0.75,0.0,0.0,2.6,0.25,0.5,1.0,0.5,0.01957690135834137
10,0.25,1.25,0.0,0.75,0.0,4.2,0.0,0.5,0.25,0.0,0.10184161637253969
11,0.25,0.25,0.0,1.0,0.75,4.6,0.5,0.0,0.5,0.25,2.120666316774268
12,0.0,0.0,0.0,2.25,0.75,3.6,0.0,0.75,0.0,0.0,0.04693946564420645
13,0.0,0.25,0.75,0.75,0.75,2.0,0.0,0.25,1.0,0.0,0.007800972009533983
14,0.75,0.75,0.25,0.5,0.75,4.800000000000001,0.0,0.0,0.5,0.25,0.06603738018089163
15,0.25,0.0,0.75,1.25,0.0,2.6,0.0,0.0,0.0,0.5,0.03337480845774499
16,0.25,1.0,0.0,2.0,0.0,1.2,0.25,0.0,0.0,0.0,1.0153103467592315
