,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.25,0.25,0.0,2.0,0.0,3.8000000000000003,0.5,0.5,0.25,0.0,0.07319261008566437
1,0.5,0.0,0.0,0.25,0.25,2.0,0.25,1.0,0.25,0.0,0.04785763689654329
2,0.5,0.25,0.25,0.25,0.25,1.0,0.25,0.25,0.75,1.0,0.048395833375964245
3,0.25,0.0,0.25,0.5,1.75,2.6,0.5,0.5,0.0,0.0,0.025443765818204435
4,0.0,0.75,0.0,0.5,0.0,1.6,0.0,0.25,0.75,0.25,0.24392854515586088
5,0.0,0.0,0.5,2.0,0.75,2.2,0.5,0.0,0.0,0.25,0.06602749528362187
6,0.25,0.25,0.5,0.0,0.25,4.800000000000001,0.75,1.0,0.0,0.75,0.003667885518489012
7,0.0,0.25,0.5,0.75,1.5,1.4,0.0,0.0,0.0,0.75,0.034002677376129886
8,0.25,1.0,0.0,0.0,1.25,2.8,0.0,0.25,0.75,0.5,0.2415411133756947
9,0.0,1.5,0.25,0.0,0.0,1.4,0.5,0.0,0.0,0.75,0.6373565554731907
10,0.75,0.0,0.0,0.25,0.25,1.2,0.25,0.25,0.5,0.25,0.08974965817822057
11,0.5,0.0,1.75,0.75,0.0,3.0,0.25,0.0,0.0,0.25,0.0032400064440244237
12,0.0,0.5,0.5,0.25,0.5,3.0,1.75,0.0,0.0,0.5,0.018447840946821045
13,0.5,0.25,0.25,0.0,0.0,4.800000000000001,0.5,0.75,1.0,0.25,0.01307034090437603
14,0.0,0.0,0.75,0.0,0.0,2.0,0.75,0.0,0.5,1.75,0.012660567720999088
15,0.5,0.25,0.0,0.0,1.0,3.8000000000000003,0.75,0.25,1.0,0.0,0.08400031571017474
16,0.0,0.0,0.25,0.5,0.75,3.2,0.25,0.0,0.75,0.5,0.2847000635369127
17,0.0,0.75,0.25,0.75,0.5,1.4,0.5,0.0,1.0,0.25,0.18542088259368386
18,0.5,0.5,1.0,0.0,0.25,1.8,0.5,0.25,0.0,0.25,0.06128870763527494
19,1.25,0.0,1.0,0.25,0.5,4.0,0.0,0.0,0.0,0.25,0.011096123021501165
20,0.0,0.0,0.25,0.0,0.25,1.6,2.0,0.25,1.0,0.25,0.005778093891464202
21,1.0,0.0,0.25,1.5,0.0,4.2,0.0,0.0,0.0,1.0,0.010836757569704175
22,0.25,0.5,0.0,0.25,0.0,3.4000000000000004,0.75,1.5,0.25,0.0,0.0032163277515345197
23,0.0,0.75,0.25,1.0,0.0,1.6,0.25,0.25,0.25,1.25,0.18792086692094018
24,0.0,1.75,0.25,2.25,0.0,4.4,0.0,0.0,0.0,0.0,0.8884630154935811
25,0.5,0.5,0.25,0.75,0.0,1.2,0.5,0.5,0.25,0.25,0.04185817004791967
26,0.5,1.0,0.75,0.75,0.0,2.0,0.0,0.5,0.5,0.0,0.009567067747283917
27,2.25,0.0,0.5,0.25,0.25,4.0,0.0,0.25,0.0,0.25,0.00010350411770428976
28,0.0,0.25,0.75,0.25,0.0,3.2,0.25,0.25,0.0,2.0,0.015413248993454753
29,0.0,0.25,0.25,0.5,0.5,1.2,0.25,0.5,0.0,0.5,0.034315117706277744
30,1.0,0.5,0.0,0.0,0.25,2.0,0.25,0.25,0.5,0.0,0.13162935528963954
31,0.0,0.0,0.25,0.0,1.0,2.0,1.25,0.5,0.5,0.0,0.011943930815557599
32,1.25,0.5,0.5,0.25,0.0,1.8,0.25,0.0,1.0,0.0,0.0014899605658550699
33,0.0,0.0,0.0,0.25,1.5,1.2,1.0,0.0,0.25,0.5,0.282416110858541
34,0.0,0.5,0.75,0.0,0.0,3.4000000000000004,0.0,0.5,0.0,1.5,0.0064186581478023995
35,0.0,0.0,0.25,1.75,0.25,3.2,0.0,0.75,0.25,0.25,0.03318037781175468
36,0.75,0.75,0.25,0.25,0.25,1.2,1.0,0.0,0.0,0.0,0.04724995191472529
37,0.0,0.0,0.0,0.0,0.75,2.0,1.25,0.5,0.0,0.5,0.05803055742417052
38,0.5,0.25,1.25,0.25,0.0,4.2,0.0,0.0,0.25,0.25,0.010792365248594823
39,1.5,0.0,0.0,0.0,1.5,4.0,0.0,0.25,0.25,0.25,0.010170882928073933
40,0.0,1.0,0.25,0.25,1.25,1.2,0.25,0.0,0.0,0.25,0.8409288011695193
41,1.25,0.0,0.5,0.5,0.25,4.0,0.0,1.0,0.0,0.0,0.0003754193069214697
42,0.25,0.0,1.25,0.25,0.25,1.4,0.25,1.0,0.25,0.5,0.00018247123760845897
43,0.25,0.0,0.0,2.0,0.25,1.2,0.0,0.0,0.0,0.5,0.6517443048108307
44,1.25,0.0,0.0,1.25,0.0,1.2,0.5,0.0,0.0,0.0,0.016895650167263264
45,0.0,0.0,0.25,1.5,0.0,1.4,0.0,0.25,1.5,0.25,0.00831065652713663
46,0.75,0.25,0.25,0.75,0.25,4.800000000000001,0.25,0.25,0.25,0.0,0.05273998179194752
47,0.0,0.0,1.25,0.0,1.0,3.0,0.25,0.0,0.0,0.0,0.004578521385101867
48,0.0,1.0,0.75,0.5,0.0,4.4,0.25,0.75,0.0,0.0,0.0038895575003998605
49,0.25,0.5,0.25,0.25,0.5,4.800000000000001,0.5,0.0,1.5,0.0,0.04722498315983266
50,0.75,0.5,1.0,0.5,0.5,3.8000000000000003,0.0,0.25,0.0,0.0,0.02148295372090052
51,0.0,0.0,1.5,0.0,1.75,1.6,0.25,0.25,0.25,0.0,0.0005059322207760906
52,0.25,1.0,0.5,0.0,0.25,4.4,1.75,0.0,0.5,0.0,0.014465780169041565
53,1.0,0.75,0.5,1.0,0.25,1.4,0.25,0.25,0.0,0.0,0.015833956310715856
54,0.5,0.5,0.5,0.75,0.25,4.0,0.0,0.25,0.0,1.5,0.04167365349375722
55,0.0,0.25,1.25,0.5,0.0,3.4000000000000004,0.75,0.25,0.0,0.5,0.006821160877851904
56,0.0,0.5,0.25,0.5,0.0,2.2,0.0,0.5,1.5,0.25,0.0057854315243957635
57,0.5,1.0,0.25,0.5,0.75,2.0,0.25,0.25,0.0,0.0,0.19812979790647908
58,0.25,0.0,0.0,0.5,0.25,1.6,0.75,0.5,1.5,0.0,0.0110597653878978
59,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.75,0.25,0.19766638981447743
60,0.25,0.0,0.0,0.0,0.25,3.6,0.25,0.25,0.0,2.0,0.5028510393083232
61,0.0,0.0,0.5,1.25,0.5,3.8000000000000003,0.0,0.0,0.0,0.25,0.22979491948573175
62,0.0,0.5,0.5,0.0,0.25,2.0,0.0,0.5,0.5,1.0,0.008774101366380216
63,0.5,0.5,0.0,0.75,0.25,2.4000000000000004,0.0,0.0,1.75,0.5,0.044918390736246594
64,0.25,0.25,0.25,0.0,0.75,2.8,0.25,0.25,0.25,0.25,0.23586742719385334
65,0.25,0.5,0.25,0.25,0.25,3.2,0.0,0.0,0.25,0.75,0.598746664099721
66,0.25,0.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,0.0,0.00027443828524804025
67,0.25,0.0,1.0,0.0,0.25,4.4,1.5,0.25,0.0,0.0,0.0023016999252988904
68,0.75,0.25,0.0,1.25,0.0,1.6,0.25,0.25,0.75,0.25,0.07746509258258749
69,0.5,0.0,0.25,0.0,0.5,2.8,0.25,0.25,0.0,1.5,0.08435748240483683
70,0.0,0.0,0.25,0.5,0.25,3.6,0.0,2.0,0.75,0.0,0.0015727477433966834
71,0.5,1.0,0.25,0.25,0.5,3.8000000000000003,1.0,0.25,0.0,0.0,0.15018159899881292
72,0.25,0.25,0.0,0.0,1.75,1.6,0.75,0.25,0.0,0.75,0.14465169811623152
73,1.25,0.0,0.0,0.25,0.5,2.4000000000000004,0.5,0.0,0.25,0.5,0.05856171205911635
74,1.0,0.25,0.25,0.5,0.0,3.4000000000000004,0.75,0.5,0.0,0.25,0.013083311448865601
75,0.5,0.75,0.75,0.25,0.0,4.0,0.5,0.25,0.0,0.0,0.04305107446410698
