,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.0,1.0,0.25,0.5,0.75,2.8,0.5,0.75,0.0,0.25,0.03426859258708226
1,0.25,0.0,1.0,0.25,0.0,3.4000000000000004,1.25,0.25,0.25,0.5,0.009474987377094245
2,0.0,0.5,0.0,0.0,0.0,2.8,0.0,0.0,2.0,0.0,0.056149204234195456
3,0.25,0.0,0.25,0.0,1.0,4.800000000000001,0.0,0.5,0.25,0.0,0.03301520286829515
4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,0.5,0.25,0.0012526577928297412
5,0.0,0.25,0.0,0.0,0.0,3.6,0.5,1.0,0.0,0.25,0.028331074702096462
6,0.0,1.25,0.25,0.0,0.25,4.2,0.0,1.25,0.25,0.0,0.004458877265213437
7,1.0,0.25,0.5,0.0,0.25,1.2,0.0,0.25,0.0,1.5,0.007537775048311506
8,0.5,0.75,0.5,0.25,0.0,1.8,0.0,0.75,0.25,0.25,0.018521670063947435
9,0.0,0.0,0.25,1.25,0.5,2.2,0.0,0.0,0.0,1.0,0.6782041711624729
10,0.0,0.0,0.25,0.75,0.5,2.6,0.0,0.75,0.0,1.0,0.02291468378030771
11,0.0,0.25,0.5,0.0,0.25,3.2,1.5,0.5,0.5,0.25,0.0038539673605212468
12,0.5,0.0,0.0,0.0,2.5,3.2,0.25,0.0,0.5,0.0,0.03675962544503636
13,0.0,0.0,0.25,0.0,1.0,3.8000000000000003,0.0,0.0,0.75,2.25,0.07874515089128309
14,0.25,0.0,0.0,0.0,0.5,1.4,2.25,0.0,0.5,0.0,0.05482325681825734
15,0.25,0.75,0.5,0.0,0.0,4.4,0.5,0.0,1.0,0.0,0.02784808952237275
16,1.5,0.25,0.25,0.25,0.0,4.2,0.0,0.25,0.0,0.75,0.007865193188931165
17,0.0,0.0,0.75,0.75,1.25,2.2,0.0,0.5,0.0,0.25,0.00510133899148592
18,0.25,0.25,0.0,1.25,0.0,3.0,0.0,0.25,0.0,0.75,0.5986666411767646
19,0.0,0.5,0.5,0.25,0.0,4.2,1.0,0.75,0.0,1.0,0.005243400785032732
20,0.0,1.25,0.5,0.5,0.0,4.2,0.25,0.25,0.5,0.25,0.04554586382823278
21,0.0,0.25,0.0,1.0,0.5,4.2,0.0,0.0,0.75,0.75,1.7006225103813233
22,0.25,0.25,0.25,0.75,0.25,3.6,0.75,0.0,0.0,1.25,0.5901435009788214
23,2.0,0.0,0.0,0.5,0.0,1.2,0.0,0.0,0.0,0.0,0.001216078909197703
24,2.0,0.0,0.5,0.25,0.0,1.6,0.0,0.25,0.25,0.0,0.0010294125919840403
25,0.0,0.75,0.25,0.0,0.5,2.8,0.5,0.5,0.0,0.25,0.05443326174503079
26,0.0,0.0,0.0,1.25,0.0,4.2,0.5,0.25,0.0,1.0,0.7946827881363309
27,0.25,0.0,0.25,0.25,0.75,1.0,0.75,0.0,0.75,0.25,0.08328671226400443
28,0.25,0.5,0.0,1.0,1.25,2.6,0.5,0.25,0.0,0.25,0.744733169602662
29,0.0,0.0,0.0,1.25,1.0,2.0,0.0,1.75,0.0,0.0,0.0037121527281432742
30,0.0,0.25,0.0,0.25,0.0,1.0,0.0,1.25,0.25,1.5,0.002413288939810597
31,0.25,0.25,0.5,0.75,0.0,3.8000000000000003,0.5,0.0,0.0,0.5,0.25300984026239615
32,0.5,0.25,0.0,0.0,2.25,2.8,0.25,0.25,0.0,0.0,0.07041473480757254
33,0.0,0.5,0.0,0.0,0.0,3.4000000000000004,0.25,1.25,0.5,1.0,0.005486178289076599
34,0.25,0.0,0.25,0.0,0.0,4.800000000000001,0.25,1.25,0.5,0.75,0.0038518211023251428
35,0.0,0.0,0.0,1.25,0.5,3.4000000000000004,0.0,0.0,0.0,0.0,4.479414730262025
36,0.25,0.75,0.5,0.0,0.25,2.6,0.25,0.0,0.5,0.75,0.07487133311237698
37,0.0,1.25,0.25,0.0,0.0,3.0,0.0,0.25,0.0,0.25,0.37731025031865806
38,0.0,0.75,0.5,0.0,0.0,3.0,0.0,0.75,1.5,0.0,0.0005511983719998662
39,0.5,0.0,0.75,0.25,0.0,4.4,0.0,0.25,1.0,0.25,0.009482890711873429
40,0.25,0.0,1.0,0.0,0.0,1.6,1.0,0.25,0.25,0.0,0.01876038778018895
41,0.5,0.0,0.25,0.75,0.0,3.4000000000000004,1.0,0.0,0.0,0.0,0.14417129164013748
