,No Hypothesis
0,1406807.685807062
1,1406807.685807062
2,1406807.685807062
3,1406807.685807062
4,1406807.685807062
5,1402440.8061468452
6,1402440.8061468452
7,1402440.8061468452
8,1389028.3266725163
9,1389028.3266725163
10,1315969.2427038597
11,1315969.2427038597
12,1299243.0322710774
13,1299243.0322710774
14,1299243.0322710774
15,1299243.0322710774
16,1299243.0322710774
17,1245364.2071629646
18,1245364.2071629646
19,1138022.6996669678
20,1138022.6996669678
21,1138022.6996669678
22,352550.13490598387
23,352550.13490598387
24,352550.13490598387
25,352550.13490598387
26,344829.3877202305
27,344829.3877202305
28,344829.3877202305
29,344829.3877202305
30,344829.3877202305
31,344829.3877202305
32,344829.3877202305
33,344829.3877202305
34,344829.3877202305
35,344829.3877202305
36,344829.3877202305
37,344829.3877202305
38,344829.3877202305
39,344829.3877202305
40,344829.3877202305
41,266836.3072605146
42,223810.0587203427
43,219597.48844660813
44,219597.48844660813
45,187673.9791253096
46,187673.9791253096
47,183759.54920429172
48,169751.23993068482
49,169751.23993068482
50,165608.53396684752
51,165608.53396684752
52,142714.66568856945
53,121010.02045569412
54,115531.40443315188
55,109611.64616026168
56,108221.37434891616
57,95869.88860571054
58,95869.88860571054
59,85936.59339124872
60,69261.32877903579
61,67100.53831283489
62,64395.3919395771
63,58912.96371577658
64,58274.785404900285
65,50091.203135809774
66,50066.72600607917
67,47916.25514214303
68,43810.82407461814
69,43139.736653795306
70,42871.11793794247
71,42871.11793794247
72,38925.02411242985
73,37046.19185544812
74,36788.18470458932
75,35084.8664001343
76,34870.42123615386
77,34703.51845386412
78,34226.299559349114
79,34183.08226097245
80,34056.081438102134
81,32422.585000995845
82,24608.761344526883
83,24608.761344526883
84,22951.747162629043
85,22279.425481312937
86,22203.97498652702
87,22108.00027746153
88,21355.529727208435
89,15817.016459582648
90,14501.40642918925
91,14501.40642918925
92,13822.408825012004
93,13677.794969864926
94,13594.233024191904
95,13593.018403083755
96,13593.018403083755
97,13593.018403083755
98,13248.70290675854
99,12945.304066713135
100,12893.462303916407
101,12828.474196739746
102,12750.012516266894
103,12750.012516266894
104,12750.012516266894
