Unnamed: 0,x0,x1,x2,x3,x4,Target,Hypothesis
0,-32.33582100883925,-30.81545109044752,-32.755539489590824,-32.26203527523311,-31.898416935191108,-21.54666290531508,Poor
1,30.60726752960032,3.095412681980136,30.97784221465865,14.07818096144316,12.958356248806735,-20.657074665235506,Global
2,-18.60635881764445,31.21312266821578,-32.359693994912,-16.188547898838618,-4.273502132342241,-21.692737332088345,Global
3,18.30963916267536,-19.81251095099781,23.78912468823063,31.68014677936129,-22.030434867301665,-21.36216828205005,Global
4,6.37887734958386,-32.179087103259114,-7.433664420667103,-29.873926443401245,29.927208892120163,-21.47744929439949,Global
5,-30.768,-32.768,-30.768,-30.768,-30.768,-21.55964368212157,Poor
6,-32.11210599652903,-32.71721142083214,-32.72075322871781,-32.76799999996941,-32.768,-21.56132141557241,Poor
7,-32.768,32.768,32.768,32.768,32.768,-21.570311151282485,Global
8,32.768,32.768,32.768,-32.768,-32.768,-21.570311151282485,Global
9,32.768,12.511157414031068,-32.768,32.768,32.768,-21.770543152827244,Global
10,32.768,-32.768,32.768,32.768,32.768,-21.570311151282485,Global
11,32.768,32.768,32.768,-32.768,32.768,-21.570311151282485,Global
12,-32.73057324495734,-30.768,-30.78129891215378,-32.043121524878515,-32.768,-21.39657239276507,Poor
13,-32.768,-32.768,-30.768,-30.768,-32.768,-21.565466433022745,Poor
14,-23.98365430279317,-14.30114657677828,-3.172614128647989,-32.768,-32.768,-21.24561395639727,Global
15,32.768,27.00419823190102,32.768,30.418171853424823,0.5960279832751242,-21.727283946553584,Global
16,32.768,-14.102586101360396,32.768,-9.328551426327138,4.799466937510192,-21.29370337946984,Global
17,7.159842375879537,2.128496908072238,32.768,6.588368895389378,31.929315308237825,-21.093173310871325,Global
18,32.768,3.6377982031037663,6.500365836196822,2.303519909969292,28.3282673228616,-21.70137386403681,Global
19,-32.768,-30.768,-30.768,-32.768,-30.768,-21.56269066192166,Poor
20,-31.17322900842924,-30.82973788583208,-30.830989498564385,-32.60994098981579,-32.39851404394002,-21.71029306042034,Poor
21,21.984369222759184,2.4574170683794634,32.180705714719835,11.261116600946355,19.51641715853402,-21.478886992615777,Global
22,32.768,-1.3555532707379878,30.53957352439663,10.932327102268458,3.860658219717801,-21.383859710168345,Global
23,32.768,4.76310288001344,28.364407230236832,24.12776739273768,14.164806041626797,-21.3640527401735,Global
24,32.768,12.800627347371297,32.768,9.87811730586296,12.227113492039384,-21.177571004812915,Global
25,32.768,3.902045224845129,21.02214680266352,10.06649635587016,14.83251154354067,-20.34630934954912,Global
26,-32.768,-32.768,-32.768,-30.768,-30.768,-21.565466433022745,Poor
27,-32.768,-30.768,-32.768,-30.768,-32.768,-21.565466433022745,Poor
28,32.768,-5.4635489268362445,22.84935322487568,11.768719255552249,17.923930877235822,-21.224765864530745,Global
29,26.17988207851888,8.187280070009828,18.947430208702585,12.35780420740882,9.138653156291648,-20.542564802459893,Global
30,32.768,8.614428830735353,17.621245826416022,2.5977420368315807,9.08855511198948,-21.359390097878503,Global
31,30.112509004717293,11.361551649557068,18.17507798162381,15.095377249124422,19.079555158023883,-20.760844367437496,Global
32,32.768,3.1631453491353008,12.697044338050423,17.267280430715488,10.759837053785189,-21.14169064965477,Global
33,-32.768,-32.768,-32.768,-32.768,-30.768,-21.56799848382188,Poor
34,-32.43136596912039,-31.37069691361832,-30.77182261437075,-30.8515304503684,-30.790663879769934,-21.79473912817492,Poor
35,23.74801268658927,3.65499461949096,17.722325709447727,10.034094326896309,16.953172334736617,-20.634691554502503,Global
36,32.768,7.529419008154867,24.92928630901282,7.314598566709659,22.44848497211947,-21.676933130018096,Global
37,25.115999185928864,0.6521001954601077,22.49760696780217,15.7330184371331,10.937535421912754,-21.098232082534896,Global
38,19.566581910478263,13.279021546549863,13.078936217194842,13.65023812585515,14.438577158177232,-21.01489005744485,Global
39,32.768,15.27942496499557,20.63738310669753,16.58871824098146,8.41371161281222,-21.76401112982497,Global
40,-30.768,-32.768,-32.768,-32.768,-30.768,-21.565466433022745,Poor
41,-32.49797655716799,-32.60724635594882,-30.82090239871204,-32.65316279120768,-32.105657136434594,-21.88898246977679,Poor
42,26.87194988134785,5.425748577135772,24.64959258087669,7.688813388213422,11.827107718147284,-21.26297734867267,Global
43,29.62721146322659,6.840248757149564,13.4787944624933,10.013750096034052,15.257983688838706,-21.08652220439632,Global
44,23.29113095062688,6.792370709412589,18.133986306108586,18.75768437216824,17.303386175402597,-21.057793414834016,Global
45,19.688443757889228,4.096002046047714,13.848417452533957,10.585729738774443,7.927888053821602,-19.81179913627979,Global
46,19.088898083802626,7.279628971473008,14.66850031045515,12.725724907197138,2.9259318027147554,-19.93174350161603,Global
47,-31.06808133899359,-32.37550856658767,-32.516900420203044,-30.841040105051345,-32.55191088124719,-21.897578393212616,Poor
48,-30.768,-30.768,-32.768,-32.768,-30.768,-21.56269066192166,Poor
49,16.187794654196217,7.05793300430959,17.97297207113692,10.45772591390758,7.317294434621109,-19.91583506202902,Global
50,19.09802801404102,8.22773574429897,14.06824888726165,6.446150175533292,5.265525191115219,-19.66153401690215,Global
51,18.06526867569454,3.1723133580572904,16.33962677250431,7.186697787539397,2.856909980349522,-19.268748749248505,Global
52,14.342390663882718,4.15548772226263,12.71333291459465,7.774205526996551,3.6934681362212136,-18.852533717616115,Global
53,14.54541819351885,2.5657970223292788,14.062736225447058,4.408085432709767,6.39616903962179,-19.28192364347172,Global
54,-32.566771511902864,-31.31866485937788,-32.45082347961477,-32.72764389964178,-32.58966461090032,-22.167194900675188,Poor
