,u10_l1,u10_l10,u10_l2,u10_l3,u10_l4,u10_l5,u10_l6,u10_l7,u10_l8,u10_l9,u1_l10,u5_l2
0,21.592130812295174,21.59859566410543,21.59859566410543,21.59859566410543,21.59859566410543,21.59859566410543,21.59859566410543,21.59859566410543,21.59859566410543,21.59859566410543,21.59859566410543,21.59859566410543
1,20.96661163179049,21.00019029784893,21.00019029784893,21.00019029784893,21.00019029784893,21.00019029784893,21.00019029784893,21.00019029784893,21.00019029784893,21.00019029784893,21.00019029784893,21.00019029784893
2,20.461593790815314,20.485072100054253,20.485072100054253,20.485072100054253,20.485072100054253,20.485072100054253,20.485072100054253,20.485072100054253,20.485072100054253,20.485072100054253,20.485072100054253,20.77417291910133
3,20.2754720533879,20.29522792787829,20.29522792787829,20.29522792787829,20.29522792787829,20.29522792787829,20.29522792787829,20.29522792787829,20.29522792787829,20.29522792787829,20.29522792787829,20.62762681469215
4,20.064759399126707,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.519681981203917
5,20.064759399126707,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.519681981203917
6,19.826736314325935,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.519681981203917
7,19.592283258775925,20.08030102053188,19.848015930857706,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.42092302501726
8,19.07298160155533,20.08030102053188,19.375277849446885,19.835283648306685,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.241391917544345
9,18.7735751034175,20.08030102053188,18.980483717792698,19.616645343151102,19.807216985934723,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.08030102053188,20.17517158978901
