,No Hypothesis
0,1602915.3893265144
1,1602915.3893265144
2,1602915.3893265144
3,1602915.3893265144
4,1602915.3893265144
5,1602915.3893265144
6,1167508.2689583434
7,1167508.2689583434
8,1167508.2689583434
9,1167508.2689583434
10,1167508.2689583434
11,1167508.2689583434
12,1167508.2689583434
13,1167508.2689583434
14,1167508.2689583434
15,1167508.2689583434
16,1167508.2689583434
17,1167508.2689583434
18,1167508.2689583434
19,1167508.2689583434
20,1167508.2689583434
21,1167508.2689583434
22,1167508.2689583434
23,1167508.2689583434
24,1167508.2689583434
25,1167508.2689583434
26,1167508.2689583434
27,885253.8080295164
28,885253.8080295164
29,885253.8080295164
30,885253.8080295164
31,794797.599796148
32,794797.599796148
33,625279.9870479944
34,625279.9870479944
35,625279.9870479944
36,625279.9870479944
37,625279.9870479944
38,625279.9870479944
39,625279.9870479944
40,625279.9870479944
41,625279.9870479944
42,625279.9870479944
43,625279.9870479944
44,625279.9870479944
45,625279.9870479944
46,625279.9870479944
47,625279.9870479944
48,477137.8513004725
49,446467.8580590766
50,446467.8580590766
51,446467.8580590766
52,446467.8580590766
53,446467.8580590766
54,446467.8580590766
55,446467.8580590766
56,446467.8580590766
57,446467.8580590766
58,446467.8580590766
59,446467.8580590766
60,446467.8580590766
61,446467.8580590766
62,446467.8580590766
63,446467.8580590766
64,435885.3001817035
65,417489.4750731196
66,417489.4750731196
67,365861.4582250445
68,365861.4582250445
69,365861.4582250445
70,364762.94223949546
71,364762.94223949546
72,364762.94223949546
73,364762.94223949546
74,364762.94223949546
75,364762.94223949546
76,364762.94223949546
77,364762.94223949546
78,364762.94223949546
79,364762.94223949546
80,364762.94223949546
81,364762.94223949546
82,364762.94223949546
83,364762.94223949546
84,364762.94223949546
85,364762.94223949546
86,364762.94223949546
87,364762.94223949546
88,364762.94223949546
89,364762.94223949546
90,364762.94223949546
91,364762.94223949546
92,364762.94223949546
93,364762.94223949546
94,364762.94223949546
95,364762.94223949546
96,364762.94223949546
97,364762.94223949546
98,364762.94223949546
99,364762.94223949546
100,364762.94223949546
101,364762.94223949546
102,364762.94223949546
103,364762.94223949546
104,364762.94223949546
