,x0,x1,x2,x3,x4,Target,Hypothesis
0,22.86011660819357,-21.043876664377443,-29.20525238721371,-9.074216397162221,-14.719324742850187,-20.716887589925644,Global
1,-18.134395836593676,1.5180327420347126,3.3227706585042824,-29.779430596096404,-9.127275046648371,-20.91290097203105,Global
2,-13.45683438389758,2.0045336153485565,-20.21649370660898,-28.31808212557553,18.807879106554317,-21.205816737242582,Global
3,9.85492630664588,0.3573923010866622,24.81202599831483,-20.85091899005112,23.083946388658397,-20.76671619674038,Global
4,-26.37603787574794,17.121261432003386,-16.58467299057159,-23.71540172955192,-11.046318029476236,-21.35372126276359,Global
5,16.408536861158346,1.0171438089440912,20.694318445300006,-20.56380396571105,27.00105860097488,-21.31314168072031,Global
6,-6.391822844228649,-0.19525519611951125,17.360284835755706,-30.33024790859171,24.850297608886265,-21.481246601515387,Global
7,-15.251313144283799,-20.1190739822521,-1.568995572503738,26.698122872058406,25.89487479084186,-21.30133130997163,Global
8,1.9744883978486598,5.31309557892304,-30.219599190002352,-21.706711627383683,-1.0061071647558428,-20.673119611073208,Global
9,-23.66978803350434,20.790203001617165,-27.22301497987241,13.149807133607162,-26.089137720176943,-21.191143845058228,Global
10,-14.966214718763236,-4.288545501115362,-0.0175448990411482,-7.549558425918615,-26.435624223728897,-20.560708086946004,Global
11,18.040709474172672,0.6976808653472304,20.63686118489045,-20.32463659025666,27.138775497058077,-21.276138566249696,Global
12,10.111455223060943,0.8230180805834948,23.450899650359162,-20.022871533355783,21.446907729375177,-21.040357748600112,Global
13,22.09425153631844,-17.820455239964332,-27.785354004685253,-11.135625352497495,-15.908646728811291,-20.52137441128835,Global
14,26.829078232572698,-1.9547192882850588,11.812115726838762,1.3581639438300712,-32.503589175699354,-21.28327510786362,Global
15,10.16644272567271,1.3772784181442006,26.449680640045926,-19.47163432803586,21.781312744700926,-21.51813502166235,Global
16,17.8170416054502,-19.557032664503648,-17.20754247469184,-20.437180106890153,-31.485743382838503,-21.823150467067336,Global
17,11.784316971376143,2.2828092836505505,27.82411045300205,-19.240286573868843,21.454876593573545,-21.327747442334168,Global
18,0.602883396751352,-4.696651240697857,-28.654665102841932,-8.983524596988122,-11.023076736565091,-20.54900605876026,Global
19,12.229251022109793,2.965126902822746,28.662367004887983,-18.30578500579054,19.855672980145172,-21.036060213185074,Global
20,22.654650747175083,-16.19534001365082,-27.315417951413792,-11.430540622223077,-16.855224558204668,-21.49561149070024,Global
21,8.952820988341273,-1.2501421362091107,26.03448320575194,-19.48734349932556,22.020535956660865,-20.704142322537763,Global
22,9.939127807061482,-0.5560995574735266,24.192991305563282,-21.565874452852043,20.032300817254566,-21.043525302175485,Global
