Unnamed: 0,x0,x1,Target,Hypothesis
0,3.512020339314606,1.783046948529818,-1.0979253687546993,Good
1,2.7091501565903533,11.597475781189452,-81.58264375064097,Global
2,8.05641528587219,0.1207042279472686,-10.148649076616518,Global
3,-0.3539611174219379,14.364056090488363,-79.6056658956529,Global
4,2.696750684018306,4.774266373081479,-5.855607664288365,Global
5,2.641592653589793,2.775,-1.5794022236877725,Good
6,3.641592653589793,2.775,-2.3088885794952057,Good
7,3.0496894117181634,1.5784071103913622,-1.0303175722045157,Global
8,3.421961922241686,1.3570722761565854,-1.2761144914945255,Global
9,3.0672893264210743,1.9009295167856537,-0.6116368396282753,Global
10,3.023942450793132,2.1149896186075767,-0.528552041533716,Global
11,2.993245183512606,2.096779684730249,-0.5914130367618413,Global
12,3.1625472813632443,2.173543069891588,-0.4072496759691329,Global
13,3.1675771968723527,2.1912171562147096,-0.4051745273463718,Global
14,3.174435319501238,2.156269069176039,-0.4117624904623408,Global
15,3.169300648451049,2.2225610965749487,-0.4025297004617789,Global
16,3.157693078599532,2.238099039413864,-0.3997261839344827,Global
17,3.1546472324188257,2.2719617947415225,-0.3987562535652473,Global
18,3.0376629447503376,2.4366603832699925,-0.4559736833009474,Good
19,3.1447141114569246,2.4876866042975165,-0.4442105977092453,Good
20,3.1608652065779537,2.2704797211066867,-0.3997800105296118,Global
21,3.131522084660713,2.346026071326931,-0.4023633619812324,Global
22,3.183137907191669,2.275182776348241,-0.4072199491653215,Global
23,3.1645433281032966,2.2079583622887404,-0.4028378844833927,Global
24,3.247865109364159,2.1704772781332684,-0.452592484668557,Global
25,3.1186907645702444,2.2862992415294348,-0.4004493255252698,Good
26,3.1393571915013663,2.265140344539857,-0.3980459946121212,Good
27,3.1075102439113245,2.1533839933317727,-0.4254701783225703,Global
28,3.097089907870936,2.425754572495749,-0.420802236933984,Global
29,3.1208286130509766,2.302094288733044,-0.4000748628450958,Global
30,3.252439030681169,2.3935203113502097,-0.4981796220544303,Global
31,3.1624697043075765,2.331851307126064,-0.4053199536229932,Global
32,3.1376670783292715,2.246142374101412,-0.3989802936429644,Good
33,3.1404912781859275,2.283559833875709,-0.3979524832392803,Good
34,3.182202806414331,2.194129082522072,-0.4082458174683182,Global
35,3.1307897262523943,2.3507395365355657,-0.4029769004262833,Global
36,3.113889206414372,2.46857892318821,-0.4311128529394265,Global
37,3.0763568077158348,2.49130931021387,-0.4454990275875167,Global
38,3.097366936889776,2.323355501353732,-0.4074615942323123,Global
39,3.134563262229743,2.2688482120767075,-0.3982600802828122,Good
40,3.144562645989957,2.2811366506535693,-0.3980011381343416,Good
41,3.107239096056052,2.0593014266734926,-0.462427974543237,Global
42,2.991139753505709,2.360914463215909,-0.5075389446992844,Global
43,3.1416179744329176,2.27294531748187,-0.3978915017720618,Global
44,3.178282850996896,2.1906238283209376,-0.4074786088926786,Global
45,3.177190104545625,2.2847697394187625,-0.4053668064117706,Global
46,3.134918476782332,2.2882028692431167,-0.3981650934463141,Good
47,3.151581483871978,2.271638067022608,-0.3983858801933091,Good
48,3.12454957362649,2.0802399359290056,-0.4425828152646892,Global
49,3.157560916686013,2.1547673062096138,-0.410735095749999,Global
50,3.1419960277423225,1.8849389079124887,-0.5497905028386879,Global
51,3.14619195526264,2.235418559220241,-0.3992847273953354,Global
52,3.198403963466095,2.1114400655212164,-0.427700120646292,Global
53,3.140241903184325,2.2746086055420567,-0.3978982054818194,Good
54,3.1388347850979668,2.281585154917452,-0.3979435290073229,Good
