,No Hypothesis
0,20.42119543729645
1,20.42119543729645
2,20.42119543729645
3,20.42119543729645
4,20.42119543729645
5,19.80445159148513
6,19.80445159148513
7,19.347247894157128
8,19.347247894157128
9,19.347247894157128
10,19.347247894157128
11,19.347247894157128
12,19.347247894157128
13,19.347247894157128
14,19.347247894157128
15,19.347247894157128
16,19.347247894157128
17,19.347247894157128
18,19.347247894157128
19,19.347247894157128
20,19.347247894157128
21,19.347247894157128
22,19.347247894157128
23,19.347247894157128
24,17.782078576967205
25,17.782078576967205
26,17.782078576967205
27,17.782078576967205
28,17.782078576967205
29,17.782078576967205
30,17.782078576967205
31,17.782078576967205
32,17.782078576967205
33,17.782078576967205
34,17.782078576967205
35,17.782078576967205
36,17.782078576967205
37,17.782078576967205
38,17.782078576967205
39,17.782078576967205
40,17.782078576967205
41,17.782078576967205
42,17.782078576967205
43,17.782078576967205
44,17.782078576967205
45,17.782078576967205
46,17.782078576967205
47,17.782078576967205
48,17.191139550424044
49,17.191139550424044
50,17.191139550424044
51,17.191139550424044
52,17.191139550424044
53,17.191139550424044
54,17.191139550424044
55,17.191139550424044
56,17.191139550424044
57,17.191139550424044
58,17.191139550424044
59,17.191139550424044
60,17.191139550424044
61,17.191139550424044
62,17.191139550424044
63,17.191139550424044
64,17.191139550424044
65,17.191139550424044
66,17.191139550424044
67,17.191139550424044
68,17.191139550424044
69,17.191139550424044
70,17.191139550424044
71,17.191139550424044
72,17.191139550424044
73,17.191139550424044
74,17.191139550424044
75,17.191139550424044
76,17.191139550424044
77,17.191139550424044
78,17.191139550424044
79,17.191139550424044
80,17.191139550424044
81,17.191139550424044
82,17.191139550424044
83,17.191139550424044
84,17.191139550424044
85,17.191139550424044
86,17.191139550424044
87,17.191139550424044
88,17.191139550424044
89,17.191139550424044
90,17.191139550424044
91,17.191139550424044
92,17.191139550424044
93,17.191139550424044
94,17.191139550424044
95,17.191139550424044
96,17.191139550424044
97,17.191139550424044
98,17.191139550424044
99,17.191139550424044
100,17.191139550424044
101,17.191139550424044
102,17.191139550424044
103,17.191139550424044
104,17.191139550424044
