,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.0,0.0,0.0,0.0,0.5,3.4000000000000004,0.75,0.0,0.25,2.0,1.2129526118763225
1,1.25,0.75,0.0,0.5,0.0,2.0,0.0,1.25,0.0,0.0,0.0023416131647111737
2,0.25,0.0,0.5,0.0,0.5,1.8,0.25,1.5,0.25,0.25,0.0012708162623271423
3,0.5,0.5,0.0,0.5,0.0,1.4,0.25,0.0,1.0,0.75,0.2436695429991899
4,0.25,0.0,0.75,0.5,1.25,1.2,0.25,0.0,0.0,0.5,0.011015725592298298
5,0.5,0.25,0.0,0.5,1.0,1.2,0.0,1.0,0.25,0.0,0.032600155799642504
6,0.5,0.0,0.0,0.25,0.0,1.2,0.5,0.75,0.25,1.25,0.06632666118098632
7,0.0,0.5,0.5,1.25,0.5,1.6,0.5,0.25,0.0,0.0,0.07404686129454063
8,0.75,0.5,0.25,0.5,0.0,4.6,0.25,0.25,0.0,0.0,0.04916417434629872
9,0.5,0.5,0.75,0.75,0.5,3.6,0.0,0.25,0.5,0.0,0.03285421461957156
10,0.0,0.75,0.25,0.5,0.0,1.2,0.25,0.0,1.75,0.0,0.03786334663358715
11,0.0,0.0,0.0,0.25,0.25,2.6,0.25,0.5,0.0,2.75,0.035559823560971274
12,0.25,0.0,0.75,0.0,0.5,2.6,0.75,0.5,0.0,0.25,0.060462600777440194
13,0.5,0.75,0.0,0.25,1.0,3.2,0.25,0.25,0.25,0.75,0.35965046390608735
14,0.5,1.0,0.0,0.25,0.5,3.4000000000000004,0.5,0.5,0.25,0.25,0.13050803111463236
15,0.5,0.25,0.0,0.5,0.75,3.0,0.0,0.5,0.5,0.5,0.12090891842650425
16,0.25,0.25,0.5,0.0,0.0,2.2,0.25,2.25,0.0,0.0,0.00013412362381503523
17,0.5,0.75,0.75,0.0,0.75,3.2,0.25,0.25,0.25,0.0,0.04536413422198194
18,0.0,1.0,0.25,0.25,0.5,4.6,1.0,0.5,0.25,0.0,0.04968863894123991
19,0.0,0.0,0.0,0.75,0.0,4.4,0.5,1.0,0.25,0.0,0.043982858957087936
20,2.25,0.25,0.25,0.0,0.0,4.4,0.75,0.0,0.25,0.0,9.451527068790895e-05
21,0.75,0.0,0.5,0.25,0.0,3.6,1.0,0.75,0.5,0.25,0.0049042002100890495
22,0.25,1.0,0.0,0.0,1.75,2.4000000000000004,0.0,0.0,0.75,0.0,0.34440924575154874
23,0.0,1.0,1.5,0.75,0.0,2.4000000000000004,0.5,0.0,0.0,0.25,0.003221191719163621
24,1.25,0.5,0.5,0.0,0.5,4.0,0.25,0.5,0.5,0.0,0.003662002581870001
25,0.0,0.75,0.0,0.25,1.0,3.0,0.0,0.5,0.0,0.75,0.1455868359246873
26,0.0,0.5,0.25,0.75,0.0,3.4000000000000004,0.75,0.0,0.75,0.0,0.3365885531026547
27,0.0,0.5,0.25,0.0,0.5,3.4000000000000004,0.5,1.25,0.0,0.75,0.0049172219661945795
28,0.25,0.0,1.5,0.0,0.25,1.6,0.5,0.5,0.0,0.5,0.00021765420393475506
29,0.0,1.75,0.75,0.0,0.0,4.0,0.5,0.25,0.25,0.5,0.011658027757226913
30,0.0,0.0,0.25,1.25,0.75,3.4000000000000004,0.0,0.75,0.25,0.25,0.044865281233534324
31,1.0,0.0,0.0,0.25,0.25,1.8,0.0,0.25,0.75,0.5,0.07890178629451747
32,0.0,0.75,0.25,1.0,0.0,2.2,1.0,0.75,0.0,0.0,0.03350925554122
33,0.25,0.25,0.25,0.25,2.5,2.2,0.0,0.0,0.0,0.25,0.11469125815522345
34,0.5,0.0,0.25,0.0,0.25,3.0,0.0,0.25,2.0,0.75,0.019742691207091875
35,0.0,0.0,1.0,0.25,0.0,4.0,0.0,0.75,0.75,0.5,0.002700044862959111
36,1.5,0.75,0.0,0.5,0.75,3.4000000000000004,0.0,0.0,0.0,0.25,0.016529085782431712
37,0.0,0.0,1.5,0.25,0.0,4.800000000000001,0.5,1.0,0.5,0.25,1.044890178363199e-05
38,0.25,0.0,1.25,0.5,0.5,4.6,0.25,0.0,0.5,0.25,0.005147841087786862
39,0.5,1.0,0.75,0.75,0.25,4.0,0.5,0.0,0.0,0.0,0.11035326903815432
40,0.5,0.5,0.0,0.25,0.0,2.4000000000000004,0.5,0.0,2.25,0.25,0.02441579113662644
41,0.0,0.0,0.25,0.5,0.5,2.0,1.25,0.25,0.0,0.25,0.12724059199176438
42,0.5,0.0,0.0,1.0,0.25,2.8,0.0,0.0,1.25,0.5,0.13853904740580164
43,0.75,0.25,1.0,0.5,0.0,2.2,0.25,0.0,0.5,0.25,0.014405039314539233
44,0.5,0.5,0.75,0.25,0.0,2.8,0.5,0.0,0.75,0.0,0.04863386350291871
45,0.0,0.25,0.5,0.75,0.25,3.8000000000000003,0.25,1.75,0.0,0.25,0.00020409106358563927
46,0.25,0.0,1.0,0.0,0.0,4.2,0.25,1.25,0.25,0.0,0.0003799590593529425
47,0.5,0.25,0.0,0.25,0.0,2.0,1.0,1.0,0.25,0.0,0.017797136701666785
48,0.0,0.25,0.25,0.25,0.0,1.0,1.25,1.25,0.0,0.25,0.0013036065501869257
49,0.0,0.0,0.5,0.25,1.25,4.0,0.0,0.0,1.5,0.0,0.004062070966062092
50,0.75,0.0,0.5,0.5,0.25,1.0,0.0,0.5,0.25,0.75,0.01260137951959327
51,0.25,0.0,0.0,0.0,0.0,4.6,1.75,0.0,0.25,0.25,0.27994311183778464
52,0.5,1.25,0.25,0.25,0.5,2.2,0.0,0.0,0.75,0.25,0.10383406372471418
53,0.0,0.25,0.25,0.5,0.0,2.6,1.0,0.0,0.0,1.0,0.4022240705034848
54,0.0,0.25,1.0,0.25,0.5,4.6,0.0,0.75,0.25,0.5,0.05148594878012921
55,0.5,0.0,0.75,0.25,0.25,1.8,0.25,1.25,0.0,0.5,0.00666125237443044
56,0.5,0.75,0.25,0.5,0.25,2.8,0.0,0.75,0.25,0.5,0.07740369965200501
57,0.0,0.25,0.0,0.0,0.0,3.8000000000000003,0.0,0.25,0.5,0.25,0.40251694825720297
58,0.0,0.0,0.75,1.0,0.5,3.8000000000000003,0.0,0.5,0.5,0.25,0.010746433334100577
59,0.25,0.25,0.0,1.75,0.0,3.6,0.75,0.25,0.5,0.0,0.28075640977486654
60,0.5,0.0,1.5,0.25,0.0,1.8,0.25,0.5,0.0,0.0,0.0001470365961977277
61,0.25,0.25,0.75,1.25,0.0,1.8,0.0,0.0,0.0,1.0,0.02606960693991315
62,0.0,0.0,0.5,0.0,0.0,3.4000000000000004,0.5,0.75,0.25,1.0,0.005700443096174148
63,0.0,0.5,0.0,0.25,0.5,4.4,0.5,0.25,0.0,1.75,1.632187916346206
