,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.5,0.25,1.0,0.5,0.0,4.800000000000001,1.0,0.25,0.25,0.0,0.010079733786047252
1,0.0,0.5,0.25,0.25,0.25,3.0,2.0,0.0,0.0,0.0,0.10950637292093175
2,0.25,1.0,0.25,0.5,0.75,1.4,0.0,0.0,0.5,0.0,0.28242455547653156
3,0.25,0.25,1.25,1.0,0.25,1.4,0.0,0.25,0.5,0.0,0.023296692513061257
4,0.0,0.5,1.0,0.25,0.0,1.6,0.0,0.5,0.25,0.0,0.010443796321074478
5,0.5,0.0,0.25,0.25,0.75,3.6,1.25,0.25,0.25,0.25,0.05874202069730282
6,1.25,0.0,0.75,1.0,0.0,1.6,0.5,0.0,0.5,0.0,0.0028282222700807677
7,0.0,0.0,0.5,0.5,0.0,3.0,1.25,0.0,0.25,1.0,0.02267182366648588
8,1.0,0.0,0.75,0.25,0.5,4.4,0.0,0.25,0.0,0.25,0.026791628753912142
9,0.25,0.75,0.5,0.0,0.0,4.800000000000001,0.75,1.0,0.0,0.5,0.004239980363735978
10,0.0,0.5,0.25,0.75,0.0,4.6,0.5,0.0,0.5,1.0,0.5364413667768131
11,0.0,0.5,0.0,0.0,0.5,2.8,0.25,0.25,1.25,0.75,0.20768910908885635
12,0.0,0.0,1.25,0.0,0.25,3.8000000000000003,0.25,1.25,0.0,0.5,7.740960260459717e-05
13,0.5,0.75,0.0,0.25,0.25,4.0,0.0,0.25,0.25,0.0,0.25622602815814055
14,0.5,0.25,0.0,0.5,0.25,1.0,1.0,0.0,0.5,0.75,0.18792019080677058
15,0.0,0.5,0.75,0.0,1.0,4.4,0.75,0.0,0.75,0.0,0.03235145165810477
16,0.25,0.25,0.0,0.0,1.0,1.8,0.0,1.5,0.0,0.0,0.0033932865591215665
17,0.25,1.25,0.25,0.0,0.5,3.0,0.25,0.0,0.0,0.25,0.9449328267561417
18,0.0,0.5,0.25,0.75,0.5,2.8,0.25,0.0,0.5,0.5,0.699277961728711
19,0.75,0.25,0.0,0.25,0.5,2.0,0.25,0.25,0.25,1.25,0.1372733358859639
20,0.25,0.5,0.0,1.25,0.25,1.6,0.25,0.25,1.0,0.5,0.146621057370741
21,1.0,0.75,0.0,0.0,0.0,4.2,0.75,1.0,0.0,0.25,0.0030538940483129484
22,0.0,1.0,1.0,1.0,0.0,2.6,0.25,0.75,0.0,0.0,0.0047019750864421535
23,0.0,0.75,1.0,0.0,0.0,1.6,1.0,0.75,0.0,0.0,0.0009408483415948116
24,0.5,0.0,0.5,0.0,0.0,3.6,0.75,1.5,0.0,0.25,0.0008823606878924964
25,0.0,0.5,0.25,0.75,0.0,2.0,1.25,0.5,0.5,0.25,0.021492856863158508
26,0.0,0.0,0.0,0.75,0.0,2.4000000000000004,0.75,0.25,0.75,0.0,0.23315173008875362
27,0.25,0.0,1.25,0.25,0.75,4.0,0.5,0.0,0.25,0.0,0.0048688635543014044
28,0.25,1.0,0.0,0.0,0.0,4.2,1.25,0.5,0.25,0.25,0.10702144083057866
29,0.75,0.25,0.5,0.0,0.0,3.2,1.25,0.0,0.25,0.0,0.02130039389913377
30,0.0,0.0,1.25,0.0,1.0,1.2,0.0,0.25,0.75,0.0,0.027736589400033065
31,0.5,0.5,0.25,0.0,0.5,2.4000000000000004,0.75,0.0,1.25,0.25,0.07180783979768092
32,0.25,0.25,0.0,2.5,0.0,1.2,0.5,0.25,0.25,0.0,0.0883907938739006
33,0.25,0.0,0.25,0.0,0.75,1.0,1.0,0.75,0.0,0.25,0.011892917370657277
34,0.75,0.5,1.0,0.25,1.0,1.0,0.0,0.0,0.25,0.25,0.011334831446206232
35,0.25,0.25,0.25,0.25,1.5,1.6,0.0,0.0,1.0,0.0,0.03004015985083726
36,0.5,0.0,0.0,2.75,0.25,4.4,0.0,0.5,0.0,0.0,0.019009101802672717
37,0.0,0.0,0.5,0.25,1.0,1.4,1.25,0.25,0.25,0.25,0.011085360315697443
38,0.0,0.0,1.75,0.0,0.0,2.4000000000000004,0.0,0.25,1.0,0.5,0.000130043548650523
39,1.0,0.0,0.0,0.0,1.25,2.2,0.25,0.5,0.0,0.25,0.0247815272690859
40,0.0,1.0,0.0,0.25,1.0,4.6,0.0,0.0,0.0,0.5,13.720427219645249
41,0.25,0.0,0.5,0.5,0.5,2.6,0.0,0.5,0.25,1.5,0.012563636703548028
42,0.0,0.25,0.25,0.25,1.0,4.0,0.5,0.5,0.5,0.0,0.04458426165730005
43,0.0,0.5,0.75,0.75,0.0,3.8000000000000003,1.5,0.0,0.0,0.0,0.00392201692862253
44,0.0,0.0,1.0,0.75,0.25,4.6,0.75,0.25,0.25,0.0,0.024734328478513198
45,0.5,0.0,0.25,0.25,0.0,4.0,1.0,0.75,1.25,0.0,0.001939254351099813
46,0.75,0.5,0.5,0.25,0.25,4.6,0.0,0.5,0.5,0.5,0.009944901068557428
47,0.0,0.5,0.5,0.25,0.0,3.2,0.0,1.0,1.0,0.0,0.0011285093443117254
48,0.0,0.5,0.0,1.25,0.25,1.8,0.5,1.0,0.25,0.0,0.0572398019375771
49,0.75,0.0,0.25,0.75,0.0,1.4,0.5,0.5,0.0,0.5,0.0218706803413749
50,0.0,0.25,1.0,0.25,1.5,2.2,0.0,0.0,0.5,0.5,0.005332413815608823
51,0.25,0.0,0.0,0.25,0.0,4.0,1.25,1.25,0.0,0.0,0.0016161235830215713
52,1.0,0.0,0.0,1.25,0.0,1.0,0.75,0.0,0.0,0.25,0.021854679417926872
53,1.0,0.0,0.5,0.25,0.0,4.0,0.5,0.0,0.0,0.0,0.05347464562601431
54,1.5,0.0,0.25,0.0,0.0,2.2,0.5,0.25,0.5,0.75,0.00652286705710201
55,1.0,0.5,0.0,1.0,0.5,1.6,0.25,0.75,0.0,0.0,0.03429634975721339
56,0.0,0.0,0.25,1.25,1.0,2.4000000000000004,0.75,0.0,0.0,0.25,0.5028053694556627
57,0.0,0.5,0.5,0.0,0.25,1.0,0.0,1.25,0.0,0.0,0.001480359585457061
58,0.25,0.25,0.0,0.5,0.5,1.0,0.5,0.0,0.75,0.0,0.4538285303151591
59,0.0,0.5,0.0,0.0,1.0,3.8000000000000003,0.25,0.75,0.25,0.5,0.15344097651722768
60,0.25,0.0,0.0,0.75,0.5,1.4,0.0,0.5,0.5,0.25,0.16767252012367517
61,0.25,0.0,0.5,1.0,0.0,1.0,1.25,0.0,0.0,0.25,0.012075806538501745
62,1.5,1.0,0.5,0.0,0.0,3.8000000000000003,0.0,0.5,0.25,0.0,0.0009216880132741933
63,0.5,1.25,0.5,0.25,0.0,3.4000000000000004,0.75,0.25,0.0,0.0,0.04938370916692289
64,0.25,0.5,0.5,0.25,0.0,4.4,0.0,0.0,0.5,1.25,0.06159685110540264
65,0.0,0.5,1.0,0.25,1.0,2.8,1.0,0.0,0.25,0.0,0.006550728564900472
66,1.75,0.5,0.0,0.0,0.25,4.0,0.75,0.5,0.25,0.0,0.003373944839492473
67,0.0,0.25,0.25,0.5,0.25,3.8000000000000003,1.25,0.0,0.0,0.75,0.5782296912843155
68,0.25,0.0,0.0,0.75,0.75,3.4000000000000004,1.0,0.5,0.0,0.25,0.082906476692402
69,0.25,0.5,0.25,0.25,0.5,4.4,0.0,0.5,0.5,0.25,0.058282607928695565
70,0.0,0.25,0.25,0.25,0.25,4.6,1.25,1.0,0.25,0.25,0.01913505354653045
71,0.0,0.25,1.5,0.0,0.75,2.4000000000000004,0.5,0.0,0.25,0.25,0.0016313583521027054
72,0.5,0.25,0.75,0.5,0.0,2.2,1.0,0.25,0.25,0.25,0.01967190598443385
73,0.25,0.25,0.25,0.75,1.0,2.6,0.0,0.5,0.5,0.0,0.05969128127735042
74,0.5,0.0,0.5,0.0,0.0,1.4,0.0,1.0,0.25,1.75,0.010278517531329016
75,0.25,0.0,0.25,0.0,0.0,3.6,0.0,3.25,0.5,0.0,7.360695669098044e-10
76,0.0,0.25,0.75,0.25,0.75,3.2,0.0,0.0,0.75,0.25,0.022794128673108784
77,0.0,0.75,0.5,0.25,1.0,4.800000000000001,0.0,0.25,0.5,0.25,0.04947509270288644
78,0.0,0.75,0.5,0.0,0.5,4.2,1.0,0.75,0.25,0.0,0.00813161945954637
79,0.25,0.5,0.0,0.5,0.5,1.2,0.25,0.75,0.25,0.75,0.28257576436046633
80,1.0,0.0,0.75,0.25,0.25,1.4,0.5,0.0,0.0,0.5,0.016612003211564762
81,0.5,0.5,0.25,0.25,0.0,3.2,0.75,0.25,0.25,0.0,0.10606275380985983
82,1.0,0.0,0.5,0.75,0.75,1.6,0.0,0.25,0.5,0.0,0.014056062775071423
83,0.0,0.75,0.75,0.25,0.5,1.0,0.0,0.75,0.0,0.0,0.0019263853523961562
84,0.5,0.75,0.75,0.25,0.5,2.2,0.0,0.75,0.0,0.5,0.0037464476424187553
85,0.0,1.5,0.0,0.0,1.75,4.4,0.0,0.25,0.5,0.0,0.9475157270768122
86,0.0,0.25,0.0,0.25,0.5,4.6,0.0,0.0,2.25,0.0,0.017148658206323098
87,0.5,0.0,0.0,1.0,0.25,4.6,0.0,1.0,0.5,0.5,0.08644011119964687
88,0.25,0.0,0.0,0.5,1.25,1.2,0.25,0.25,1.0,0.0,0.08059150265974338
89,0.5,0.0,0.0,0.0,0.5,3.0,0.0,1.25,0.0,1.25,0.005590322557353378
90,0.0,0.25,0.5,0.75,0.75,1.2,0.0,0.5,0.75,0.5,0.005937300237185435
91,0.75,0.0,0.5,0.25,0.0,2.2,0.75,0.75,0.25,0.0,0.0119193833057415
92,0.0,0.0,0.25,0.25,0.0,4.800000000000001,2.0,0.0,0.75,0.5,0.024787183790370863
93,0.0,0.5,0.0,1.5,0.75,1.0,0.25,0.0,0.0,0.25,3.029218133355397
94,0.25,0.25,0.5,1.0,0.5,4.6,0.0,0.0,0.25,0.25,0.18311919109600225
95,0.75,0.0,0.0,0.75,0.0,3.0,0.75,0.0,1.25,0.5,0.18955490018252574
96,0.75,0.5,0.25,0.75,0.0,4.800000000000001,0.5,0.5,0.25,0.0,0.01892405555547687
97,0.0,0.5,0.75,0.0,0.75,2.8,0.25,0.25,1.25,0.25,0.006060124492840191
98,0.0,0.0,1.5,0.75,0.25,2.2,0.5,0.0,0.5,0.0,0.0012810534304481588
99,0.0,0.5,0.5,0.5,0.0,2.2,0.75,0.25,0.0,1.75,0.020842576278174266
100,1.0,1.25,0.0,0.25,0.0,1.6,0.5,0.25,0.0,0.25,0.14228006187260728
101,0.5,0.75,1.0,0.25,0.25,4.800000000000001,0.25,0.25,0.75,0.0,0.01813957838097624
102,0.25,0.25,0.0,0.0,0.25,4.6,0.75,0.0,0.5,1.0,1.248639239925169
103,0.0,2.0,0.25,0.0,0.5,2.6,0.5,0.5,0.25,0.0,0.03522586288282192
104,0.5,0.0,0.0,2.0,0.25,2.2,0.25,0.0,0.25,0.0,0.21874433345891853
105,0.75,0.25,0.0,0.25,0.0,2.0,0.5,0.25,0.75,0.5,0.12258923271448048
106,0.0,0.0,0.25,0.5,0.25,3.6,0.75,0.25,1.25,0.75,0.04613609956039616
107,0.0,0.75,0.0,0.25,0.25,4.2,0.25,0.75,1.0,0.5,0.15161314099435683
108,0.5,0.0,0.0,1.5,0.0,3.0,0.5,0.0,0.25,1.5,0.26467694805667785
109,0.25,0.0,0.25,0.0,0.0,4.4,0.0,1.25,0.5,0.75,0.0037340530530619925
110,0.0,0.75,0.0,0.5,0.75,3.4000000000000004,0.0,0.0,1.75,0.0,0.05484262007099066
111,1.0,0.5,0.25,0.5,0.0,3.6,0.0,0.25,0.5,1.0,0.025858967130695316
112,0.0,1.0,0.75,1.5,0.5,4.4,0.0,0.0,0.0,0.0,0.18130158898895066
113,0.25,0.75,0.25,0.5,0.5,2.0,0.0,0.0,1.25,0.25,0.07961980218247752
114,0.0,0.0,0.0,0.75,0.75,2.4000000000000004,1.75,0.0,0.0,0.25,0.2575941431952144
115,0.0,0.0,0.0,0.25,0.25,4.2,0.5,0.0,1.0,1.75,0.4455862014194545
116,0.5,0.0,0.5,0.75,0.5,4.4,0.0,0.0,1.0,0.25,0.009780868552500396
117,0.5,0.0,0.0,0.25,0.75,2.6,1.5,0.5,0.0,0.0,0.02311444172725641
118,0.25,0.0,0.25,0.0,0.25,1.0,0.0,0.5,1.75,0.25,0.004420243356535268
119,0.25,0.25,0.25,0.25,0.5,3.6,0.0,1.0,0.0,0.5,0.02507100687912636
120,0.0,0.0,0.75,0.0,0.75,3.4000000000000004,0.75,0.25,0.0,0.75,0.026505723361097758
121,0.75,1.25,0.25,0.5,0.0,1.2,0.75,0.0,0.0,0.25,0.04021739229845406
122,0.0,0.0,0.0,0.0,1.0,1.4,0.0,0.75,1.0,0.25,0.034301454823760125
123,0.25,0.0,0.0,0.0,0.75,4.800000000000001,1.0,0.0,0.0,2.0,0.7953431464466743
124,0.0,1.25,0.5,0.25,1.0,1.2,0.5,0.0,0.0,0.25,0.06184123658558361
125,0.0,0.5,0.5,1.25,0.0,2.0,0.5,0.5,0.25,0.25,0.012230212403482672
126,1.25,0.75,1.0,0.25,0.0,3.6,0.0,0.0,0.5,0.0,0.011542989307386037
127,0.5,0.0,0.25,0.25,1.0,1.6,0.5,0.25,0.25,0.5,0.08003281515792549
128,2.25,0.0,0.0,0.0,0.25,2.4000000000000004,0.5,0.0,0.0,0.5,0.0002997366219768572
129,0.0,1.25,0.5,0.0,0.5,2.6,0.75,1.0,0.0,0.0,0.0028476418848713547
130,0.5,0.5,0.5,0.25,0.0,4.800000000000001,0.0,0.5,0.5,0.5,0.011295753259981766
131,0.0,0.0,0.0,1.25,0.25,3.2,0.25,1.25,0.0,0.5,0.015586925814519223
132,0.5,0.0,0.75,0.25,0.25,4.2,0.25,0.5,0.0,1.25,0.009733796434156713
133,0.25,0.0,1.25,0.0,0.5,4.2,0.0,0.0,0.0,0.75,0.006628388657678394
134,0.0,0.0,0.25,0.25,0.25,1.6,2.0,0.75,0.0,0.0,0.008451983124975401
135,0.0,0.25,0.5,0.25,2.0,2.8,0.0,0.0,0.0,0.0,0.023048419321482525
