,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.25,0.0,0.0,0.0,0.0,2.2,0.5,0.0,0.0,1.5,0.8346506900347973
1,0.0,2.0,0.0,0.25,0.0,3.8000000000000003,0.75,0.0,0.0,0.0,4.032957916000953
2,0.75,1.25,0.25,0.75,0.25,4.6,0.0,0.5,0.0,0.0,0.01550446180130548
3,0.75,0.25,0.25,1.75,0.25,2.8,0.0,0.0,0.25,0.0,0.040294977122405116
4,0.75,1.0,0.0,0.0,0.75,1.0,0.0,0.75,0.25,0.25,0.07617551874935229
5,0.0,0.0,0.25,0.0,0.0,2.4000000000000004,1.25,0.75,0.5,0.75,0.019586671606124328
6,0.0,0.75,0.25,0.25,0.0,2.6,1.5,0.25,0.5,0.25,0.1023650056855917
7,0.75,0.0,0.0,0.75,0.0,2.6,0.25,0.25,0.5,1.25,0.08525792386799103
8,0.5,0.0,0.0,0.25,0.75,1.4,0.25,0.25,1.5,0.0,0.061886348567113725
9,0.0,0.0,0.0,0.75,0.75,4.0,0.0,0.5,0.5,0.75,0.0866288678806508
10,0.25,0.0,0.0,0.5,1.0,3.2,0.0,1.25,0.25,0.25,0.04494950799040075
11,1.0,1.0,0.0,0.0,0.0,4.2,1.0,0.25,0.25,0.0,0.05567439433239264
12,0.0,1.25,0.5,0.25,0.25,4.800000000000001,0.0,0.0,0.25,0.25,0.2705276384058215
13,1.5,1.5,0.0,0.0,0.0,3.4000000000000004,0.0,0.25,0.0,0.25,0.058429050211846995
14,0.25,0.25,0.25,0.5,0.5,4.2,0.5,0.5,0.25,0.5,0.05942553735701812
15,0.75,0.5,0.75,0.0,0.5,2.8,0.25,0.0,0.75,0.5,0.020075011108266476
16,0.0,0.5,0.75,0.5,0.25,1.0,0.75,0.5,0.0,0.5,0.018446481007788316
17,0.5,1.0,0.0,0.75,0.0,1.6,0.25,0.25,0.5,0.5,0.17289760960350908
18,0.25,0.25,0.25,1.0,0.0,4.6,1.25,0.25,0.25,0.25,0.147486336286194
19,0.0,0.5,2.5,0.0,0.0,1.6,0.0,0.0,0.75,0.25,2.3739292197742846e-05
20,0.0,0.25,0.75,0.0,0.25,4.2,0.0,2.25,0.0,0.25,2.1228922736015135e-06
21,0.0,0.0,0.5,0.5,0.0,3.2,0.25,0.75,0.5,1.5,0.004452126379334319
22,0.5,0.0,0.25,0.0,0.75,4.2,0.0,1.25,0.0,0.75,0.0033306332436979186
23,0.0,0.0,0.75,0.25,1.25,1.6,0.0,0.5,0.0,0.25,0.004484959368522766
24,0.0,0.25,0.5,0.0,0.5,2.0,0.25,0.5,0.0,0.25,0.020148295193335455
25,0.0,0.0,0.5,0.5,0.25,4.6,0.5,1.25,0.0,1.0,0.0006325618123583964
26,1.0,0.0,0.0,0.0,1.0,3.6,0.5,0.0,0.25,1.0,0.06065144856397646
27,0.0,0.75,0.5,0.25,0.0,4.0,0.5,1.0,0.0,0.0,0.004810184693097911
28,0.25,0.0,0.25,0.0,0.5,3.0,0.0,0.5,0.25,1.75,0.03122956522435493
29,1.5,0.0,0.75,0.0,0.0,4.2,0.0,0.5,0.75,0.25,0.0006839503140671208
30,0.0,0.75,0.5,0.25,1.25,4.800000000000001,0.5,0.0,0.0,0.75,0.1472879198453237
31,0.75,0.25,0.25,0.0,1.0,3.8000000000000003,0.0,0.0,0.0,0.75,0.045813549960095686
32,1.25,0.25,0.75,0.25,0.25,2.8,0.0,0.0,0.25,0.25,0.016023766177025462
33,0.25,0.25,0.0,0.25,0.5,1.6,0.25,0.0,0.5,1.0,0.8128867569785362
34,0.0,0.0,0.75,1.0,0.0,3.6,0.5,0.75,0.0,0.25,0.004628922193772006
35,1.25,0.25,0.0,0.5,1.25,3.4000000000000004,0.0,0.25,0.0,0.0,0.01965153706846977
36,0.75,0.25,1.0,0.0,0.0,1.4,1.0,0.0,0.5,0.0,0.00392209059207542
37,0.75,0.0,0.0,1.75,0.0,4.0,0.25,0.25,0.5,0.25,0.05733369422996712
38,0.0,0.75,0.5,1.0,0.0,2.0,0.0,0.0,1.25,0.0,0.027051095355900993
39,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.25,0.0,0.25,0.02504023185481684
40,0.0,0.25,0.25,0.25,0.75,4.6,0.75,0.25,1.0,0.0,0.11340510657605817
41,0.25,0.75,0.5,0.25,0.0,2.4000000000000004,0.25,1.0,0.25,0.25,0.022162526389708632
42,0.0,0.25,0.25,0.0,1.25,3.6,0.0,0.5,0.5,0.75,0.03316977718105511
43,0.0,1.0,0.0,0.25,0.0,3.2,0.75,0.25,1.0,0.25,0.2502689025667387
44,0.5,0.0,1.0,0.75,0.0,1.4,0.0,0.5,0.75,0.25,0.004803141540128999
45,0.25,0.75,0.75,0.75,0.0,2.0,1.0,0.25,0.0,0.0,0.014460961500301853
46,0.25,1.0,0.5,0.0,0.5,3.8000000000000003,0.25,0.0,0.5,0.0,0.10403535342127256
47,1.0,0.5,0.0,0.0,0.0,2.8,1.5,0.0,0.25,0.0,0.0785539056874997
48,0.0,0.0,0.5,0.75,0.25,4.4,1.25,0.0,0.0,0.75,0.04408409904732022
49,0.25,0.0,0.25,0.0,0.25,4.800000000000001,0.0,1.25,1.25,0.5,0.0005299081563677737
50,0.5,0.5,0.5,0.5,0.5,3.6,0.5,0.25,0.0,0.0,0.10441890160681933
51,0.0,0.0,0.25,1.0,0.0,4.2,1.0,1.25,0.0,0.0,0.0020698309847061724
52,0.25,0.75,0.0,0.0,0.25,2.4000000000000004,0.5,1.25,0.25,0.5,0.010228799493667179
53,0.75,0.0,0.5,0.25,0.75,3.4000000000000004,0.25,0.0,0.25,0.5,0.06595075166230599
54,0.25,0.25,0.0,0.0,0.25,2.6,0.75,0.0,0.5,1.5,0.6602770872166712
55,0.25,0.25,0.5,0.25,0.5,3.2,0.5,0.75,0.25,0.5,0.012019583332987391
56,0.0,0.5,1.5,0.25,0.25,1.4,1.0,0.25,0.0,0.0,0.00035845745358176965
57,0.0,0.5,1.0,1.0,0.25,1.0,0.5,0.0,0.75,0.0,0.013215094508575605
58,0.25,0.0,0.0,0.75,0.25,1.8,0.5,1.75,0.0,0.0,0.006361448958136479
59,0.0,1.75,0.25,0.0,0.25,3.6,0.0,0.0,0.0,1.25,2.193420804219703
60,0.25,0.25,0.25,0.0,0.75,1.2,0.0,0.0,1.0,1.5,0.043217602567692345
61,0.0,0.5,0.25,0.0,0.25,3.0,0.75,0.25,0.0,0.0,0.2906680506733639
62,0.0,0.0,0.0,0.75,0.75,4.800000000000001,0.0,0.5,0.25,1.25,0.07094905328867915
63,2.25,0.0,0.0,0.25,0.0,4.2,0.25,0.25,0.5,0.25,0.00024271007479007115
64,0.0,0.0,0.75,0.5,0.25,1.0,0.0,1.25,0.5,0.25,0.00033217116596925177
65,1.0,0.25,0.0,0.75,1.5,1.4,0.25,0.0,0.0,0.0,0.04250515478274558
66,0.75,0.0,0.5,0.25,0.25,4.4,0.25,0.25,1.25,0.0,0.0027916968746162715
67,0.25,0.25,1.25,0.0,0.75,2.6,0.5,0.0,0.25,0.0,0.007715983069009615
68,0.25,0.0,1.0,0.25,0.25,1.8,0.25,0.25,1.25,0.0,0.00406825189358563
69,1.0,0.0,0.0,0.25,0.0,3.0,0.5,1.0,0.75,0.25,0.004232575763743309
70,0.25,0.75,0.0,0.25,0.75,3.0,0.5,0.5,0.0,1.25,0.14020265921946837
71,0.25,1.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.75,1.25,0.5819378173033252
72,1.5,0.5,0.0,0.25,0.5,3.6,0.0,0.0,0.5,0.25,0.0366713240077307
73,1.25,0.5,0.0,0.5,0.0,2.6,0.25,0.0,0.25,0.5,0.09078074976841799
74,0.75,0.25,0.0,1.0,1.0,3.4000000000000004,0.25,0.0,0.75,0.0,0.2745908911130733
75,0.25,0.5,0.5,0.0,0.75,2.8,0.5,0.0,1.0,0.0,0.03015661593120784
76,0.25,0.25,0.5,1.25,0.0,4.2,0.0,1.0,0.0,0.25,0.011019875742257249
77,1.0,1.25,0.0,0.0,0.0,3.4000000000000004,0.0,0.5,0.5,0.0,0.03320549825988456
78,0.0,0.0,0.0,0.5,1.0,1.2,0.25,0.0,0.0,2.0,1.0520818691747964
79,0.5,0.25,0.25,0.0,0.0,2.4000000000000004,0.75,0.0,0.25,1.75,0.08785858736723465
80,1.0,0.5,0.5,1.5,0.5,4.0,0.0,0.0,0.0,0.0,0.05244087418514951
81,0.0,0.5,0.0,0.75,0.0,2.6,0.25,1.25,0.5,0.5,0.007417993884687611
82,0.25,0.5,0.0,0.0,0.5,3.0,0.5,1.0,0.5,0.5,0.06298637015794897
83,0.25,0.25,0.25,0.0,0.5,4.6,0.5,1.0,0.5,0.25,0.026397818489323592
