,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.5,0.0,0.25,0.5,1.0,1.0,0.0,0.75,0.5,0.0,0.02190071879721901
1,0.0,0.75,0.0,0.0,0.5,1.8,0.25,0.25,1.75,0.25,0.0454338355705584
2,0.75,0.0,0.0,0.0,0.25,1.0,0.5,0.5,0.25,1.5,0.026321128868397884
3,0.0,0.5,0.25,0.0,0.25,1.6,0.75,0.0,2.0,0.0,0.021869598889642138
4,0.75,0.75,0.0,0.0,0.0,2.6,0.25,0.5,0.75,0.75,0.023785264267237066
5,0.25,0.5,0.0,0.0,2.25,3.6,0.0,0.0,0.5,0.5,0.4504287138031825
6,0.25,0.25,0.0,0.0,0.0,1.4,2.25,0.5,0.0,0.0,0.011491077439115488
7,0.25,1.0,0.5,0.75,0.0,2.8,0.0,0.25,0.25,0.5,0.06050494755578256
8,0.5,0.5,0.25,0.25,0.0,1.6,0.5,1.5,0.5,0.0,0.0004973165120395438
9,0.75,0.75,0.75,0.0,0.0,2.4000000000000004,0.25,0.0,0.0,0.0,0.09264300168950372
10,0.5,0.0,0.0,0.25,0.25,4.4,1.25,0.0,0.5,1.0,0.2111215268553182
11,1.0,0.0,0.75,0.25,0.0,4.6,0.0,0.5,0.25,0.75,0.023943694045405584
12,0.25,0.25,0.25,2.5,0.25,1.2,0.0,0.0,0.0,0.25,0.16030483352447636
13,0.75,0.5,0.0,0.0,0.25,4.2,0.25,0.5,0.25,0.75,0.044922711420719116
14,0.75,0.75,0.0,0.25,0.25,1.0,1.0,0.5,0.0,0.0,0.06370644630272529
15,1.0,0.5,0.5,0.0,0.0,2.8,0.5,0.0,0.5,1.0,0.021674812196770307
16,0.75,0.0,0.75,0.25,0.0,4.6,0.5,0.25,0.25,0.25,0.026783118428444636
17,0.25,1.0,0.25,0.25,0.5,4.800000000000001,0.5,0.5,0.5,0.25,0.052854806767163295
18,0.5,0.25,1.0,0.5,0.0,1.0,0.25,1.0,0.0,0.0,0.00032238002817846926
19,0.5,0.5,0.0,0.25,0.75,2.4000000000000004,0.0,0.75,0.0,1.0,0.23242352227776053
20,0.0,0.25,0.75,0.0,0.25,4.4,0.75,0.0,0.0,1.75,0.018718675073662584
21,0.0,0.0,1.5,0.25,0.5,2.2,0.0,0.25,0.0,0.25,0.0019339837707862241
22,0.5,0.0,0.0,0.0,0.5,3.2,0.75,0.0,1.25,0.0,0.13064973928998153
23,0.0,0.5,0.5,0.0,0.75,2.2,0.75,1.25,0.25,0.0,0.0008533724850836737
24,0.75,0.75,0.0,0.5,1.0,4.2,0.25,0.75,0.0,0.25,0.03738614092276098
25,1.25,0.25,1.75,0.0,0.25,2.6,0.0,0.0,0.25,0.0,0.031169754649334167
26,0.75,0.25,0.75,0.0,0.75,4.0,0.25,0.0,0.0,0.5,0.3423714559213573
27,0.5,0.0,0.0,0.5,0.0,3.2,0.25,0.0,1.5,0.75,0.12982885304931438
28,0.0,1.0,1.0,0.0,0.0,1.6,0.5,0.0,0.0,1.0,0.01468210413519009
29,0.0,0.75,0.0,0.0,0.0,4.4,0.5,0.25,1.0,0.5,0.31787206592415185
30,0.5,0.5,0.0,0.5,0.75,2.0,0.25,0.0,0.75,0.5,0.49957425582702075
31,0.25,0.75,0.0,0.0,0.0,4.2,0.25,0.5,1.25,0.0,0.06230546755707806
32,0.5,0.5,0.25,0.0,0.0,1.4,0.0,0.5,1.0,0.25,0.01334242271174366
33,0.0,0.0,0.0,0.0,0.0,2.2,0.75,0.75,2.0,0.0,0.0002353495459048481
34,0.0,0.0,0.5,0.0,0.0,4.6,1.5,0.25,0.25,1.25,0.0069872612984404866
35,0.25,0.0,0.0,0.0,0.0,4.4,2.5,0.25,0.25,0.25,0.025697939068319207
36,0.25,0.0,1.0,1.5,0.0,4.0,0.25,0.0,0.5,0.0,0.012222910061942958
37,0.0,0.25,0.25,0.0,1.25,3.0,0.5,0.75,0.25,0.25,0.03121502919798435
38,0.25,0.25,0.5,0.25,0.25,4.2,0.5,0.0,0.0,1.0,0.2702957622693358
39,0.25,0.25,0.5,1.0,0.5,1.6,0.75,0.0,0.75,0.0,0.02620981907922508
40,0.5,0.5,0.0,1.0,0.0,1.8,0.75,0.25,0.0,0.75,0.16891044029320168
41,0.0,1.0,0.5,0.0,1.0,3.0,0.0,0.0,0.25,0.75,0.11770293342165443
42,0.25,0.5,0.25,0.25,0.0,2.6,0.75,0.5,0.25,1.0,0.042874470627465626
43,1.5,0.5,0.0,0.25,0.75,2.8,0.0,0.75,0.0,0.0,0.016484614037522896
44,0.0,0.0,0.0,0.0,0.75,3.2,1.5,0.25,0.5,0.5,0.20348067810787904
45,0.0,0.5,0.0,0.0,0.75,2.0,0.5,0.0,0.25,1.5,1.9484155725048198
46,0.0,0.25,0.0,0.25,0.5,3.8000000000000003,2.0,0.5,0.0,0.0,0.08065124254832164
47,0.25,0.0,0.25,0.0,0.5,2.4000000000000004,0.5,1.25,0.5,0.5,0.005523555060409148
48,1.0,1.0,0.0,0.0,0.5,1.0,0.75,0.0,0.5,0.0,0.13256806642169275
49,0.0,0.75,0.0,0.25,0.0,4.4,1.5,1.0,0.25,0.0,0.024903166581616103
50,0.75,0.0,1.5,0.0,0.0,1.8,0.5,0.0,1.25,0.0,5.34861500669499e-05
51,0.75,0.5,0.0,0.5,0.0,3.6,0.5,0.5,0.0,0.0,0.05844678571721674
