,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.0,0.25,0.25,0.25,0.75,3.8000000000000003,0.25,0.0,0.75,0.5,0.36423398441743726
1,0.25,0.0,0.5,0.0,0.25,4.2,0.25,1.75,0.25,0.5,0.00030611279351015763
2,0.25,1.0,0.25,0.25,1.0,2.0,1.0,0.25,0.0,0.0,0.18176525249516817
3,0.25,1.0,0.0,0.0,0.25,1.6,0.75,0.0,0.0,0.0,1.610964553497861
4,1.0,0.25,0.5,0.0,1.0,4.800000000000001,0.0,0.75,0.0,0.5,0.0012256777250358043
5,1.75,0.0,0.0,0.5,0.0,3.0,0.25,0.0,0.0,1.25,0.003934595367393577
6,0.5,0.0,0.25,0.0,0.0,1.8,0.25,1.0,0.5,0.75,0.021214332852594494
7,0.25,0.5,1.0,0.75,0.0,1.6,0.0,0.5,0.0,0.25,0.012092928858241616
8,0.0,0.0,0.0,1.0,0.75,3.4000000000000004,0.25,1.75,0.0,0.0,0.0061946368325846764
9,0.75,0.25,0.75,0.0,1.25,3.4000000000000004,0.5,0.0,0.25,0.0,0.04503892144086215
10,0.0,0.5,0.25,0.5,0.75,4.6,0.0,0.0,0.5,0.0,0.6142059248351124
11,1.75,0.0,0.0,0.5,0.25,1.4,0.5,0.0,0.25,0.25,0.0057566958104285516
12,0.0,0.25,0.25,0.5,0.25,1.4,1.25,0.0,1.0,0.0,0.07280441788700846
13,0.0,1.0,0.75,0.0,0.5,3.2,0.0,0.25,0.25,0.25,0.03350898827647639
14,0.25,0.0,0.25,0.0,0.5,1.2,0.5,0.0,0.0,2.0,0.15696959668790922
15,0.0,0.0,1.5,0.5,0.75,1.6,0.75,0.25,0.25,0.0,0.0009533003251886048
16,0.25,0.25,0.75,0.0,0.25,4.800000000000001,2.0,0.0,0.0,0.0,0.0009029990444345932
17,0.0,1.25,0.5,0.0,0.75,3.6,0.25,1.0,0.0,0.0,0.002379233405451187
18,0.25,0.5,0.5,0.75,0.25,1.6,0.25,0.0,0.25,1.0,0.06487434767039062
19,0.25,0.25,0.75,0.0,1.0,4.800000000000001,1.25,0.0,0.5,0.0,0.01798433522889037
20,0.5,1.75,0.0,0.25,0.25,4.800000000000001,1.0,0.0,0.0,0.25,0.685810027051063
21,0.0,0.0,0.25,0.5,0.0,2.0,0.0,0.5,0.75,1.5,0.013496460626397137
22,0.0,0.0,0.75,1.0,0.5,3.0,0.25,0.0,0.75,0.5,0.026857383978118807
23,0.75,0.75,0.25,0.0,0.0,4.0,1.0,0.0,0.25,0.5,0.07167449930391906
24,0.0,0.0,0.0,0.5,0.0,3.2,0.75,0.0,0.75,0.25,1.2467661884659094
25,1.25,0.5,0.0,1.25,0.25,2.6,0.5,0.0,0.0,0.0,0.02170037845345295
26,0.0,0.5,0.5,0.75,0.0,3.6,0.0,0.25,1.5,0.0,0.007937372000144601
