,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.0,1.25,0.5,0.0,0.25,5.0,0.25,0.25,0.75,0.5,0.0227286081581019,What they knew
1,0.0,0.25,1.0,0.0,0.25,3.4000000000000004,0.5,0.25,1.0,0.75,0.009584031351047021,Global
2,1.75,0.25,0.25,0.25,0.25,4.2,0.25,0.25,0.5,0.0,0.003260145198866493,Global
3,0.25,1.0,0.5,0.5,0.0,1.8,0.0,0.0,0.5,0.0,0.050794984165649155,Global
4,1.0,0.0,0.25,1.0,0.25,2.6,0.0,1.0,0.25,0.0,0.0043660180520304695,Global
5,0.5,1.25,0.0,0.25,0.0,5.0,0.25,0.0,0.75,0.0,0.4776474584164909,What they knew
6,1.0,1.25,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.020179211809620484,What they knew
7,0.0,2.75,0.0,0.0,0.0,5.0,0.75,0.0,0.75,0.5,0.23471996324936267,What they knew
8,0.0,0.0,0.0,0.0,5.0,4.800000000000001,0.0,0.0,0.0,0.0,0.2932330906604849,Global
9,0.0,0.0,4.75,0.0,0.0,4.2,0.0,0.0,0.0,0.0,4.8109495442943064e-20,Global
10,0.0,0.0,0.0,0.0,0.0,4.800000000000001,4.75,0.0,0.0,0.0,0.3696138383094794,Global
11,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.12618305591858575,Global
12,0.0,0.0,0.0,0.0,0.0,5.0,4.75,0.0,0.0,0.0,0.36837015394734085,Global
13,0.0,1.0,0.0,0.0,1.0,5.0,1.25,0.25,0.75,0.0,0.187415152779855,What they knew
14,0.0,1.75,0.0,0.0,2.5,5.0,0.25,0.0,0.0,0.0,11.973168767735825,What they knew
15,0.0,1.0,0.25,0.0,2.5,5.0,0.5,0.0,0.0,0.0,0.5236094985813362,What they knew
16,0.0,1.75,0.0,0.0,0.0,5.0,1.75,0.0,0.0,0.0,0.47472211369546846,What they knew
17,0.0,0.0,0.0,0.0,2.5,4.6,0.0,0.0,0.25,0.0,0.404185026010123,Global
18,0.0,1.75,0.0,0.0,2.75,3.2,0.25,0.0,0.0,0.0,9.173921936469615,Global
19,0.0,1.75,0.0,0.0,2.25,2.4000000000000004,0.0,0.0,0.0,0.0,15.78416778107746,Global
20,0.0,1.75,0.0,0.0,2.0,1.6,0.0,0.0,0.0,0.5,11.896827691822514,Global
21,0.0,1.75,0.0,0.0,2.25,1.4,0.0,0.0,0.0,0.0,10.869846572733774,Global
22,0.0,1.75,0.0,0.0,2.0,4.6,0.0,0.0,0.0,0.0,16.599400597882198,Global
23,0.0,1.75,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,15.968888949259263,Global
24,0.0,1.75,0.25,0.0,2.0,3.8000000000000003,0.0,0.0,0.0,0.0,2.259174030646762,Global
25,0.0,1.5,0.0,0.0,2.0,3.8000000000000003,0.5,0.0,0.0,0.0,5.749142059176368,Global
26,0.0,1.75,0.0,0.25,2.0,4.0,0.25,0.0,0.0,0.0,11.179757076336937,Global
27,0.0,1.5,0.0,0.0,0.5,4.4,0.0,0.0,0.5,0.0,3.815018978877784,Global
28,0.0,1.0,0.0,0.0,2.5,5.0,0.0,0.25,0.0,0.0,1.2946098441689065,What they knew
29,0.0,1.25,0.0,0.0,2.75,5.0,0.0,0.0,0.0,0.0,9.649297357214273,What they knew
30,0.0,1.75,0.0,0.0,2.0,4.2,0.0,0.0,0.0,0.0,16.181411532311984,Global
31,0.25,0.75,0.0,0.75,1.5,1.0,0.0,0.0,0.0,0.0,1.488945611955942,Global
32,0.25,2.0,0.0,1.0,0.0,4.800000000000001,0.75,0.0,0.0,0.0,2.2306402551462097,Global
33,0.0,1.75,0.0,0.0,2.0,4.2,0.0,0.0,0.0,0.25,16.630599587236247,Global
34,0.0,1.75,0.0,0.0,2.0,4.2,0.0,0.0,0.0,0.5,17.007288625813178,Global
35,0.0,1.75,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.25,16.64483649010426,Global
