Unnamed: 0,x0,x1,Target,Hypothesis
0,5.267296469852551,14.497607765077223,-191.8591760113013,Poor
1,6.56980964900119,0.3112792403910225,-19.863985024602144,Global
2,4.504723523894132,11.232058238079178,-103.66999147252167,Global
3,2.4776051845388567,3.3719496829627147,-2.710610964564512,Global
4,-2.0290570286056404,11.40796068298438,-8.463930835255017,Global
5,4.0,13.0,-131.39659094232968,Poor
6,5.019796756286218,13.68757620687369,-167.20147027681253,Poor
7,2.55550605159757,3.314264680170375,-2.289624653207993,Global
8,2.5981082497147736,3.223899073174891,-2.018507815144837,Global
9,2.578111654213848,3.15948789071926,-2.0456090348223226,Global
10,2.707868012044773,3.1598294699261342,-1.5597581886917862,Global
11,2.986596672696071,2.988417797604559,-0.8604346681554684,Global
12,3.0686922587252448,2.9938829393034605,-0.8607674635965405,Global
13,3.0463307177907097,2.91638660399962,-0.7616924883473655,Global
14,3.09857499603351,2.778209158395557,-0.6271278067848369,Global
15,3.149893386067468,2.633353168040357,-0.5313100911148576,Global
16,3.2123488685328634,2.546224162739033,-0.5280313562280966,Global
17,4.111557174648895,13.189060530150584,-137.95002219016257,Poor
18,4.153686164003901,13.04108568150631,-135.39607671083138,Poor
19,3.207374887558652,2.6000629065033367,-0.5598847125551103,Global
20,3.122194154115577,2.4592018402471254,-0.4282634414244683,Global
21,3.120632085287982,2.405448620307365,-0.4130029949404155,Global
22,3.1382423247115065,2.344077173644537,-0.4023585703363794,Global
23,3.145687993488436,2.3195721874103734,-0.4002492614985646,Global
24,3.128440547853504,2.3094623599961284,-0.3993026506027813,Global
25,3.128672155473196,2.307196313732068,-0.3991771785818933,Global
26,4.182323947370081,13.00208253681205,-135.07754748022495,Poor
27,4.055343638826303,13.190308827392588,-136.84664748415173,Poor
28,3.1416067214978023,2.3012000871652623,-0.3985743782480593,Global
29,3.152796923554317,2.3044515429672514,-0.3999472391814521,Global
30,3.1357223234739164,2.297652343067535,-0.3983793252270171,Global
31,3.138711124155166,2.2804927118657883,-0.3979377483583022,Global
32,3.140319945616352,2.2904512221941595,-0.3981041820513592,Global
33,4.102613277217703,13.121789776807054,-136.2211986901335,Poor
34,4.025162515208587,13.14454152144373,-135.1884468663893,Poor
35,3.1462841371609973,2.278157792800517,-0.3980394546465855,Global
36,3.128632875706409,2.3049699285215306,-0.399087394206795,Global
37,3.1450650933427022,2.294446946040248,-0.398436021273156,Global
38,3.164488983118035,2.2619034413360133,-0.400426174094124,Global
39,3.137476670034618,2.294620631152694,-0.3982379345222109,Global
40,4.032097483141836,13.13660040331533,-135.1456226659587,Poor
41,4.051586555348491,13.156425477452238,-135.99162639780198,Poor
42,3.139638030119417,2.288374036450412,-0.3980461042328625,Global
43,3.135160014211164,2.2659433396934467,-0.3982842250531312,Global
44,3.120618925873242,2.278256420941457,-0.4001723574507981,Global
45,3.13935742624704,2.291676950894788,-0.3981343437094818,Global
46,3.140815171061521,2.2784035163192784,-0.3978980836993941,Global
47,4.0920052840435055,13.08145760463794,-135.0845766869105,Poor
48,4.145785887737833,13.077909067167804,-136.0805087470709,Poor
49,3.1186060391288155,2.328192905372577,-0.401662971452372,Global
50,3.1462516579520026,2.334643070579128,-0.4019951235699899,Global
51,3.144480168152878,2.292209878422998,-0.3983061048016819,Global
52,3.147113842197804,2.2850333198267667,-0.3982392064719974,Global
53,3.151240644828091,2.280519934869057,-0.3985040871456388,Global
54,4.175744992897373,13.085082344546148,-136.84492062413565,Poor
