x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,Value,Timestamp
-2.0299788398965024,-1.8265742092133133,-2.0098576295848547,-2.4707430079551713,-2.099460433474506,-2.1880520035729165,-1.6891457459210766,-1.304432977958109,-2.2473482130890288,-2.6457776075075254,-2.03618388012169,-3.2197678913059553,-2.2317911410226334,-2.4381342745925743,-2.097729304418753,-1.9099621255513557,-2.0079573212303243,-2.010995835154183,-2.180589473027819,-2.393707206623529,121.32197634527131,37
-2.5370355839629206,-2.2072225140761907,-1.9988213399302532,-2.6465242943549585,-2.487204545594478,-2.3471207334032447,-2.708014593893191,-2.866596522937269,-2.1239194252485154,-2.4884403919403186,-2.645732557996162,-2.893140812184545,-2.4615192530956254,-2.1866883974314897,-1.997811175602286,-2.438919933532715,-2.6796226241955075,-2.1272991582109833,-2.263970486432749,-2.9485780652746145,146.4791593572984,52
-1.9700662337163526,-2.0464897965775175,-2.270925005462464,-2.2646163271197994,-2.342028528594918,-2.4258475636803216,-2.1176346189163255,-1.9898295892548084,-2.0810755727777948,-3.0337615377982865,-2.316619073124629,-2.1796158848387486,-2.5555699060699806,-1.9027340409118043,-2.1119943157565926,-2.2587242399906047,-1.7238854745612726,-2.3134794829898615,-2.460134433618074,-2.3140350214967254,132.73440273816806,56
-2.365834061207737,-2.1507414345274003,-1.9735402289403532,-1.8877114653171896,-1.8462490463791357,-2.501933971238249,-1.8436149655636163,-2.2120608149674443,-2.0504503728745216,-2.4541754753705605,-2.0788035118861017,-2.3624415225685627,-2.402756098853469,-2.583688911346401,-2.6959350119958185,-2.318327318850643,-2.1636949175498965,-2.302517064172988,-2.268121773982436,-2.0977096060409353,134.62984752549767,57
-1.817116009412065,-2.0193951820307703,-2.2047297049811623,-2.1715765861738054,-2.6922766744312012,-1.8179146887769284,-1.8907207312056429,-1.9476685435552532,-2.360141662740798,-2.2526117448740886,-2.094374984249474,-2.5683764884849323,-2.142708158185185,-2.4662792904393247,-2.3179326662319126,-1.5658207432676385,-2.163228376688307,-2.266231788322568,-2.446623698493043,-2.7068959341102605,128.47944104380835,62
-2.137528805999591,-2.166566130865035,-2.1744290892358205,-2.1282226357551712,-2.1467793129676487,-2.2251392349052925,-2.0289105814510524,-1.9085224573908341,-2.1760680536113437,-2.2110053472263322,-1.858878814585612,-2.2709053725353296,-2.021315048388578,-2.042652219322095,-2.0875352882114884,-2.0271863952154305,-2.1243502512566517,-2.2082768962893207,-2.234127272584608,-2.2818793025232695,126.12922995583456,45247
-2.1454726119192173,-2.272570877563755,-2.196487391483344,-2.1660276852746723,-2.179779136310353,-2.0407840636027683,-2.031547891407194,-1.9009434926157192,-2.283564598612945,-2.3844415807657984,-2.0914009303386916,-2.202612483341742,-2.0586019953845884,-1.9518828166467976,-2.2313981783029115,-2.1887768260860767,-1.9420971740986257,-2.2524586043169585,-2.187139360782876,-2.3823500587209114,128.67074491875672,88992
-2.044544483245712,-1.9791941241806033,-1.9248432855680813,-2.0522687630531733,-2.190989463155647,-2.1959717837242243,-2.1855106580312222,-2.0626288186964894,-2.184941015309133,-2.1826548145657076,-2.000323712861441,-2.204124961541609,-2.134687489750579,-1.8717662201347331,-2.0599749991385927,-2.1917612981527945,-2.1049012817691133,-2.2785989603509407,-2.201624049194491,-2.3068380276885474,125.51360700149593,133071
-2.1827628394696283,-2.162566566920497,-1.9760671115257793,-2.1122957220012584,-1.9057337827086345,-2.1291943306074472,-2.141207925122001,-2.162862302827479,-2.219026632727661,-2.2354330219491905,-2.2046233861360225,-2.184264611795519,-2.2359088100549496,-2.2172416051920933,-2.2975062964964987,-2.2290833657655256,-2.1654929328747032,-2.091885368306966,-2.1854981249827965,-2.216772085411492,130.7350298899437,181906
-4.79377210880647,-8.230912700199083,0.14682660502248623,5.479709653443116,-6.341550614110842,-4.31000450234284,1.0120834233449187,0.17581356070741805,-3.9865336377180824,-9.656202419580605,0.5724756618850719,0.8433040868472048,1.5032331180811713,2.983585512448135,8.099855448568164,6.322543489012109,5.721931483514272,-6.951780726434116,-7.737766250038387,-1.5479348823659365,213.86318357101817,182005
-2.076528068197913,-2.194097673110197,-2.1577131491151587,-2.102120015013585,-1.9795825766674326,-2.0256515519449536,-2.200288932428657,-1.9793450163094666,-2.202463113904348,-2.150601874207595,-2.255847434300372,-2.247851891500127,-1.9088443471800156,-1.8150125395804264,-2.272560253414566,-1.930956669870758,-2.230239507959851,-2.244282430974387,-2.2797124204263772,-2.277243796680685,126.30549296923147,237989
-2.2590876120864074,-2.219918985630665,-1.9581686576326955,-1.8822140546617465,-2.021307105705586,-2.335147362383256,-2.1706738931523164,-2.0904549385606024,-2.1609252643006767,-2.014140863820022,-2.0880523619508304,-2.2619773702797383,-1.9077223335659763,-2.0818689927708,-2.17302692518882,-2.169870991397884,-2.0645549477638507,-2.2908201407099,-2.240351521653902,-1.8429019563694935,126.70049197457827,284845
-2.1241255914075343,-2.187782219216808,-2.1745693668828627,-1.974065817082911,-2.128861050433436,-2.2437118032301617,-2.2547285879648413,-2.050653195029195,-2.107335553811743,-2.287234428617726,-2.3439491377510233,-2.21433088198426,-2.1107271643969376,-2.045364173462927,-2.2462249347065177,-2.12880480560624,-2.134842406218924,-2.299287223096779,-2.174806524131297,-2.0090488701568994,131.59503294719707,332148
-2.1201574585149165,-2.1830058042515157,-2.093912271118329,-1.8900961542526602,-2.1582535009416617,-2.1898579121102655,-2.275998127078199,-1.9697477439769013,-2.3628514391745963,-2.09627360774652,-1.9215661025518092,-2.2564603362184146,-2.0196517255638415,-2.1590289282487003,-2.103685275070748,-2.2450329674215554,-2.0858169010917145,-2.24246700014075,-2.1726858314055537,-1.7433549907736143,127.58007881089375,379878
-2.184568198934552,-2.1485471809464216,-2.093450513974756,-2.160400633144583,-2.1176769293536744,-2.1540983297523777,-2.072723839093152,-2.120561526940407,-2.1873321343427428,-2.003784484642857,-2.0546862466142883,-2.1511956231962195,-2.0197521916381325,-2.0336045814090236,-2.2711203020440927,-2.0649990517401005,-2.0822773184160637,-2.034351266026909,-2.1057362378092,-1.6982158053153302,125.2919749225091,420865
-2.363757464114588,-2.164043351511444,-1.986773617906545,-2.139060334069627,-1.9681982194777494,-1.973996695793813,-2.2459413171813276,-1.9955399036913737,-2.2129625331429468,-2.1756630627297606,-2.2426201982690204,-2.2371998293190885,-2.104714403002367,-1.9231009913924884,-2.083925404017548,-2.2192158664401616,-2.251489565914156,-2.221953497027009,-2.148405552468085,-1.5951824447202405,127.81551621212013,463091
