,No Hypothesis
0,1211892.5985461553
1,1211892.5985461553
2,1211892.5985461553
3,1211892.5985461553
4,1211892.5985461553
5,1178843.2590998777
6,1178843.2590998777
7,1178843.2590998777
8,778982.1547003646
9,778982.1547003646
10,778982.1547003646
11,778982.1547003646
12,768207.7197730866
13,107365.0464232514
14,102999.6355948828
15,102999.6355948828
16,88749.45419555162
17,88749.45419555162
18,79815.55646380244
19,79815.55646380244
20,75085.08471733659
21,72879.87485191398
22,72256.12811596635
23,71178.28283229552
24,69887.14297226217
25,60361.64625518175
26,59260.0988286776
27,59260.0988286776
28,56540.03977223628
29,51562.21725334505
30,51006.08868359648
31,50563.93317853934
32,50563.93317853934
33,47530.809713475945
34,46003.72810304615
35,43810.69317858952
36,39336.47030488923
37,39336.47030488923
38,37190.39685963478
39,37167.30026273993
40,37167.30026273993
41,36242.26083012946
42,35259.480567813975
43,35259.480567813975
44,33923.26834759484
45,32618.060381903266
46,32334.934933398086
47,31914.197192902357
48,29533.14590851545
49,29342.16792262264
50,29342.16792262264
51,27904.447547223772
52,22622.17390399155
53,20735.895904547648
54,18704.137588631904
55,17946.691782840164
56,17697.851882530405
57,17655.382771298435
58,17563.044033344613
59,17213.38058409014
60,16742.139109489617
61,15558.63459991084
62,13468.759375396436
63,11266.624330704455
64,11190.0676203836
65,11190.0676203836
66,11190.0676203836
67,11190.0676203836
68,10869.428513925468
69,10819.163106055445
70,10799.095727208189
71,10750.79282235056
72,10513.433354292243
73,10396.061297976694
74,10396.061297976694
75,10243.506964831951
76,10166.843264394607
77,10164.317655709596
78,10148.087404119631
79,10131.914336212045
80,10102.860107144055
81,10084.784986402505
82,10081.33695562558
83,10066.313730798332
84,10062.73778208438
85,10059.91457594552
86,10049.045303034134
87,10036.287775752966
88,10026.138977793144
89,10011.056376770568
90,10011.056376770568
91,10011.056376770568
92,9833.094702995342
93,9832.52053536413
94,9829.658844360849
95,9808.86721528407
96,9774.31786403893
97,9671.61007388649
98,9448.463970330711
99,9369.57067543887
100,9369.57067543887
101,9361.898016743356
102,9361.898016743356
103,9358.58659392112
104,9358.58659392112
