,Poor,Weak,Good,Poor_Good
0,21.85667072969897,17.490425282657835,4.32247759289422,21.85667072969897
1,21.704402884023708,17.490425282657835,4.32247759289422,4.32247759289422
2,20.92457569592261,17.490425282657835,4.32247759289422,4.32247759289422
3,20.00131877655838,17.490425282657835,4.32247759289422,4.32247759289422
4,20.00131877655838,17.490425282657835,4.32247759289422,4.32247759289422
5,20.00131877655838,17.490425282657835,3.975846329524016,3.975846329524016
6,20.00131877655838,17.490425282657835,3.6253849384403627,3.975846329524016
7,20.00131877655838,17.490425282657835,3.6253849384403627,3.6253849384403627
8,20.00131877655838,17.490425282657835,3.6253849384403627,3.6253849384403627
9,20.00131877655838,17.490425282657835,3.6253849384403627,3.6253849384403627
10,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
11,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
12,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
13,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
14,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
15,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
16,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
17,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
18,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
19,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
20,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
21,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
22,20.00131877655838,17.443387958625085,3.6253849384403627,3.6253849384403627
23,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
24,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
25,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
26,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
27,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
28,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
29,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
30,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
31,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
32,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
33,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
34,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
35,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
36,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
37,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
38,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
39,20.00131877655838,16.487317274894867,3.6253849384403627,3.6253849384403627
