x0,x1,x2,x3,x4,Value,Timestamp
-31.612943269300054,-31.917395195537672,-31.661128076308394,-30.56012825840495,-31.71445436389985,21.951171999755328,4
-31.930811414720548,-31.67820052895306,-31.69468622679579,-31.372388648714473,-31.077486717904023,21.616098568077494,6
-31.433743939051823,-31.838560128160882,-32.093147854696184,-31.925276864668497,-31.61847080866854,21.555305514054403,7
-30.71483546469198,-31.840655160872615,-31.425501030158408,-31.869066325415798,-31.822508281048723,21.566008269670885,8
-31.618594389609214,-32.062271733702005,-32.120457171059456,-32.03172303802354,-31.751732609508068,21.220010326299715,9
-31.65912377494713,-31.610715683478226,-31.79314415101921,-31.71939469290567,-31.77596933705509,21.875568734882602,3617
-31.678270034925077,-32.02099308142941,-31.68970058556169,-31.75551470023091,-31.74496317417927,21.645050130466352,8161
-31.690358434057355,-31.64325129085081,-32.12986162021986,-31.684145137358914,-31.733323566584478,21.832932098210637,13149
-31.692581450583756,-31.719539976762125,-31.96083058316744,-32.04291850442563,-31.722695703789785,21.407596045217495,18718
-31.621675503036567,-31.689121927332256,-31.997463065505794,-31.906660556597053,-31.68151912945312,21.617316044083953,24536
-31.63931863304717,-32.08166922807581,-31.838974247485062,-31.629423326009544,-31.839463665402544,21.554738215111097,30374
-31.55952795312888,-32.070616563512715,-31.911988746420807,-31.62163704190532,-31.750535010545335,21.662411364814183,35892
-31.729677109400907,-31.612301601745692,-31.845111714716452,-32.02616553866878,-31.923572837893513,21.32113677178545,41923
-31.63445241047567,-31.55379258094879,-32.00419241267783,-32.00366259983443,-31.781881055028155,21.558186490053412,47373
-31.555836215194542,-31.73126768160732,-31.7086346769285,-32.03330204887129,-31.737577103257703,21.762707235517922,53714
-31.618594389609214,-32.062271733702005,-31.82631681684418,-32.03172303802354,-31.751732609508068,21.295387468215242,60798
-31.658246552452038,-31.52559257354822,-32.08511214436758,-32.07862616981164,-31.849940874977523,21.511374989702997,68896
-31.455036857079964,-31.540982625831347,-32.11247239004212,-32.03379612447818,-31.853906808332756,21.59647331851063,76071
-31.702521139760393,-31.724361552111436,-31.968645205016678,-31.703725522900083,-31.829920372361325,21.528484436629657,82920
5.227890217650106,13.714189554903449,-4.802986289256914,-14.867802483610568,-6.724076915115965,18.874208634610714,83005
29.928883093324217,26.56263690761171,-27.663119821603463,-22.476970854438413,17.6777794784942,21.91522226603002,91270
10.76417522379424,9.034932797218026,-2.5155992309863002,11.57977133596546,3.1359062283030212,17.975151967457066,91346
1.717826807364304,-30.200492528024593,-15.860629568406956,-32.08907131108944,25.78926205106127,21.107017302190783,91429
32.768,-9.340580926448261,-7.229973936550312,-7.203374919858412,24.56927982401831,21.46749980759098,97808
7.204517726574949,31.806842786909968,-2.685177150315198,4.346987600143436,-2.9315499337612962,20.565018009896487,105118
32.768,21.152276857092247,2.6375769768054553,-0.19595837843606034,-19.784064970323808,21.19675009999895,112884
18.641603662036367,3.9415853070358793,-6.295965341207083,29.997120924512487,-9.6440121997395,20.926946385714572,121910
5.894496259504756,26.782886276946826,1.7906377624837049,-12.393517440525624,1.3793104685231725,20.424746020062887,129038
14.58456017867993,-7.059269144109898,-4.576040596412636,31.116029249874977,3.0900870716750433,20.71686254380942,136862
-24.552448133083047,7.537837375437448,12.663847573764166,-2.4644197252303925,29.32563993926633,21.748588106858953,137033
7.618289338878242,27.29199163006934,-2.7579235820069705,14.10111087900696,14.32573758990106,20.9457771746801,144752
17.13649323103794,15.993902967099814,-1.4162977783945472,17.65379190398761,-4.563549030961543,20.449092149201814,151382
10.76417522379424,9.034932797218026,-2.5155992309863002,11.57977133596546,9.415784560076581,18.849114118357893,158128
-7.933117812645595,11.94033583829512,-3.222086768975732,-9.498637307535247,8.138164743348625,17.76306741349406,166443
-19.442781100746885,-8.530158933975024,24.523215115509707,3.236461401908606,-24.066163517529084,21.50205744820807,166636
5.613032189918542,11.552306342697278,-30.894848102089348,-14.954456117307746,4.476661007321788,21.154522141820102,172915
-14.104938777343424,9.785013335032005,-12.323833690231236,-9.485785598358714,4.504525989513361,19.544448201364,180607
6.498102845296835,11.800546407301567,-2.704359887989522,-17.86456917906277,7.8824803311458,19.26523265174762,187932
-18.475500365482226,12.351186868050235,6.859065356144733,2.699065957324514,9.417605451501132,19.972834313209173,194351
28.75031912237592,11.800546407301567,-2.704359887989522,-9.219629456051301,8.504772332072939,20.873956024823933,201428
-1.2464411971167806,8.695430297592779,-2.3575898965836615,-16.892374302126207,10.291191225404994,18.944769235970814,208958
6.668807902686439,13.951052789968038,-12.323833690231236,-9.485785598358714,4.504525989513361,19.34510660925137,216158
-7.933117812645595,11.94033583829512,-3.222086768975732,-9.498637307535247,19.966413441887198,19.36642804379748,224339
11.627268154283279,8.207296954573764,-4.4974341589084155,28.920789886166062,-5.928721074557803,20.608548837001212,231441
-18.646943774502745,7.985154894743751,-5.380628981093501,-25.929120578656686,8.071640186474085,20.44951893601992,237680
10.904725833640022,13.378188867252625,1.612996244846002,7.321748654379668,-24.164669457330863,20.535298419665434,244748
10.76417522379424,9.034932797218026,-2.5155992309863002,15.314277779921845,3.1359062283030212,18.638482361058227,251691
-7.933117812645595,11.94033583829512,-3.222086768975732,-9.498637307535247,8.386744376573176,18.138136007732008,258894
-7.933117812645595,11.94033583829512,-3.222086768975732,-8.502682708427972,8.386744376573176,17.98747270283351,265625
-7.933117812645595,12.221681935293681,-3.222086768975732,-8.502682708427972,8.386744376573176,18.193167259771766,273254
-7.933117812645595,11.94033583829512,-3.222086768975732,-6.167544202409566,8.138164743348625,16.80074014235883,280864
-7.933117812645595,11.94033583829512,-3.222086768975732,-0.6440689475235288,8.138164743348625,16.765048500311234,288577
-7.933117812645595,11.94033583829512,-3.222086768975732,-2.314283164126717,8.56688616482986,17.25732442585802,296128
-7.522866106619315,12.030258690727578,-4.606427785928496,18.78265628591614,7.223497222462292,19.671368680463537,303622
-7.933117812645595,11.94033583829512,-3.222086768975732,-0.6440689475235288,12.321353205671102,17.909528409974403,310884
-7.933117812645595,11.94033583829512,2.1299435832968143,1.0280633598950288,8.138164743348625,15.911109054027541,318450
-12.274199815461472,11.467079046057862,13.000330143870478,-2.3313579394800144,6.265890746481368,19.122944259700564,325564
-7.933117812645595,14.316510026037712,4.717638267577897,-0.6440689475235288,8.138164743348625,17.956937765745856,331297
-7.933117812645595,11.94033583829512,2.1299435832968143,1.0280633598950288,14.922868048494443,17.20400542685587,338740
-7.933117812645595,11.94033583829512,2.1299435832968143,1.0280633598950288,17.736804813244206,18.15972885723387,346070
22.352278572474127,8.571221120866845,10.185258243491866,29.44464470927042,-3.489594215135032,21.587013575468074,346298
-7.933117812645595,24.138925965850426,2.1299435832968143,1.0280633598950288,8.138164743348625,18.727244641525314,353165
-7.933117812645595,11.94033583829512,2.1299435832968143,6.531626046464481,8.138164743348625,17.11863543235829,361741
-8.590622350537483,9.002686954618156,1.01954235877146,24.598313859893096,7.479114539553734,20.289663922511068,368417
-7.933117812645595,11.94033583829512,2.1299435832968143,12.933255778760362,8.138164743348625,17.41271451460269,375308
