,x0,x1,Target,Hypothesis
0,-1.2771411944163675,-1.086918674358136,-2.8124818351437133,Weak
1,0.7468588055836325,0.937081325641864,-1.4359194863445233,Good
2,3.8239170845881985,4.797856387286344,-37.641767782829874,Global
3,3.7805520917905406,0.3159622815293339,-14.392406282091054,Global
4,-2.7368619215125434,-5.003276244199118,-32.52318635319257,Global
5,-3.024,-3.024,-18.289152,Weak
6,-0.9999999999999999,-1.0,-1.9999999999999998,Good
7,-1.0501951773711165,-1.5514175984528498,-3.5098064753627587,Weak
8,-1.024,-1.1278535545804638,-2.320629640579787,Weak
9,-1.024,-1.024,-2.097152,Weak
10,0.041177361917491814,0.2080605835687798,-0.0449847815694653,Global
11,-0.07876221974547161,0.5370484198447345,-0.2946244925169602,Global
12,-0.30318911122719394,-0.03582301478327193,-0.0932069255548983,Global
13,-0.04557703767880927,-0.19233756144483757,-0.03907100390612227,Global
14,-0.07643889951419863,0.0063211998163784635,-0.0058828629260603395,Global
15,0.13344110147650293,-0.01395816447881678,-0.018001357918880054,Global
16,0.020196751212910206,-0.009761218054393193,-0.0005031901374616015,Global
17,-0.03203173660447129,-0.04726815730623668,-0.003260310845025362,Global
18,0.014070946329225899,0.027291542417758233,-0.0009428198181402527,Global
19,0.0019681085077929345,0.0017716245463644108,-7.012104631727836e-06,Global
20,0.022452494073833398,0.031222961642925984,-0.001478987823891151,Global
21,0.011286192228724786,-0.013180386433721557,-0.000301100721565959,Global
22,0.0014465782429731518,-0.009706746361920916,-9.631351354770822e-05,Global
23,0.005201383013893699,0.0018353956520818526,-3.042306245690287e-05,Global
24,0.002832951417637076,-0.001114640346244814,-9.26803683616868e-06,Global
25,0.01140776031269112,-0.01762216572621203,-0.0004406777202338926,Global
26,0.0028998859968936354,0.005325504030516658,-3.6770331974028964e-05,Global
27,-0.014663892449129025,0.022056485028677124,-0.0007015182735798813,Global
28,0.0197436402858353,-0.013659955714531831,-0.0005764057218594294,Global
29,-0.0071203737634248565,0.0015907917579908205,-5.323034094816058e-05,Global
30,1.0,-1.0,-2.0,Good
31,-1.0,1.0,-2.0,Good
32,-0.10208522103108186,0.11476755800841731,-0.023592984724180272,Good
33,-0.0022027508077313573,0.017119667751418044,-0.0002979351350399041,Good
34,0.01421957369784444,-0.009116994130361466,-0.00028531585812147477,Good
35,-0.00996392607254475,0.003795733951074545,-0.00011368741900647701,Global
36,0.03306460953995164,0.010785824871578783,-0.0012096024221898284,Global
37,0.02496846587087235,0.035043260099027106,-0.0018514543663129825,Global
38,0.017509741853786412,0.03346245979995896,-0.0014263272756501089,Global
39,0.006670729534703344,0.006097723005255377,-8.168085837398416e-05,Global
40,0.030412722177677765,0.06283930269255045,-0.0048737116331425915,Global
41,-0.032416940470464915,0.012124972255399848,-0.001197872981659882,Global
42,-0.21598184315618685,0.15336074463011062,-0.0701676745666457,Global
43,0.02418359794820692,0.012728665354248698,-0.0007468653314209692,Global
44,0.01959987105789372,-0.024580413407690894,-0.00098835166877905,Global
45,0.00041335364758797823,2.719045988916248e-05,-1.7160055908327066e-07,Good
46,0.015165952714842723,0.003936199838962672,-0.00024549979092109515,Good
47,0.01423017633948389,-0.012489879315115767,-0.0003584950039589638,Good
48,0.017441095709224592,0.018945798887418226,-0.0006631351150208301,Good
49,0.005589902667067179,-0.01571745177427592,-0.0002782853021039741,Good
50,0.016099325146707578,-0.002346458919943735,-0.0002646941396423945,Good
51,-0.011982723409061258,0.03535071974801518,-0.001393259047000775,Global
52,-0.026632070572462738,-0.01576452956108882,-0.0009577875752590791,Global
53,-5.12,5.12,-52.4288,Global
54,0.020462216610128703,-0.020198226279504017,-0.0008266706534378736,Global
55,-0.030207689236122364,-0.03036158588659617,-0.001834330386535299,Global
56,0.012195690393844612,-0.0057247557220561785,-0.0001815076922597287,Global
57,0.025623727123388836,0.010468879488066834,-0.0007661728294295593,Global
58,0.049127100521763015,0.03384236260435585,-0.003558777512320111,Global
59,0.05034335847836441,0.004408931723331959,-0.0025538924218221084,Global
60,-0.00130851362501597,-0.003400008511720217,-1.3272265786622358e-05,Global
61,-0.008143713654482227,0.000851773694021319,-6.7045590512027e-05,Good
62,-0.019090310064207285,0.022237357272898734,-0.0008589399968301161,Good
63,0.007796174608528884,0.0032394811978178548,-7.12745769576859e-05,Good
64,-0.022120369265054087,0.007992316889676901,-0.0005531878656873641,Good
65,0.0010245213663515292,-0.008742739446181624,-7.748513705393097e-05,Good
66,0.01281065948250146,-0.03533614196285746,-0.0014127559251958207,Global
67,-0.03397897081363332,0.013852657609901746,-0.0013464665804109135,Global
68,0.05566772483710964,-0.008274971275030412,-0.003167370738142732,Global
69,-0.04584660931407977,0.04758295789597622,-0.004366049467728112,Global
70,0.0238254224558891,0.027934810606299872,-0.0013480043988114284,Global
71,0.007250987769299198,-0.01792751661092251,-0.0003739726754654291,Global
72,-0.03549859515822606,0.006595153502180784,-0.001303646307924958,Global
73,-0.0008856036853758282,0.00963856486021781,-9.368622645217685e-05,Global
74,-0.035438925377970776,-0.06922317706974379,-0.006047765675574484,Global
75,0.049812583184330905,0.045464621107206483,-0.004548325215917731,Global
76,-0.002899557260918851,0.0025725907454062307,-1.5025655452697016e-05,Good
77,-0.015077556604322716,-0.0025336592643983597,-0.00023375214242462718,Good
78,0.010700230419928508,0.006972197570407131,-0.00016310647000035452,Good
79,0.00951655382941663,-0.04573206145582831,-0.002181986241787842,Good
80,-0.02595167204258248,-0.00254781069606824,-0.000679980621148757,Good
81,0.018882508258469505,-0.032351204083441346,-0.001403149523779641,Global
82,0.06494023580598313,-0.02838873038707147,-0.005023154239526528,Global
83,0.0021160585084919617,-0.01721256112754571,-0.00030074996418085896,Global
84,0.041190032739304404,0.04745221307622321,-0.003948331322896258,Global
85,0.014510444125278202,-0.020551586382378827,-0.0006329206915451995,Global
86,-0.0022235304430658644,-0.008052222196127336,-6.978236992704642e-05,Global
87,-0.024338360722673296,0.010083933647937015,-0.0006940415204829626,Global
88,-0.005236433024902221,0.0018119827355706772,-3.0703512258292825e-05,Global
89,0.004550475786730978,-0.0007935885647692612,-2.1336612695757448e-05,Global
90,0.01465925999177344,-0.021942647208949076,-0.0006963736700428101,Global
91,-0.007950140049627996,0.0009089279472218453,-6.403087682193995e-05,Good
92,-0.005110354415596876,0.011485452990139726,-0.00015803135264172007,Good
93,-0.006982081825326739,0.004109372949751815,-6.56364126557099e-05,Good
94,-0.0032381758514508086,-0.02185093312072972,-0.00048794906109152225,Good
95,-0.008804242073436004,0.0010612622274717776,-7.864095600311907e-05,Good
96,-0.057694820388363474,0.0018191996344410215,-0.003332001786955472,Global
97,0.02198977512504532,-0.020699325777176734,-0.0009120122976797551,Global
98,0.039274689992300306,-0.013481304204322085,-0.0017242468370407662,Global
99,-0.0005434828827679499,-0.023181790053886434,-0.0005376907637463297,Global
100,-0.05972512387301557,-0.03385156408339858,-0.004713018812539495,Global
101,0.007610072906726017,-0.06942246752833713,-0.004877392207368708,Global
102,0.0022110365392044398,0.018140260567619745,-0.000333957736038837,Global
103,5.12,-5.12,-52.4288,Global
104,-0.006440023950656192,0.031702497988451026,-0.0010465222871927668,Global
