,No Hypothesis
0,1324948.6904091826
1,1324948.6904091826
2,1285816.4264392285
3,1285816.4264392285
4,1285816.4264392285
5,1285816.4264392285
6,1285816.4264392285
7,1285816.4264392285
8,1133533.8510508551
9,1133533.8510508551
10,1133533.8510508551
11,1133533.8510508551
12,1133533.8510508551
13,1133533.8510508551
14,1133533.8510508551
15,1133533.8510508551
16,1133533.8510508551
17,1133533.8510508551
18,1133533.8510508551
19,1133533.8510508551
20,1133533.8510508551
21,1133533.8510508551
22,1133533.8510508551
23,1133533.8510508551
24,1117357.263844347
25,1117357.263844347
26,1117357.263844347
27,1117357.263844347
28,1117357.263844347
29,1117357.263844347
30,1117357.263844347
31,1117357.263844347
32,1117357.263844347
33,1117357.263844347
34,1117357.263844347
35,1117357.263844347
36,1117357.263844347
37,1117357.263844347
38,1117357.263844347
39,1117357.263844347
40,1031954.3633770077
41,1031954.3633770077
42,1031954.3633770077
43,1031954.3633770077
44,1031954.3633770077
45,1031954.3633770077
46,1031954.3633770077
47,1031954.3633770077
48,1031954.3633770077
49,1031954.3633770077
50,1031954.3633770077
51,1031954.3633770077
52,1031954.3633770077
53,1031954.3633770077
54,1031954.3633770077
55,1031954.3633770077
56,1031954.3633770077
57,1031954.3633770077
58,1031954.3633770077
59,1031954.3633770077
60,1031954.3633770077
61,1031954.3633770077
62,1031954.3633770077
63,1031954.3633770077
64,1031954.3633770077
65,1031954.3633770077
66,857910.8961151566
67,857910.8961151566
68,857910.8961151566
69,857910.8961151566
70,857910.8961151566
71,857910.8961151566
72,857910.8961151566
73,857910.8961151566
74,857910.8961151566
75,857910.8961151566
76,857910.8961151566
77,857910.8961151566
78,857910.8961151566
79,857910.8961151566
80,857910.8961151566
81,857910.8961151566
82,857910.8961151566
83,857910.8961151566
84,857910.8961151566
85,857910.8961151566
86,857910.8961151566
87,857910.8961151566
88,857910.8961151566
89,857910.8961151566
90,857910.8961151566
91,857910.8961151566
92,857910.8961151566
93,857910.8961151566
94,857910.8961151566
95,857910.8961151566
96,857910.8961151566
97,857910.8961151566
98,857910.8961151566
99,857910.8961151566
100,857910.8961151566
101,857910.8961151566
102,857910.8961151566
103,857910.8961151566
104,857910.8961151566
