,No Hypothesis
0,1773502.9571138066
1,1773502.9571138066
2,1773502.9571138066
3,1773502.9571138066
4,1773502.9571138066
5,1773502.9571138066
6,1409149.8472062745
7,1409149.8472062745
8,1409149.8472062745
9,1409149.8472062745
10,1409149.8472062745
11,1409149.8472062745
12,1394677.7721417523
13,1394677.7721417523
14,1362396.0681912266
15,1362396.0681912266
16,1138115.08013352
17,1138115.08013352
18,1138115.08013352
19,1138115.08013352
20,1138115.08013352
21,1138115.08013352
22,1138115.08013352
23,1138115.08013352
24,678508.0511699531
25,678508.0511699531
26,678508.0511699531
27,678508.0511699531
28,678508.0511699531
29,678508.0511699531
30,678508.0511699531
31,678508.0511699531
32,678508.0511699531
33,678508.0511699531
34,503387.2655112385
35,503387.2655112385
36,503387.2655112385
37,503387.2655112385
38,503387.2655112385
39,503387.2655112385
40,503387.2655112385
41,503387.2655112385
42,503387.2655112385
43,503387.2655112385
44,503387.2655112385
45,503387.2655112385
46,503387.2655112385
47,503387.2655112385
48,503387.2655112385
49,503387.2655112385
50,503387.2655112385
51,503387.2655112385
52,503387.2655112385
53,176207.95358603186
54,162748.2126715929
55,161817.17998743305
56,161817.17998743305
57,140683.34836124175
58,121975.80654783324
59,121975.80654783324
60,118238.02000831808
61,109197.81728992805
62,109197.81728992805
63,105574.87573078898
64,105574.87573078898
65,102303.57728866508
66,102303.57728866508
67,102303.57728866508
68,102303.57728866508
69,98854.50665116306
70,94865.12992620208
71,94865.12992620208
72,94243.18281289464
73,90443.11934347107
74,90443.11934347107
75,89733.05344153434
76,87417.30500047463
77,87270.68931031243
78,86870.89711324847
79,86870.89711324847
80,86870.89711324847
81,86688.96487525928
82,85964.88810342472
83,70337.66084245272
84,67018.87557079867
85,59013.12573925939
86,43400.70816039871
87,35014.7799491026
88,34453.51934132155
89,29442.741488001568
90,29279.988238800823
91,29279.988238800823
92,29231.670616936124
93,29104.808559273115
94,28855.909011044067
95,28602.185317009844
96,27037.38071488209
97,26608.30636794603
98,26195.125925034343
99,24750.254005456
100,23661.18243503113
101,23661.18243503113
102,23474.002077956266
103,23474.002077956266
104,23371.21677484537
