Unnamed: 0,x0,x1,Target,Hypothesis
0,-2.442190522174111,-2.002344789604674,-9.973679203054044,Weak
1,0.520170522363653,2.1314337036093933,-4.813587005218131,Global
2,-2.1411354735314503,0.1108746772240696,-4.59675431006429,Global
3,4.023776812519984,4.058041230678406,-32.65847846685941,Global
4,-3.834006420850317,-2.997832927864968,-23.686607498512902,Global
5,-1.024,-3.024,-10.193152,Weak
6,-1.265867197283069,-1.0769622783274129,-2.7622675100974643,Weak
7,-1.302533894540816,-1.1782595121410375,-3.084890024378502,Weak
8,-1.0655577646414474,-1.1016010559417426,-2.3489382362396407,Weak
9,-1.0240000000000002,-1.024,-2.0971520000000003,Weak
10,-1.024,-1.024,-2.097152,Weak
11,-1.0240000053719207,-1.024,-2.0971520110016937,Weak
12,-1.1231091893237273,-1.040382592833798,-2.3437701906149764,Weak
13,-0.6901019153841597,-0.6597194028836976,-0.9114703441581082,Global
14,-0.5959780009894069,-0.2748280768100742,-0.4307202494664535,Global
15,-0.2496287524796237,-0.2670947284981699,-0.1336541080560443,Global
16,-0.2008448154592485,0.0811006581757163,-0.0469159566533939,Global
17,0.1081160666317338,0.0039894256731749,-0.0117049993811193,Global
18,0.1175249796384976,0.2985857032020756,-0.1029655429957072,Global
19,-0.0189572318052181,0.0667638660556434,-0.0048167904484126,Global
20,0.4866378965769869,0.1444326385119471,-0.257677229452397,Global
21,0.2908435630268289,-0.355508129014591,-0.210976007949596,Global
22,-0.0165327734308203,-0.1101200533656569,-0.0123997587505699,Global
23,-0.0990597830975063,-0.0301294438128443,-0.0107206240117963,Global
24,0.0050137535436273,-0.009139090555248,-0.0001086607007732,Global
25,0.0239189899209417,0.0243147362305601,-0.0011633244767998,Global
26,0.0313311157320415,-0.0187620319955469,-0.0013336526576165,Global
27,-0.0159885024345664,-0.0017354018313127,-0.0002586438296162,Global
28,-0.0514814409049162,0.0374975240718579,-0.0040564030691659,Global
29,-0.0020717568093746,-0.0130951598751953,-0.0001757753884341,Global
30,-1.0341190476250883,-1.239707483799295,-2.6062768500489986,Weak
31,-1.1017103408327529,-1.0991640425003404,-2.42192726742351,Weak
32,0.014120662463399,-0.0083459749162924,-0.0002690484057086,Global
33,0.0400755293997477,-0.0302297304938556,-0.0025198846624011,Global
34,0.0180606660049982,0.0397305245661243,-0.0019047022388435,Global
35,0.056095599352707,-0.0363855978957623,-0.0044706280009715,Global
36,-0.0120549092284025,-0.0201385850071148,-0.0005508834425938,Global
37,-1.086851490563572,-1.1388092191316546,-2.478132600119507,Weak
38,-1.024000000671771,-1.024000001201088,-2.097152003835616,Weak
39,-0.0034807154146638,0.0052907793764171,-4.01077262077994e-05,Global
40,0.0304127221776777,0.0628393026925504,-0.0048737116331425,Global
41,0.0415935894906587,0.098440087941781,-0.011420477600703,Global
42,-0.0715742356195621,0.3195465712110179,-0.1072328823772427,Global
43,0.0038744831238912,0.1765667246210928,-0.0311908198628981,Global
44,0.0534864860328076,0.0394939666022447,-0.0044205775861169,Global
45,-1.0240000001585372,-1.0240000728288798,-2.0971521494782355,Weak
46,-1.177697292090297,-1.0758531400662457,-2.54443089078722,Weak
47,0.1161461643360031,0.0155268575969236,-0.0137310147968009,Global
48,0.0580278098344473,0.000872058088559,-0.0033679871994926,Global
49,5.119999999999999,-5.12,-52.4288,Global
50,-0.0019663746579533,-0.0021574877003179,-8.5213824724645e-06,Global
51,-0.0119827234090612,0.0353507197480151,-0.0013932590470007,Global
52,0.0402970263412297,-0.0136998257813077,-0.0018115355583839,Global
53,-0.0138316841519925,-0.0040078792493378,-0.0002073785825577,Global
54,-0.033461212383899,0.0068757889340982,-0.0011669292076666,Global
