,No Hypothesis
0,27.976698694187416
1,15.962350033465226
2,15.962350033465226
3,15.962350033465226
4,15.962350033465226
5,15.962350033465226
6,15.962350033465226
7,15.962350033465226
8,15.962350033465226
9,15.962350033465226
10,15.962350033465226
11,15.962350033465226
12,15.962350033465226
13,15.962350033465226
14,15.962350033465226
15,15.962350033465226
16,15.962350033465226
17,15.962350033465226
18,15.962350033465226
19,15.962350033465226
20,15.962350033465226
21,15.962350033465226
22,15.962350033465226
23,15.962350033465226
24,15.962350033465226
25,15.962350033465226
26,15.962350033465226
27,15.962350033465226
28,15.962350033465226
29,15.962350033465226
30,15.962350033465226
31,15.962350033465226
32,15.962350033465226
33,15.962350033465226
34,15.962350033465226
35,15.962350033465226
36,15.962350033465226
37,15.962350033465226
38,15.962350033465226
39,15.962350033465226
40,15.962350033465226
41,15.962350033465226
42,15.962350033465226
43,15.962350033465226
44,15.962350033465226
45,15.962350033465226
46,15.962350033465226
47,15.962350033465226
48,15.962350033465226
49,15.962350033465226
50,15.962350033465226
51,15.962350033465226
52,15.962350033465226
53,15.962350033465226
54,15.962350033465226
55,15.962350033465226
56,15.962350033465226
57,15.962350033465226
58,15.962350033465226
59,15.962350033465226
60,15.962350033465226
61,15.962350033465226
62,15.962350033465226
63,15.962350033465226
64,15.962350033465226
65,15.962350033465226
66,15.962350033465226
67,15.962350033465226
68,15.962350033465226
69,15.962350033465226
70,15.962350033465226
71,15.962350033465226
72,15.962350033465226
73,15.962350033465226
74,15.962350033465226
75,15.962350033465226
76,15.962350033465226
77,15.962350033465226
78,15.962350033465226
79,15.962350033465226
80,15.962350033465226
81,15.962350033465226
82,15.962350033465226
83,15.962350033465226
84,15.962350033465226
85,15.962350033465226
86,15.962350033465226
87,15.962350033465226
88,15.962350033465226
89,15.962350033465226
90,15.962350033465226
91,15.962350033465226
92,15.962350033465226
93,15.962350033465226
94,15.962350033465226
95,15.962350033465226
96,15.962350033465226
97,15.962350033465226
98,15.962350033465226
99,15.962350033465226
100,15.962350033465226
101,15.962350033465226
102,15.962350033465226
103,15.962350033465226
104,15.962350033465226
105,15.962350033465226
106,15.962350033465226
107,15.962350033465226
108,15.962350033465226
109,15.962350033465226
110,15.962350033465226
111,15.962350033465226
112,15.962350033465226
113,15.962350033465226
114,15.962350033465226
115,15.962350033465226
116,15.962350033465226
117,15.962350033465226
118,15.962350033465226
119,15.962350033465226
120,15.962350033465226
121,15.962350033465226
122,15.962350033465226
123,15.962350033465226
124,15.962350033465226
125,15.962350033465226
126,15.962350033465226
127,15.962350033465226
128,15.962350033465226
129,15.962350033465226
130,15.962350033465226
131,15.962350033465226
132,15.962350033465226
133,15.962350033465226
134,15.962350033465226
135,15.962350033465226
136,15.962350033465226
137,15.962350033465226
138,15.962350033465226
139,15.962350033465226
140,15.962350033465226
141,15.962350033465226
142,15.962350033465226
143,15.962350033465226
144,15.962350033465226
145,15.962350033465226
146,15.962350033465226
147,15.962350033465226
148,15.962350033465226
149,15.962350033465226
150,15.962350033465226
151,15.962350033465226
152,15.962350033465226
153,15.962350033465226
154,15.962350033465226
155,15.962350033465226
156,15.962350033465226
157,15.962350033465226
158,15.962350033465226
159,15.962350033465226
160,15.962350033465226
161,15.962350033465226
162,15.962350033465226
163,15.962350033465226
164,15.962350033465226
165,15.962350033465226
166,15.962350033465226
167,15.962350033465226
168,15.962350033465226
169,15.962350033465226
170,15.962350033465226
171,15.962350033465226
172,15.962350033465226
173,15.962350033465226
174,15.962350033465226
175,15.962350033465226
176,15.962350033465226
177,15.962350033465226
178,15.962350033465226
179,15.962350033465226
180,15.962350033465226
181,15.962350033465226
182,15.962350033465226
183,15.962350033465226
184,15.962350033465226
185,15.962350033465226
186,15.962350033465226
187,15.962350033465226
188,15.962350033465226
189,15.962350033465226
190,15.962350033465226
191,15.962350033465226
192,15.962350033465226
193,15.962350033465226
194,15.962350033465226
195,15.962350033465226
196,15.962350033465226
197,15.962350033465226
198,15.962350033465226
199,15.962350033465226
200,15.962350033465226
201,15.962350033465226
202,15.962350033465226
203,15.962350033465226
204,15.962350033465226
205,15.962350033465226
206,15.962350033465226
207,15.962350033465226
208,15.962350033465226
209,15.962350033465226
210,15.962350033465226
211,15.962350033465226
212,15.962350033465226
213,15.962350033465226
214,15.962350033465226
215,15.962350033465226
216,15.962350033465226
217,15.962350033465226
218,15.962350033465226
219,15.962350033465226
220,15.962350033465226
221,15.962350033465226
222,15.962350033465226
223,15.962350033465226
224,15.962350033465226
225,15.962350033465226
226,15.962350033465226
227,15.962350033465226
228,15.962350033465226
229,15.962350033465226
230,15.962350033465226
231,15.962350033465226
232,15.962350033465226
233,15.962350033465226
234,15.962350033465226
235,15.962350033465226
236,15.962350033465226
237,15.962350033465226
238,15.962350033465226
239,15.962350033465226
240,15.962350033465226
241,15.962350033465226
242,15.962350033465226
243,15.962350033465226
244,15.962350033465226
245,15.962350033465226
246,15.962350033465226
247,15.962350033465226
248,15.962350033465226
249,15.962350033465226
250,15.962350033465226
251,15.962350033465226
252,15.962350033465226
253,15.962350033465226
254,15.962350033465226
255,15.962350033465226
256,15.962350033465226
257,15.962350033465226
258,15.962350033465226
259,15.962350033465226
260,15.962350033465226
261,15.962350033465226
262,15.962350033465226
263,15.962350033465226
264,15.962350033465226
265,15.962350033465226
266,15.962350033465226
267,15.962350033465226
268,15.962350033465226
269,15.962350033465226
270,15.962350033465226
271,15.962350033465226
272,15.962350033465226
273,15.962350033465226
274,15.962350033465226
275,15.962350033465226
276,15.962350033465226
277,15.962350033465226
278,15.962350033465226
279,15.962350033465226
280,15.962350033465226
281,15.962350033465226
282,15.962350033465226
283,15.962350033465226
284,15.962350033465226
285,15.962350033465226
286,15.962350033465226
287,15.962350033465226
288,15.962350033465226
289,15.962350033465226
290,15.962350033465226
291,15.962350033465226
292,15.962350033465226
293,15.962350033465226
294,15.962350033465226
295,15.962350033465226
296,15.962350033465226
297,15.962350033465226
298,15.962350033465226
299,15.962350033465226
300,15.962350033465226
301,15.962350033465226
302,15.962350033465226
303,15.962350033465226
304,15.962350033465226
