,No Hypothesis
0,1139852.9841888917
1,1139852.9841888917
2,1139852.9841888917
3,1139852.9841888917
4,1139852.9841888917
5,1139852.9841888917
6,1139852.9841888917
7,1139852.9841888917
8,618414.0908626837
9,618414.0908626837
10,618414.0908626837
11,618414.0908626837
12,618414.0908626837
13,618414.0908626837
14,618414.0908626837
15,618414.0908626837
16,618414.0908626837
17,618414.0908626837
18,618414.0908626837
19,618414.0908626837
20,618414.0908626837
21,618414.0908626837
22,618414.0908626837
23,618414.0908626837
24,618414.0908626837
25,442535.9603784144
26,442535.9603784144
27,442535.9603784144
28,442535.9603784144
29,442535.9603784144
30,442535.9603784144
31,442535.9603784144
32,328626.8337436285
33,328626.8337436285
34,328626.8337436285
35,328626.8337436285
36,328626.8337436285
37,328626.8337436285
38,328626.8337436285
39,328626.8337436285
40,318054.8413251997
41,172001.82515246453
42,172001.82515246453
43,172001.82515246453
44,172001.82515246453
45,172001.82515246453
46,172001.82515246453
47,172001.82515246453
48,172001.82515246453
49,172001.82515246453
50,172001.82515246453
51,172001.82515246453
52,172001.82515246453
53,172001.82515246453
54,172001.82515246453
55,172001.82515246453
56,172001.82515246453
57,172001.82515246453
58,172001.82515246453
59,172001.82515246453
60,172001.82515246453
61,172001.82515246453
62,172001.82515246453
63,172001.82515246453
64,172001.82515246453
65,172001.82515246453
66,172001.82515246453
67,172001.82515246453
68,172001.82515246453
69,172001.82515246453
70,162169.0903166961
71,135960.78930905354
72,135960.78930905354
73,135960.78930905354
74,135960.78930905354
75,135960.78930905354
76,135960.78930905354
77,135960.78930905354
78,135960.78930905354
79,135960.78930905354
80,135960.78930905354
81,135960.78930905354
82,135960.78930905354
83,135960.78930905354
84,135960.78930905354
85,135960.78930905354
86,135960.78930905354
87,135960.78930905354
88,135960.78930905354
89,135960.78930905354
90,135960.78930905354
91,135960.78930905354
92,135960.78930905354
93,135960.78930905354
94,135960.78930905354
95,135960.78930905354
96,135960.78930905354
97,135960.78930905354
98,135960.78930905354
99,135960.78930905354
100,135960.78930905354
101,135960.78930905354
102,135960.78930905354
103,135960.78930905354
104,135960.78930905354
