,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.25,0.25,0.0,2.0,0.0,3.8000000000000003,0.5,0.5,0.25,0.0,0.07319261008566437,Global
1,0.5,0.0,0.0,0.25,0.25,2.0,0.25,1.0,0.25,0.0,0.04785763689654329,Global
2,0.5,0.25,0.25,0.25,0.25,1.0,0.25,0.25,0.75,1.0,0.04839583337596427,Global
3,0.25,0.0,0.25,0.5,1.75,2.6,0.5,0.5,0.0,0.0,0.02544376581820444,Global
4,0.0,0.75,0.0,0.5,0.0,1.6,0.0,0.25,0.75,0.25,0.243928545155861,Global
5,0.0,4.25,0.0,0.25,0.0,3.6,0.25,0.0,0.0,0.0,6.131191214540321,Global
6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1939044132681638,Global
7,1.0,3.75,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.009238385895853697,Global
8,0.0,4.5,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,2.530871184141658,Global
9,0.0,4.0,0.0,0.25,0.0,2.4000000000000004,0.25,0.0,0.0,0.0,6.1924812619906895,Global
10,0.0,0.5,0.5,0.25,0.0,1.0,0.25,0.25,0.0,0.25,0.03331844329463301,Global
11,0.0,4.25,0.0,0.25,0.0,1.0,0.25,0.0,0.0,0.0,3.5248206293411615,Global
12,0.0,3.25,0.0,0.5,0.75,4.2,0.0,0.0,0.0,0.0,16.204048998514764,Global
13,0.0,3.0,0.0,0.0,0.5,4.4,0.0,0.0,0.0,0.0,11.980871720187224,Global
14,0.0,3.25,0.0,0.25,0.75,4.2,0.0,0.0,0.0,0.0,16.664827483475477,Global
15,0.0,3.5,0.0,0.0,0.75,4.0,0.0,0.0,0.0,0.0,14.189349744264447,Global
16,0.0,3.25,0.0,0.25,0.75,4.800000000000001,0.0,0.0,0.0,0.0,16.2291369325984,Global
17,0.0,3.25,0.0,0.25,0.75,4.0,0.25,0.0,0.0,0.0,12.872607556788303,Global
18,0.0,3.25,0.0,0.25,0.75,4.0,0.0,0.0,0.0,0.0,16.26125948370659,Global
19,0.0,3.25,0.25,0.25,0.75,4.2,0.0,0.0,0.0,0.0,1.5666210668947063,Global
20,0.0,3.25,0.0,0.25,0.75,4.2,0.0,0.0,0.0,0.25,18.578425808667063,Global
21,0.0,3.25,0.0,0.25,0.75,4.2,0.0,0.0,0.0,0.5,19.401753854965342,Global
22,0.0,3.25,0.0,0.25,0.5,4.2,0.0,0.0,0.0,0.5,17.70915049084848,Global
23,0.25,1.75,0.0,0.0,0.0,3.8000000000000003,0.0,1.0,0.0,0.75,0.024828519974335328,Global
24,0.0,3.25,0.0,0.0,0.75,4.2,0.0,0.0,0.0,0.5,18.68612278634675,Global
25,0.0,3.25,0.0,0.25,0.75,4.4,0.0,0.0,0.0,0.5,19.8018388896637,Global
26,0.25,2.25,0.0,0.5,1.0,1.8,0.0,0.0,0.0,0.5,3.727911693706143,Global
27,0.0,4.25,0.0,0.25,0.0,3.4000000000000004,0.25,0.0,0.0,0.0,5.998195003326671,Global
28,0.0,4.25,0.0,0.25,0.0,4.0,0.25,0.0,0.0,0.0,6.306655890631925,Global
29,0.0,2.0,0.0,0.0,1.5,3.4000000000000004,0.0,0.0,0.0,0.25,15.552606153867826,Global
30,0.0,2.75,0.0,0.0,1.0,4.2,0.0,0.0,0.0,0.25,17.423033073916002,Global
31,0.0,3.0,0.0,0.0,1.0,4.2,0.0,0.0,0.0,0.5,21.478430905194926,Global
32,0.0,2.0,0.0,0.25,1.0,4.2,0.0,0.0,0.0,0.5,17.897777278883463,Global
33,0.0,1.25,0.0,0.0,0.0,3.8000000000000003,0.0,0.0,3.0,0.0,0.0018582773597390326,Global
34,0.0,4.25,0.0,0.25,0.0,3.8000000000000003,0.25,0.0,0.0,0.0,6.236824625741971,Global
35,0.0,0.0,0.0,0.25,1.5,2.2,0.0,0.0,0.0,2.0,0.9477839235811214,Global
36,0.0,4.25,0.0,0.25,0.0,4.800000000000001,0.25,0.0,0.0,0.0,6.125614796478493,Global
37,0.0,4.25,0.0,0.25,0.0,3.2,0.25,0.0,0.0,0.0,5.848687207211839,Global
38,0.0,3.0,0.0,0.25,1.0,4.2,0.0,0.0,0.0,0.5,20.07646935833563,Global
39,0.0,1.0,0.0,0.75,1.75,4.800000000000001,0.0,0.0,0.0,0.25,7.056337451009812,Global
40,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.5,20.93522715070312,Global
41,0.0,0.25,0.0,1.25,1.0,3.6,0.25,0.0,0.0,1.0,8.036990233446158,Global
42,0.0,3.0,0.0,0.0,1.0,3.8000000000000003,0.0,0.0,0.0,0.5,19.991450386841898,Global
43,0.0,0.25,0.0,0.5,1.25,3.6,0.0,0.0,0.75,0.0,0.7714529780936192,Global
44,0.0,4.25,0.0,0.25,0.0,4.4,0.25,0.0,0.0,0.0,6.317936224516156,Global
45,0.0,1.0,0.0,0.25,1.25,4.800000000000001,0.25,0.0,0.0,0.75,8.524052219807142,Global
46,0.0,0.25,0.0,1.0,1.5,4.0,0.25,0.0,0.25,0.5,2.469250450655638,Global
47,0.0,2.0,0.0,0.25,1.0,1.2,0.25,0.0,0.0,0.25,5.648759492718772,Global
48,0.0,1.5,0.0,0.75,0.5,2.0,0.5,0.0,0.25,0.0,5.336648720497124,Global
49,0.0,1.0,0.0,1.0,0.75,4.0,0.25,0.5,0.0,0.25,0.16083398858159284,Global
50,0.0,0.25,0.0,0.25,0.5,1.4,0.0,0.0,0.0,1.75,4.7716809736582375,Global
51,0.0,2.5,0.0,0.25,0.25,4.4,0.75,0.0,0.0,0.25,5.011782719891465,Global
52,0.0,1.5,0.0,0.5,0.0,4.2,1.0,0.0,0.25,0.75,4.040839778227433,Global
53,0.0,4.25,0.0,0.25,0.0,3.0,0.25,0.0,0.0,0.0,5.6931990344468275,Global
54,0.0,4.25,0.0,0.25,0.0,4.2,0.25,0.0,0.0,0.0,6.335109228722258,Global
55,0.0,2.5,0.0,0.75,0.0,4.6,0.0,0.0,0.25,0.5,5.379674019096438,Global
56,0.0,0.75,0.0,0.75,0.25,1.6,0.25,0.25,0.0,1.5,1.0205710528101202,Global
57,0.0,3.0,0.0,0.25,1.0,4.0,0.0,0.0,0.0,0.5,19.63213334832099,Global
58,0.25,0.75,0.0,1.0,1.0,2.4000000000000004,0.0,0.0,0.25,0.0,3.4132513078812385,Global
59,0.25,0.0,0.0,0.0,0.75,4.6,0.0,0.0,0.0,1.25,1.8432318864524846,Global
60,0.25,1.25,0.0,0.75,0.0,3.2,0.25,0.0,0.25,1.25,2.3380501389936357,Global
61,0.0,4.25,0.0,0.25,0.0,2.6,0.25,0.0,0.0,0.0,5.383945517766133,Global
62,0.0,1.0,0.0,0.0,1.0,2.0,0.25,0.0,0.5,0.0,2.0325258825874966,Global
63,0.0,2.0,0.0,0.0,0.75,2.2,0.5,0.0,0.25,0.5,5.57855549435249,Global
64,0.0,1.5,0.25,0.0,0.5,2.2,0.75,0.0,0.25,0.5,0.8851801600780129,Global
65,0.0,0.25,0.0,1.0,0.5,3.6,0.0,0.0,0.0,0.75,10.718415426092896,Global
66,0.0,3.25,0.0,0.0,1.0,4.2,0.0,0.0,0.0,0.5,19.81069278200173,Global
67,0.0,0.75,0.0,1.0,1.0,4.4,0.0,0.0,0.0,0.75,19.158812185373602,Global
68,0.0,3.0,0.0,0.0,0.75,4.2,0.0,0.0,0.0,0.5,18.60626164272658,Global
69,0.0,3.0,0.0,0.25,0.75,4.2,0.0,0.0,0.0,0.5,18.13115939654299,Global
70,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,0.25,1.75,1.2625247549610337,Global
71,0.0,0.0,0.0,0.0,1.0,2.8,0.0,0.25,0.25,0.0,0.5062244488138802,Global
72,0.0,0.25,0.0,0.75,0.25,3.2,0.0,0.0,0.25,1.0,5.349830912752714,Global
73,0.0,0.75,0.0,0.25,0.0,3.0,0.5,0.0,0.5,0.25,2.2662838983463813,Global
74,0.0,1.25,0.0,0.0,1.5,1.4,0.0,0.0,0.0,1.0,6.48615051560768,Global
75,0.0,0.5,0.0,0.25,0.5,3.4000000000000004,0.0,0.0,0.0,0.0,8.106967804406525,Global
76,0.0,1.0,0.0,0.0,0.5,3.2,0.5,0.0,0.0,0.25,9.250909113695256,Global
77,0.0,0.25,0.0,0.75,0.75,4.0,1.0,0.0,0.0,1.0,6.504450575917504,Global
78,0.0,1.25,0.0,0.75,0.25,4.4,0.0,0.0,0.25,1.25,9.286139858814074,Global
79,0.25,1.75,0.0,0.0,0.5,4.0,0.5,0.0,0.25,0.5,4.245493603222592,Global
80,0.0,4.25,0.0,0.25,0.0,2.2,0.25,0.0,0.0,0.0,5.052795079474922,Global
81,0.0,0.5,0.0,1.0,0.25,4.800000000000001,0.25,0.0,0.25,1.0,7.191670234212974,Global
82,0.0,0.0,0.0,1.0,1.0,2.0,0.25,0.0,0.25,0.75,2.154643413843258,Global
83,0.0,0.5,0.0,1.0,0.0,4.4,0.0,0.0,0.5,0.75,2.344417725458513,Global
84,0.0,0.5,0.0,1.5,0.75,4.800000000000001,0.25,0.0,0.25,1.0,8.923144436118259,Global
85,0.0,0.5,0.0,0.25,1.0,3.0,1.25,0.0,0.25,0.25,1.2193271616026595,Global
86,0.0,4.25,0.0,0.25,0.0,2.4000000000000004,0.25,0.0,0.0,0.0,5.22486599662763,Global
87,0.0,0.0,0.0,1.75,0.25,4.6,0.25,0.0,0.0,0.5,6.090019697591095,Global
88,0.25,0.5,0.0,2.25,0.75,3.6,0.0,0.0,0.0,0.0,4.825334728690532,Global
89,0.0,2.25,0.0,0.5,0.5,1.2,0.0,0.0,0.25,0.0,4.3981309639881445,Global
90,0.0,0.0,0.0,0.25,1.75,3.8000000000000003,0.0,0.0,0.25,1.0,0.8403297603753044,Global
91,0.0,2.75,0.0,0.25,0.75,4.2,0.0,0.0,0.0,0.5,15.962710994990509,Global
92,0.0,1.75,0.0,0.25,0.25,4.6,0.5,0.0,0.0,1.0,10.232606553833337,Global
93,0.0,0.0,0.0,0.25,0.25,1.4,0.25,0.0,0.0,0.25,1.924170518639467,Global
94,0.0,0.0,0.0,0.5,0.75,4.2,0.25,0.0,0.0,0.5,5.0187872654727625,Global
95,0.0,2.75,0.0,0.0,0.75,4.2,0.0,0.0,0.0,0.5,16.012635981306175,Global
96,0.0,2.75,0.0,0.5,1.0,4.2,0.0,0.0,0.0,0.5,16.25967080435261,Global
97,0.0,1.25,0.0,0.75,0.75,4.2,0.0,0.0,0.0,0.75,22.823805302839737,Global
98,0.0,1.0,0.0,0.75,0.75,4.0,0.0,0.0,0.0,0.5,25.110486972455192,Global
99,0.0,1.0,0.0,0.75,0.75,3.8000000000000003,0.0,0.0,0.0,0.25,22.201802674588986,Global
100,0.0,1.0,0.0,0.75,0.5,4.0,0.0,0.0,0.0,0.5,19.748920264545635,Global
101,0.0,1.0,0.0,0.75,0.75,3.8000000000000003,0.0,0.0,0.0,0.5,25.1233722626294,Global
102,0.0,1.0,0.0,0.75,0.75,3.6,0.0,0.0,0.0,0.5,24.612804506289013,Global
103,0.0,2.75,0.0,0.0,1.0,4.4,0.0,0.0,0.0,0.5,18.217770720438537,Global
104,0.0,2.25,0.0,1.25,0.0,2.4000000000000004,0.0,0.0,0.25,0.25,4.554193934030664,Global
105,0.25,1.0,0.25,0.75,0.0,1.6,0.0,0.0,0.0,1.25,0.49064167878894693,Global
106,0.0,1.5,0.0,0.75,1.0,4.800000000000001,0.5,0.25,0.0,0.0,2.7811606471945933,Global
107,0.25,2.0,0.0,0.0,1.0,1.2,0.0,0.25,0.0,0.5,0.842811174949416,Global
108,0.0,1.25,0.0,0.0,0.5,3.6,0.0,0.0,0.25,1.75,9.586308722127331,Global
109,0.25,1.0,0.0,0.25,0.75,2.0,0.0,0.0,0.25,1.0,3.2388028420589805,Global
110,0.0,0.75,0.0,0.0,0.25,1.6,0.75,0.0,0.25,1.0,1.7405932172838525,Global
111,0.0,1.25,0.0,0.5,1.25,3.2,0.0,0.0,0.0,0.75,12.743393844813355,Global
