,Good,Good_Poor,Good_Weak,Poor,Weak,Weak_Poor
0,0.5800158249834484,30.71204086600154,6.8981308062991324,30.71204086600154,6.8981308062991324,30.71204086600154
1,0.5800158249834484,0.5800158249834484,0.5800158249834484,15.204766842446116,6.8981308062991324,6.8981308062991324
2,0.5800158249834484,0.5800158249834484,0.5800158249834484,15.204766842446116,6.8981308062991324,6.8981308062991324
3,0.5800158249834484,0.5800158249834484,0.5800158249834484,15.204766842446116,6.8981308062991324,6.8981308062991324
4,0.5800158249834484,0.5800158249834484,0.5800158249834484,15.204766842446116,6.8981308062991324,6.8981308062991324
5,0.5800158249834484,0.5800158249834484,0.5800158249834484,15.204766842446116,6.8981308062991324,6.8981308062991324
6,0.5800158249834484,0.5800158249834484,0.5800158249834484,15.204766842446116,6.8981308062991324,6.8981308062991324
7,0.0136476229838869,0.0170854736204276,0.0022436633820292,14.45319717777113,6.876953851804661,5.744592339294708
8,0.0136476229838869,0.0170854736204276,0.0022436633820292,14.45319717777113,4.502792015684385,4.530500969464365
9,0.0136476229838869,0.0170854736204276,0.0022436633820292,13.489866981675274,2.7663665343937827,2.8849272909416337
10,0.0136476229838869,0.0170854736204276,0.0022436633820292,11.6695453832284,1.4885605386637395,1.6169009957248632
11,0.0136476229838869,0.0170854736204276,0.0022436633820292,9.893364653028032,0.9544370408960152,1.2131422371869558
12,0.0047972012675036,0.0070328634576775,0.0022436633820292,8.188941108462844,0.530120632879125,0.7514633277562368
13,0.000151596524104,0.004517325006474,0.0022436633820292,6.740776344667552,0.1866733761091161,0.2825038698459336
14,0.000151596524104,0.004517325006474,0.0022436633820292,5.81533617481996,0.064812525609727,0.1154545701724029
15,2.617200952193877e-05,0.0004013286197566,0.0022436633820292,4.832739346907918,0.0105018364504147,0.0296200389237621
16,2.617200952193877e-05,2.4580008740457643e-05,7.913505554178769e-05,3.5640107340813203,0.0062661959648174,0.009839303964775
17,2.617200952193877e-05,2.4580008740457643e-05,7.913505554178769e-05,2.628326086319156,0.0003281819882255,0.0001158548042158
18,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,1.823971641351743,0.0003281819882255,0.0001158548042158
19,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,1.3185883423192073,0.0003281819882255,0.0001158548042158
20,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.854793019069009,0.0001922271378553,8.45427242577941e-05
21,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.5389822004210076,0.0001922271378553,5.889341074871647e-05
22,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.2792221267540645,0.0001922271378553,5.889341074871647e-05
23,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.1119727475876351,5.5585911343783645e-05,5.889341074871647e-05
24,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.0420805170803981,3.5710326007319507e-06,5.889341074871647e-05
25,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.0086376499477893,3.5710326007319507e-06,2.466753107131685e-05
26,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.0028461961000857,3.5710326007319507e-06,2.466753107131685e-05
27,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.0024967379289916,3.5710326007319507e-06,2.466753107131685e-05
28,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.0002022200599311,3.5710326007319507e-06,2.466753107131685e-05
29,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.0002022200599311,3.5710326007319507e-06,2.466753107131685e-05
30,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.0002022200599311,3.5710326007319507e-06,2.466753107131685e-05
31,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.0001324304884249,3.5710326007319507e-06,2.466753107131685e-05
32,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.0001324304884249,3.5710326007319507e-06,2.466753107131685e-05
33,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.0001324304884249,3.5710326007319507e-06,2.466753107131685e-05
34,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,0.0001324304884249,3.5710326007319507e-06,2.466753107131685e-05
35,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,9.917135682544784e-05,3.5710326007319507e-06,2.466753107131685e-05
36,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,9.917135682544784e-05,3.5710326007319507e-06,2.466753107131685e-05
37,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,9.917135682544784e-05,3.5710326007319507e-06,2.466753107131685e-05
38,2.617200952193877e-05,2.4580008740457643e-05,6.806266853106162e-05,9.917135682544784e-05,3.5710326007319507e-06,2.466753107131685e-05
39,2.617200952193877e-05,2.4580008740457643e-05,4.077080608775017e-06,9.917135682544784e-05,3.5710326007319507e-06,2.466753107131685e-05
40,2.617200952193877e-05,2.4580008740457643e-05,4.077080608775017e-06,9.917135682544784e-05,3.5710326007319507e-06,2.466753107131685e-05
41,2.617200952193877e-05,2.4580008740457643e-05,4.077080608775017e-06,9.917135682544784e-05,3.5710326007319507e-06,2.466753107131685e-05
42,2.617200952193877e-05,2.4580008740457643e-05,4.077080608775017e-06,9.917135682544784e-05,3.5710326007319507e-06,1.49092537037021e-05
43,2.617200952193877e-05,2.4580008740457643e-05,4.077080608775017e-06,9.917135682544784e-05,3.5710326007319507e-06,1.49092537037021e-05
