,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Target,Hypothesis
0,1.4580274845782382,1.1224792046552823,0.2499341840184819,0.7951847374002343,1.5626164125469522,1.0219859633062263,0.36538671683165,1.7070257504977056,1.9107437852696185,1.9684269365035578,0.38540194765473657,1.9415902027404344,0.4696167092028858,0.05270769701974132,-3858.245124371283,Good
1,4.580274845782382,1.2247920465528228,-7.500658159815181,-2.0481526259976572,5.626164125469522,0.21985963306226353,-6.3461328316835,7.070257504977057,9.107437852696187,9.68426936503558,-6.145980523452634,9.415902027404343,-5.303832907971142,-9.472923029802587,-3408152.7805650756,Global
2,8.921206861939112,8.434497040418936,-4.120484643760389,-6.674525956019515,-2.091543203351476,0.2133946951025898,-3.8392554301854087,-1.408623328161248,6.6013881130218515,1.2478714294556497,6.617766204257226,9.938585821692648,-3.348423896125368,-8.17983747225971,-2754949.109002371,Global
3,5.476631171777065,-7.012325389992473,4.507101192958414,9.102928686351738,-8.538084504680798,-1.0567449814229555,6.822361355549333,-7.08920664694797,5.305430720297114,5.635698361289945,3.5015709055683963,-7.365956280290518,-9.213936356615475,3.120461539809213,-3465587.2790623787,Global
4,-4.976347721486334,9.768367680632466,0.6676608919365652,-8.81649512902351,3.9751062816359415,2.5434953294518774,7.915570775074279,-6.761506583002241,2.207631568119803,-3.6602980446570976,5.265313398247029,-6.874358368326449,8.597751503379875,-0.04378960174654267,-2992480.33066079,Global
5,0.0,2.0,1.317585314535516,0.2209671154344624,0.606961540556813,1.1822243849727392,1.9668249126827044,0.6213421067312926,2.0,0.0,2.0,0.0,2.0,1.7539924286146027,-7307.0998519052455,Good
6,1.0692121646198387,1.0206569091976132,0.5447298737358723,1.9556417612701142,1.3835565370700558,1.8284556892100878,1.6262536453184655,1.453501717174275,1.4522644026954392,1.845014795572218,0.536093594705831,0.596354412615401,1.0647602631223423,1.2246977727089734,-2272.3158384963167,Good
7,1.0716525083271038,1.0196532056077579,0.5429289462248366,1.9547838378009952,1.3850510912055796,1.8271298853659597,1.6224186401504421,1.4552690082603916,1.4527828807942875,1.8477534040790458,0.5337787647229266,0.6007499640931032,1.0619398111614273,1.2208555738399107,-2273.8490936562653,Good
8,1.0691154138759438,1.0206354804126216,0.5446830268094541,1.955560585113632,1.3836156762415237,1.8283820575903396,1.6261928638655367,1.4534279028101593,1.4522082169077597,1.8449202220171332,0.5360056998067496,0.596373743638423,1.0647947621324196,1.224749418415379,-2271.8541979977945,Good
9,1.9340596780273533,1.0944644983514447,1.9453687199297687,1.4296319873487293,1.3954576491945416,0.43217899116075276,1.9525489095524835,0.012460510409179726,0.5059647247668879,0.8695830648088916,1.558765843587505,0.39537014920050617,1.7259864711984445,1.9668013543506255,-4234.132833899851,Good
10,1.7409661740029663,1.8454992278913398,0.004428425064887165,0.9389767435151546,1.962937475212021,0.797889607805701,1.6274649551738363,1.0929129959449555,1.541708174280449,0.969862149976916,0.058223127345435444,0.17305137680441018,0.22290762475604664,0.5024902233810953,-3097.3296243543227,Good
11,1.1335052189167885,1.444827019375765,1.0291907222444945,0.6988770563140119,1.2642862622768463,0.8076007984065631,1.2758988721190194,0.9284041840734173,1.5506726687170398,0.9252507435659547,1.1620831974686177,0.8846301573573662,1.2486686681849644,1.0924821246078182,-679.8676500614747,Global
12,1.0598751050422741,1.5870236645755547,1.2256851727032347,1.2034498720845086,1.1475232573240737,1.1463787948405184,2.205714716026546,0.44902288494074094,1.286881941090239,0.6866052687424863,1.4063549242273676,-0.11426585093632473,1.5844226763383529,1.7528633915254306,-3284.6178308031394,Global
13,1.5378522795560423,1.2748086080559107,0.3127157834915417,1.2274260821992253,1.7352026756516883,1.083546829210599,1.145545433077474,1.3956999790433942,1.5185527242363608,1.5983340775465842,0.2571071937259403,0.9621679840189524,0.5513748793730068,0.57431162049506,-1497.1984216741887,Global
14,0.9961641604577586,1.545809449516071,0.22658495089876635,0.9888966176569185,1.2264637666236493,1.481051761699878,1.239240861317431,1.4914735192929491,2.0991810505013526,1.4389606913740718,0.7078073720129321,0.8928374943494054,0.752850071330604,0.6230104300008767,-1770.71752694104,Global
15,1.26177438937458,1.2174872836553943,1.5298006760552867,1.2338888083097899,1.2116623684756191,0.8546835605227482,1.7127353395613205,0.6135567620749461,1.0632244609892771,0.8829853706128641,1.4108003934617825,0.5360952145155572,1.6542411434712099,1.744189176154701,-1410.5514366184811,Global
16,1.4339825088823135,1.6525300803044496,0.5898170180920648,0.9582011155186867,1.588635207792901,0.9270349182844931,1.7424184087489605,0.7544647260733527,1.440211582407467,0.980978776907534,0.7096112286392258,0.2435771717650468,0.8547284010919327,0.9450243343481698,-1689.3968306881789,Global
17,0.5964723789120441,1.756584790284703,1.2198303759676434,0.5390266843449809,0.9075395451849355,0.9772444422643685,1.7498389075204874,0.7384665757686482,1.7359681225955028,0.34451459462001327,1.612804696317094,0.28616210834282596,1.6393452255631031,1.5574478888612875,-3265.3021231109965,Global
18,1.2297561142273739,1.2467711728327806,0.5677120726169854,0.8344317098690093,1.4046970345080438,1.1141688464453128,0.8117378543211211,1.3862838402038915,1.7760384776842004,1.642607311272644,0.76031763051426,1.4798970181930122,0.9042905839176532,0.5215071654656617,-1189.58670878857,Global
19,1.4229004450754346,1.4719216058089295,0.28057566623237534,0.8142692944446415,1.5098773633600489,0.8661715054367332,0.9527907764054405,1.479218131189189,1.8604399611131095,1.2512114454689918,0.4301452419375802,1.0853208491808601,0.4296634238336216,0.4647429869632667,-1524.506335028383,Global
20,1.1173111050242346,1.3167192039191733,0.6773965764976135,1.4016924911942212,1.3380496841111889,1.4865345793464486,1.5845785009301494,1.1529331574593351,1.5327659027326428,1.46928700042425,0.8470059305402053,0.6329624129191319,1.1687747625160476,1.1316851647534143,-793.618766453186,Global
21,1.5821479297031489,1.2765676532214782,1.4913570057715582,1.13290251862975,1.4077438752555673,0.6373238566265078,1.8101501900301582,0.2727078515363428,0.9130331575696147,0.9206766053637382,1.3218862957112902,0.4061889887950133,1.4911063117050976,1.5667182784903648,-2048.534521560785,Global
22,1.1578613102537618,1.4134925799982,0.9726820731387116,0.8183966204452064,1.2909337113538695,0.9007251841793503,1.3154357329070627,0.9611605197009372,1.5333098196888992,1.025325078525883,1.0969888336021356,0.8563937337829994,1.2214430564514633,1.0885622086055373,-555.1157131703856,Good
23,1.1622185631041975,1.4033668513729873,0.9511498922213893,0.8571454978702069,1.2982587261533702,0.9354804506439093,1.3260532618871863,0.9759719000416792,1.531502364687179,1.0609396693518256,1.0751867677908278,0.8501277681039793,1.212435789617002,1.0848726361002283,-521.4880115859261,Good
24,1.1623524738028828,1.3808829070824793,0.8887658522595016,0.9507755490993113,1.3123806966952958,1.0329262484348756,1.3482704436200157,1.022532716970548,1.5383858688458067,1.1541745650136632,1.0200935124803037,0.8392488290225545,1.18949968266018,1.0696012510607484,-463.023920135022,Good
25,1.1589906603236997,1.3742878595455932,0.8675735470095164,0.9805944922070547,1.3151313859118017,1.0676069446575889,1.3551756998856128,1.0393749929555438,1.543194915729963,1.18494150609568,1.0035011677115686,0.8364325516720785,1.1834904566932651,1.0645542104962862,-453.1155150485571,Good
26,1.154120404852691,1.3676253653464079,0.8493648434619918,1.0109803366211763,1.3161445046618743,1.10305385735931,1.3639321091564847,1.054504287307973,1.5471197253551878,1.214366140697629,0.9903057413527231,0.8324672737751108,1.181161083671669,1.0629348557776737,-447.44521662124794,Good
27,1.1500734687044936,1.363215439170575,0.8462230609006873,1.0290025395078575,1.3140253030497098,1.1223580453443296,1.3722351564620465,1.0585856358383539,1.5460919446203778,1.2276411658417812,0.9894860943240136,0.8281655212818583,1.186839745960026,1.069085441415622,-444.5132625688661,Good
28,1.1461801910895217,1.360143389517639,0.8579878197395362,1.0356654088470394,1.3083962903342221,1.1269750181328662,1.3792283558945357,1.052953000240973,1.5404577362848693,1.2264291186194147,1.0009997055946818,0.8250266536593868,1.2010093786146279,1.0829125199189562,-440.08907092971987,Good
