,Good,Good_Poor,Good_Weak,Poor,Weak,Weak_Poor
0,3.7771970417962613,21.89584525831405,17.19907794422445,21.89584525831405,17.19907794422445,21.89584525831405
1,3.7771970417962613,3.7771970417962613,3.7771970417962613,20.95043475654916,17.19907794422445,17.19907794422445
2,3.7771970417962613,3.7771970417962613,3.7771970417962613,20.27338048620365,17.19907794422445,17.19907794422445
3,3.7771970417962613,3.7771970417962613,3.7771970417962613,20.27338048620365,17.19907794422445,17.19907794422445
4,3.7771970417962613,3.7771970417962613,3.7771970417962613,20.27338048620365,17.19907794422445,17.19907794422445
5,3.6253849384403627,3.6253849384403627,3.6253849384403627,20.27338048620365,17.19907794422445,17.19907794422445
6,3.6253849384403627,3.6253849384403627,3.6253849384403627,20.27338048620365,16.46048198107075,17.19907794422445
7,3.6253849384403627,3.6253849384403627,3.6253849384403627,20.27338048620365,16.46048198107075,16.638832201906418
8,3.6253849384403627,3.6253849384403627,3.6253849384403627,18.19666347332154,16.46048198107075,16.638832201906418
9,3.6253849384403627,3.6253849384403627,3.6253849384403627,18.19666347332154,16.37002309169848,16.37002309169848
10,3.6253849384403627,3.6171495093123203,3.6171495093123203,17.544096839478154,16.37002309169848,16.37002309169848
11,3.6253849384403627,3.6171495093123203,3.6171495093123203,17.544096839478154,16.37002309169848,16.37002309169848
12,3.6253849384403627,3.6171495093123203,3.6171495093123203,15.675442778823008,16.37002309169848,16.37002309169848
13,3.6253849384403627,3.6171495093123203,3.6171495093123203,15.675442778823008,16.37002309169848,16.37002309169848
14,3.6253849384403627,3.6171495093123203,3.6171495093123203,12.609740141753342,14.586107298402249,16.37002309169848
15,3.6253849384403627,3.4286369710688525,3.6171495093123203,11.148311890274591,14.586107298402249,13.356782213677658
16,3.6253849384403627,3.4286369710688525,3.6171495093123203,10.427949870020358,14.586107298402249,13.356782213677658
17,3.6253849384403627,3.4286369710688525,3.6171495093123203,8.490464358420796,14.586107298402249,13.356782213677658
18,3.6253849384403627,3.4286369710688525,3.6171495093123203,8.490464358420796,14.586107298402249,13.356782213677658
19,3.6253849384403627,3.4286369710688525,3.6171495093123203,7.202995519056145,14.586107298402249,12.565291445049835
20,3.6253849384403627,3.4286369710688525,3.6171495093123203,6.514472167785637,14.586107298402249,12.565291445049835
21,3.6253849384403627,3.4286369710688525,3.6171495093123203,5.465557469809285,14.586107298402249,12.565291445049835
22,3.6253849384403627,3.4286369710688525,3.6171495093123203,5.465557469809285,14.586107298402249,12.565291445049835
23,3.6253849384403627,3.4286369710688525,3.6171495093123203,3.6534136090736675,14.586107298402249,12.565291445049835
24,3.6253849384403627,3.4286369710688525,3.6171495093123203,3.6534136090736675,13.920045921886912,11.37766086558386
25,3.6253849384403627,3.4286369710688525,3.6171495093123203,3.6534136090736675,13.920045921886912,11.37766086558386
26,3.6253849384403627,3.4286369710688525,3.6171495093123203,3.6534136090736675,13.920045921886912,11.37766086558386
