,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.0,0.0,0.5,1.5,0.0,2.4000000000000004,0.25,0.0,0.5,0.75,0.03428080360788952
1,0.25,0.0,2.0,0.25,0.0,2.0,0.25,1.0,0.0,0.5,6.027969739602255e-07
2,0.0,0.25,0.0,1.0,0.0,2.0,0.5,0.5,0.25,0.75,0.07162955651139125
3,0.25,0.0,0.0,1.0,0.25,4.4,0.0,0.25,0.5,0.5,0.32227172581600405
4,0.25,0.25,2.5,0.25,0.0,4.2,0.0,0.5,0.25,0.0,8.8932784909171e-06
5,0.0,0.0,0.25,1.25,0.0,3.2,0.25,0.0,2.25,0.0,0.009967541923366489
6,0.0,0.25,0.5,2.5,0.0,4.6,0.25,0.0,0.25,0.0,0.07566065208870708
7,0.25,0.5,0.25,1.5,0.0,2.4000000000000004,0.0,0.25,0.25,0.5,0.16369664799345784
8,0.25,0.0,0.5,0.75,0.0,4.800000000000001,0.25,0.25,0.25,1.0,0.047184345955791546
9,0.25,1.75,0.25,0.5,0.0,4.2,0.25,0.0,0.5,0.0,0.36680028535477066
10,0.5,0.75,0.25,0.0,0.25,4.4,0.0,1.5,0.0,0.5,0.002563439641570712
11,0.5,0.0,0.5,0.25,0.5,4.800000000000001,0.5,0.5,0.75,0.0,0.008108150472995974
12,0.0,0.5,1.5,0.25,0.0,2.8,0.0,0.25,0.25,0.5,0.0034069595846220424
13,0.75,0.25,0.0,1.5,0.0,2.6,0.5,0.5,0.5,0.0,0.027417293885955967
14,0.5,0.0,0.0,0.5,0.0,4.0,1.0,0.75,0.0,0.75,0.04148831805019446
15,0.75,0.25,0.0,0.25,0.0,4.4,0.5,0.25,0.5,0.5,0.14708343099817228
16,1.0,1.25,0.0,0.25,1.0,1.2,0.5,0.0,0.0,0.0,0.043423813003398926
17,0.25,0.25,0.0,0.25,0.75,1.4,0.0,1.25,0.0,0.5,0.008955915607342746
18,0.0,0.0,0.75,0.0,0.75,1.6,0.5,0.0,0.0,1.75,0.008252431026645085
19,0.75,0.25,1.5,0.25,0.0,3.0,0.0,0.75,0.25,0.0,3.464592817600385e-06
20,0.0,2.5,0.75,0.5,0.25,4.0,0.0,0.0,0.0,0.0,0.038157009549874735
21,0.0,0.25,0.25,0.75,0.25,3.6,1.25,0.0,0.0,0.25,0.618668047583846
22,0.0,0.25,0.0,1.5,0.0,4.2,0.25,0.25,0.25,0.25,0.944363288250675
