,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.0,0.0,0.25,0.25,1.75,2.6,0.25,0.0,1.0,0.25,0.03416066727745073
1,0.25,0.5,0.25,0.0,0.0,2.4000000000000004,0.5,1.0,0.0,1.0,0.061864917301589314
2,0.25,0.5,0.5,0.0,0.0,3.8000000000000003,0.0,0.5,0.5,1.25,0.010829049884856272
3,0.25,0.5,0.0,1.0,0.0,1.8,0.5,0.25,0.25,0.0,0.30796527715063526
4,0.5,0.25,0.0,0.25,0.25,2.0,1.0,0.25,0.0,0.5,0.1965353382734861
5,0.5,0.5,0.0,1.25,0.25,3.6,0.0,0.75,0.0,0.25,0.27988648316656645
6,0.0,1.0,0.0,0.5,0.25,2.2,1.5,0.0,0.25,0.25,1.9648163721013754
7,0.75,0.5,0.0,0.0,0.75,3.6,0.0,0.5,0.0,1.0,0.046959235896450804
8,0.0,0.5,0.0,1.25,0.0,4.6,0.75,0.0,0.0,0.5,6.609563418522351
9,0.25,0.25,0.0,1.5,0.0,2.2,0.0,0.0,1.25,0.5,0.09169442444206448
10,0.75,0.5,0.0,0.0,0.0,2.2,0.75,0.5,0.5,0.75,0.0329301720404601
11,0.25,0.5,0.0,0.0,0.0,1.6,0.25,0.75,0.25,1.5,0.10017931493782471
12,0.0,0.25,0.0,1.25,1.25,3.6,0.25,0.0,0.25,0.5,4.306027311621482
13,0.0,0.0,0.25,0.0,1.5,2.0,0.0,0.0,1.0,0.0,0.03376797421803049
14,0.25,0.75,0.5,0.25,0.0,1.8,0.0,1.0,1.0,0.0,0.0011655377703718485
15,0.0,0.0,0.5,1.5,0.25,3.4000000000000004,1.0,0.0,0.0,0.5,0.050378946404151116
16,0.0,0.0,0.5,2.0,0.25,4.2,0.25,0.0,0.75,0.25,0.019509625068665652
17,0.25,1.0,0.0,0.5,0.0,4.4,0.25,0.0,0.75,0.0,1.1635936858549056
18,0.5,0.25,0.0,0.25,0.5,4.2,1.0,0.25,0.75,0.0,0.15775800226999914
19,0.0,0.5,0.25,0.25,1.5,4.4,0.25,0.75,0.0,0.25,0.021349389901379082
20,0.0,0.75,0.0,0.0,0.75,3.4000000000000004,0.0,0.5,0.75,0.25,0.11147836673876574
21,0.5,1.75,0.0,0.5,0.25,4.2,0.0,0.25,0.5,0.0,0.1854794102813606
22,0.0,0.0,0.75,0.0,0.5,3.8000000000000003,2.25,0.0,0.0,0.25,0.00018713754883888228
23,0.0,0.25,0.75,0.75,0.5,2.2,0.5,0.0,0.25,0.0,0.04545813446387999
24,1.25,0.75,0.0,0.0,0.25,2.0,0.25,0.25,0.5,0.25,0.10349170376281051
25,0.0,0.0,0.5,0.25,1.75,4.0,0.0,0.0,1.0,0.0,0.003740176172252964
26,0.5,0.0,0.75,0.0,0.0,1.0,0.0,0.0,1.25,0.5,0.002522615210945685
27,0.75,1.0,0.75,0.25,0.0,3.6,0.0,0.0,0.0,0.0,0.16047031550709104
28,1.0,0.25,0.0,0.25,0.0,4.2,0.0,0.5,1.5,0.25,0.0025576026764660012
29,0.25,0.5,2.0,0.0,0.0,2.2,0.25,0.0,0.0,0.5,0.0026782111672824186
30,0.0,0.0,0.0,0.0,1.25,2.2,1.25,0.0,0.0,1.5,0.39753305561692515
31,0.5,0.0,0.75,0.0,0.25,2.8,0.25,0.75,0.0,1.5,0.0032940308067343736
32,0.25,0.25,0.5,1.5,0.25,1.6,0.0,0.0,0.5,0.5,0.03429317680570866
33,0.0,0.25,0.0,0.25,0.5,1.8,0.0,0.25,0.25,1.25,0.8752149813238193
34,0.5,0.0,0.0,0.25,0.0,2.8,0.0,0.75,1.5,0.5,0.005690502977832612
35,0.25,0.0,1.0,0.0,1.25,3.0,0.5,0.0,0.0,0.5,0.00763941911485344
36,0.0,1.0,0.25,0.5,0.25,3.4000000000000004,0.25,0.75,0.0,0.0,0.042292306940069704
37,0.0,0.5,0.5,0.25,0.0,4.2,1.5,0.25,0.25,0.5,0.014503254036649166
38,0.0,0.0,0.75,1.0,0.75,1.6,0.0,0.0,0.0,0.5,0.02994127167524431
39,0.25,0.5,0.25,0.0,1.25,3.0,0.0,0.75,0.25,0.25,0.03696820199228249
40,0.25,0.0,0.25,0.0,0.0,2.8,0.75,0.75,0.5,0.25,0.029831316144789337
41,0.25,0.25,0.5,1.0,0.25,3.2,1.25,0.25,0.0,0.25,0.028628923792701946
42,1.75,0.0,0.5,0.0,0.0,3.8000000000000003,0.25,0.0,1.0,0.25,0.0002559718790066832
43,0.75,0.0,1.25,0.25,0.0,3.2,0.5,0.0,0.25,0.5,0.015308021812556343
44,0.5,0.25,0.75,0.25,0.25,2.4000000000000004,0.25,0.25,0.75,0.75,0.021589675156118083
45,0.0,0.0,0.0,0.5,0.0,3.4000000000000004,0.0,1.25,0.5,0.75,0.0056749139582877115
46,1.5,0.0,0.25,1.0,0.0,2.0,0.0,0.25,0.5,0.0,0.011159126199879249
47,1.75,0.25,0.5,0.0,0.25,4.4,0.25,0.0,0.0,0.25,0.01060834551110164
48,0.0,0.5,0.5,1.5,0.0,1.6,0.25,0.25,0.25,0.0,0.03726593817768033
49,0.0,0.0,0.0,0.25,0.5,4.6,0.0,0.75,0.25,0.75,0.09996994071278814
50,0.25,0.25,0.0,1.5,0.25,1.4,0.0,0.25,0.25,0.5,0.33402795480502573
51,0.0,0.0,1.0,0.25,0.0,3.8000000000000003,1.25,0.0,0.0,0.25,0.002974249777853791
52,0.0,0.75,0.25,0.0,0.75,4.2,0.25,0.25,0.25,1.0,0.49187941855676054
53,0.5,0.25,0.0,0.25,0.0,3.4000000000000004,0.0,1.25,0.25,0.5,0.010254545181426067
54,1.25,0.0,0.25,0.25,0.5,1.4,0.75,0.0,0.75,0.0,0.011195661220447132
55,0.25,1.5,0.5,0.5,0.5,1.4,0.0,0.0,0.0,0.0,0.06772215223020667
56,0.25,0.0,0.0,0.0,0.25,4.4,0.5,0.25,1.75,1.0,0.05917102776203405
57,0.0,0.75,0.0,0.25,0.0,1.8,0.75,0.75,0.0,0.0,0.06889360114488116
58,0.0,0.25,0.25,0.0,1.0,3.8000000000000003,1.5,0.5,0.5,0.0,0.016332454777608696
59,0.0,0.25,0.5,0.75,0.25,2.0,0.75,0.25,0.75,0.0,0.01782921912494735
60,0.0,0.5,0.0,0.0,2.0,4.4,0.0,0.0,0.5,0.25,0.87648401688887
61,1.0,0.0,0.5,0.0,1.0,1.4,0.0,0.0,0.0,1.0,0.011081994962343753
62,0.25,1.0,2.0,0.25,0.0,2.4000000000000004,0.0,0.5,0.0,0.0,0.0006834114993384192
63,0.0,0.5,0.25,0.25,0.5,3.0,0.25,0.0,0.5,0.75,0.6431628969840475
64,0.75,0.0,0.0,0.0,0.25,2.6,0.0,0.25,0.75,1.75,0.047871661105097385
65,0.5,0.5,0.0,0.0,0.25,4.800000000000001,0.0,0.0,0.25,0.0,0.4556449588367755
66,0.5,0.0,1.25,0.25,0.75,3.2,0.5,0.0,0.0,0.0,0.00444842786938662
67,0.0,0.25,0.25,1.0,0.0,3.8000000000000003,0.0,1.5,0.0,0.0,0.0012899560148557448
68,0.25,0.25,0.0,1.25,0.0,1.4,0.25,0.25,0.75,0.0,0.1314380564119358
69,0.5,0.0,0.0,1.75,0.0,1.0,0.25,1.0,0.0,0.0,0.03191212514193518
70,1.0,0.0,0.5,0.5,0.0,2.6,0.75,0.75,0.25,0.25,0.006611415543463421
71,1.75,1.0,0.0,0.0,0.0,4.4,0.0,0.5,0.25,0.25,0.010824102500155326
72,0.5,1.25,0.25,0.0,0.25,3.8000000000000003,0.0,0.0,0.5,0.25,0.11694075000356421
73,0.75,0.0,0.75,0.0,1.0,3.0,0.5,0.25,0.5,0.25,0.01410879037662738
74,1.25,0.5,0.0,0.0,0.5,3.2,0.25,0.0,0.0,1.0,0.02770838884513153
75,0.0,0.5,0.75,1.25,1.25,2.0,0.0,0.25,0.0,0.0,0.020783010807221912
76,0.0,0.25,0.25,0.75,0.5,3.2,0.0,1.0,0.5,0.25,0.025763513193139864
77,0.0,0.0,0.25,0.25,0.5,3.2,0.75,0.0,1.0,0.5,0.18291581336473414
78,0.0,0.75,0.5,0.0,0.0,4.0,1.75,0.25,0.0,0.0,0.008936659216589458
79,0.5,0.0,0.5,0.25,0.25,4.0,1.0,0.25,0.0,0.75,0.03802231850088451
80,0.25,0.0,0.75,0.25,0.0,4.4,0.25,1.5,0.25,0.5,0.0027837550109939386
81,0.25,0.0,0.0,1.5,0.5,3.4000000000000004,0.0,0.5,0.75,0.25,0.09147946569926733
82,0.75,0.0,0.5,0.0,0.5,2.2,0.0,0.0,0.25,0.0,0.03801235361517146
83,0.75,0.25,0.25,1.0,0.0,1.2,0.75,0.25,0.0,0.25,0.03284662458649623
84,0.5,0.75,0.0,0.0,1.5,2.2,0.0,0.25,0.0,0.0,0.2587729504169166
85,0.5,0.75,0.0,0.25,0.0,2.0,0.25,1.0,0.0,0.5,0.047801775627240535
86,0.0,0.5,0.75,0.0,0.25,4.2,0.75,1.0,0.0,0.25,0.0012582466168600205
87,1.25,0.25,0.25,0.75,1.0,3.4000000000000004,0.25,0.0,0.0,0.5,0.010627665592715831
88,0.0,0.0,0.0,0.0,0.5,3.4000000000000004,0.75,1.5,0.0,0.75,0.0009474812134389937
89,0.5,0.25,0.0,0.0,0.0,3.4000000000000004,0.25,2.0,0.5,0.0,0.016239492807621967
90,1.0,0.0,0.25,0.75,0.25,4.4,0.75,0.0,0.0,0.5,0.01748075246527412
91,0.75,0.25,0.25,0.25,0.5,1.0,0.5,0.75,0.0,0.25,0.025523202826292023
92,0.0,0.0,0.75,0.25,0.25,1.6,0.0,0.5,0.25,0.25,0.010377711591569444
93,0.5,0.0,0.75,0.0,0.25,3.6,0.75,0.0,0.0,0.25,0.06253244059589813
94,0.5,0.25,0.0,1.25,1.0,2.0,0.0,0.0,0.25,0.25,0.37046714958650817
95,0.25,0.0,0.25,2.0,1.0,2.4000000000000004,0.5,0.0,0.0,0.0,0.2953981132745379
96,0.25,0.25,0.25,0.0,0.75,3.8000000000000003,1.75,0.0,0.0,0.5,0.15151969140467295
97,0.0,0.5,0.75,1.5,0.5,4.4,0.25,0.25,0.0,0.0,0.04384864353421876
98,0.5,0.5,0.25,0.25,0.0,4.6,0.5,0.0,1.25,0.25,0.06936542129801443
99,0.0,0.25,0.0,0.75,0.0,4.6,1.0,0.5,0.0,0.0,0.1192768580525353
100,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.5,0.0,0.0,0.04717917314456567
101,0.75,0.5,0.0,0.25,0.5,3.6,0.0,0.75,0.0,0.5,0.07513108108200406
102,0.75,0.5,0.75,0.0,0.0,1.0,0.0,0.25,0.25,0.75,0.012997885077232811
103,0.25,0.0,0.0,0.25,0.5,2.8,0.5,0.25,1.0,1.0,0.19093713412916935
104,0.0,0.25,0.0,0.0,1.0,3.2,0.5,0.5,0.25,0.5,0.0974497298922985
105,0.25,0.25,0.25,0.25,0.75,3.2,0.0,0.75,0.0,0.75,0.04196619559259569
106,0.0,1.0,0.5,1.25,0.0,4.2,0.5,0.25,0.0,0.5,0.08952452795063352
107,0.0,0.5,0.75,0.0,0.75,3.0,0.0,1.0,0.5,0.5,0.0007295427317808309
108,0.0,1.25,0.25,0.75,0.0,3.4000000000000004,0.0,0.75,0.25,0.75,0.03997486868990118
109,1.25,0.25,0.25,0.0,0.25,1.2,0.0,0.0,0.0,1.75,0.007355261704778429
110,0.0,0.0,0.25,0.0,0.25,1.4,0.0,1.5,0.0,1.0,0.0004188434100661473
111,0.25,0.0,0.5,0.5,1.0,2.6,0.0,0.25,0.25,1.25,0.04182117206777654
112,0.25,1.25,0.0,0.25,0.0,2.4000000000000004,0.5,0.5,0.0,1.0,0.17143492357643883
113,0.25,1.0,0.0,0.75,0.0,1.4,0.0,1.0,0.5,0.0,0.04124105208859907
114,0.75,0.75,0.0,0.0,0.5,1.8,0.25,0.0,1.0,0.5,0.5962826025317186
115,0.0,0.0,0.0,0.25,0.75,4.2,0.25,1.25,0.25,0.75,0.016521935343799428
116,0.0,0.5,2.0,0.0,0.0,2.8,0.25,0.5,0.0,0.0,0.0001357471192942543
117,0.5,0.5,0.75,1.5,0.25,2.4000000000000004,0.0,0.0,0.25,0.25,0.035287887498724704
118,1.0,0.0,0.25,0.0,0.75,3.4000000000000004,0.75,0.5,0.25,0.0,0.011077355875133076
119,0.0,0.0,1.0,2.25,0.0,4.6,0.0,0.25,0.25,0.0,0.008307499875684285
