,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.0,1.0,0.75,0.0,0.25,2.8,0.0,1.5,0.25,0.0,0.002151450269396467
1,1.25,0.0,0.25,0.5,0.25,1.8,0.25,0.0,1.0,0.0,0.014973614925452633
2,0.25,0.0,0.25,0.25,0.0,4.800000000000001,0.0,1.75,0.25,0.0,0.0024126391082735983
3,0.75,0.0,0.0,0.0,0.0,3.4000000000000004,1.0,0.0,0.25,0.0,0.10921124673567037
4,0.0,0.0,1.5,0.25,0.0,2.6,0.5,0.0,0.5,0.0,0.0014115332966029644
5,0.25,0.0,0.25,1.25,0.25,2.4000000000000004,0.25,0.75,0.0,0.0,0.03886340249688802
6,0.0,0.25,0.5,1.0,0.0,3.0,0.0,0.0,0.5,1.5,0.03241836189364157
7,1.25,0.25,0.5,0.25,0.5,3.8000000000000003,0.0,0.25,0.0,0.75,0.01002699074251442
8,1.0,0.25,0.75,0.0,0.0,3.8000000000000003,0.25,1.0,0.5,0.25,0.0005673031262195435
9,0.0,0.5,0.5,1.0,0.0,4.0,0.0,0.5,0.0,0.75,0.011919766342835413
10,1.0,0.0,1.75,0.5,0.0,3.8000000000000003,0.5,0.0,0.0,0.0,0.003561262561560083
11,0.0,0.75,0.75,0.0,0.0,2.4000000000000004,0.25,1.0,0.25,0.0,0.0011507641650065608
12,0.25,0.25,0.0,1.5,0.25,4.4,0.0,0.0,0.75,0.75,0.6702403864877778
13,0.0,0.25,0.0,0.25,0.0,3.0,0.0,0.25,1.0,0.25,0.19974273663123154
14,0.75,0.5,0.25,0.25,1.25,2.0,0.0,0.25,0.0,0.5,0.07332232640800955
15,0.0,1.0,0.25,0.0,0.25,2.2,0.0,0.75,0.75,0.25,0.03696740131577835
16,0.0,0.5,0.0,0.0,0.75,2.2,0.0,0.5,0.0,1.5,0.09882418396340995
17,0.25,0.5,0.75,1.25,0.0,4.4,0.25,0.25,0.25,0.5,0.030784397607543867
18,0.25,0.5,0.5,0.0,0.0,3.0,1.5,0.75,0.25,0.0,0.00446275035751139
19,0.0,0.75,0.0,0.25,0.0,1.8,0.5,2.5,0.0,0.0,0.0004326624579147876
20,0.0,0.0,0.75,0.0,0.0,2.0,0.0,0.75,1.5,0.5,0.0007669071754918811
21,0.75,1.5,0.0,1.0,0.0,3.6,0.0,0.5,0.0,0.25,0.03638039857513617
22,0.5,0.5,1.75,0.0,0.0,3.8000000000000003,0.75,0.0,0.25,0.0,0.004065474649793014
23,0.0,1.25,0.25,0.25,0.0,3.0,0.75,0.25,0.5,0.5,0.1974697963406312
24,0.25,0.5,0.75,0.25,0.25,3.4000000000000004,0.5,0.25,0.0,1.0,0.03963383681590544
25,0.0,0.0,1.0,0.0,0.0,3.6,0.0,0.5,1.25,0.75,0.0023516460263842795
26,0.5,0.0,1.0,0.0,0.25,4.6,0.5,1.25,0.0,0.0,0.00033449775228466767
27,0.75,0.25,0.0,0.0,1.5,1.2,0.0,0.25,0.5,0.5,0.07500844040018295
28,0.5,0.0,0.0,0.5,0.5,4.6,0.25,1.0,0.75,0.0,0.08144069264001536
29,0.5,0.5,0.5,0.0,0.0,1.4,0.5,0.75,1.25,0.0,0.0009062951345496324
30,0.0,0.0,0.0,0.75,0.0,2.0,0.0,1.5,1.0,0.0,0.0002946643941266077
31,0.5,0.75,0.0,0.0,0.5,1.0,1.0,0.0,0.25,0.5,0.3406866109575428
32,0.5,0.0,0.5,0.0,0.75,2.0,0.5,0.0,1.0,0.25,0.013413673996726098
33,0.0,0.75,0.5,0.0,1.5,2.4000000000000004,1.0,0.25,0.0,0.0,0.04578154299464025
34,0.0,0.25,0.0,1.25,0.0,4.2,0.0,0.75,0.25,1.0,0.10383123702065297
35,0.25,0.5,0.0,1.25,0.0,2.8,0.0,0.0,0.0,0.5,2.513152326208833
36,0.5,0.25,0.5,1.5,0.25,1.0,0.25,0.75,0.0,0.0,0.011263727505317489
37,0.0,0.25,0.0,0.0,0.75,2.2,0.5,1.0,1.0,0.25,0.013192577637513829
38,0.25,1.75,0.25,0.0,0.25,2.6,0.25,0.0,0.75,0.5,0.1890396616922257
39,0.75,0.0,0.25,0.0,0.25,1.2,0.5,0.0,0.0,1.0,0.029119575341528613
40,0.0,0.75,0.75,0.0,0.25,1.8,0.5,0.0,0.75,0.5,0.03961757119129011
41,0.0,0.5,0.75,0.25,0.25,1.8,1.75,0.25,0.25,0.0,0.0015099642462616334
42,0.0,1.25,0.5,0.5,0.0,2.6,1.0,0.0,0.0,0.0,0.06652189244841694
43,0.0,0.0,0.75,0.0,0.25,2.2,0.0,1.0,1.25,0.5,9.279287545393061e-05
44,0.0,0.25,0.0,1.25,0.0,4.2,0.0,0.25,0.75,0.75,0.29349725687385547
45,0.0,0.75,0.5,1.25,0.5,4.4,0.25,0.5,0.25,0.25,0.02468497754932423
46,0.0,0.0,0.75,0.75,0.0,4.0,0.0,0.0,0.75,1.5,0.009369298031505607
47,0.0,0.0,0.0,0.5,1.75,3.4000000000000004,0.25,0.0,0.75,0.5,0.27365261577912053
48,0.5,0.25,0.25,0.25,0.0,3.6,0.25,0.25,0.5,0.5,0.08109855624252221
49,0.75,1.25,0.0,0.25,0.0,2.4000000000000004,0.0,0.25,0.5,0.5,0.11199811453987316
50,0.5,0.0,0.0,0.5,0.5,1.2,0.25,1.0,0.75,0.0,0.023026016544225533
51,0.25,0.5,0.25,1.0,1.0,3.4000000000000004,0.5,0.5,0.0,0.25,0.058972778889476704
52,0.25,0.5,0.75,0.75,0.0,2.2,0.75,0.0,0.0,0.5,0.028705787694214623
53,0.0,0.5,0.0,0.75,0.0,4.0,0.75,1.0,0.25,1.0,0.03626122584851532
54,0.25,0.0,0.25,0.75,0.5,3.8000000000000003,0.25,0.0,0.5,0.0,0.30780549505321253
55,0.75,1.25,0.5,0.0,0.25,2.8,0.0,0.5,0.25,0.0,0.014444887809177664
56,0.0,1.0,0.0,0.75,0.5,2.8,0.0,0.0,0.75,0.75,2.167505801278326
57,0.75,0.25,0.0,0.5,0.5,2.2,0.75,0.25,0.75,0.0,0.10886457790896605
58,0.25,0.5,0.25,0.25,0.25,4.4,0.5,0.0,0.25,0.25,0.7757606515792741
59,1.5,0.0,0.0,0.25,1.5,3.4000000000000004,0.0,0.5,0.0,0.25,0.004262011680890912
60,0.0,2.0,0.25,0.0,0.5,3.2,0.25,0.5,0.0,0.0,0.047262944224678305
61,0.0,0.75,0.25,0.75,0.5,2.0,0.5,0.0,1.0,0.0,0.22788800133089845
62,1.25,0.0,0.0,0.0,1.0,4.0,0.25,0.25,0.25,0.0,0.02082831047313738
63,0.0,1.0,0.25,0.0,0.0,1.2,0.5,0.75,0.25,0.75,0.024406426562044253
64,0.25,0.0,0.0,0.0,0.25,3.2,0.0,0.0,1.5,0.0,0.06921743127882125
65,0.0,1.0,0.0,0.75,0.0,2.2,0.0,0.0,0.5,0.5,2.253630539180343
66,2.5,0.0,0.0,0.25,0.0,2.6,0.0,0.25,0.25,0.5,0.00024080855855459737
67,0.0,1.0,0.5,0.25,0.0,3.4000000000000004,0.0,0.25,0.0,0.75,0.08243600778129996
68,1.0,0.25,0.25,0.0,0.0,3.2,0.0,1.0,0.0,0.25,0.004428040845933577
69,1.5,0.0,0.25,0.0,1.5,3.6,0.0,0.25,0.0,0.0,0.0024174500977755396
70,0.25,0.5,0.0,0.5,0.25,2.2,1.75,0.0,0.25,0.0,0.46266465146884483
71,0.0,1.0,0.25,0.75,0.0,4.2,0.5,0.0,0.5,0.5,0.6895814746860272
72,0.5,1.75,0.0,0.25,0.5,1.6,0.0,0.0,1.0,0.0,0.13261939440399126
