,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.0,0.5,0.0,0.0,1.25,1.2,0.5,0.5,0.0,1.0,0.05234687502698204
1,0.0,1.25,1.0,0.25,0.5,3.8000000000000003,0.25,0.5,0.0,0.0,0.008247867432815456
2,0.5,1.0,0.25,0.0,0.25,3.4000000000000004,0.25,0.0,0.0,1.5,0.2298773855361683
3,0.0,0.0,0.0,0.75,0.0,3.4000000000000004,0.75,1.5,0.25,0.25,0.0009169484558945688
4,0.75,0.25,0.0,0.0,1.75,1.6,0.25,0.0,0.0,0.5,0.14769361268918968
5,0.25,0.25,1.0,0.25,1.5,2.0,0.0,0.5,0.0,0.0,0.003324197203799418
6,0.0,0.0,1.0,0.0,0.0,4.0,0.75,0.25,1.25,0.25,0.0017859147692034431
7,0.0,0.75,0.0,0.25,0.75,2.6,0.25,0.25,0.0,0.25,1.8995085243216907
8,0.0,1.0,0.0,0.0,0.0,3.2,1.0,0.0,0.0,1.75,2.474204165780881
9,0.25,1.0,0.0,0.0,0.25,3.0,0.25,2.0,0.0,0.0,0.5455961099767167
10,0.0,0.0,1.25,0.5,0.5,3.2,0.5,0.25,0.25,0.5,0.018254154814644614
11,0.0,0.25,0.0,0.0,0.5,2.4000000000000004,0.75,0.5,0.75,0.5,0.06254358607259218
12,0.25,0.0,0.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,0.322414393281136
13,0.0,0.75,0.5,0.5,0.0,4.800000000000001,0.0,1.5,0.0,0.25,0.00042725401857786506
14,0.5,1.25,0.5,0.0,0.5,1.4,0.0,0.25,0.25,0.5,0.050635902144954816
15,0.25,0.25,0.0,1.25,0.25,2.6,0.0,0.75,0.0,0.75,0.1882526492299178
16,0.0,0.0,0.5,0.75,0.25,3.2,0.25,0.75,0.25,0.5,0.008460726610167767
17,0.0,0.75,1.25,0.5,0.0,3.0,0.5,0.0,0.25,0.5,0.01872505989756015
18,0.0,0.25,0.25,1.0,0.0,2.2,1.25,0.25,0.0,0.5,0.13155571658713944
19,0.25,0.5,0.25,0.0,0.75,1.2,0.25,0.0,0.25,0.75,0.3352755608629508
20,1.25,0.5,0.0,0.5,1.0,3.4000000000000004,0.0,0.0,0.0,0.5,0.02229904974348258
21,0.0,0.0,0.5,0.5,0.0,1.2,2.25,0.0,0.25,0.0,0.0014780649737330949
22,0.0,0.25,0.5,0.5,0.0,3.8000000000000003,1.5,0.0,0.0,0.25,0.02966590059913668
23,0.5,1.0,0.0,0.25,0.0,4.4,0.0,1.0,0.0,0.5,0.025590042039296636
24,0.25,0.5,0.75,0.0,0.5,1.8,0.75,0.0,0.5,0.0,0.1025753984667035
25,1.25,0.0,0.25,1.0,0.0,3.8000000000000003,0.75,0.0,0.5,0.25,0.008443473915362893
26,0.0,0.25,0.25,1.0,0.75,4.2,0.75,0.25,0.0,0.0,0.40139292310171437
27,0.5,0.0,0.75,0.25,1.0,1.0,0.0,0.5,0.75,0.25,0.004860983334387635
28,0.25,1.25,0.0,0.0,0.0,1.4,2.25,0.0,0.0,0.25,0.20944782002687015
29,0.0,0.75,1.0,0.0,0.0,2.0,0.5,0.25,0.0,0.25,0.028181146494562506
30,0.25,0.25,0.0,1.25,0.0,3.6,0.0,1.0,0.0,0.75,0.07196672924842147
31,0.0,0.0,1.0,0.75,0.5,1.0,0.5,0.5,0.0,0.0,0.0062262125404750545
32,0.25,0.25,0.0,0.25,0.0,2.6,1.0,0.75,1.25,0.0,0.00697262395420231
33,0.25,0.25,0.25,1.0,0.0,4.4,0.0,0.5,0.5,0.75,0.03677404625965385
34,0.5,0.75,0.25,0.25,0.0,4.6,0.25,0.0,1.0,0.25,0.09965323085676372
35,0.0,0.5,0.25,0.0,2.75,3.2,0.25,0.0,0.0,0.25,0.25581994365772887
36,0.25,0.0,0.0,0.75,0.5,4.0,0.75,0.0,0.0,0.75,3.028931421464307
37,0.0,1.75,0.0,0.25,0.0,3.6,0.5,0.0,0.0,1.0,6.1446237376689865
38,0.0,0.0,0.0,1.0,1.0,1.6,0.25,0.5,0.25,0.75,0.0748896051737716
39,0.0,0.0,0.5,0.25,0.5,2.0,0.0,1.75,0.5,0.0,9.804590134001997e-05
40,1.75,0.25,0.0,0.25,0.0,4.0,0.0,0.25,0.25,0.5,0.02349758634313846
41,0.5,0.75,0.5,0.25,0.0,2.0,1.0,0.0,0.25,0.75,0.0368579078415622
42,0.25,0.25,0.25,0.5,0.5,3.4000000000000004,0.25,0.5,0.25,0.25,0.07424333078343942
43,0.0,1.25,1.5,0.25,0.25,4.2,0.5,0.0,0.0,0.0,0.006321120136937803
44,0.5,0.25,0.5,0.25,0.5,3.0,0.5,0.0,0.5,0.75,0.06278081662388518
45,0.0,0.5,0.0,1.5,0.5,2.0,0.75,0.0,0.5,0.0,1.6395397440796524
46,0.5,0.5,0.0,0.5,0.25,4.6,1.75,0.0,0.0,0.0,0.21874529724451575
47,0.5,0.75,1.75,0.25,0.0,2.4000000000000004,0.0,0.0,0.0,0.25,0.007233102614524557
48,0.25,0.25,0.25,1.0,0.0,4.2,0.0,0.25,1.0,0.25,0.05133346441244407
49,0.0,0.0,0.0,0.5,1.0,2.8,0.25,1.0,0.25,0.5,0.035331541854387125
50,0.0,0.0,0.0,0.0,0.75,1.2,0.25,0.5,1.0,0.25,0.0812511911668114
51,0.0,1.25,0.5,1.0,0.75,1.4,0.0,0.0,0.0,0.25,0.16367683150704582
52,0.75,1.25,0.0,0.25,0.0,1.0,0.5,0.0,0.0,0.5,0.08692337451344986
53,0.0,0.25,0.25,0.0,0.0,4.800000000000001,0.75,0.25,0.0,1.0,0.22481954403713425
54,0.0,0.25,0.0,0.0,1.0,1.2,0.0,0.25,1.0,1.0,0.11290697538368641
55,0.75,1.5,0.0,0.5,0.5,2.2,0.0,0.5,0.25,0.0,0.05338732328913781
56,0.0,0.25,0.0,0.25,0.0,1.2,0.0,2.25,0.0,0.0,0.006480800906214187
57,1.0,0.0,1.0,0.5,0.0,2.6,0.25,0.0,0.5,0.5,0.011157610018802852
58,0.25,0.75,0.0,0.25,0.75,4.0,0.0,0.5,0.0,1.0,0.14869621614494333
59,0.0,0.5,0.0,0.0,0.25,3.4000000000000004,0.75,0.25,0.75,0.75,0.4397985026400193
60,0.5,0.0,0.0,2.0,0.0,3.0,0.25,0.25,0.0,0.0,0.0887500335061269
61,0.75,0.0,0.0,0.25,0.75,4.800000000000001,0.0,0.75,0.0,0.75,0.026160156047436035
62,0.0,0.0,0.0,0.5,0.5,3.6,0.5,1.0,1.5,0.0,0.0026517760865331207
63,0.25,0.0,0.75,0.0,1.75,3.8000000000000003,0.25,0.0,0.0,0.0,0.009252691334035643
64,0.0,0.0,0.5,0.75,1.25,1.4,0.25,0.25,0.25,0.5,0.03127163374067114
65,0.5,0.25,0.0,0.0,0.0,2.2,0.25,0.0,1.25,0.5,0.1684120697093279
66,1.0,0.0,0.0,0.25,1.0,2.2,1.0,0.0,0.25,0.0,0.03379778208550357
67,0.5,0.0,1.0,2.0,0.0,1.6,0.0,0.0,0.25,0.5,0.007125436588776103
68,1.0,1.25,0.75,0.0,0.25,1.2,0.5,0.25,0.0,0.0,0.007010472296658293
69,0.0,0.0,1.5,0.0,0.25,1.0,0.25,1.25,0.75,0.0,3.0045812688153684e-07
70,0.5,0.5,0.5,0.0,0.0,3.8000000000000003,0.5,1.5,0.0,0.0,0.002560087487987895
71,1.0,0.0,0.0,1.5,0.25,1.8,0.25,0.0,0.5,0.5,0.12489800257247012
72,1.0,0.0,0.0,0.0,0.5,3.8000000000000003,0.25,0.0,0.5,1.0,0.16269027289798327
73,0.0,0.25,1.5,0.25,0.25,3.2,0.25,0.25,0.25,0.75,0.0028450249461238752
74,0.5,0.25,0.0,0.0,0.5,4.0,1.25,0.5,0.25,0.25,0.045872894635798724
75,0.0,0.5,0.75,0.75,0.0,4.0,0.25,1.0,0.25,0.0,0.0013687347063092452
76,0.0,2.0,0.25,0.25,0.0,4.2,0.0,0.0,0.75,0.25,0.22478706810586863
77,0.75,0.0,0.5,0.75,0.0,2.2,1.25,0.5,0.0,0.0,0.06068817716871413
78,0.0,2.0,0.0,0.25,0.25,2.2,1.5,0.0,0.25,0.0,1.2132754502461045
79,1.0,0.0,0.0,0.5,0.75,4.800000000000001,0.0,0.25,0.5,0.25,0.03403267946898343
80,1.0,1.0,0.25,0.0,0.0,2.8,0.75,0.5,0.0,0.0,0.019501460841669677
81,0.25,0.0,0.75,0.0,1.0,3.8000000000000003,1.5,0.0,0.0,0.0,0.004096758577326843
82,0.25,1.0,0.0,0.25,0.75,1.8,0.75,0.0,0.0,0.75,2.4566915186940106
83,0.25,0.0,0.25,0.25,0.0,2.0,1.0,0.25,0.0,0.0,0.0787675666798337
84,0.0,0.25,0.0,1.25,0.25,2.4000000000000004,0.75,0.0,0.25,0.5,2.4231995208060217
85,0.0,1.5,0.0,0.75,0.25,2.0,0.25,0.25,0.0,0.25,1.5943041714585087
86,0.5,0.0,0.25,0.0,0.75,4.6,1.75,0.0,0.0,0.0,0.05161668713605121
87,0.0,0.0,0.25,1.5,0.0,1.8,0.75,0.25,1.25,0.0,0.019664904879871863
88,0.75,2.0,0.25,0.0,0.0,2.4000000000000004,0.0,0.5,0.5,0.0,0.0074742439272605715
89,0.25,0.5,0.75,0.0,1.25,2.8,0.0,0.25,0.5,0.0,0.021048989142226207
90,0.25,0.25,0.0,0.0,0.25,3.6,0.25,0.0,1.75,0.25,0.08924563022441936
91,0.75,0.5,1.25,0.75,0.0,4.800000000000001,0.0,0.0,0.0,0.5,0.028171599312110253
92,0.0,0.0,1.25,0.0,0.0,1.4,1.25,0.25,0.25,0.25,0.0014929064303869624
93,0.75,0.75,1.25,0.25,0.0,3.0,0.25,0.5,0.0,0.25,0.0010984678281976577
94,1.0,0.5,0.0,0.5,0.25,3.6,0.25,0.0,0.25,1.25,0.1134098925152261
95,0.25,0.0,0.0,1.0,0.0,2.2,0.0,1.5,0.25,0.0,0.002220017259573402
96,0.0,0.0,0.0,0.5,0.0,1.8,1.75,0.25,0.0,1.0,0.17894912958289488
97,0.25,0.0,0.25,0.0,0.75,3.6,0.5,0.0,2.0,0.25,0.009184507807590218
98,0.0,0.25,0.5,0.0,1.0,1.6,0.5,0.5,0.5,0.0,0.010860934817945228
99,0.0,0.5,0.0,0.0,0.0,1.2,0.75,0.5,0.75,1.25,0.029312731547260728
100,0.25,0.25,0.5,0.25,0.5,1.8,0.0,0.75,0.5,0.0,0.007955023607357305
101,0.0,1.5,0.75,0.0,0.25,2.6,0.25,0.25,0.25,0.5,0.019574491624745054
102,0.75,0.0,0.25,0.0,0.25,2.4000000000000004,0.0,0.0,0.5,1.5,0.04200934543841126
103,0.5,0.0,0.5,0.25,1.25,2.8,0.0,0.25,0.5,0.0,0.07690712972220166
104,0.5,0.0,0.5,0.5,0.0,4.4,0.0,0.0,0.0,2.25,0.028165254686051997
105,0.0,0.25,0.0,0.25,1.0,4.2,1.75,0.25,0.25,0.25,0.41947167562087095
106,0.5,0.25,0.25,0.0,1.0,2.4000000000000004,1.5,0.0,0.5,0.0,0.041808663057883486
107,0.25,0.75,0.75,0.75,0.75,2.0,0.25,0.0,0.0,0.5,0.04662349981404773
108,0.0,0.0,1.75,0.75,0.0,2.2,1.5,0.0,0.0,0.25,3.220312473105097e-05
109,0.5,0.0,1.0,0.25,0.5,2.4000000000000004,0.75,0.25,0.0,0.0,0.045929725046371654
110,0.25,0.25,0.0,0.25,1.0,1.6,1.0,0.25,0.25,0.5,0.25264373456720635
111,0.0,0.5,0.5,2.25,0.0,2.4000000000000004,0.25,0.25,0.25,0.0,0.034311347314016506
112,0.5,0.5,0.5,0.0,1.0,4.6,0.0,0.0,0.5,0.5,0.042535267401446336
113,0.5,0.25,0.25,0.75,0.25,1.0,0.5,0.5,0.25,0.25,0.04087347264745195
114,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,2.5,1.0,0.0,0.25,0.0034249050973851193
115,1.25,0.5,0.0,0.25,0.5,1.0,0.5,0.0,0.5,0.0,0.10840347175617857
116,0.5,0.25,0.0,1.0,0.75,4.4,0.5,0.25,0.25,0.0,0.3301015859119016
117,0.0,0.0,0.0,0.0,2.0,2.4000000000000004,0.25,0.0,0.0,0.75,0.7031906733812429
118,1.25,0.25,0.5,0.75,0.0,1.2,0.5,0.0,0.0,0.25,0.031199464793398947
119,0.25,0.25,0.0,1.75,0.0,3.2,0.0,0.25,0.25,0.0,0.3925558135321805
120,0.25,0.0,0.0,0.25,0.25,3.6,1.25,0.0,1.5,0.0,0.04883592982092998
121,0.75,1.25,0.0,0.0,0.25,2.0,0.0,0.5,0.0,0.25,0.07008418226755503
122,0.0,0.0,0.25,0.25,0.25,4.800000000000001,0.25,0.25,0.0,2.5,0.18319565396820123
123,0.75,0.0,0.0,2.0,0.5,4.800000000000001,0.0,0.0,0.25,0.0,0.06037179283139782
124,0.25,0.5,0.5,0.0,0.0,2.8,0.75,0.5,0.0,1.0,0.03747834560755428
125,0.0,0.75,0.5,1.0,0.25,1.4,0.0,1.0,0.25,0.25,0.004895773643129184
126,0.0,0.25,0.5,0.75,0.0,2.0,1.5,0.25,0.5,0.0,0.006218589605447737
127,0.75,1.0,0.75,0.0,0.5,4.2,0.0,0.25,0.0,0.5,0.06799596558815771
128,0.5,0.25,0.75,0.25,0.25,1.8,0.25,1.0,0.25,0.25,0.005067958714478494
129,0.75,0.0,1.0,0.0,0.75,2.4000000000000004,0.5,0.0,0.25,0.0,0.01686768017830542
130,0.0,0.75,0.0,0.0,0.25,2.4000000000000004,1.0,1.0,0.0,0.0,0.021781702023096684
131,0.5,0.5,0.0,0.5,0.0,4.6,0.25,0.75,0.5,0.0,0.14133503339479542
132,0.0,0.0,1.0,0.0,0.25,1.6,0.0,0.0,0.25,2.0,0.008087113932186328
133,0.75,0.75,1.0,0.0,0.0,3.4000000000000004,0.0,0.0,0.5,1.0,0.02073511668526669
134,0.5,0.0,1.5,0.0,0.0,1.0,0.0,1.0,0.0,0.5,-1.3540898979815096e-06
135,0.5,0.25,0.0,0.0,1.25,4.0,0.75,0.75,0.0,0.25,0.038098347619881054
136,0.5,1.0,0.25,0.0,1.25,1.0,0.0,0.0,0.0,0.5,0.12588802791849873
137,0.25,0.0,0.25,0.0,1.25,4.800000000000001,0.5,0.25,0.75,0.5,0.05028425948463733
138,1.0,0.0,1.0,0.0,0.75,3.8000000000000003,0.0,0.0,0.25,0.0,0.028122856651884735
139,0.0,0.25,0.0,0.25,0.25,4.6,0.0,0.5,1.25,0.25,0.039229109754283634
140,0.0,1.0,0.0,0.5,0.5,3.6,0.25,0.5,1.0,0.0,0.07670749298178711
141,0.0,1.75,1.5,0.0,0.0,1.4,0.0,0.0,0.75,0.0,0.0007990695872183582
142,0.25,1.25,0.0,0.0,0.75,2.4000000000000004,0.0,0.25,0.25,0.0,0.8496664451085925
143,0.0,1.0,0.25,0.0,1.0,4.0,0.0,1.0,0.0,0.5,0.010512772221586194
144,0.0,0.5,0.0,0.5,0.75,4.800000000000001,0.25,0.25,1.0,0.0,0.32741817206340507
145,1.0,0.75,1.0,0.0,0.0,3.6,0.25,0.25,0.5,0.0,0.008017059356097261
146,0.5,0.0,0.0,0.75,0.75,3.6,0.25,0.0,0.75,0.5,0.35267183004069674
147,0.75,0.25,0.0,0.0,0.5,3.6,0.75,0.5,0.75,0.5,0.019042504431401035
148,0.75,0.0,0.25,0.0,0.5,3.4000000000000004,0.25,1.5,0.5,0.0,0.0002328482767513492
149,1.25,0.0,0.0,0.0,0.0,3.4000000000000004,0.75,0.5,1.0,0.5,0.0014438799800484071
150,0.25,0.5,1.25,0.0,0.5,1.8,0.5,0.5,0.25,0.0,0.004609741873750192
