,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.0,0.25,0.25,0.0,0.5,2.6,0.5,0.5,0.5,0.0,0.043414336190901036
1,0.75,0.0,1.0,0.0,0.5,1.4,0.0,0.0,0.0,0.25,0.015312939100896228
2,0.25,0.25,1.0,0.25,0.0,1.8,0.25,1.5,0.0,0.25,0.0021515126318272164
3,2.0,0.0,1.0,0.0,0.0,2.8,0.0,0.0,0.0,0.25,4.7849145525649435e-05
4,0.25,0.0,0.25,0.0,1.5,3.0,0.0,0.25,0.75,0.0,0.032721029657746814
5,0.0,0.0,0.25,0.0,0.0,4.2,1.25,0.25,0.75,0.5,0.07560902037093599
6,0.0,0.5,0.25,0.5,0.5,4.2,0.75,0.0,0.25,0.0,1.2661286111981231
7,0.0,0.0,0.0,2.5,0.5,2.2,0.5,0.25,0.0,0.0,0.39437825178752894
8,0.0,0.25,0.25,2.0,0.75,4.4,0.25,0.25,0.0,0.0,0.37767326767165943
9,0.75,0.0,1.0,0.0,0.25,2.0,0.0,0.75,0.75,0.0,0.00046390107176515823
10,0.25,1.5,0.5,0.5,0.5,2.8,0.0,0.25,0.0,0.25,0.06644889999487744
11,1.5,0.25,0.0,1.0,0.0,3.2,1.25,0.0,0.0,0.0,0.0016816927828704714
12,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.5,2.0,0.0,0.004116097869518696
13,0.0,0.25,0.0,0.0,0.0,1.0,0.0,2.0,0.75,0.25,0.0047296223715266004
14,0.0,0.0,0.0,2.75,0.0,2.6,0.25,0.0,0.5,0.0,0.4402312317763683
15,0.75,0.25,0.75,0.75,0.0,2.6,0.5,0.0,0.75,0.0,0.011867785970873988
16,0.0,0.0,0.25,0.25,0.75,1.2,0.25,0.25,0.75,0.25,0.0876740810738852
17,0.0,0.75,0.0,0.0,0.75,2.4000000000000004,0.5,0.0,2.0,0.0,0.08777362390194386
18,0.5,0.5,0.25,0.25,0.0,1.4,0.0,0.25,0.75,1.0,0.043392485686741346
19,0.0,0.25,0.75,1.0,0.0,2.8,0.25,0.0,0.0,0.25,0.06386228753800688
20,1.25,0.25,0.25,0.75,0.0,4.6,0.0,0.5,0.0,0.0,0.008357727487005927
21,0.0,0.0,0.5,0.75,0.0,3.4000000000000004,0.0,2.75,0.25,0.0,3.1445705556632203e-07
22,0.0,1.75,0.0,0.25,0.0,4.800000000000001,0.25,0.0,0.75,0.75,1.0210907395619488
23,0.25,1.25,0.25,1.0,0.75,3.0,0.0,0.0,0.0,0.25,1.28943239251788
24,2.25,0.25,0.0,0.0,0.25,4.2,0.0,1.25,0.25,0.0,6.230027747843676e-05
25,0.0,0.25,1.75,0.5,0.0,1.6,0.25,0.5,0.25,0.0,6.4398067171392e-05
26,0.5,0.0,0.5,0.25,0.25,1.6,0.0,0.25,0.5,1.0,0.05403255330075786
27,0.5,0.25,0.5,0.0,0.25,2.0,0.5,0.25,1.0,0.25,0.016190860530420105
28,0.5,0.0,1.25,1.0,0.0,3.4000000000000004,0.0,0.0,0.0,0.75,0.005537124239866506
29,0.5,0.0,0.25,1.25,0.25,2.0,0.25,0.0,0.0,0.0,0.09997872083877728
30,0.25,1.25,0.0,0.5,0.5,4.4,0.0,0.75,0.25,0.0,0.1533982793663128
31,0.75,1.25,0.0,0.25,1.0,1.4,0.0,0.0,0.25,0.0,0.1376072055837865
32,0.0,0.5,0.25,0.5,0.25,4.2,0.5,0.25,1.0,0.0,0.12911928222561445
33,0.0,0.0,0.0,0.5,0.75,3.6,0.25,0.5,1.25,0.5,0.034103436953387634
34,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.5,0.2856601613748804
35,0.75,0.25,0.0,0.5,0.0,4.4,0.25,0.25,0.25,1.5,0.112921742359778
36,0.0,0.75,1.5,0.25,0.0,1.6,0.25,0.0,0.25,0.25,0.00319005658897071
37,1.0,0.0,0.0,0.0,0.25,4.0,0.0,1.0,0.25,0.25,0.007282344359388701
38,0.25,0.0,0.75,0.25,1.25,3.6,0.0,0.0,1.5,0.0,0.0013931317724008548
39,0.0,0.0,0.0,0.5,0.25,4.800000000000001,0.25,1.25,0.0,0.75,0.007854368093813178
40,0.0,1.5,0.25,1.0,0.0,4.4,0.0,0.0,0.5,0.0,0.6165183594634388
41,0.0,0.25,0.25,0.25,0.5,3.2,0.0,1.5,0.25,0.75,0.0010948033476482345
42,0.0,0.0,0.75,0.25,0.25,3.6,0.0,0.0,0.25,0.75,0.039387904404231525
