,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0,0.0,0.0,1.5,0.0,0.0,4.4,0.0,1.0,0.75,0.0,4.023267256628298e-06
1,0.0,0.25,0.0,0.0,0.5,1.6,1.5,1.0,0.0,0.5,0.013798278881857882
2,0.25,0.0,0.0,1.0,0.0,2.8,1.0,0.5,0.5,0.75,0.056107352579498726
3,1.0,0.25,0.75,0.0,0.5,4.0,0.5,0.25,0.0,0.0,0.022774982632956717
4,0.25,0.0,0.75,0.0,0.0,3.2,1.5,0.0,0.25,0.25,0.007889056402447008
5,0.0,0.0,0.5,0.5,0.25,3.8000000000000003,0.25,1.25,0.0,1.0,0.000959520220956166
6,1.5,0.0,1.0,0.0,0.5,4.800000000000001,0.0,0.0,0.5,0.25,0.0013842593438369206
7,0.0,0.0,1.0,0.0,0.25,4.0,0.5,0.5,0.75,0.0,0.00718318744761524
8,0.75,0.75,0.0,0.75,0.5,4.4,0.0,0.0,0.0,0.75,0.1543803238437535
9,0.75,0.5,0.0,0.25,0.5,3.2,0.25,0.0,0.25,1.0,0.2830337203666069
10,0.25,0.0,0.5,0.25,0.0,3.8000000000000003,0.0,0.25,1.75,0.5,0.0025271995693077576
11,1.25,0.5,0.5,0.25,0.0,2.0,0.0,0.75,0.25,0.25,0.0014375693048107772
12,2.0,0.0,0.0,0.0,0.25,4.6,0.25,0.75,0.0,0.0,0.0009300567662427928
13,0.5,0.5,0.25,0.25,0.25,4.800000000000001,0.5,1.5,0.0,0.25,0.0012222840940015153
14,0.5,0.0,0.25,1.25,0.0,4.6,0.0,0.75,1.0,0.25,0.014385122915078225
15,0.0,0.0,0.75,0.5,0.75,3.8000000000000003,0.25,0.25,1.0,0.0,0.010623715928271459
16,0.0,0.5,0.75,0.0,1.0,4.6,0.25,0.25,0.0,0.0,0.045395001647171467
17,0.0,0.0,0.75,0.25,0.0,4.2,1.0,0.25,1.0,0.0,0.00710643540059783
18,0.5,0.0,0.25,1.5,0.25,4.0,0.25,0.0,0.0,0.0,0.15941427908287362
19,0.0,0.75,0.0,0.0,0.0,2.6,1.25,0.25,0.5,0.5,0.37512457058609117
20,2.0,0.0,0.0,0.0,0.0,2.4000000000000004,0.25,0.5,0.0,0.25,0.0012608772235268185
21,0.5,0.25,0.0,1.25,0.25,2.4000000000000004,0.5,0.0,0.25,0.25,0.4393790158416982
22,0.75,0.0,0.0,0.5,0.25,1.2,0.0,0.0,0.75,1.5,0.13324358172299025
23,0.0,1.0,0.5,0.0,1.25,2.6,0.5,0.25,0.0,0.0,0.15411087526183284
24,1.0,0.0,0.0,0.0,0.5,2.2,0.5,0.0,0.0,1.75,0.033371813662686274
25,0.0,1.25,0.75,0.0,0.0,2.2,0.75,0.0,0.0,0.75,0.014502019880510312
26,0.5,0.25,0.5,0.25,0.5,1.4,0.0,0.5,0.75,0.5,0.016257998995214434
27,0.75,0.0,0.5,0.25,0.5,3.6,0.0,1.5,0.5,0.0,0.0004883008979253012
28,0.0,0.0,0.5,0.25,0.25,1.2,0.75,1.25,0.0,0.5,0.000870664529770747
29,0.0,0.25,0.0,0.5,0.0,1.4,1.75,0.0,0.0,1.5,0.21574937323334756
30,0.25,0.0,0.0,1.25,0.25,2.0,0.75,0.0,0.25,0.75,0.791218687043538
31,0.0,0.0,2.0,0.0,0.75,3.8000000000000003,0.5,0.0,0.75,0.25,0.0002112526739545591
32,0.0,1.25,0.75,0.5,0.0,2.4000000000000004,0.5,0.0,0.25,0.5,0.03037603792781483
33,0.25,0.25,0.25,0.0,0.5,2.2,0.75,0.75,0.25,0.25,0.03969115178168374
34,2.0,0.25,0.0,0.0,0.75,1.8,0.0,0.0,1.0,0.0,0.0005064213280745915
35,0.25,0.0,0.75,0.5,0.0,2.0,0.25,1.25,0.0,0.0,0.003480549099198489
36,0.75,0.5,1.25,0.0,0.25,1.4,0.75,0.25,0.0,0.0,0.00398881968612848
37,0.5,0.5,0.0,0.25,0.0,1.4,0.75,0.25,0.25,1.5,0.1437717896077858
38,0.5,0.0,1.0,0.0,0.25,1.4,0.0,1.5,0.25,0.0,0.002045891987118112
39,1.5,1.25,0.0,0.25,0.75,1.0,0.25,0.0,0.0,0.0,0.010509690848223027
40,0.5,0.5,0.25,0.0,0.0,1.0,0.75,0.75,0.0,0.25,0.029166113120610418
41,0.25,0.25,1.25,0.0,0.75,1.8,0.25,0.25,0.5,0.25,0.03244733667516274
42,0.5,0.25,0.0,0.75,0.25,4.4,0.25,0.25,0.0,1.75,0.29524026394510355
43,0.0,0.75,0.25,0.25,0.0,1.8,1.25,0.75,0.0,0.5,0.02807827105608436
44,0.0,0.0,2.0,0.25,0.0,2.8,0.5,0.25,1.0,0.0,4.2818183463423485e-05
45,0.0,0.25,0.75,0.0,0.5,3.6,0.5,0.5,0.5,0.5,0.02133721156325335
46,1.25,1.5,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.25,0.013903348685562483
47,0.5,0.25,0.25,0.5,0.0,2.4000000000000004,0.25,1.5,0.25,0.25,0.0009257846496276981
48,0.5,0.0,0.25,0.75,0.0,4.2,1.5,0.25,0.25,0.0,0.037827244896277354
49,0.0,0.0,0.5,0.0,1.5,3.0,0.5,0.0,0.0,0.5,0.043740592895082656
50,0.0,0.25,0.0,0.0,0.25,4.2,1.25,0.0,1.25,0.0,0.13795955588926453
51,1.0,0.0,0.5,0.0,0.0,4.2,0.0,0.0,1.5,0.5,0.0006674997769809644
52,0.5,0.25,0.75,0.25,0.5,2.0,0.75,0.0,0.25,0.0,0.04124192894037451
53,0.25,0.25,0.25,0.0,0.0,4.800000000000001,0.0,0.25,1.5,1.0,0.03125883530653686
