,No Hypothesis
0,21.31449859301777
1,21.31449859301777
2,21.31449859301777
3,20.750457379144333
4,20.750457379144333
5,20.750457379144333
6,20.750457379144333
7,20.385144012813857
8,20.385144012813857
9,19.772424656920077
10,19.772424656920077
11,19.772424656920077
12,19.772424656920077
13,19.772424656920077
14,19.772424656920077
15,19.772424656920077
16,19.772424656920077
17,19.772424656920077
18,19.772424656920077
19,19.772424656920077
20,18.871620100427798
21,18.871620100427798
22,17.47858770592071
23,17.47858770592071
24,17.18284466748171
25,16.211590260324364
26,16.211590260324364
27,15.400974448032713
28,15.400974448032713
29,15.400974448032713
30,15.400974448032713
31,15.400974448032713
32,15.400974448032713
33,15.117065969395242
34,14.554785982751918
35,14.24942539055242
36,14.24942539055242
37,13.121482780051185
38,12.663813755882591
39,12.663813755882591
40,12.424742206138678
41,9.171815272607628
42,9.171815272607628
43,9.15312532612232
44,9.15312532612232
45,9.15312532612232
46,9.15312532612232
47,8.12584991307601
48,6.8887424466484966
49,5.692995069403857
50,5.619326865725302
51,5.619326865725302
52,5.619326865725302
53,5.619326865725302
54,5.619326865725302
55,5.619326865725302
56,5.619326865725302
57,5.619326865725302
58,5.619326865725302
59,5.619326865725302
60,5.619326865725302
61,5.619326865725302
62,5.285111743698039
63,3.8961918751002216
64,3.8961918751002216
65,3.8961918751002216
66,3.8961918751002216
67,3.8961918751002216
68,3.8961918751002216
69,3.6826669835705204
70,3.6826669835705204
71,3.6826669835705204
72,3.6826669835705204
73,3.6826669835705204
74,3.6826669835705204
75,3.1571852993558203
76,3.1571852993558203
77,3.1571852993558203
78,3.1571852993558203
79,3.1571852993558203
80,3.1571852993558203
81,3.1571852993558203
82,3.1571852993558203
83,3.1571852993558203
84,3.1571852993558203
85,3.1571852993558203
86,3.1571852993558203
87,3.1571852993558203
88,3.1571852993558203
89,3.1571852993558203
90,3.1571852993558203
91,3.1571852993558203
92,3.1571852993558203
93,3.1571852993558203
94,3.1571852993558203
95,3.1571852993558203
96,3.1571852993558203
97,3.1571852993558203
98,3.1571852993558203
99,3.1571852993558203
100,3.1571852993558203
101,3.1571852993558203
102,3.1571852993558203
103,3.1571852993558203
104,3.1571852993558203
