,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.5,0.25,0.25,0.5,0.0,2.4000000000000004,0.5,0.0,0.5,1.5,0.08722874934382747,Global
1,0.5,0.0,0.5,0.0,0.25,4.2,0.25,0.25,0.5,1.25,0.0293423054584467,Global
2,0.0,1.5,0.0,0.25,0.0,2.6,0.0,0.5,1.25,0.0,0.018891306138527176,Global
3,1.25,0.5,0.25,0.0,0.25,4.2,0.25,0.25,0.25,0.25,0.01645053691765078,Global
4,0.25,0.75,0.0,0.75,0.0,3.4000000000000004,0.25,0.75,0.25,0.0,0.19380207965391938,Global
5,0.5,0.75,0.0,0.0,0.0,2.2,3.5,0.0,0.0,0.0,0.055148930165908466,Global
6,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,2.75,0.024062039422523895,Global
7,0.0,0.0,0.5,0.0,3.0,4.4,0.0,0.0,0.75,0.0,0.0010773276663937803,Global
8,0.0,0.0,0.25,0.0,0.25,2.4000000000000004,0.5,2.75,0.25,0.25,2.3766065332079285e-06,Global
9,0.75,0.0,2.25,0.0,0.25,3.2,0.5,0.0,0.0,0.0,0.001048020331285838,Global
10,0.25,0.0,0.0,1.75,1.0,3.6,0.25,0.25,0.0,0.0,0.6216897446047795,Global
11,0.0,0.0,0.0,5.0,0.0,4.800000000000001,0.0,0.0,0.0,0.0,0.5762003732860208,Global
12,0.0,0.0,0.0,3.5,0.5,1.0,0.25,0.0,0.0,0.0,0.28271242156876586,Global
13,0.0,0.0,0.0,4.75,0.0,4.800000000000001,0.0,0.0,0.0,0.0,0.7969098593893876,Global
14,0.0,0.0,0.0,5.0,0.0,4.6,0.0,0.0,0.0,0.0,0.5617968528995501,Global
15,0.0,0.0,0.0,4.75,0.0,4.6,0.0,0.0,0.0,0.0,0.7753613766420195,Global
16,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5803478200044025,Global
17,0.0,0.0,0.0,4.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0567994915852294,Global
18,0.0,0.0,0.0,3.25,0.0,5.0,1.5,0.0,0.0,0.0,0.0916298640571353,Global
19,0.0,0.0,0.0,4.75,0.0,5.0,0.0,0.0,0.0,0.0,0.8031132430199196,Global
20,0.0,0.0,0.5,1.0,0.0,4.800000000000001,0.25,0.5,0.25,0.75,0.009552970961175857,Global
21,0.0,0.0,0.0,2.75,0.75,4.6,0.0,1.0,0.0,0.0,0.05155726172887964,Global
22,0.25,0.0,0.25,1.25,0.0,4.6,0.0,0.75,0.25,0.0,0.03800164075568324,Global
23,0.25,0.5,0.0,2.0,0.0,3.2,0.25,0.0,0.25,0.25,1.805554620613076,Global
24,0.0,1.25,0.5,2.0,0.0,1.0,0.25,0.0,0.0,0.0,0.08719002844241586,Global
25,0.25,0.5,0.0,2.25,0.0,1.0,0.0,0.0,0.25,0.75,0.5520471202237728,Global
26,0.0,0.0,0.0,2.75,0.0,2.6,0.0,0.0,0.0,1.75,0.7422257288682779,Global
27,0.0,0.75,0.0,2.5,0.0,3.4000000000000004,0.0,0.0,0.0,0.0,3.8174406399110272,Global
28,0.0,0.75,0.0,3.0,0.0,4.4,0.0,0.0,0.0,0.0,2.912948090305731,Global
29,0.0,0.75,0.5,2.5,0.0,3.0,0.0,0.0,0.0,0.0,0.238351027961664,Global
30,0.0,0.75,0.0,1.0,0.75,3.0,0.0,0.0,0.0,0.0,15.151189730707772,Global
31,0.0,0.75,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,4.052015072785703,Global
32,0.0,0.5,0.0,1.0,0.0,4.800000000000001,0.0,0.0,0.0,0.0,4.847965440205453,Global
33,0.0,0.75,0.0,1.0,0.75,5.0,0.0,0.5,0.0,1.25,0.12096943607198168,Global
34,0.0,0.75,0.0,1.0,0.0,5.0,0.0,0.0,2.75,0.0,0.007911561460689413,Global
35,0.0,0.75,0.0,1.0,0.75,5.0,1.75,0.0,0.0,0.0,0.8092367462803223,Global
36,0.0,0.75,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.25,6.837114788999947,Global
37,0.0,0.75,0.0,1.0,0.75,3.2,0.0,0.0,0.0,0.0,16.1884927728938,Global
38,0.0,0.75,0.0,0.75,0.75,3.6,0.0,0.0,0.0,0.0,16.028905333372315,Global
39,0.0,0.75,0.0,1.0,0.75,3.6,0.0,0.0,0.0,0.5,24.6646105262172,Global
40,0.0,0.75,0.0,1.0,0.5,3.6,0.0,0.0,0.0,0.5,21.15712213035205,Global
41,0.0,0.75,0.0,0.75,0.75,3.6,0.0,0.0,0.0,0.5,22.76256406480002,Global
42,0.0,0.5,0.0,1.0,0.75,3.6,0.0,0.0,0.0,0.5,17.467735755549228,Global
43,0.25,0.0,0.0,0.5,1.0,3.4000000000000004,0.25,0.0,0.0,1.25,1.9336562251988254,Global
44,0.5,0.5,0.0,1.25,0.25,3.8000000000000003,0.5,0.0,0.0,0.5,0.8503724536975541,Global
45,0.0,1.0,0.0,0.0,1.75,2.8,0.0,0.0,0.25,0.5,5.439465300583009,Global
46,0.0,1.0,0.0,1.0,0.25,1.8,0.0,0.0,0.75,0.75,1.1318437715553045,Global
47,0.0,0.25,0.0,1.5,1.0,2.6,0.0,0.0,0.25,0.25,4.579552336243481,Global
48,0.0,0.5,0.0,0.5,0.0,2.2,0.5,0.0,0.0,0.25,2.6381965523567183,Global
49,0.0,0.5,0.0,1.5,0.25,3.0,0.25,0.0,0.0,0.0,7.514422159325165,Global
50,0.0,1.25,0.0,0.25,0.25,4.800000000000001,0.0,0.0,0.5,0.25,3.7334116552293364,Global
51,0.0,1.0,0.25,0.25,1.5,2.2,0.0,0.0,0.25,0.25,0.9839060632238016,Global
52,0.0,0.5,0.0,1.25,0.5,3.8000000000000003,0.25,0.0,0.5,0.25,4.731812397419416,Global
53,0.25,0.75,0.0,0.25,0.5,1.0,0.0,0.0,0.0,1.5,2.54497999572886,Global
54,0.0,1.0,0.0,0.5,1.0,4.0,0.0,0.0,0.0,0.5,18.465487812121122,Global
55,0.0,1.25,0.0,0.5,0.75,2.4000000000000004,0.25,0.0,0.5,0.5,3.7680591002414126,Global
56,0.25,0.75,0.0,0.0,0.25,3.4000000000000004,0.5,0.0,0.25,0.75,2.8467322799702877,Global
57,0.0,0.5,0.0,0.25,1.75,3.4000000000000004,0.0,0.0,0.5,0.25,1.1164384336351267,Global
58,0.0,0.75,0.0,1.0,0.75,3.8000000000000003,0.0,0.0,0.0,0.5,25.14530681810172,Global
59,0.0,1.0,0.0,0.25,1.0,3.4000000000000004,0.0,0.0,0.5,0.75,4.27602770992322,Global
60,0.25,0.5,0.0,0.5,2.25,3.6,0.5,0.0,0.0,0.0,0.6923459958372307,Global
61,0.25,1.25,0.0,0.75,0.25,2.8,0.25,0.0,0.0,1.25,3.4818911730958835,Global
62,0.0,0.75,0.0,1.0,0.5,4.6,0.25,0.0,0.0,1.0,17.803879600071124,Global
63,0.0,0.75,0.0,0.0,0.0,4.6,0.5,0.25,0.0,2.5,1.0348839359884612,Global
64,0.0,1.0,0.0,0.25,0.25,1.0,0.25,0.25,0.0,1.75,0.8769376910413679,Global
65,0.0,0.25,0.0,0.0,0.0,4.2,0.5,0.0,0.0,2.75,2.6154415103565065,Global
66,0.0,1.25,0.0,0.25,0.5,2.6,0.0,0.0,0.0,1.25,13.715472226366495,Global
67,0.0,0.25,0.0,1.75,1.0,3.8000000000000003,0.0,0.0,0.0,0.75,8.528082257571178,Global
68,0.0,0.75,0.0,0.5,1.0,4.2,0.25,0.25,0.0,1.0,2.6459017453254923,Global
69,0.0,0.25,0.0,0.25,1.0,1.8,0.25,0.0,0.25,1.5,2.0822570914099585,Global
70,0.25,0.75,0.0,1.0,1.0,1.2,0.0,0.25,0.0,0.75,0.7440177976768303,Global
71,0.0,1.0,0.0,0.5,2.0,3.2,0.0,0.0,0.0,0.0,6.151484517695216,Global
72,0.0,0.25,0.0,1.25,1.25,2.6,0.25,0.25,0.0,0.0,1.0255747877002077,Global
73,0.0,1.5,0.0,1.5,0.25,2.6,0.25,0.0,0.0,0.25,7.78666262873157,Global
74,0.0,0.5,0.0,0.25,2.0,4.6,0.0,0.0,0.25,0.0,1.7667418121129368,Global
75,0.0,0.0,0.0,1.75,0.25,3.6,0.75,0.0,0.0,1.0,2.870493427684361,Global
76,0.0,1.25,0.0,0.75,1.0,3.4000000000000004,0.5,0.0,0.25,0.0,7.831480599732609,Global
77,0.25,0.75,0.0,1.0,0.0,2.6,0.5,0.0,0.0,0.25,1.9628914894645138,Global
78,0.0,1.0,0.0,0.25,0.0,4.0,0.5,0.0,0.0,0.0,5.9390254921731955,Global
79,0.0,1.0,0.0,1.0,0.5,3.8000000000000003,0.25,0.25,0.5,0.5,1.4012684244651836,Global
80,0.0,0.75,0.0,0.75,1.0,3.2,0.75,0.25,0.0,0.25,1.8406057411301653,Global
81,0.0,0.75,0.0,1.5,0.25,3.8000000000000003,0.25,0.0,0.25,0.25,8.607975457440265,Global
82,0.0,2.0,0.0,0.75,0.75,1.2,0.25,0.0,0.0,0.0,6.895804372286769,Global
