,No Hypothesis
0,1254365.4028992944
1,1254365.4028992944
2,1254365.4028992944
3,1254365.4028992944
4,1254365.4028992944
5,1254365.4028992944
6,1254365.4028992944
7,1254365.4028992944
8,1254365.4028992944
9,1254365.4028992944
10,1254365.4028992944
11,1254365.4028992944
12,1254365.4028992944
13,1254365.4028992944
14,1156547.86406798
15,1156547.86406798
16,1156547.86406798
17,1156547.86406798
18,1156547.86406798
19,1156547.86406798
20,1156547.86406798
21,1156547.86406798
22,1156547.86406798
23,1156547.86406798
24,1156547.86406798
25,806437.4918148533
26,806437.4918148533
27,806437.4918148533
28,806437.4918148533
29,806437.4918148533
30,806437.4918148533
31,806437.4918148533
32,806437.4918148533
33,806437.4918148533
34,806437.4918148533
35,806437.4918148533
36,806437.4918148533
37,806437.4918148533
38,806437.4918148533
39,806437.4918148533
40,806437.4918148533
41,806437.4918148533
42,806437.4918148533
43,806437.4918148533
44,806437.4918148533
45,806437.4918148533
46,806437.4918148533
47,806437.4918148533
48,806437.4918148533
49,806437.4918148533
50,806437.4918148533
51,806437.4918148533
52,806437.4918148533
53,806437.4918148533
54,806437.4918148533
55,806437.4918148533
56,806437.4918148533
57,806437.4918148533
58,806437.4918148533
59,806437.4918148533
60,806437.4918148533
61,806437.4918148533
62,806437.4918148533
63,806437.4918148533
64,806437.4918148533
65,806437.4918148533
66,806437.4918148533
67,806437.4918148533
68,806437.4918148533
69,806437.4918148533
70,806437.4918148533
71,806437.4918148533
72,806437.4918148533
73,806437.4918148533
74,806437.4918148533
75,806437.4918148533
76,806437.4918148533
77,806437.4918148533
78,806437.4918148533
79,806437.4918148533
80,806437.4918148533
81,806437.4918148533
82,806437.4918148533
83,806437.4918148533
84,806437.4918148533
85,806437.4918148533
86,806437.4918148533
87,806437.4918148533
88,806437.4918148533
89,806437.4918148533
90,806437.4918148533
91,806437.4918148533
92,806437.4918148533
93,734010.3454843318
94,734010.3454843318
95,734010.3454843318
96,734010.3454843318
97,734010.3454843318
98,734010.3454843318
99,734010.3454843318
100,734010.3454843318
101,734010.3454843318
102,734010.3454843318
103,734010.3454843318
104,734010.3454843318
