,Poor,Weak,Good,Poor_Good,Poor_Weak,Weak_Good
0,21.254771622991637,17.409745123955485,3.6504054714149707,21.254771622991637,21.254771622991637,17.409745123955485
1,20.10402503055251,17.409745123955485,3.6504054714149707,3.6504054714149707,17.409745123955485,3.6504054714149707
2,19.345185494587994,17.409745123955485,3.6504054714149707,3.6504054714149707,17.409745123955485,3.6504054714149707
3,19.345185494587994,17.409745123955485,3.6504054714149707,3.6504054714149707,17.409745123955485,3.6504054714149707
4,19.345185494587994,17.409745123955485,3.6504054714149707,3.6504054714149707,17.409745123955485,3.6504054714149707
5,19.345185494587994,17.396680893286213,3.6253849384403627,3.6253849384403627,17.396680893286213,3.6253849384403627
6,19.345185494587994,17.396680893286213,3.6253849384403627,3.6253849384403627,17.396680893286213,3.6253849384403627
7,19.345185494587994,17.396680893286213,3.6253849384403627,3.6253849384403627,17.396680893286213,3.6253849384403627
8,19.345185494587994,17.396680893286213,3.6253849384403627,3.6253849384403627,17.396680893286213,3.6253849384403627
9,19.345185494587994,17.396680893286213,3.6253849384403627,3.6253849384403627,17.396680893286213,3.6253849384403627
10,19.345185494587994,17.396680893286213,3.6253849384403627,3.6253849384403627,17.396680893286213,3.6253849384403627
11,19.345185494587994,17.396680893286213,3.6253849384403627,3.6253849384403627,17.396680893286213,3.6253849384403627
12,18.971842306888533,17.396680893286213,3.6253849384403627,3.6253849384403627,17.396680893286213,3.6253849384403627
13,18.971842306888533,16.88243147042964,3.6253849384403627,3.6253849384403627,14.507236025726003,3.6253849384403627
14,18.199524328533467,15.903949418455422,3.6253849384403627,3.6253849384403627,14.135065336902654,3.6253849384403627
15,18.199524328533467,15.903949418455422,3.6253849384403627,3.6253849384403627,13.021977257379437,3.6253849384403627
16,18.199524328533467,15.903949418455422,3.6253849384403627,3.6253849384403627,12.599915501282435,3.6253849384403627
17,18.199524328533467,15.903949418455422,3.6253849384403627,3.6253849384403627,11.718469413105453,3.6253849384403627
18,16.565290495965357,15.903949418455422,3.6253849384403627,3.6253849384403627,11.634755450452516,3.6253849384403627
19,16.565290495965357,15.903949418455422,3.6253849384403627,3.6253849384403627,10.700613615306152,3.6253849384403627
20,14.428340352190029,15.903949418455422,3.6253849384403627,3.6253849384403627,10.700613615306152,3.6253849384403627
21,14.242442495077515,15.903949418455422,3.6253849384403627,3.6253849384403627,10.227338953246772,3.6253849384403627
22,12.80595338331668,15.903949418455422,3.6253849384403627,3.6253849384403627,10.227338953246772,3.6253849384403627
23,11.337926981673936,15.903949418455422,3.6253849384403627,3.6253849384403627,8.74872074043984,3.6253849384403627
24,11.337926981673936,15.903949418455422,3.6253849384403627,3.6253849384403627,7.297743624633407,3.6253849384403627
25,10.287448611515238,15.903949418455422,3.6253849384403627,3.6253849384403627,6.244149076693709,3.6253849384403627
26,9.7336064983711,15.903949418455422,3.6253849384403627,2.7230768481414893,6.09289427081684,2.7230768481414893
27,8.369265756973475,15.903949418455422,3.6253849384403627,2.7230768481414893,6.034283133667824,2.7230768481414893
28,6.364793707612634,15.903949418455422,3.6253849384403627,2.7230768481414893,6.034283133667824,2.7230768481414893
29,6.364793707612634,15.903949418455422,3.6253849384403627,2.7230768481414893,4.550525255056392,2.7230768481414893
30,6.364793707612634,15.903949418455422,3.6253849384403627,2.7230768481414893,4.550525255056392,2.7230768481414893
31,6.3104405032777215,15.903949418455422,3.6253849384403627,2.7230768481414893,4.308443059080041,2.7230768481414893
32,6.3104405032777215,15.903949418455422,3.6253849384403627,2.7230768481414893,4.308443059080041,2.7230768481414893
33,5.802965401264064,15.903949418455422,3.6253849384403627,2.7230768481414893,4.225577598825083,2.7230768481414893
34,5.802965401264064,15.903949418455422,2.488588755592386,2.7230768481414893,4.225577598825083,2.7230768481414893
35,5.802965401264064,15.903949418455422,2.488588755592386,2.7230768481414893,3.6570022550556276,2.7230768481414893
36,5.286020877907692,15.903949418455422,2.488588755592386,2.7230768481414893,3.412975345248655,2.7230768481414893
37,4.843383179282693,15.903949418455422,2.488588755592386,2.7230768481414893,3.2834052124942064,2.7230768481414893
38,4.843383179282693,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.7230768481414893
39,3.4910745457773737,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.7230768481414893
40,3.4910745457773737,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.7230768481414893
41,3.4910745457773737,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.7230768481414893
42,3.4910745457773737,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.7230768481414893
43,3.4910745457773737,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.0684489176569416
44,3.4910745457773737,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.0671382124405655
45,3.4910745457773737,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.0671382124405655
46,3.3036715183850243,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.0671382124405655
47,3.3036715183850243,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.0671382124405655
48,3.3036715183850243,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.0671382124405655
49,3.3036715183850243,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.0671382124405655
50,3.3036715183850243,15.903949418455422,2.488588755592386,2.6006397749920405,3.2834052124942064,2.0671382124405655
