,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.75,0.5,0.0,0.0075687964058276155,Bizarro World
1,0.0,1.0,0.25,0.5,0.75,2.8,0.5,0.75,0.0,0.25,0.03426859258708225,Global
2,0.25,0.0,1.0,0.25,0.0,3.4000000000000004,1.25,0.25,0.25,0.5,0.009474987377094249,Global
3,0.0,0.5,0.0,0.0,0.0,2.8,0.0,0.0,2.0,0.0,0.05614920423419546,Global
4,0.25,0.0,0.25,0.0,1.0,4.800000000000001,0.0,0.5,0.25,0.0,0.03301520286829515,Global
5,0.5,0.0,0.5,0.5,0.0,1.0,0.5,1.75,0.5,0.0,0.00019100314888345448,Bizarro World
6,0.75,0.0,0.75,0.5,0.0,1.0,0.5,0.5,1.25,0.0,0.0012973485137833182,Bizarro World
7,0.5,0.25,0.0,0.0,0.0,3.8000000000000003,0.0,3.5,0.0,0.25,1.842401096364804e-11,Global
8,0.0,0.0,0.0,2.25,0.0,4.800000000000001,0.25,0.0,1.75,0.0,0.01366609469178947,Global
9,0.0,3.25,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.0,0.07641085647851321,Global
10,0.0,3.25,0.0,0.0,0.0,4.800000000000001,0.0,0.75,0.0,0.0,0.8673482839370806,Global
11,0.0,5.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.0,3.0634240783096405,Global
12,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.021675486206335,Global
13,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1939044132681638,Global
14,0.0,4.75,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.0,4.589972255236043,Global
15,0.0,4.25,0.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,8.839415763592644,Global
