,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.75,0.25,1.0,0.0,0.75,1.6,0.0,0.0,0.25,0.5,0.019575151731705376,Global
1,1.0,0.0,0.0,1.0,0.0,2.8,0.75,0.5,0.0,0.0,0.017001918957363703,Global
2,0.5,0.5,1.0,0.25,0.0,4.0,0.25,1.0,0.0,0.0,0.00085835024268666,Global
3,0.5,0.5,0.0,1.25,0.25,2.6,0.0,0.75,0.0,0.25,0.35194321432866144,Global
4,0.0,0.0,1.0,2.25,0.0,4.0,0.0,0.0,0.0,0.0,0.012385937788714389,Global
5,0.0,0.0,2.5,0.75,0.0,3.0,0.25,0.0,0.0,0.0,6.611955772027771e-05,Global
6,0.0,0.25,0.0,0.25,0.75,3.4000000000000004,0.5,0.25,1.75,0.25,0.04250841812024635,Global
7,0.0,2.5,0.25,0.5,0.5,3.0,0.25,0.0,0.25,0.0,1.3119683651325589,Global
8,0.0,4.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.061968412351283,Global
9,0.0,5.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.0,3.0634240783096405,Global
10,0.0,4.75,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.0,4.589972255236043,Global
11,0.0,3.75,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,1.0,8.7684315131395,Global
12,0.0,3.75,0.5,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.0,0.17718301522996296,Global
13,0.0,3.0,0.0,0.0,0.0,5.0,1.5,0.0,0.0,0.0,0.2872247543560946,Global
14,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.75,8.824628094507052,Global
15,0.0,3.75,0.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,9.607393132077895,Global
16,0.0,3.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.998453530101742,Global
17,0.0,3.75,0.0,0.5,0.0,4.800000000000001,0.0,0.0,0.0,0.5,10.943858675319081,Global
18,0.0,3.75,0.0,0.25,0.0,5.0,0.0,0.0,0.0,0.5,8.987184606898523,Global
19,0.0,3.5,0.0,0.5,0.0,5.0,0.0,0.0,0.0,0.5,9.433038347862784,Global
20,0.0,3.75,0.0,0.5,0.0,5.0,0.0,0.0,0.0,0.25,10.222448981859337,Global
21,0.0,3.75,0.0,0.5,0.0,3.6,0.0,0.0,0.0,0.25,10.583098215040465,Global
