,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.75,0.0,0.008870710528336816,Bizarro World
1,0.0,0.0,0.25,0.25,1.75,2.6,0.25,0.0,1.0,0.25,0.03416066727745073,Global
2,0.25,0.5,0.25,0.0,0.0,2.4000000000000004,0.5,1.0,0.0,1.0,0.06186491730158932,Global
3,0.25,0.5,0.5,0.0,0.0,3.8000000000000003,0.0,0.5,0.5,1.25,0.010829049884856275,Global
4,0.25,0.5,0.0,1.0,0.0,1.8,0.5,0.25,0.25,0.0,0.30796527715063526,Global
5,1.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.75,0.0,3.351262162631932e-05,Bizarro World
6,0.5,0.0,0.75,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.01517442762139747,Bizarro World
7,0.0,0.0,2.75,2.0,0.0,4.800000000000001,0.0,0.0,0.0,0.0,-1.2348697083861113e-07,Global
8,0.0,2.0,0.0,0.0,0.0,4.2,0.0,2.5,0.0,0.0,0.0006186273491519053,Global
9,0.0,0.0,0.5,0.25,0.0,1.4,3.5,0.25,0.0,0.0,0.0028297302670204287,Global
10,3.75,0.0,0.0,0.5,0.0,4.2,0.0,0.0,0.0,0.0,0.035325281772865195,Global
11,0.0,0.5,0.0,0.0,0.0,4.4,0.0,0.0,0.0,4.25,10.677374068916148,Global
12,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,4.75,3.6490523195970086,Global
13,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,4.0,2.5508655599393983,Global
14,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.25,3.5007025051923906,Global
15,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,4.25,1.5370754377449254,Global
16,0.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.25,10.496546108832089,Global
17,0.5,0.0,0.5,2.25,0.0,1.0,0.5,0.5,0.5,0.0,0.004030962324873582,Bizarro World
18,0.5,0.0,0.5,1.0,0.0,1.0,0.5,1.25,0.5,0.0,0.0016289967840622639,Bizarro World
19,0.0,0.25,0.0,0.0,0.0,4.4,0.0,0.0,0.0,4.5,6.712003824298028,Global
20,0.0,4.5,0.25,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.7830256972878946,Global
21,0.0,3.75,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.25,7.228707159811542,Global
