,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.0,1.0,0.25,0.0,0.25,5.0,0.5,0.0,0.25,1.0,1.2727008305219298,What they knew
1,0.0,0.0,0.25,0.25,0.5,4.6,0.5,0.0,0.5,1.25,0.37967778048327716,Global
2,0.25,0.25,0.25,0.0,0.0,2.6,0.75,1.0,0.0,1.25,0.031322093681709226,Global
3,0.0,1.0,0.5,0.25,0.0,4.0,0.75,0.0,0.5,0.25,0.08491025617251334,Global
4,0.0,0.75,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.06011026737927592,Global
5,0.0,1.0,0.25,0.0,0.0,5.0,0.75,0.0,0.0,0.75,1.0948299937352703,What they knew
6,0.0,2.25,0.0,0.0,0.75,5.0,0.0,0.0,0.75,0.0,0.9795735593504032,What they knew
7,0.0,0.25,0.0,3.0,0.0,2.4000000000000004,0.0,0.0,0.0,1.0,0.855742798241551,Global
8,0.0,0.0,0.0,3.25,0.0,2.2,0.25,0.0,0.25,0.5,0.3919451072202955,Global
9,1.0,0.25,0.0,2.5,0.0,3.4000000000000004,0.0,0.25,0.25,0.0,0.014877189033174242,Global
10,0.0,0.0,0.0,4.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0567994915852294,Global
11,0.0,0.0,0.0,0.0,0.0,5.0,3.25,1.0,0.0,0.0,8.067556332134118e-05,Global
12,0.0,1.0,0.0,0.25,0.25,5.0,0.5,0.25,0.0,1.0,2.318138828151791,What they knew
13,0.25,1.0,0.25,0.5,0.0,5.0,0.0,0.0,0.0,0.5,0.8875617598972174,What they knew
14,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.5,0.0,3.25,0.06330189912886516,What they knew
15,0.0,1.25,0.0,0.0,1.0,4.4,0.0,0.0,0.0,1.0,13.912359288687872,Global
16,0.0,1.0,0.75,0.25,1.0,2.6,0.0,0.0,0.5,0.0,0.0228852192278496,Global
17,0.0,1.25,0.0,0.0,0.0,1.2,0.0,0.5,0.0,0.25,0.059920908359923475,Global
18,0.0,0.5,0.0,0.0,1.0,4.6,0.0,1.0,0.0,0.5,0.036942668103772995,Global
19,0.0,3.75,0.0,0.0,1.0,2.2,0.0,0.0,0.0,0.0,13.063921495734249,Global
20,2.0,0.0,0.0,0.0,1.0,4.6,0.0,0.0,0.0,1.75,0.0006194764904133704,Global
21,0.0,1.0,0.0,0.0,0.0,5.0,1.5,0.0,0.0,0.0,1.386236392194852,What they knew
22,0.0,1.25,0.25,0.0,0.0,5.0,1.75,0.0,1.0,0.0,0.02874524497103321,What they knew
23,0.0,0.0,0.0,0.0,1.0,4.4,0.0,0.0,0.0,0.0,1.853277083635871,Global
