,No Hypothesis
0,142.73249266630293
1,142.73249266630293
2,142.73249266630293
3,142.73249266630293
4,142.73249266630293
5,142.73249266630293
6,142.73249266630293
7,142.73249266630293
8,142.73249266630293
9,142.73249266630293
10,142.73249266630293
11,142.73249266630293
12,142.73249266630293
13,142.73249266630293
14,142.73249266630293
15,142.73249266630293
16,142.73249266630293
17,142.73249266630293
18,142.73249266630293
19,142.73249266630293
20,142.73249266630293
21,142.73249266630293
22,142.73249266630293
23,142.73249266630293
24,142.73249266630293
25,142.73249266630293
26,142.73249266630293
27,142.73249266630293
28,142.73249266630293
29,142.73249266630293
30,142.73249266630293
31,142.73249266630293
32,142.73249266630293
33,142.73249266630293
34,142.73249266630293
35,142.73249266630293
36,142.73249266630293
37,133.97787523238537
38,133.97787523238537
39,133.97787523238537
40,133.97787523238537
41,133.97787523238537
42,133.97787523238537
43,133.97787523238537
44,133.97787523238537
45,133.97787523238537
46,120.25532110584628
47,120.25532110584628
48,120.25532110584628
49,120.25532110584628
50,120.25532110584628
51,120.25532110584628
52,120.25532110584628
53,120.25532110584628
54,120.25532110584628
55,120.25532110584628
56,120.25532110584628
57,120.25532110584628
58,120.25532110584628
59,120.25532110584628
60,120.25532110584628
61,120.25532110584628
62,120.25532110584628
63,120.25532110584628
64,120.25532110584628
65,120.25532110584628
66,110.57874742690092
67,110.57874742690092
68,110.57874742690092
69,110.57874742690092
70,110.57874742690092
71,110.57874742690092
72,110.57874742690092
73,110.57874742690092
74,110.57874742690092
75,110.57874742690092
76,110.57874742690092
77,110.57874742690092
78,110.57874742690092
79,110.57874742690092
80,110.57874742690092
81,110.57874742690092
82,110.57874742690092
83,110.57874742690092
84,110.57874742690092
85,109.5177863815654
86,109.5177863815654
87,109.5177863815654
88,109.5177863815654
89,109.5177863815654
90,109.5177863815654
91,109.5177863815654
92,109.5177863815654
93,109.5177863815654
94,109.5177863815654
95,109.5177863815654
96,109.5177863815654
97,109.5177863815654
98,109.5177863815654
99,109.5177863815654
100,109.5177863815654
101,109.5177863815654
102,109.5177863815654
103,109.5177863815654
104,109.5177863815654
